w_q1	w_q2	w_q3low	roc_auc	ap	lower_half_auc	q1_auc	knownness_spearman	objective
1.0	1.0	0.5	0.8113506392802701	0.7282188019868403	0.7257180233412706	0.6801351351351351	0.65983311436843	1.0991097618728354
0.65	0.25	0.15	0.8091763814357591	0.727737580739503	0.7223006143986831	0.6873648648648649	0.6442652094763771	1.0989130177806992
0.65	0.35	0.0	0.809127917735071	0.7277193635003533	0.7217273716083136	0.6873648648648649	0.6449884561702692	1.098620256573511
0.8	0.5	0.25	0.8100399164662031	0.7291060565757911	0.7230355410530028	0.681081081081081	0.6551207122310111	1.0976547237752188
0.65	0.15	0.15	0.8081057742296475	0.7265868754874536	0.7203898050974513	0.6873648648648649	0.643292281028638	1.097366460628992
0.8	0.65	0.15	0.8098152211266488	0.7289796566460768	0.7216097833436224	0.681081081081081	0.6547905094053579	1.0970353214054158
0.5	0.0	0.0	0.8065989937173421	0.7241552290882078	0.7200370403033779	0.6852702702702702	0.6290578337202197	1.0967583764903877
0.65	0.25	0.0	0.8077665283248301	0.7266995125314827	0.7185230913954788	0.6873648648648649	0.6444221675665924	1.0963542119597873
0.8	0.35	0.35	0.8092248451364473	0.728285058929303	0.7212276214833759	0.681081081081081	0.6561171907746295	1.0961976287202133
1.0	0.8	0.65	0.8100443222571748	0.7290213391709612	0.7214480994796719	0.6801351351351351	0.6650013148159157	1.0960056476465116
1.0	0.65	0.65	0.8095156273405765	0.7288042913144238	0.7200076432372049	0.6801351351351351	0.665756550455007	1.0949692922932641
0.65	0.15	0.0	0.8062773709764114	0.7253986206302241	0.7152159214510392	0.6873648648648649	0.6434492371238613	1.0939701966723099
0.8	0.5	0.15	0.8081101800206191	0.7280979511970772	0.7170238410206662	0.681081081081081	0.6554895244211537	1.0938845961009198
0.8	0.35	0.25	0.8079163252178664	0.7276158442369647	0.7170385395537526	0.681081081081081	0.6561610880712506	1.0936279944930833
0.8	0.8	0.0	0.8079031078449515	0.7277016291066788	0.7158332598406679	0.681081081081081	0.6527501678525042	1.0935942852281175
1.0	0.8	0.5	0.8082335421678255	0.7280664745821422	0.7158185613075816	0.6801351351351351	0.665841722480936	1.0924219653390335
0.8	0.25	0.25	0.8068853701304997	0.726668211458815	0.7149366493223976	0.681081081081081	0.6556526012789698	1.092017321015538
1.0	1.0	0.35	0.8077599196383727	0.7265300074252536	0.7141502778022752	0.6801351351351351	0.6613703259355763	1.0918949974125245
0.8	0.65	0.0	0.8071409060068554	0.727474014137609	0.713613781344622	0.681081081081081	0.6560974000962265	1.0918315166168355
1.0	1.0	0.25	0.8073766158238389	0.7262096237069042	0.7130478878207955	0.6801351351351351	0.6615690179488777	1.0911611074022167
1.0	0.65	0.5	0.8072290218262884	0.7277306872508688	0.7127906634917835	0.6801351351351351	0.6665969560551939	1.090433552295331
0.65	0.0	0.0	0.8039070554336619	0.7228663454632107	0.7105858835288239	0.6873648648648649	0.6424730486558625	1.0903084885996956
1.0	1.0	0.15	0.8067553992968357	0.725731515616177	0.7114016521151189	0.6801351351351351	0.6616185648487183	1.0900410654735264
0.8	0.35	0.15	0.8058852555799343	0.7266249382308476	0.7106887732604286	0.681081081081081	0.6565299002613934	1.0896551137481396
0.8	0.5	0.0	0.8052904737987611	0.726556337367103	0.7085427874298145	0.681081081081081	0.6567964151120224	1.0883898847327194
1.0	0.5	0.5	0.8059249076986792	0.7268524752980537	0.7095422876796894	0.6801351351351351	0.6679399003214848	1.0880206309974643
0.8	0.25	0.15	0.8044709966780336	0.7255623952464819	0.7073081106505571	0.681081081081081	0.6560214114357886	1.087277504945838
1.0	0.8	0.35	0.80504815529532	0.7264983100767802	0.7056030808125349	0.6801351351351351	0.667378122992419	1.0860182942668655
1.0	0.8	0.25	0.8046075761981548	0.7261565556935161	0.7043096099009319	0.6801351351351351	0.667576710172862	1.0851698151781752
1.0	1.0	0.0	0.803970939402751	0.724205437353592	0.7030381867889584	0.6801351351351351	0.662457324522917	1.084663690014174
0.8	0.35	0.0	0.803171288341396	0.7251613810186057	0.7025604844636506	0.681081081081081	0.657836790952262	1.0843719708014812
0.8	0.15	0.15	0.8024531444130164	0.7241053084505191	0.7022371167357496	0.681081081081081	0.6553424357983756	1.08380625207012
1.0	0.65	0.35	0.8039246785975485	0.7262040849665878	0.7021783226034042	0.6801351351351351	0.6681333565666769	1.0837918667489288
1.0	0.8	0.15	0.8037969106593705	0.72559527270364	0.7020313372725403	0.6801351351351351	0.667626230931022	1.0836707157750574
1.0	0.65	0.25	0.8032902446976306	0.7257351673432156	0.7002381162359997	0.6801351351351351	0.6683319437471199	1.0825555122207453
0.8	0.25	0.0	0.801633667292289	0.7240864216854878	0.6987682629273598	0.681081081081081	0.6573283021266573	1.0817475321740475
1.0	0.65	0.15	0.8025500718143929	0.7251746056711442	0.6981950201369904	0.6801351351351351	0.6683814645052799	1.0811974584319888
1.0	0.5	0.35	0.802039000061681	0.7251732128402023	0.6969897404239058	0.6801351351351351	0.6694762987613627	1.0802153193397435
1.0	0.8	0.0	0.8013649140430181	0.7241734946831414	0.6948437545932916	0.6801351351351351	0.668464548063154	1.078998612641717
1.0	0.5	0.25	0.8013472908791315	0.7247355707873956	0.6948584531263781	0.6801351351351351	0.6696748859418056	1.0788643652498915
1.0	0.5	0.15	0.800642364323667	0.7241901081985802	0.69293294529206	0.6801351351351351	0.6697244066999657	1.0775768342683154
