base	extras	n_features	weight_mode	l2	roc_auc	ap	lower_half_auc	lowest_quartile_auc	knownness_spearman	objective	columns
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,ecology_context_diversity_norm	11	source_balanced	2.5	0.7951152995497281	0.704168044184731	0.7175162418790605	0.6250337837837838	0.5086852960982854	1.2003398628855306	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|ecology_context_diversity_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,ecology_context_diversity_norm	11	source_balanced	3.0	0.8010190594517433	0.7056267084056219	0.7222050739336214	0.6245608108108108	0.5380357966303688	1.2003342510357835	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|ecology_context_diversity_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced+class_balanced	5.0	0.7875505564513997	0.6951900491006939	0.7182511685333803	0.627331081081081	0.48375721609454647	1.2002981479009327	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,ecology_context_diversity_norm	11	source_balanced	2.5	0.8009705957510552	0.7059696541089424	0.7221756768674487	0.6245608108108108	0.5380564187699802	1.200270342827032	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|ecology_context_diversity_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	5.0	0.7696101756148281	0.6472739484693129	0.7126804244936356	0.6301013513513514	0.40965191365038617	1.200180953883112	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	H_external_host_range_norm,clinical_context_fraction_norm,A_recurrence_norm	9	source_balanced+class_balanced	3.0	0.7896851621771657	0.699629524290574	0.7143781050651145	0.642668918918919	0.5151510272714651	1.200130755645603	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|H_external_host_range_norm|clinical_context_fraction_norm|A_recurrence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pmlst_coherence_norm	11	source_balanced	4.0	0.7895111334337853	0.7079696572213	0.7174427492136285	0.6258445945945946	0.4884887469013492	1.2001239765007856	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pmlst_coherence_norm
bio_hybrid_core	H_external_host_range_norm,clinical_context_fraction_norm,A_recurrence_norm	9	source_balanced+class_balanced	2.5	0.7896014521487043	0.7003437341460158	0.7144515977305465	0.6426013513513513	0.5148754380498438	1.200111259950043	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|H_external_host_range_norm|clinical_context_fraction_norm|A_recurrence_norm
bio_hybrid_core	H_external_host_range_norm,clinical_context_fraction_norm,A_recurrence_norm	9	source_balanced+class_balanced	3.5	0.7896631332223074	0.6997008603507557	0.7142899138665961	0.642668918918919	0.5154305217940076	1.2000079861406276	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|H_external_host_range_norm|clinical_context_fraction_norm|A_recurrence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm	10	source_balanced	4.0	0.7886784389401429	0.7006431965263068	0.7172222712173325	0.6269932432432432	0.48744857236330236	1.1999910502348432	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,A_recurrence_norm	9	source_balanced	3.5	0.7968027174918714	0.7149053516392165	0.7107916629920334	0.6415540540540541	0.5371853943580647	1.1999827752738912	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|A_recurrence_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,A_recurrence_norm	9	source_balanced	2.5	0.7966088626891186	0.7147327024542718	0.7108063615251198	0.6414864864864865	0.5363873079467355	1.1999631811551454	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|A_recurrence_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	5.0	0.7953311833073392	0.6775864835840807	0.7262765675985536	0.6314527027027027	0.5349707538312064	1.1999390097252476	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced	5.0	0.796260805202358	0.6813455108542863	0.7259385013375665	0.6310472972972972	0.5375813096780135	1.1999152370347868	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pmlst_coherence_norm	11	source_balanced	3.0	0.789440640778239	0.7079181276937769	0.7170752858864685	0.6259797297297297	0.4887758638157891	1.1999139032629338	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pmlst_coherence_norm
bio_hybrid_core	H_external_host_range_norm,clinical_context_fraction_norm,A_recurrence_norm	9	source_balanced+class_balanced	5.0	0.7899539154264366	0.7000752987848387	0.7140988329364729	0.6423986486486486	0.5162369361866019	1.1999086647994435	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|H_external_host_range_norm|clinical_context_fraction_norm|A_recurrence_norm
bio_hybrid_core	H_external_host_range_norm,clinical_context_fraction_norm,A_recurrence_norm	9	source_balanced+class_balanced	4.0	0.7897556548327122	0.6998212695628176	0.7141429285357321	0.6424662162162162	0.5156493866877935	1.1999031304455674	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|H_external_host_range_norm|clinical_context_fraction_norm|A_recurrence_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,host_taxon_evenness_norm	9	source_balanced+class_balanced	3.0	0.7986751786548238	0.690580268473104	0.7157303701090632	0.6427702702702702	0.5542111946305978	1.1998746311569681	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,host_taxon_evenness_norm	9	source_balanced+class_balanced	4.0	0.7987060191916254	0.6905278377081006	0.7157597671752359	0.6426351351351351	0.5543228822302502	1.1998270279562062	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,host_taxon_evenness_norm	9	source_balanced+class_balanced	3.5	0.7986839902367672	0.6905394748622713	0.7157156715759767	0.6426351351351351	0.5542330132360668	1.1998120327901534	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm	8	source_balanced	5.0	0.7945513583053566	0.6884677299218792	0.7165534879619014	0.645472972972973	0.5440530541876887	1.1997946533829378	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	4.0	0.7952562848608211	0.6776272273823665	0.7258797072052209	0.6315878378378378	0.5349379116623207	1.199794231494095	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pmlst_coherence_norm	11	source_balanced	3.5	0.7893965828685224	0.7079060545922194	0.717163477084987	0.6256418918918919	0.48863787427730054	1.199783182630294	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pmlst_coherence_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,host_taxon_evenness_norm	9	source_balanced+class_balanced	2.5	0.7986267149541357	0.6902949120071902	0.7156568774436312	0.6426351351351351	0.5540660935103706	1.1997759094926248	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,A_recurrence_norm	9	source_balanced	3.0	0.7966485148078635	0.7147756418913128	0.7106446776611695	0.6412837837837838	0.5367042289055908	1.1997757974655778	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|A_recurrence_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,A_recurrence_norm	9	source_balanced	5.0	0.7969745433397658	0.7149932354954659	0.7106005820619102	0.6413513513513514	0.538157330557933	1.199753522530059	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|A_recurrence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm	10	source_balanced	3.5	0.7886608157762564	0.7005417400188235	0.7170458888202957	0.6267905405405405	0.48772022939472204	1.1997525627579224	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	4.0	0.7694780018856785	0.6474391271190723	0.7121659758356116	0.629222972972973	0.4090366035844901	1.199627280369858	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced	5.0	0.7702578268876611	0.651398562882524	0.7117250198430196	0.6284797297297298	0.41023430760882545	1.19961888530889	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm	8	source_balanced	4.0	0.79450730039564	0.6880084826362383	0.7164065026310374	0.6452702702702703	0.5440693005122168	1.1996038728100706	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm	8	source_balanced	3.5	0.7944984888136967	0.6880119566849981	0.7163771055648647	0.6453378378378378	0.544160318915376	1.1995924230595825	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,host_taxon_evenness_norm	9	source_balanced+class_balanced	5.0	0.7986883960277389	0.6905844732611262	0.7155539877120264	0.6425	0.5547021199753382	1.1995817617331135	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,ecology_context_diversity_norm,A_recurrence_norm	9	source_balanced	4.0	0.7968115290738146	0.7149413617547741	0.7104682952641327	0.6410810810810811	0.5375356347339392	1.1995780102192626	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|ecology_context_diversity_norm|A_recurrence_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm	8	source_balanced	2.5	0.7944940830227251	0.6879775722473297	0.7162889143663462	0.6453378378378378	0.5441060412693004	1.1995707197606482	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm	7	source_balanced+class_balanced	3.0	0.7928110708715536	0.701858750940379	0.7122762148337596	0.645472972972973	0.532017364204444	1.1995662428500964	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced+class_balanced	4.0	0.7873787306035053	0.6951111982596209	0.7176926242760973	0.6265202702702702	0.4837710157205641	1.1995625167916197	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm	10	source_balanced	3.0	0.788652004194313	0.7005240795064047	0.7169283005556045	0.6264527027027027	0.48768415409377863	1.199559587081546	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm	7	source_balanced+class_balanced	2.5	0.792767012961837	0.7015612449016014	0.7122615163006732	0.645472972972973	0.5319599071986816	1.1995314047052403	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pmlst_coherence_norm	11	source_balanced	2.5	0.7893525249588058	0.707985128324187	0.7167519181585678	0.6256418918918919	0.4889440807864265	1.1995185274690492	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pmlst_coherence_norm
bio_hybrid_core	clinical_context_fraction_norm	7	source_balanced+class_balanced	3.5	0.7928198824534969	0.7019141832508832	0.7122762148337596	0.6453378378378378	0.5320817512725534	1.1994981468542014	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced+class_balanced	3.5	0.7873478900667037	0.6950945578469554	0.717575036011406	0.6264527027027027	0.4838269670537211	1.199446127123482	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm	8	source_balanced	3.0	0.7944764598588384	0.6879563076986283	0.716244818767087	0.6451351351351351	0.5441430105638411	1.1994372045971693	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm	7	source_balanced+class_balanced	4.0	0.7928154766625253	0.701997514222955	0.7121880236352413	0.6452702702702703	0.5320784509227839	1.1994332938257855	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm	7	source_balanced+class_balanced	5.0	0.792806665080582	0.7019714335617386	0.7121586265690684	0.6452702702702703	0.5320501189996102	1.199421276251475	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,pmlst_coherence_norm	8	source_balanced+class_balanced	2.5	0.7931370994034559	0.7114355072539472	0.7123791045653644	0.6455405405405406	0.5342504037122097	1.1994004283165243	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|pmlst_coherence_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	3.5	0.7951329227136148	0.6776204698695574	0.7254681482788018	0.6313175675675675	0.5350161521137801	1.1993856419881557	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,pmlst_coherence_norm	8	source_balanced+class_balanced	5.0	0.7930577951659662	0.7111255468799736	0.712364406032278	0.6456756756756756	0.5342333507847857	1.1993810536351213	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|pmlst_coherence_norm
bio_hybrid_core	clinical_context_fraction_norm,pmlst_coherence_norm	8	source_balanced+class_balanced	3.0	0.7930577951659662	0.7113108439159385	0.7124085016315371	0.6456081081081081	0.5341763710190104	1.1993803266309002	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|pmlst_coherence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced+class_balanced	3.0	0.7873346726937888	0.6947099690653304	0.7174721462798013	0.6263851351351352	0.4837956977598904	1.1993743102625574	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,pmlst_coherence_norm	8	source_balanced+class_balanced	3.5	0.7930401720020795	0.7111725496044901	0.7123791045653644	0.6456756756756756	0.5342147921988113	1.1993732146043083	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|pmlst_coherence_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced	4.0	0.7960757619815485	0.6813260366252685	0.7253358614810242	0.6306418918918919	0.5376906581027849	1.199309500325562	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,pmlst_coherence_norm	8	source_balanced+class_balanced	4.0	0.7930225488381929	0.7110707479249652	0.7123203104330188	0.6456081081081081	0.534214503166143	1.1993046803468623	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|pmlst_coherence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm	10	source_balanced	2.5	0.7885903231207099	0.7005063453253612	0.7167519181585678	0.6261148648648649	0.4877548259242462	1.1992664771843362	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	3.0	0.7950580242670967	0.6775398983182561	0.7252476702825058	0.63125	0.5349175583902401	1.1992278192684138	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	3.5	0.7693149876197274	0.6472311330909365	0.7117691154422788	0.62875	0.4086964189411609	1.1991975732892348	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced	5.0	0.7879558892207918	0.6966436393147156	0.7174868448128877	0.6268581081081082	0.48798445896060366	1.1991663188138002	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm,pmlst_coherence_norm	9	source_balanced	3.0	0.7949478794928053	0.700853643970918	0.7160684363700502	0.6447972972972973	0.5464028427137635	1.1991299053276658	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm|pmlst_coherence_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm,pmlst_coherence_norm	9	source_balanced	2.5	0.7949170389560037	0.700872379957102	0.7159949437046182	0.6447972972972973	0.5463212481198674	1.199093741006437	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm|pmlst_coherence_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	2.5	0.7950183721483518	0.6775362839819973	0.7250859864185554	0.6311148648648649	0.5349129607554636	1.1990719163951693	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm,pmlst_coherence_norm	9	source_balanced	3.5	0.7949214447469755	0.7008636324091612	0.7159802451715319	0.6447297297297298	0.5463192248912024	1.1990631027125893	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm|pmlst_coherence_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm,pmlst_coherence_norm	9	source_balanced	4.0	0.7949346621198904	0.7007545557547067	0.7160096422377047	0.6446621621621622	0.546297930577547	1.1990615272316734	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm|pmlst_coherence_norm
phylo_core	H_external_host_range_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm	11	source_balanced+class_balanced	2.5	0.7872906147840721	0.6947432385593647	0.7172663668165917	0.6257094594594594	0.48388387958830054	1.1989321300295608	T_eff_norm|H_phylogenetic_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|pathogenic_context_fraction_norm
bio_hybrid_core	clinical_context_fraction_norm,host_taxon_evenness_norm,pmlst_coherence_norm	9	source_balanced	5.0	0.794877386837259	0.7005084434580858	0.7158332598406679	0.6445945945945946	0.5462829008788938	1.1989158701293368	T_eff_norm|H_specialization_norm|A_eff_norm|orit_support|backbone_purity_norm|assignment_confidence_norm|clinical_context_fraction_norm|host_taxon_evenness_norm|pmlst_coherence_norm
natural_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced	3.5	0.7959391824614273	0.6811332444339079	0.7249536996207778	0.6303040540540541	0.5376165447679233	1.198905665461043	T_eff_norm|H_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced+class_balanced	3.0	0.7691123212350314	0.6469734142660108	0.7115192403798101	0.6283445945945946	0.4082018640050299	1.198848656934275	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
phylo_aug_core	H_external_host_range_norm,clinical_context_fraction_norm,host_taxon_evenness_norm	11	source_balanced	4.0	0.7699450157286738	0.6513749116354917	0.711034188787959	0.6274662162162162	0.40950337778300244	1.1987909346560062	T_eff_norm|H_phylogenetic_augmented_specialization_norm|A_eff_norm|coherence_score|backbone_purity_norm|assignment_confidence_norm|mash_neighbor_distance_train_norm|replicon_architecture_norm|H_external_host_range_norm|clinical_context_fraction_norm|host_taxon_evenness_norm
