backbone_id	member_count_train	n_countries_train	n_new_countries	spread_label	priority_index	bio_priority_index	evidence_support_index	coherence_score	freeze_rank	candidate_confidence_tier	primary_model_candidate_score	baseline_both_candidate_score	conservative_model_candidate_score	novelty_margin_vs_baseline	knownness_score	knownness_half	external_support_modalities_count	module_f_enriched_signature_count	risk_uncertainty	uncertainty_review_tier	portfolio_track	track_rank	recommended_monitoring_tier	freeze_candidate_score	false_positive_risk_tier	risk_flag_count	risk_flags	in_consensus_top50	in_candidate_dossier_top25	in_candidate_portfolio	in_novelty_watchlist	in_prospective_freeze	in_higher_confidence_shortlist	evidence_tier	action_tier	main_outcome_status	candidate_universe_origin	visibility_expansion_label	official_primary_model	official_conservative_model	official_governance_model	official_primary_top_10_precision	official_primary_top_10_recall	official_primary_top_25_precision	official_primary_top_25_recall	official_primary_decision_utility_score	official_primary_optimal_decision_threshold	official_governance_top_10_precision	official_governance_top_10_recall	official_governance_top_25_precision	official_governance_top_25_recall	official_governance_decision_utility_score	official_governance_optimal_decision_threshold	official_conservative_top_10_precision	official_conservative_top_10_recall	official_conservative_decision_utility_score	official_conservative_optimal_decision_threshold	official_benchmark_panel_size
AA553	2	1	17	1.0	0.4522119147941209	0.45685253043037716	0.8155468228283762	1.0	27.0															0.887739284736317				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA353	2	1	0	0.0	0.9001424896392867	0.9746237305473707	0.8155468228283762	0.8333333333333334	28.0															0.8825859895637862				False	False	False	False	True	False	unknown	unassigned	negative	prospective_freeze_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AC247	3	1	14	1.0	0.6215462010201526	0.6578731387032478	0.8777075735004538	0.7777777777777777	30.0															0.8763912053985465				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA831	1	1	4	1.0	0.5399347290542038	0.9585608861341921	0.642435489118337	1.0	31.0		0.7800416033443077			0.5581550989880806		lower_half								0.876201261029523				False	False	False	True	True	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AE107	1	1	3	1.0	0.5399347290542038	0.9585608861341921	0.642435489118337	1.0	33.0		0.7800416033443077			0.5581550989880806		lower_half								0.8758292013268146				False	False	False	True	True	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA964	1	1	13	1.0	0.778415207422125	0.9585608861341921	0.642435489118337	1.0	34.0		0.7021734982192398			0.4823617366922385		lower_half								0.8743313550074424				False	False	False	True	True	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA040	1	1	0	0.0	0.5991444840078912	0.9585608861341921	0.642435489118337	1.0	35.0		0.8013627310048664			0.5794762266486393		lower_half								0.8743313550074424				False	False	False	True	True	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AC543	1	1	1	0.0	0.2937588922659466	0.5918912669393205	0.642435489118337	1.0	36.0															0.8736814530368158				False	False	False	False	True	False	unknown	unassigned	negative	prospective_freeze_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AC978	3	1	14	1.0	0.6380418450503756	0.400040655436684	0.744550607010154	0.7777777777777777	37.0															0.872010454820274				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA324	3	1	25	1.0	0.675156943979535	0.6955094383866808	0.8777075735004538	1.0	38.0															0.8705136473366896				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AB169	2	1	8	1.0	0.5799932243936124	0.6208703308118139	0.8155468228283762	1.0	39.0															0.8687902976375494				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA086	1	1	2	0.0	0.5564636546740385	0.976785086176574	0.642435489118337	1.0	40.0		0.803397873709048			0.5723979891840885		lower_half								0.8683638134150804				False	False	False	True	True	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA539	2	1	3	1.0	0.6008997983544717	0.5430182965756783	0.4372399445214979	1.0	42.0															0.8633381118202472				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA319	3	1	6	1.0	0.6554594413414766	0.6955094383866808	0.8777075735004538	0.8888888888888888	43.0															0.8627272827803188				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AB056	3	2	9	1.0	0.2812387518683685	0.08330346254434125	0.463245492371706	0.8888888888888888	44.0															0.860246602287087				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AC297	2	2	4	1.0	0.908701523523681	0.9774376594956649	0.8155468228283762	1.0	45.0															0.8585705003498579				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AB559	2	1	3	1.0	0.5893729875545926	0.6208703308118139	0.8155468228283762	1.0	46.0															0.8581798214467008				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA543	5	1	9	1.0	0.965525195247675	0.9769686713376157	0.9290744165339635	0.8666666666666667	47.0															0.8574924276593864				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AC203	1	1	6	1.0	0.36741241895848104	0.6434517528432407	0.36113037447988905	1.0	48.0		0.7772626256320625			0.5462627411071029		lower_half								0.8551324384594331				False	False	False	True	True	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA183	2	1	11	1.0	0.23271997643571277	0.12208404414673933	0.7185450591599458	0.8333333333333334	49.0															0.8527012890524728				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA921	10	1	10	1.0	0.6803561437413145	0.6620032535536503	0.9068337870926868	1.0	50.0															0.8494971422772721				False	False	False	False	True	False	unknown	unassigned	positive	prospective_freeze_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AE108	1	1	1	0.0	0.29857003314405334	0.6773572412941838	0.642435489118337	1.0			0.209255802729543			0.013889303092944588		lower_half												False	False	False	True	False	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AD453	2	1	1	0.0	0.5733014222872354	0.40239183960604996	0.8155468228283762	1.0			0.6532825586051432			0.25896337211653725		lower_half												False	False	False	True	False	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA828	1	1	4	1.0	0.5706534534064139	0.9585608861341921	0.642435489118337	1.0			0.782716055647265			0.560829551291038		lower_half												False	False	False	True	False	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA043	1	1	1	0.0	0.5399347290542038	0.9585608861341921	0.642435489118337	1.0			0.803397873709048			0.606954302001836		lower_half												False	False	False	True	False	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA557	1	1	5	1.0	0.3785843919931898	0.6979124436675678	0.642435489118337	1.0			0.803397873709048			0.5723979891840885		lower_half												False	False	False	True	False	False	unknown	unassigned	positive	novelty_watchlist_only	1.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AA767	1	1	2	0.0	0.4730031422172673	0.8619302440490046	0.642435489118337	1.0			0.8523094462817126			0.6261198125637312		lower_half												False	False	False	True	False	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
AB710	1	1	1	0.0	0.46585107280701993	0.8619302440490046	0.642435489118337	1.0			0.8523094462817126			0.6261198125637312		lower_half												False	False	False	True	False	False	unknown	unassigned	negative	novelty_watchlist_only	0.0	discovery_boosted	parsimonious_priority	governance_linear	1.0	0.027624309392265192	0.92	0.06353591160220995	-0.19817997977755308	0.21	0.9	0.024861878453038673	0.8	0.055248618784530384	-0.2679474216380182	0.0	0.8	0.022099447513812154	-0.2679474216380182	0.0	4
