published_primary_model	published_primary_track	published_primary_roc_auc	published_primary_average_precision	strongest_metric_model	strongest_metric_model_roc_auc	strongest_metric_model_average_precision	primary_minus_strongest_roc_auc	primary_minus_strongest_average_precision	conservative_model_name	conservative_model_track	conservative_roc_auc	conservative_average_precision	governance_primary_model	governance_primary_track	governance_primary_roc_auc	governance_primary_average_precision	governance_primary_selection_rank	governance_primary_strict_knownness_acceptance_flag	governance_primary_scientific_acceptance_flag	governance_primary_scientific_acceptance_status	governance_primary_knownness_matched_gap	governance_primary_source_holdout_gap	governance_primary_guardrail_loss	governance_primary_governance_priority_score	governance_primary_leakage_review_required	governance_primary_benchmark_status	selection_rationale	primary_vs_strongest_top_10_overlap_count	primary_vs_strongest_top_10_overlap_fraction	primary_vs_strongest_top_10_jaccard	primary_vs_strongest_top_25_overlap_count	primary_vs_strongest_top_25_overlap_fraction	primary_vs_strongest_top_25_jaccard	primary_vs_strongest_top_50_overlap_count	primary_vs_strongest_top_50_overlap_fraction	primary_vs_strongest_top_50_jaccard	primary_vs_conservative_top_10_overlap_count	primary_vs_conservative_top_10_overlap_fraction	primary_vs_conservative_top_10_jaccard	primary_vs_conservative_top_25_overlap_count	primary_vs_conservative_top_25_overlap_fraction	primary_vs_conservative_top_25_jaccard	primary_vs_conservative_top_50_overlap_count	primary_vs_conservative_top_50_overlap_fraction	primary_vs_conservative_top_50_jaccard	published_primary_top_10_precision	published_primary_top_10_recall	strongest_top_10_precision	strongest_top_10_recall	conservative_top_10_precision	conservative_top_10_recall	governance_primary_top_10_precision	governance_primary_top_10_recall	published_primary_top_25_precision	published_primary_top_25_recall	published_primary_top_50_precision	published_primary_top_50_recall	conservative_top_25_precision	conservative_top_25_recall	conservative_top_50_precision	conservative_top_50_recall	governance_primary_top_25_precision	governance_primary_top_25_recall	governance_primary_top_50_precision	governance_primary_top_50_recall	published_primary_decision_utility_score	published_primary_decision_utility_cost	published_primary_optimal_decision_threshold	published_primary_decision_utility_precision	published_primary_decision_utility_recall	published_primary_decision_utility_positive_rate	strongest_decision_utility_score	strongest_decision_utility_cost	strongest_optimal_decision_threshold	strongest_decision_utility_precision	strongest_decision_utility_recall	strongest_decision_utility_positive_rate	conservative_decision_utility_score	conservative_decision_utility_cost	conservative_optimal_decision_threshold	conservative_decision_utility_precision	conservative_decision_utility_recall	conservative_decision_utility_positive_rate	governance_primary_decision_utility_score	governance_primary_decision_utility_cost	governance_primary_optimal_decision_threshold	governance_primary_decision_utility_precision	governance_primary_decision_utility_recall	governance_primary_decision_utility_positive_rate	published_primary_strict_knownness_acceptance_flag	published_primary_scientific_acceptance_flag	published_primary_scientific_acceptance_status	published_primary_knownness_matched_gap	published_primary_source_holdout_gap	published_primary_leakage_review_required	published_primary_blocked_holdout_raw_brier_score	published_primary_blocked_holdout_raw_ece	published_primary_blocked_holdout_best_calibration_method	published_primary_blocked_holdout_best_brier_score	published_primary_blocked_holdout_best_ece	published_primary_blocked_holdout_best_calibration_gain_vs_raw_brier	published_primary_blocked_holdout_best_calibration_gain_vs_raw_ece	strongest_metric_model_strict_knownness_acceptance_flag	strongest_metric_model_scientific_acceptance_flag	strongest_metric_model_scientific_acceptance_status	strongest_metric_model_knownness_matched_gap	strongest_metric_model_source_holdout_gap	strongest_metric_model_leakage_review_required	conservative_blocked_holdout_raw_brier_score	conservative_blocked_holdout_raw_ece	conservative_blocked_holdout_best_calibration_method	conservative_blocked_holdout_best_brier_score	conservative_blocked_holdout_best_ece	conservative_blocked_holdout_best_calibration_gain_vs_raw_brier	conservative_blocked_holdout_best_calibration_gain_vs_raw_ece	governance_primary_blocked_holdout_raw_brier_score	governance_primary_blocked_holdout_raw_ece	governance_primary_blocked_holdout_best_calibration_method	governance_primary_blocked_holdout_best_brier_score	governance_primary_blocked_holdout_best_ece	governance_primary_blocked_holdout_best_calibration_gain_vs_raw_brier	governance_primary_blocked_holdout_best_calibration_gain_vs_raw_ece	governance_selection_rationale	published_primary_evidence_role	published_primary_evidence_summary	strongest_metric_model_evidence_role	strongest_metric_model_evidence_summary	conservative_model_evidence_role	conservative_model_evidence_summary	governance_primary_evidence_role	governance_primary_evidence_summary	single_model_official_model	single_model_official_decision_reason	single_model_official_scientific_acceptance_status	single_model_official_failed_criteria	single_model_official_failure_severity	single_model_official_roc_auc	single_model_official_average_precision	single_model_official_weighted_objective_score	single_model_official_screen_fit_seconds	single_model_official_compute_efficiency_score	single_model_selected_from_n_finalists	single_model_official_matches_published_primary
discovery_boosted	discovery	0.8106192779789756	0.7211783736332109	support_synergy_priority	0.8224576383198076	0.7507567212234272	-0.011838360340831966	-0.02957834759021627	parsimonious_priority	control	0.7469908447663609	0.6574204804941146	governance_linear	governance_watch_only	0.6916122551481667	0.603515939071214		False		not_scored	0.0	-0.009379586716186439	0.009379586716186439	0.6822326684319803	False	governance_watch_only	current primary retained as the headline benchmark while a higher-metric audit view remains explicit; the strongest audited alternative overlaps on only 1/10 top candidates, recovering to 5/25 and 19/50, so the audit keeps both views explicit; however, the published primary does not clear the frozen scientific acceptance gate and should be treated as a conditional discovery benchmark rather than a deployment-safe governance claim	1	0.1	0.05263157894736842	5	0.2	0.1111111111111111	19	0.38	0.2345679012345679	2	0.2	0.1111111111111111	4	0.16	0.08695652173913043	17	0.34	0.20481927710843373	1.0	0.027624309392265192	1.0	0.027624309392265192	0.8	0.022099447513812154	0.9	0.024861878453038673	0.92	0.06353591160220995	0.88	0.12154696132596685	0.88	0.06077348066298342	0.86	0.11878453038674033	0.8	0.055248618784530384	0.78	0.10773480662983426	-0.19817997977755308	0.19817997977755308	0.21	0.4411384217335058	0.9419889502762431	0.78159757330637	-0.1435793731041456	0.1435793731041456	0.19338236582979754	0.4679399727148704	0.9475138121546961	0.7411526794742164	-0.2679474216380182	0.2679474216380182	0.0	0.3660262891809909	1.0	1.0	-0.2679474216380182	0.2679474216380182	0.0	0.3660262891809909	1.0	1.0	False	False	not_scored	0.0	-0.2983130560348336	False	0.253928411456645	0.2143066340046391	beta	0.2174008180417826	0.1292685227731683	0.0146690951130979	0.0337375973313455	False	False	not_scored	0.0	-0.05870467739214125	False	0.1990226936453551	0.1087513850697255	isotonic	0.1957005010355668	0.1468954828136974	0.000249735418585	-0.0096456000375051	0.2190637880473033	0.1390935300029167	isotonic	0.2235411420141569	0.1943264671125205	0.0047016078314564	-0.0016735088218135	governance benchmark `governance_linear` is selected as the best available guardrail-aware candidate, but frozen scientific acceptance still fails and it must remain a watch-only governance track	discovery_boosted_primary	augmented biological core plus external host-range, backbone purity, assignment confidence, mash-based novelty, replicon architecture, and gradient-boosted integration; current primary discovery model	support_synergy_core	support-calibrated biological core plus normalized pMLST prevalence, orthogonal PlasmidFinder replicon support, residualized AMR support, guarded context support, metadata support depth, external host-range magnitude, and host-range x transfer synergy; retained as the lighter predecessor to the current fusion benchmark	legacy_published_conservative_fallback	support-adjusted T/H/A plus coherence; retained as the legacy interpretable benchmark and conservative fallback	governance_linear_primary	T/H/A biological core plus PlasmidFinder complexity, AMR class richness, pMLST coherence, and host-support composites for calibrated risk governance; current governance baseline	governance_linear__pruned	best_available_weighted_tradeoff_pending_full_acceptance	not_scored	missing:calibration_intercept,calibration_slope	3.038384008213356	0.7092442306167226	0.6158681307180744	0.1111111111111111	0.3700479159961105	0.3333333333333333	4	False
