official_model_name	decision_reason	scientific_acceptance_status	scientific_acceptance_failed_criteria	failure_severity	roc_auc	average_precision	weighted_objective_score	screen_fit_seconds	compute_efficiency_score	selected_from_n_finalists
governance_linear__pruned	best_available_weighted_tradeoff_pending_full_acceptance	not_scored	missing:calibration_intercept,calibration_slope	4.009293099122447	0.7092442306167226	0.6158681307180744	0.11111111111111113	0.34811420899859513	0.33333333333333337	4
