backbone_id	mean_jump_distance_km	max_jump_distance_km	jump_distance_dispersion_km	interregional_leap_count	long_jump_label
AD045	0.0	0.0	0.0	1	
AE201	0.0	0.0	0.0	0	
AE376	0.0	0.0	0.0	1	
AC937	0.0	0.0	0.0	1	
AD422	0.0	0.0	0.0	1	1.0
AG850	0.0	0.0	0.0	0	0.0
AH024	0.0	0.0	0.0	0	0.0
AA388	0.0	0.0	0.0	0	
AG326	0.0	0.0	0.0	1	
AE912	0.0	0.0	0.0	1	1.0
AD683	0.0	0.0	0.0	3	
AA935	0.0	0.0	0.0	0	
AE598	0.0	0.0	0.0	0	
AE697	0.0	0.0	0.0	3	1.0
AA420	0.0	0.0	0.0	2	
AC809	0.0	0.0	0.0	2	
AB843	0.0	0.0	0.0	0	
AE247	0.0	0.0	0.0	1	
AD661	0.0	0.0	0.0	1	
AE907	0.0	0.0	0.0	0	
AF670	0.0	0.0	0.0	1	
AG982	0.0	0.0	0.0	2	
AC086	0.0	0.0	0.0	4	
AD994	0.0	0.0	0.0	3	
AE248	0.0	0.0	0.0	2	
AE465	0.0	0.0	0.0	2	
AD129	0.0	0.0	0.0	3	
AB475	0.0	0.0	0.0	2	
AD128	0.0	0.0	0.0	0	
AB539	0.0	0.0	0.0	1	
AC000	0.0	0.0	0.0	2	
AD662	0.0	0.0	0.0	2	
AF417	0.0	0.0	0.0	1	1.0
AD816	0.0	0.0	0.0	1	
AG433	0.0	0.0	0.0	1	1.0
AA908	0.0	0.0	0.0	1	
AF932	0.0	0.0	0.0	1	
AE251	0.0	0.0	0.0	1	
AD801	0.0	0.0	0.0	1	
AE331	0.0	0.0	0.0	2	
AB900	0.0	0.0	0.0	2	
AG007	0.0	0.0	0.0	0	0.0
AD817	0.0	0.0	0.0	2	
AB899	0.0	0.0	0.0	1	
AA745	0.0	0.0	0.0	1	
AC224	0.0	0.0	0.0	2	
AF420	0.0	0.0	0.0	1	1.0
AG429	0.0	0.0	0.0	2	
AE329	0.0	0.0	0.0	0	
AD819	0.0	0.0	0.0	1	
AF432	0.0	0.0	0.0	3	
AG431	0.0	0.0	0.0	0	0.0
AB901	0.0	0.0	0.0	2	
AD032	0.0	0.0	0.0	2	
AD567	0.0	0.0	0.0	1	
AH406	0.0	0.0	0.0	0	
AB897	0.0	0.0	0.0	1	1.0
AE250	0.0	0.0	0.0	0	
AF672	0.0	0.0	0.0	0	0.0
AD033	0.0	0.0	0.0	0	0.0
AD472	0.0	0.0	0.0	0	
AD566	0.0	0.0	0.0	2	
AH151	0.0	0.0	0.0	2	
AG438	0.0	0.0	0.0	3	
AF671	0.0	0.0	0.0	2	
AD125	0.0	0.0	0.0	1	
AG351	0.0	0.0	0.0	2	
AD126	0.0	0.0	0.0	1	
AF419	0.0	0.0	0.0	1	
AH402	0.0	0.0	0.0	1	1.0
AG806	0.0	0.0	0.0	2	
AD568	0.0	0.0	0.0	1	
AG839	0.0	0.0	0.0	1	
AF473	0.0	0.0	0.0	0	
AB903	0.0	0.0	0.0	1	
AF541	0.0	0.0	0.0	0	
AG258	0.0	0.0	0.0	2	
AD497	0.0	0.0	0.0	3	
AD775	0.0	0.0	0.0	1	
AC222	0.0	0.0	0.0	2	1.0
AD565	0.0	0.0	0.0	1	
AC699	0.0	0.0	0.0	1	
AA598	0.0	0.0	0.0	3	1.0
AE984	0.0	0.0	0.0	1	
AF310	0.0	0.0	0.0	2	
AF902	0.0	0.0	0.0	2	
AD715	0.0	0.0	0.0	2	
AH308	0.0	0.0	0.0	0	
AG441	0.0	0.0	0.0	2	
AG432	0.0	0.0	0.0	1	
AD681	0.0	0.0	0.0	1	
AF273	0.0	0.0	0.0	2	
AG352	0.0	0.0	0.0	0	
AB252	0.0	0.0	0.0	1	
AC622	0.0	0.0	0.0	0	
AE330	0.0	0.0	0.0	2	
AF212	0.0	0.0	0.0	0	
AA743	0.0	0.0	0.0	2	
AH194	0.0	0.0	0.0	1	
AB898	0.0	0.0	0.0	3	
AF956	0.0	0.0	0.0	1	
AE556	0.0	0.0	0.0	0	0.0
AG132	0.0	0.0	0.0	2	
AF311	0.0	0.0	0.0	1	
AD515	0.0	0.0	0.0	3	
AA873	0.0	0.0	0.0	2	
AF894	0.0	0.0	0.0	0	
AD576	0.0	0.0	0.0	2	
AG080	0.0	0.0	0.0	3	
AE558	0.0	0.0	0.0	1	
AC291	0.0	0.0	0.0	1	
AA445	0.0	0.0	0.0	5	
AA400	0.0	0.0	0.0	2	1.0
AF963	0.0	0.0	0.0	0	
AA006	0.0	0.0	0.0	4	
AB642	0.0	0.0	0.0	4	
AG500	0.0	0.0	0.0	4	
AB035	0.0	0.0	0.0	1	
AA072	0.0	0.0	0.0	2	
AE192	0.0	0.0	0.0	3	
AE785	0.0	0.0	0.0	2	
AE966	0.0	0.0	0.0	3	
AA403	0.0	0.0	0.0	2	
AA054	0.0	0.0	0.0	3	
AH279	0.0	0.0	0.0	2	
AD854	0.0	0.0	0.0	3	
AG223	0.0	0.0	0.0	1	
AD791	0.0	0.0	0.0	1	
AC947	0.0	0.0	0.0	1	
AC945	0.0	0.0	0.0	3	
AG629	0.0	0.0	0.0	0	
AC097	0.0	0.0	0.0	1	
AD734	0.0	0.0	0.0	1	
AC709	0.0	0.0	0.0	2	
AC708	0.0	0.0	0.0	1	
AC849	0.0	0.0	0.0	3	
AD631	0.0	0.0	0.0	1	
AA718	0.0	0.0	0.0	2	
AA719	0.0	0.0	0.0	1	
AD628	0.0	0.0	0.0	1	
AA995	0.0	0.0	0.0	2	
AD629	0.0	0.0	0.0	3	
AD626	0.0	0.0	0.0	3	
AC378	0.0	0.0	0.0	3	
AB559	0.0	0.0	0.0	2	1.0
AE582	0.0	0.0	0.0	3	
AE312	0.0	0.0	0.0	3	
AD744	0.0	0.0	0.0	3	
AE158	0.0	0.0	0.0	1	
AE114	0.0	0.0	0.0	2	
AB492	0.0	0.0	0.0	1	
AC629	0.0	0.0	0.0	2	
AE415	0.0	0.0	0.0	3	1.0
AC642	0.0	0.0	0.0	0	
AF697	0.0	0.0	0.0	0	
AC799	0.0	0.0	0.0	3	
AA937	0.0	0.0	0.0	0	
AA258	0.0	0.0	0.0	0	
AA264	0.0	0.0	0.0	2	
AC917	0.0	0.0	0.0	0	
AC421	0.0	0.0	0.0	0	
AE310	0.0	0.0	0.0	1	1.0
AB527	0.0	0.0	0.0	3	
AC068	0.0	0.0	0.0	3	
AB699	0.0	0.0	0.0	1	
AA126	0.0	0.0	0.0	4	
AE671	0.0	0.0	0.0	1	
AG089	0.0	0.0	0.0	3	
AC087	0.0	0.0	0.0	4	
AF040	0.0	0.0	0.0	0	
AD452	0.0	0.0	0.0	2	1.0
AG569	0.0	0.0	0.0	2	
AE669	0.0	0.0	0.0	1	
AG318	0.0	0.0	0.0	2	
AE698	0.0	0.0	0.0	2	1.0
AB689	0.0	0.0	0.0	4	
AE479	0.0	0.0	0.0	2	
AA119	0.0	0.0	0.0	5	
AB557	0.0	0.0	0.0	3	1.0
AA005	0.0	0.0	0.0	2	1.0
AA770	0.0	0.0	0.0	2	1.0
AB819	0.0	0.0	0.0	2	
AB820	0.0	0.0	0.0	3	
AE058	0.0	0.0	0.0	1	
AH271	0.0	0.0	0.0	1	
AG618	0.0	0.0	0.0	1	
AB845	0.0	0.0	0.0	1	
AB558	0.0	0.0	0.0	3	
AD660	0.0	0.0	0.0	2	
AE155	0.0	0.0	0.0	1	
AG111	0.0	0.0	0.0	1	
AF318	0.0	0.0	0.0	3	
AC640	0.0	0.0	0.0	2	
AF701	0.0	0.0	0.0	1	
AA391	0.0	0.0	0.0	2	
AD221	0.0	0.0	0.0	2	
AC422	0.0	0.0	0.0	2	
AD257	0.0	0.0	0.0	1	
AD495	0.0	0.0	0.0	1	1.0
AD397	0.0	0.0	0.0	1	
AA599	0.0	0.0	0.0	4	
AG291	0.0	0.0	0.0	1	
AA886	0.0	0.0	0.0	2	
AB136	0.0	0.0	0.0	3	1.0
AD323	0.0	0.0	0.0	1	
AC282	0.0	0.0	0.0	2	
AC536	0.0	0.0	0.0	2	1.0
AC727	0.0	0.0	0.0	3	
AA919	0.0	0.0	0.0	2	1.0
AG767	0.0	0.0	0.0	1	
AA970	0.0	0.0	0.0	1	1.0
AB894	0.0	0.0	0.0	1	
AF644	0.0	0.0	0.0	0	0.0
AB932	0.0	0.0	0.0	1	1.0
AF938	0.0	0.0	0.0	2	
AH423	0.0	0.0	0.0	1	
AF900	0.0	0.0	0.0	2	
AD094	0.0	0.0	0.0	2	
AE205	0.0	0.0	0.0	1	
AB000	0.0	0.0	0.0	2	
AE901	0.0	0.0	0.0	4	
AE887	0.0	0.0	0.0	4	
AA505	0.0	0.0	0.0	2	
AB376	0.0	0.0	0.0	2	
AB882	0.0	0.0	0.0	1	
AB482	0.0	0.0	0.0	1	
AF875	0.0	0.0	0.0	4	
AC967	0.0	0.0	0.0	2	
AB411	0.0	0.0	0.0	2	
AG530	0.0	0.0	0.0	2	1.0
AA114	0.0	0.0	0.0	4	1.0
AC168	0.0	0.0	0.0	1	
AD416	0.0	0.0	0.0	1	
AC015	0.0	0.0	0.0	1	
AA853	0.0	0.0	0.0	3	
AD194	0.0	0.0	0.0	3	1.0
AC882	0.0	0.0	0.0	3	
AA027	0.0	0.0	0.0	3	
AA322	0.0	0.0	0.0	4	
AF746	0.0	0.0	0.0	3	
AB545	0.0	0.0	0.0	1	
AF568	0.0	0.0	0.0	1	1.0
AG642	0.0	0.0	0.0	0	
AF570	0.0	0.0	0.0	1	
AG228	0.0	0.0	0.0	1	
AG958	0.0	0.0	0.0	2	
AB256	0.0	0.0	0.0	2	
AA657	0.0	0.0	0.0	0	
AC532	0.0	0.0	0.0	0	0.0
AG564	0.0	0.0	0.0	2	
AF637	0.0	0.0	0.0	3	
AB844	0.0	0.0	0.0	1	
AF210	0.0	0.0	0.0	1	
AG626	0.0	0.0	0.0	1	1.0
AC907	0.0	0.0	0.0	1	1.0
AG224	0.0	0.0	0.0	0	0.0
AC066	0.0	0.0	0.0	2	
AC382	0.0	0.0	0.0	1	
AD047	0.0	0.0	0.0	1	
AF309	0.0	0.0	0.0	0	
AF410	0.0	0.0	0.0	3	
AH107	0.0	0.0	0.0	1	
AE594	0.0	0.0	0.0	1	
AB808	0.0	0.0	0.0	2	
AH449	0.0	0.0	0.0	1	
AE905	0.0	0.0	0.0	1	
AF448	0.0	0.0	0.0	2	
AG110	0.0	0.0	0.0	1	
AB190	0.0	0.0	0.0	3	
AD723	0.0	0.0	0.0	1	1.0
AC313	0.0	0.0	0.0	0	0.0
AG471	0.0	0.0	0.0	1	
AF347	0.0	0.0	0.0	1	
AE608	0.0	0.0	0.0	3	
AC777	0.0	0.0	0.0	2	
AF908	0.0	0.0	0.0	2	1.0
AC691	0.0	0.0	0.0	4	1.0
AC689	0.0	0.0	0.0	1	1.0
AC093	0.0	0.0	0.0	4	
AF206	0.0	0.0	0.0	3	
AG580	0.0	0.0	0.0	0	
AC095	0.0	0.0	0.0	0	0.0
AD578	0.0	0.0	0.0	3	1.0
AD577	0.0	0.0	0.0	3	
AA712	0.0	0.0	0.0	2	
AF933	0.0	0.0	0.0	1	
AC793	0.0	0.0	0.0	0	
AC794	0.0	0.0	0.0	0	
AG804	0.0	0.0	0.0	2	
AF225	0.0	0.0	0.0	2	1.0
AG144	0.0	0.0	0.0	1	
AF122	0.0	0.0	0.0	1	
AB152	0.0	0.0	0.0	3	1.0
AF224	0.0	0.0	0.0	1	1.0
AA923	0.0	0.0	0.0	2	
AC580	0.0	0.0	0.0	4	
AD996	0.0	0.0	0.0	5	
AC292	0.0	0.0	0.0	3	
AA943	0.0	0.0	0.0	4	
AA053	0.0	0.0	0.0	3	
AF592	0.0	0.0	0.0	2	
AA533	0.0	0.0	0.0	2	
AA354	0.0	0.0	0.0	2	
AD743	0.0	0.0	0.0	5	
AC941	0.0	0.0	0.0	3	
AE029	0.0	0.0	0.0	3	
AB702	0.0	0.0	0.0	3	1.0
AA079	0.0	0.0	0.0	2	1.0
AF757	0.0	0.0	0.0	1	
AE478	0.0	0.0	0.0	2	
AB159	0.0	0.0	0.0	2	1.0
AF905	0.0	0.0	0.0	4	
AC885	0.0	0.0	0.0	3	
AF013	0.0	0.0	0.0	1	
AF994	0.0	0.0	0.0	1	
AC726	0.0	0.0	0.0	0	0.0
AH201	0.0	0.0	0.0	1	
AE628	0.0	0.0	0.0	2	
AD890	0.0	0.0	0.0	1	1.0
AE873	0.0	0.0	0.0	2	
AA166	0.0	0.0	0.0	1	
AA099	0.0	0.0	0.0	1	
AF929	0.0	0.0	0.0	2	
AE303	0.0	0.0	0.0	0	
AA852	0.0	0.0	0.0	2	
AE355	0.0	0.0	0.0	0	
AD545	0.0	0.0	0.0	1	
AE938	0.0	0.0	0.0	0	
AF440	0.0	0.0	0.0	2	
AD307	0.0	0.0	0.0	3	
AD961	0.0	0.0	0.0	2	
AE599	0.0	0.0	0.0	1	1.0
AF514	0.0	0.0	0.0	3	
AD466	0.0	0.0	0.0	5	
AE736	0.0	0.0	0.0	3	
AF375	0.0	0.0	0.0	2	
AA049	0.0	0.0	0.0	1	
AC714	0.0	0.0	0.0	1	
AG437	0.0	0.0	0.0	1	
AF009	0.0	0.0	0.0	1	
AA177	0.0	0.0	0.0	3	
AC883	0.0	0.0	0.0	0	
AG683	0.0	0.0	0.0	2	
AD700	0.0	0.0	0.0	1	
AC167	0.0	0.0	0.0	2	
AF878	0.0	0.0	0.0	1	
AB203	0.0	0.0	0.0	0	
AA916	0.0	0.0	0.0	2	
AC447	0.0	0.0	0.0	2	
AC468	0.0	0.0	0.0	0	0.0
AF536	0.0	0.0	0.0	2	
AA749	0.0	0.0	0.0	3	
AC891	0.0	0.0	0.0	2	
AB078	0.0	0.0	0.0	2	
AA663	0.0	0.0	0.0	4	
AD334	0.0	0.0	0.0	2	
AA362	0.0	0.0	0.0	2	
AG243	0.0	0.0	0.0	0	
AA756	0.0	0.0	0.0	2	1.0
AD163	0.0	0.0	0.0	2	
AD458	0.0	0.0	0.0	1	
AH270	0.0	0.0	0.0	0	
AF556	0.0	0.0	0.0	0	0.0
AB964	0.0	0.0	0.0	2	
AG368	0.0	0.0	0.0	2	
AB714	0.0	0.0	0.0	2	
AA438	0.0	0.0	0.0	3	
AA413	0.0	0.0	0.0	1	
AA588	0.0	0.0	0.0	1	
AF429	0.0	0.0	0.0	2	
AA452	0.0	0.0	0.0	5	1.0
AA944	0.0	0.0	0.0	4	
AA167	0.0	0.0	0.0	3	
AE504	0.0	0.0	0.0	1	
AE797	0.0	0.0	0.0	3	
AF095	0.0	0.0	0.0	1	
AF117	0.0	0.0	0.0	1	
AC211	0.0	0.0	0.0	1	
AA691	0.0	0.0	0.0	1	
AG596	0.0	0.0	0.0	0	
AE604	0.0	0.0	0.0	1	1.0
AB480	0.0	0.0	0.0	1	
AE430	0.0	0.0	0.0	2	1.0
AB305	0.0	0.0	0.0	1	
AA954	0.0	0.0	0.0	1	
AC345	0.0	0.0	0.0	1	1.0
AF479	0.0	0.0	0.0	2	1.0
AE219	0.0	0.0	0.0	1	
AB644	0.0	0.0	0.0	2	1.0
AA850	0.0	0.0	0.0	2	1.0
AH207	0.0	0.0	0.0	2	
AF652	0.0	0.0	0.0	0	
AD258	0.0	0.0	0.0	2	1.0
AA410	0.0	0.0	0.0	3	1.0
AH415	0.0	0.0	0.0	2	
AB754	0.0	0.0	0.0	1	
AB624	0.0	0.0	0.0	1	
AE535	0.0	0.0	0.0	0	
AD646	0.0	0.0	0.0	4	
AE165	0.0	0.0	0.0	1	
AD079	0.0	0.0	0.0	1	
AD305	0.0	0.0	0.0	2	
AD630	0.0	0.0	0.0	2	
AB888	0.0	0.0	0.0	0	0.0
AB593	0.0	0.0	0.0	0	0.0
AB292	0.0	0.0	0.0	0	0.0
AC443	0.0	0.0	0.0	2	
AC606	0.0	0.0	0.0	2	
AA524	0.0	0.0	0.0	5	
AB406	0.0	0.0	0.0	4	
AA838	0.0	0.0	0.0	4	
AD006	0.0	0.0	0.0	3	
AF522	0.0	0.0	0.0	1	
AC492	0.0	0.0	0.0	2	
AG501	0.0	0.0	0.0	1	
AB353	0.0	0.0	0.0	2	
AB439	0.0	0.0	0.0	0	
AF871	0.0	0.0	0.0	2	
AG190	0.0	0.0	0.0	0	0.0
AG382	0.0	0.0	0.0	0	
AG126	0.0	0.0	0.0	2	1.0
AD313	0.0	0.0	0.0	2	
AC939	0.0	0.0	0.0	1	
AD097	0.0	0.0	0.0	1	
AA633	0.0	0.0	0.0	5	
AE450	0.0	0.0	0.0	7	
AA094	0.0	0.0	0.0	2	
AF575	0.0	0.0	0.0	1	
AG173	0.0	0.0	0.0	3	
AE820	0.0	0.0	0.0	0	
AC986	0.0	0.0	0.0	2	
AD189	0.0	0.0	0.0	1	
AD492	0.0	0.0	0.0	5	
AB638	0.0	0.0	0.0	4	
AB293	0.0	0.0	0.0	0	
AE483	0.0	0.0	0.0	1	
AD665	0.0	0.0	0.0	1	
AB127	0.0	0.0	0.0	4	
AB973	0.0	0.0	0.0	2	
AC408	0.0	0.0	0.0	2	1.0
AD546	0.0	0.0	0.0	2	1.0
AB403	0.0	0.0	0.0	1	
AD875	0.0	0.0	0.0	1	
AA613	0.0	0.0	0.0	6	
AG565	0.0	0.0	0.0	3	
AF954	0.0	0.0	0.0	3	
AE315	0.0	0.0	0.0	3	
AA616	0.0	0.0	0.0	3	
AF449	0.0	0.0	0.0	3	1.0
AA611	0.0	0.0	0.0	3	
AE195	0.0	0.0	0.0	2	
AC569	0.0	0.0	0.0	1	
AB326	0.0	0.0	0.0	1	
AH287	0.0	0.0	0.0	2	
AD085	0.0	0.0	0.0	2	
AG218	0.0	0.0	0.0	2	
AE572	0.0	0.0	0.0	2	
AG397	0.0	0.0	0.0	1	
AC297	0.0	0.0	0.0	1	1.0
AB067	0.0	0.0	0.0	5	
AC237	0.0	0.0	0.0	1	1.0
AC238	0.0	0.0	0.0	1	
AD036	0.0	0.0	0.0	3	
AA488	0.0	0.0	0.0	2	
AC449	0.0	0.0	0.0	1	
AH154	0.0	0.0	0.0	4	1.0
AE223	0.0	0.0	0.0	2	
AB298	0.0	0.0	0.0	1	
AF178	0.0	0.0	0.0	2	
AE745	0.0	0.0	0.0	3	
AF179	0.0	0.0	0.0	2	
AD654	0.0	0.0	0.0	1	
AG486	0.0	0.0	0.0	2	
AE470	0.0	0.0	0.0	3	
AG697	0.0	0.0	0.0	2	
AE410	0.0	0.0	0.0	4	
AA294	0.0	0.0	0.0	0	
AD774	0.0	0.0	0.0	2	
AA289	0.0	0.0	0.0	2	
AB220	0.0	0.0	0.0	0	0.0
AF014	0.0	0.0	0.0	2	
AE497	0.0	0.0	0.0	2	
AD762	0.0	0.0	0.0	2	
AB495	0.0	0.0	0.0	1	
AE468	0.0	0.0	0.0	3	
AE073	0.0	0.0	0.0	1	
AE603	0.0	0.0	0.0	3	1.0
AA504	0.0	0.0	0.0	1	
AD132	0.0	0.0	0.0	1	
AC897	0.0	0.0	0.0	4	
AB910	0.0	0.0	0.0	1	
AC609	0.0	0.0	0.0	1	
AA493	0.0	0.0	0.0	2	
AB481	0.0	0.0	0.0	2	
AB478	0.0	0.0	0.0	1	
AG776	0.0	0.0	0.0	3	
AB606	0.0	0.0	0.0	1	
AA086	0.0	0.0	0.0	2	1.0
AE267	0.0	0.0	0.0	1	
AA422	0.0	0.0	0.0	2	
AC484	0.0	0.0	0.0	1	
AC349	0.0	0.0	0.0	1	
AB672	0.0	0.0	0.0	2	1.0
AB435	0.0	0.0	0.0	2	
AC280	0.0	0.0	0.0	2	
AD559	0.0	0.0	0.0	1	
AC216	0.0	0.0	0.0	2	1.0
AA812	0.0	0.0	0.0	3	
AG055	0.0	0.0	0.0	1	1.0
AF023	0.0	0.0	0.0	1	
AH122	0.0	0.0	0.0	1	1.0
AE049	0.0	0.0	0.0	2	1.0
AD187	0.0	0.0	0.0	5	
AD776	0.0	0.0	0.0	2	
AE302	0.0	0.0	0.0	2	
AG616	0.0	0.0	0.0	2	
AH161	0.0	0.0	0.0	1	
AG478	0.0	0.0	0.0	3	
AD865	0.0	0.0	0.0	4	
AD404	0.0	0.0	0.0	2	
AE783	0.0	0.0	0.0	3	
AE784	0.0	0.0	0.0	1	
AE194	0.0	0.0	0.0	2	
AE965	0.0	0.0	0.0	3	
AA478	0.0	0.0	0.0	1	
AA694	0.0	0.0	0.0	3	1.0
AH203	0.0	0.0	0.0	1	
AG455	0.0	0.0	0.0	1	
AD650	0.0	0.0	0.0	3	
AB146	0.0	0.0	0.0	1	1.0
AF387	0.0	0.0	0.0	3	
AH428	0.0	0.0	0.0	0	0.0
AG836	0.0	0.0	0.0	2	
AC390	0.0	0.0	0.0	2	
AH354	0.0	0.0	0.0	2	
AB669	0.0	0.0	0.0	3	
AD446	0.0	0.0	0.0	2	
AE382	0.0	0.0	0.0	3	
AD121	0.0	0.0	0.0	4	
AA233	0.0	0.0	0.0	2	
AB832	0.0	0.0	0.0	1	
AF194	0.0	0.0	0.0	2	
AE371	0.0	0.0	0.0	2	
AB350	0.0	0.0	0.0	1	
AA195	0.0	0.0	0.0	4	
AE374	0.0	0.0	0.0	2	
AF874	0.0	0.0	0.0	1	
AE622	0.0	0.0	0.0	1	1.0
AG461	0.0	0.0	0.0	2	1.0
AF909	0.0	0.0	0.0	1	1.0
AF915	0.0	0.0	0.0	1	
AB878	0.0	0.0	0.0	3	
AE502	0.0	0.0	0.0	3	
AD768	0.0	0.0	0.0	1	
AG428	0.0	0.0	0.0	0	
AA367	0.0	0.0	0.0	2	1.0
AG324	0.0	0.0	0.0	1	
AB578	0.0	0.0	0.0	1	1.0
AC643	0.0	0.0	0.0	1	
AA936	0.0	0.0	0.0	1	1.0
AF150	0.0	0.0	0.0	3	
AA592	0.0	0.0	0.0	3	
AF268	0.0	0.0	0.0	1	1.0
AC259	0.0	0.0	0.0	1	
AE917	0.0	0.0	0.0	1	
AB374	0.0	0.0	0.0	3	
AG003	0.0	0.0	0.0	1	1.0
AB047	0.0	0.0	0.0	5	
AA401	0.0	0.0	0.0	1	1.0
AB957	0.0	0.0	0.0	1	
AD339	0.0	0.0	0.0	2	
AA358	0.0	0.0	0.0	4	
AB959	0.0	0.0	0.0	1	
AC899	0.0	0.0	0.0	3	
AG340	0.0	0.0	0.0	4	
AA159	0.0	0.0	0.0	4	
AD068	0.0	0.0	0.0	2	
AC289	0.0	0.0	0.0	4	
AF144	0.0	0.0	0.0	2	
AA326	0.0	0.0	0.0	2	
AA532	0.0	0.0	0.0	3	
AE765	0.0	0.0	0.0	0	
AG391	0.0	0.0	0.0	1	
AB183	0.0	0.0	0.0	2	
AA436	0.0	0.0	0.0	3	1.0
AC193	0.0	0.0	0.0	2	
AD548	0.0	0.0	0.0	1	1.0
AA519	0.0	0.0	0.0	4	1.0
AA359	0.0	0.0	0.0	1	1.0
AD353	0.0	0.0	0.0	3	
AF345	0.0	0.0	0.0	1	
AF593	0.0	0.0	0.0	2	
AE540	0.0	0.0	0.0	2	
AC948	0.0	0.0	0.0	2	1.0
AG738	0.0	0.0	0.0	2	
AA965	0.0	0.0	0.0	2	
AB041	0.0	0.0	0.0	4	
AC232	0.0	0.0	0.0	1	
AG887	0.0	0.0	0.0	2	
AF152	0.0	0.0	0.0	1	1.0
AG177	0.0	0.0	0.0	1	
AC293	0.0	0.0	0.0	4	
AH027	0.0	0.0	0.0	2	
AE488	0.0	0.0	0.0	1	
AC287	0.0	0.0	0.0	3	
AG520	0.0	0.0	0.0	2	
AF356	0.0	0.0	0.0	2	
AG091	0.0	0.0	0.0	3	
AG092	0.0	0.0	0.0	3	
AD245	0.0	0.0	0.0	1	
AC352	0.0	0.0	0.0	3	1.0
AD077	0.0	0.0	0.0	2	
AF113	0.0	0.0	0.0	2	
AD861	0.0	0.0	0.0	4	
AB338	0.0	0.0	0.0	4	1.0
AB008	0.0	0.0	0.0	1	1.0
AG137	0.0	0.0	0.0	2	1.0
AE318	0.0	0.0	0.0	1	1.0
AF330	0.0	0.0	0.0	1	
AD773	0.0	0.0	0.0	1	
AA535	0.0	0.0	0.0	3	
AA033	0.0	0.0	0.0	3	
AF403	0.0	0.0	0.0	1	
AF340	0.0	0.0	0.0	2	
AC687	0.0	0.0	0.0	2	
AF339	0.0	0.0	0.0	2	
AC628	0.0	0.0	0.0	1	1.0
AA934	0.0	0.0	0.0	0	0.0
AC641	0.0	0.0	0.0	0	0.0
AD055	0.0	0.0	0.0	3	
AF480	0.0	0.0	0.0	1	
AF232	0.0	0.0	0.0	3	
AA724	0.0	0.0	0.0	3	
AG390	0.0	0.0	0.0	1	1.0
AE580	0.0	0.0	0.0	1	
AF166	0.0	0.0	0.0	4	
AE985	0.0	0.0	0.0	3	
AE600	0.0	0.0	0.0	2	
AF791	0.0	0.0	0.0	3	
AD702	0.0	0.0	0.0	3	
AC728	0.0	0.0	0.0	4	
AC834	0.0	0.0	0.0	1	
AA332	0.0	0.0	0.0	6	
AC041	0.0	0.0	0.0	2	
AG590	0.0	0.0	0.0	3	
AB469	0.0	0.0	0.0	3	
AG134	0.0	0.0	0.0	1	
AG345	0.0	0.0	0.0	1	
AA696	0.0	0.0	0.0	3	
AE842	0.0	0.0	0.0	2	
AB001	0.0	0.0	0.0	3	
AD884	0.0	0.0	0.0	3	
AD373	0.0	0.0	0.0	3	
AF761	0.0	0.0	0.0	4	
AB432	0.0	0.0	0.0	1	
AG582	0.0	0.0	0.0	0	
AD328	0.0	0.0	0.0	2	1.0
AB073	0.0	0.0	0.0	2	
AC736	0.0	0.0	0.0	3	
AB613	0.0	0.0	0.0	2	
AC319	0.0	0.0	0.0	2	1.0
AB468	0.0	0.0	0.0	2	1.0
AB782	0.0	0.0	0.0	2	
AE802	0.0	0.0	0.0	3	
AG395	0.0	0.0	0.0	3	
AA597	0.0	0.0	0.0	4	
AH135	0.0	0.0	0.0	1	
AB592	0.0	0.0	0.0	2	
AH419	0.0	0.0	0.0	3	
AC645	0.0	0.0	0.0	3	
AA920	0.0	0.0	0.0	2	
AD597	0.0	0.0	0.0	2	
AA237	0.0	0.0	0.0	2	1.0
AE258	0.0	0.0	0.0	3	
AC257	0.0	0.0	0.0	2	
AC928	0.0	0.0	0.0	2	
AG516	0.0	0.0	0.0	2	
AC372	0.0	0.0	0.0	2	
AE888	0.0	0.0	0.0	4	
AB383	0.0	0.0	0.0	2	
AF488	0.0	0.0	0.0	3	
AD010	0.0	0.0	0.0	3	
AB851	0.0	0.0	0.0	3	
AA429	0.0	0.0	0.0	2	
AB554	0.0	0.0	0.0	3	
AG773	0.0	0.0	0.0	1	1.0
AG639	0.0	0.0	0.0	1	
AF018	0.0	0.0	0.0	3	
AB200	0.0	0.0	0.0	2	
AB580	0.0	0.0	0.0	0	0.0
AG273	0.0	0.0	0.0	1	
AG442	0.0	0.0	0.0	1	
AH353	0.0	0.0	0.0	1	
AA330	0.0	0.0	0.0	3	
AH060	0.0	0.0	0.0	1	
AC677	0.0	0.0	0.0	0	0.0
AE321	0.0	0.0	0.0	2	
AC808	0.0	0.0	0.0	2	
AC835	0.0	0.0	0.0	2	
AD558	0.0	0.0	0.0	4	
AB344	0.0	0.0	0.0	3	
AB343	0.0	0.0	0.0	3	
AF235	0.0	0.0	0.0	4	
AB827	0.0	0.0	0.0	3	
AC927	0.0	0.0	0.0	3	
AF872	0.0	0.0	0.0	2	
AF523	0.0	0.0	0.0	4	
AC067	0.0	0.0	0.0	2	
AA025	0.0	0.0	0.0	1	
AF551	0.0	0.0	0.0	1	
AB251	0.0	0.0	0.0	1	
AD521	0.0	0.0	0.0	1	
AB433	0.0	0.0	0.0	2	
AG021	0.0	0.0	0.0	2	
