backbone_id	mean_jump_distance_km	max_jump_distance_km	jump_distance_dispersion_km	interregional_leap_count	long_jump_label
AF422	0.0	0.0	0.0	1	
AB443	0.0	0.0	0.0	4	1.0
AB595	0.0	0.0	0.0	4	1.0
AD087	0.0	0.0	0.0	1	
AA578	0.0	0.0	0.0	3	
AE761	0.0	0.0	0.0	3	
AC203	0.0	0.0	0.0	4	1.0
AE849	0.0	0.0	0.0	1	1.0
AD415	0.0	0.0	0.0	1	
AB125	0.0	0.0	0.0	5	
AE822	0.0	0.0	0.0	2	
AA105	0.0	0.0	0.0	4	
AA364	0.0	0.0	0.0	5	
AA035	0.0	0.0	0.0	5	1.0
AB951	0.0	0.0	0.0	4	1.0
AB063	0.0	0.0	0.0	3	
AB112	0.0	0.0	0.0	5	
AA104	0.0	0.0	0.0	6	
AB043	0.0	0.0	0.0	5	
AA439	0.0	0.0	0.0	4	
AG061	0.0	0.0	0.0	2	
AC223	0.0	0.0	0.0	2	
AA184	0.0	0.0	0.0	3	1.0
AA671	0.0	0.0	0.0	4	
AG093	0.0	0.0	0.0	1	
AE466	0.0	0.0	0.0	1	
AB034	0.0	0.0	0.0	2	
AB869	0.0	0.0	0.0	3	
AB922	0.0	0.0	0.0	3	
AB637	0.0	0.0	0.0	4	
AB561	0.0	0.0	0.0	2	1.0
AD196	0.0	0.0	0.0	3	
AB817	0.0	0.0	0.0	3	
AC570	0.0	0.0	0.0	1	1.0
AA366	0.0	0.0	0.0	1	
AE311	0.0	0.0	0.0	4	
AB369	0.0	0.0	0.0	5	
AE347	0.0	0.0	0.0	1	
AB224	0.0	0.0	0.0	2	
AA639	0.0	0.0	0.0	2	
AC416	0.0	0.0	0.0	1	
AC417	0.0	0.0	0.0	1	
AD811	0.0	0.0	0.0	1	
AE893	0.0	0.0	0.0	1	1.0
AB711	0.0	0.0	0.0	3	
AB228	0.0	0.0	0.0	3	
AC445	0.0	0.0	0.0	2	
AB793	0.0	0.0	0.0	1	
AB924	0.0	0.0	0.0	2	
AB033	0.0	0.0	0.0	2	
AC776	0.0	0.0	0.0	3	
AA173	0.0	0.0	0.0	5	
AA394	0.0	0.0	0.0	2	
AE062	0.0	0.0	0.0	2	
AA614	0.0	0.0	0.0	5	1.0
AC358	0.0	0.0	0.0	6	
AA345	0.0	0.0	0.0	3	1.0
AA610	0.0	0.0	0.0	2	
AA304	0.0	0.0	0.0	4	1.0
AB460	0.0	0.0	0.0	5	1.0
AB709	0.0	0.0	0.0	2	1.0
AA170	0.0	0.0	0.0	6	
AB230	0.0	0.0	0.0	1	
AE974	0.0	0.0	0.0	4	1.0
AE199	0.0	0.0	0.0	2	
AH221	0.0	0.0	0.0	1	
AA608	0.0	0.0	0.0	1	
AF342	0.0	0.0	0.0	2	
AB493	0.0	0.0	0.0	1	
AA117	0.0	0.0	0.0	6	
AA514	0.0	0.0	0.0	4	1.0
AF906	0.0	0.0	0.0	1	
AG579	0.0	0.0	0.0	2	
AC621	0.0	0.0	0.0	5	1.0
AD239	0.0	0.0	0.0	2	
AC014	0.0	0.0	0.0	0	
AA335	0.0	0.0	0.0	1	
AB444	0.0	0.0	0.0	4	
AD760	0.0	0.0	0.0	1	
AB267	0.0	0.0	0.0	2	1.0
AA162	0.0	0.0	0.0	4	1.0
AA664	0.0	0.0	0.0	0	0.0
AD312	0.0	0.0	0.0	3	
AA556	0.0	0.0	0.0	4	
AB948	0.0	0.0	0.0	0	
AA676	0.0	0.0	0.0	2	
AE804	0.0	0.0	0.0	2	
AD479	0.0	0.0	0.0	3	
AD672	0.0	0.0	0.0	3	
AD150	0.0	0.0	0.0	2	
AB171	0.0	0.0	0.0	3	1.0
AF090	0.0	0.0	0.0	1	
AD040	0.0	0.0	0.0	1	
AB236	0.0	0.0	0.0	4	
AF989	0.0	0.0	0.0	1	
AA217	0.0	0.0	0.0	0	
AD685	0.0	0.0	0.0	1	
AA187	0.0	0.0	0.0	1	
AF579	0.0	0.0	0.0	2	
AD482	0.0	0.0	0.0	4	
AF190	0.0	0.0	0.0	5	
AA674	0.0	0.0	0.0	5	
AD481	0.0	0.0	0.0	4	
AB683	0.0	0.0	0.0	4	
AA152	0.0	0.0	0.0	3	
AD465	0.0	0.0	0.0	5	1.0
AA906	0.0	0.0	0.0	1	
AB636	0.0	0.0	0.0	3	
AF154	0.0	0.0	0.0	1	
AC999	0.0	0.0	0.0	1	
AB731	0.0	0.0	0.0	4	
AD000	0.0	0.0	0.0	1	
AH263	0.0	0.0	0.0	0	
AF722	0.0	0.0	0.0	1	
AC998	0.0	0.0	0.0	1	
AB646	0.0	0.0	0.0	3	1.0
AE795	0.0	0.0	0.0	2	
AD003	0.0	0.0	0.0	1	
AD149	0.0	0.0	0.0	1	
AE537	0.0	0.0	0.0	3	
AE538	0.0	0.0	0.0	4	1.0
AC690	0.0	0.0	0.0	5	1.0
AD908	0.0	0.0	0.0	3	
AA594	0.0	0.0	0.0	3	
AC839	0.0	0.0	0.0	0	0.0
AD582	0.0	0.0	0.0	5	
AD886	0.0	0.0	0.0	1	
AE737	0.0	0.0	0.0	0	
AD883	0.0	0.0	0.0	1	
AF204	0.0	0.0	0.0	3	
AF418	0.0	0.0	0.0	1	
AF394	0.0	0.0	0.0	0	
AB911	0.0	0.0	0.0	1	
AE534	0.0	0.0	0.0	1	
AF165	0.0	0.0	0.0	1	
AF520	0.0	0.0	0.0	0	0.0
AA851	0.0	0.0	0.0	4	1.0
AE885	0.0	0.0	0.0	1	1.0
AG972	0.0	0.0	0.0	0	0.0
AF620	0.0	0.0	0.0	1	
AA905	0.0	0.0	0.0	3	
AA912	0.0	0.0	0.0	1	
AA515	0.0	0.0	0.0	4	1.0
AA303	0.0	0.0	0.0	5	
AE341	0.0	0.0	0.0	1	1.0
AE217	0.0	0.0	0.0	2	
AE821	0.0	0.0	0.0	3	1.0
AD818	0.0	0.0	0.0	1	1.0
AA100	0.0	0.0	0.0	4	
AE059	0.0	0.0	0.0	2	1.0
AD476	0.0	0.0	0.0	2	
AF240	0.0	0.0	0.0	1	
AB485	0.0	0.0	0.0	3	
AB471	0.0	0.0	0.0	2	
AB627	0.0	0.0	0.0	0	
AE884	0.0	0.0	0.0	2	
AC004	0.0	0.0	0.0	2	
AD461	0.0	0.0	0.0	2	
AC853	0.0	0.0	0.0	0	
AC675	0.0	0.0	0.0	3	
AC277	0.0	0.0	0.0	2	
AA125	0.0	0.0	0.0	2	
AC026	0.0	0.0	0.0	6	
AG036	0.0	0.0	0.0	3	
AE187	0.0	0.0	0.0	2	
AB072	0.0	0.0	0.0	3	1.0
AA424	0.0	0.0	0.0	5	1.0
AG743	0.0	0.0	0.0	1	
AE753	0.0	0.0	0.0	1	
AD580	0.0	0.0	0.0	5	
AG430	0.0	0.0	0.0	3	
AF203	0.0	0.0	0.0	2	
AG744	0.0	0.0	0.0	2	
AD403	0.0	0.0	0.0	2	
AD310	0.0	0.0	0.0	2	
AA620	0.0	0.0	0.0	3	
AE897	0.0	0.0	0.0	1	
AB912	0.0	0.0	0.0	3	1.0
AB056	0.0	0.0	0.0	3	1.0
AF343	0.0	0.0	0.0	2	
AF624	0.0	0.0	0.0	1	
AE484	0.0	0.0	0.0	2	
AE457	0.0	0.0	0.0	2	
AF859	0.0	0.0	0.0	1	
AF788	0.0	0.0	0.0	3	
AE016	0.0	0.0	0.0	1	
AC151	0.0	0.0	0.0	2	1.0
AE017	0.0	0.0	0.0	2	
AB743	0.0	0.0	0.0	1	
AE190	0.0	0.0	0.0	5	
AB992	0.0	0.0	0.0	0	
AC518	0.0	0.0	0.0	2	
AE280	0.0	0.0	0.0	1	
AD344	0.0	0.0	0.0	1	
AC525	0.0	0.0	0.0	1	
AF091	0.0	0.0	0.0	2	
AD505	0.0	0.0	0.0	1	
AA811	0.0	0.0	0.0	4	
AA617	0.0	0.0	0.0	5	
AB576	0.0	0.0	0.0	1	
AD648	0.0	0.0	0.0	0	
AB044	0.0	0.0	0.0	5	
AD483	0.0	0.0	0.0	1	
AA675	0.0	0.0	0.0	3	
AA048	0.0	0.0	0.0	5	
AG056	0.0	0.0	0.0	1	
AC409	0.0	0.0	0.0	2	1.0
AE805	0.0	0.0	0.0	3	
AB579	0.0	0.0	0.0	3	
AG799	0.0	0.0	0.0	1	
AC148	0.0	0.0	0.0	1	
AC082	0.0	0.0	0.0	3	1.0
AE925	0.0	0.0	0.0	1	
AC670	0.0	0.0	0.0	1	1.0
AD133	0.0	0.0	0.0	1	
AG529	0.0	0.0	0.0	0	
AA212	0.0	0.0	0.0	3	
AE094	0.0	0.0	0.0	2	
AD973	0.0	0.0	0.0	1	1.0
AA151	0.0	0.0	0.0	3	
AA185	0.0	0.0	0.0	3	
AB690	0.0	0.0	0.0	3	
AB060	0.0	0.0	0.0	1	
AA346	0.0	0.0	0.0	3	1.0
AD780	0.0	0.0	0.0	0	
AD510	0.0	0.0	0.0	1	
AF406	0.0	0.0	0.0	2	
AB264	0.0	0.0	0.0	3	
AB745	0.0	0.0	0.0	2	1.0
AA314	0.0	0.0	0.0	5	
AG515	0.0	0.0	0.0	2	
AG595	0.0	0.0	0.0	1	
AF383	0.0	0.0	0.0	1	
AD332	0.0	0.0	0.0	3	
AG632	0.0	0.0	0.0	2	
AE003	0.0	0.0	0.0	2	
AE088	0.0	0.0	0.0	4	
AB742	0.0	0.0	0.0	3	1.0
AB066	0.0	0.0	0.0	4	
AD947	0.0	0.0	0.0	2	
AD713	0.0	0.0	0.0	3	
AB069	0.0	0.0	0.0	1	
AE002	0.0	0.0	0.0	2	
AB738	0.0	0.0	0.0	2	
AG331	0.0	0.0	0.0	2	
AG740	0.0	0.0	0.0	1	
AD127	0.0	0.0	0.0	2	
AA340	0.0	0.0	0.0	2	
AH012	0.0	0.0	0.0	3	
AC830	0.0	0.0	0.0	0	
AA618	0.0	0.0	0.0	5	
AE317	0.0	0.0	0.0	2	
AB075	0.0	0.0	0.0	4	
AA186	0.0	0.0	0.0	0	
AA857	0.0	0.0	0.0	3	
AE770	0.0	0.0	0.0	1	
AC265	0.0	0.0	0.0	2	
AF695	0.0	0.0	0.0	1	
AC439	0.0	0.0	0.0	3	
AE015	0.0	0.0	0.0	4	1.0
AD104	0.0	0.0	0.0	1	1.0
AB961	0.0	0.0	0.0	3	
AD169	0.0	0.0	0.0	5	
AA113	0.0	0.0	0.0	4	
AF571	0.0	0.0	0.0	3	1.0
AA111	0.0	0.0	0.0	3	
AE480	0.0	0.0	0.0	4	
AB181	0.0	0.0	0.0	5	
AA108	0.0	0.0	0.0	3	
AB237	0.0	0.0	0.0	6	
AE874	0.0	0.0	0.0	1	
AE872	0.0	0.0	0.0	0	
AG146	0.0	0.0	0.0	2	
AD093	0.0	0.0	0.0	2	
AA026	0.0	0.0	0.0	3	1.0
AC435	0.0	0.0	0.0	0	
AB184	0.0	0.0	0.0	3	
AC624	0.0	0.0	0.0	2	1.0
AC625	0.0	0.0	0.0	2	
AD714	0.0	0.0	0.0	3	
AD711	0.0	0.0	0.0	1	
AD027	0.0	0.0	0.0	2	
AF004	0.0	0.0	0.0	0	
AH256	0.0	0.0	0.0	0	
AC155	0.0	0.0	0.0	1	
AC562	0.0	0.0	0.0	1	1.0
AA256	0.0	0.0	0.0	3	
AC531	0.0	0.0	0.0	2	
AC249	0.0	0.0	0.0	1	
AA440	0.0	0.0	0.0	1	1.0
AC626	0.0	0.0	0.0	1	
AE903	0.0	0.0	0.0	1	
AF460	0.0	0.0	0.0	2	
AA001	0.0	0.0	0.0	4	1.0
AG555	0.0	0.0	0.0	0	0.0
AH292	0.0	0.0	0.0	0	
AA019	0.0	0.0	0.0	3	
AE967	0.0	0.0	0.0	1	
AB164	0.0	0.0	0.0	2	
AB303	0.0	0.0	0.0	1	
AD054	0.0	0.0	0.0	2	
AC963	0.0	0.0	0.0	4	
AF832	0.0	0.0	0.0	0	
AA130	0.0	0.0	0.0	4	
AA045	0.0	0.0	0.0	5	1.0
AD414	0.0	0.0	0.0	3	
AB698	0.0	0.0	0.0	1	
AB065	0.0	0.0	0.0	4	
AA821	0.0	0.0	0.0	4	
AB122	0.0	0.0	0.0	2	
AC037	0.0	0.0	0.0	2	
AE261	0.0	0.0	0.0	2	
AA174	0.0	0.0	0.0	5	1.0
AA052	0.0	0.0	0.0	2	
AB039	0.0	0.0	0.0	3	1.0
AA523	0.0	0.0	0.0	6	
AA109	0.0	0.0	0.0	4	
AC942	0.0	0.0	0.0	0	0.0
AD120	0.0	0.0	0.0	0	
AF515	0.0	0.0	0.0	4	
AC615	0.0	0.0	0.0	1	
AA356	0.0	0.0	0.0	4	1.0
AF034	0.0	0.0	0.0	2	1.0
AF497	0.0	0.0	0.0	2	
AC356	0.0	0.0	0.0	2	
AE069	0.0	0.0	0.0	2	
AA057	0.0	0.0	0.0	3	
AD402	0.0	0.0	0.0	1	
AF069	0.0	0.0	0.0	2	1.0
AB688	0.0	0.0	0.0	4	
AH149	0.0	0.0	0.0	1	
AA352	0.0	0.0	0.0	5	1.0
AF108	0.0	0.0	0.0	0	0.0
AC892	0.0	0.0	0.0	1	
AC489	0.0	0.0	0.0	0	
AB373	0.0	0.0	0.0	2	
AD675	0.0	0.0	0.0	2	
AD952	0.0	0.0	0.0	0	
AC364	0.0	0.0	0.0	4	
AB290	0.0	0.0	0.0	1	
AD667	0.0	0.0	0.0	1	
AE836	0.0	0.0	0.0	0	
AE834	0.0	0.0	0.0	2	1.0
AB966	0.0	0.0	0.0	0	0.0
AF721	0.0	0.0	0.0	2	
AA698	0.0	0.0	0.0	4	1.0
AF845	0.0	0.0	0.0	1	
AF665	0.0	0.0	0.0	2	1.0
AG088	0.0	0.0	0.0	2	
AD549	0.0	0.0	0.0	5	
AA351	0.0	0.0	0.0	5	
AE118	0.0	0.0	0.0	3	
AC517	0.0	0.0	0.0	2	1.0
AG521	0.0	0.0	0.0	1	
AF482	0.0	0.0	0.0	1	
AB962	0.0	0.0	0.0	4	
AA435	0.0	0.0	0.0	3	1.0
AC507	0.0	0.0	0.0	2	1.0
AB375	0.0	0.0	0.0	3	
AD712	0.0	0.0	0.0	3	
AB739	0.0	0.0	0.0	1	
AE089	0.0	0.0	0.0	2	
AC915	0.0	0.0	0.0	2	
AA734	0.0	0.0	0.0	5	
AC754	0.0	0.0	0.0	2	
AD569	0.0	0.0	0.0	2	
AF632	0.0	0.0	0.0	4	
AF718	0.0	0.0	0.0	1	
AB049	0.0	0.0	0.0	4	
AA828	0.0	0.0	0.0	3	1.0
AG328	0.0	0.0	0.0	1	
AA470	0.0	0.0	0.0	3	
AC792	0.0	0.0	0.0	1	
AA744	0.0	0.0	0.0	1	
AG834	0.0	0.0	0.0	1	
AB881	0.0	0.0	0.0	2	
AC146	0.0	0.0	0.0	2	
AC154	0.0	0.0	0.0	1	1.0
AC271	0.0	0.0	0.0	1	
AC129	0.0	0.0	0.0	3	1.0
AB242	0.0	0.0	0.0	3	
AD541	0.0	0.0	0.0	1	
AA729	0.0	0.0	0.0	0	0.0
AD970	0.0	0.0	0.0	1	1.0
AH000	0.0	0.0	0.0	2	
AA516	0.0	0.0	0.0	6	
AB194	0.0	0.0	0.0	2	
AB229	0.0	0.0	0.0	3	1.0
AG372	0.0	0.0	0.0	4	
AA142	0.0	0.0	0.0	5	
AE210	0.0	0.0	0.0	3	
AF284	0.0	0.0	0.0	2	
AG733	0.0	0.0	0.0	0	
AB282	0.0	0.0	0.0	5	
AA183	0.0	0.0	0.0	5	1.0
AA376	0.0	0.0	0.0	1	
AA283	0.0	0.0	0.0	3	
AA817	0.0	0.0	0.0	3	
AC309	0.0	0.0	0.0	3	1.0
AA133	0.0	0.0	0.0	3	
AB132	0.0	0.0	0.0	1	
AG216	0.0	0.0	0.0	1	
AD705	0.0	0.0	0.0	2	
AE581	0.0	0.0	0.0	5	
AH242	0.0	0.0	0.0	1	
AB630	0.0	0.0	0.0	1	
AC678	0.0	0.0	0.0	1	
AD249	0.0	0.0	0.0	0	
AF498	0.0	0.0	0.0	1	
AB621	0.0	0.0	0.0	2	1.0
AD831	0.0	0.0	0.0	1	
AD687	0.0	0.0	0.0	0	
AB289	0.0	0.0	0.0	3	
AE890	0.0	0.0	0.0	1	
AD917	0.0	0.0	0.0	1	1.0
AA063	0.0	0.0	0.0	2	1.0
AG654	0.0	0.0	0.0	2	
AE668	0.0	0.0	0.0	1	
AA955	0.0	0.0	0.0	0	
AE427	0.0	0.0	0.0	3	1.0
AF668	0.0	0.0	0.0	1	
AA888	0.0	0.0	0.0	1	
AF785	0.0	0.0	0.0	1	
AE438	0.0	0.0	0.0	1	
AC205	0.0	0.0	0.0	1	
AA363	0.0	0.0	0.0	0	0.0
AA543	0.0	0.0	0.0	3	1.0
AB713	0.0	0.0	0.0	2	
AD992	0.0	0.0	0.0	1	
AE227	0.0	0.0	0.0	2	
AB581	0.0	0.0	0.0	3	
AB622	0.0	0.0	0.0	0	
AG870	0.0	0.0	0.0	3	
AE322	0.0	0.0	0.0	6	
AA538	0.0	0.0	0.0	4	
AA320	0.0	0.0	0.0	3	
AA150	0.0	0.0	0.0	2	
AD938	0.0	0.0	0.0	0	
AF781	0.0	0.0	0.0	0	
AG140	0.0	0.0	0.0	2	
AD862	0.0	0.0	0.0	3	
AD259	0.0	0.0	0.0	1	
AE667	0.0	0.0	0.0	2	
AA447	0.0	0.0	0.0	2	
AD653	0.0	0.0	0.0	2	
AB058	0.0	0.0	0.0	6	
AA667	0.0	0.0	0.0	4	1.0
AB079	0.0	0.0	0.0	1	
AB077	0.0	0.0	0.0	2	
AA502	0.0	0.0	0.0	2	
AF159	0.0	0.0	0.0	2	
AC003	0.0	0.0	0.0	2	
AC771	0.0	0.0	0.0	4	
AA120	0.0	0.0	0.0	4	
AE583	0.0	0.0	0.0	2	
AF688	0.0	0.0	0.0	1	
AA832	0.0	0.0	0.0	1	1.0
AB040	0.0	0.0	0.0	5	1.0
AE498	0.0	0.0	0.0	1	
AE384	0.0	0.0	0.0	4	
AB182	0.0	0.0	0.0	3	
AA402	0.0	0.0	0.0	4	
AD034	0.0	0.0	0.0	3	1.0
AF425	0.0	0.0	0.0	2	
AA531	0.0	0.0	0.0	3	1.0
AB111	0.0	0.0	0.0	5	1.0
AA765	0.0	0.0	0.0	2	1.0
AA882	0.0	0.0	0.0	6	
AD410	0.0	0.0	0.0	1	
AG737	0.0	0.0	0.0	0	
AG514	0.0	0.0	0.0	2	
AF080	0.0	0.0	0.0	2	1.0
AF081	0.0	0.0	0.0	3	
AD411	0.0	0.0	0.0	1	
AD274	0.0	0.0	0.0	1	
AC006	0.0	0.0	0.0	0	
AB243	0.0	0.0	0.0	2	
AD983	0.0	0.0	0.0	3	
AF789	0.0	0.0	0.0	2	
AF093	0.0	0.0	0.0	2	
AD008	0.0	0.0	0.0	1	
AD011	0.0	0.0	0.0	2	
AE469	0.0	0.0	0.0	2	
AG487	0.0	0.0	0.0	2	
AC442	0.0	0.0	0.0	1	1.0
AF849	0.0	0.0	0.0	2	
AD844	0.0	0.0	0.0	2	
AA815	0.0	0.0	0.0	4	
AH095	0.0	0.0	0.0	2	
AH236	0.0	0.0	0.0	1	
AD785	0.0	0.0	0.0	1	
AA118	0.0	0.0	0.0	5	
AB915	0.0	0.0	0.0	5	
AD287	0.0	0.0	0.0	1	
AE314	0.0	0.0	0.0	3	
AB529	0.0	0.0	0.0	3	
AB528	0.0	0.0	0.0	3	1.0
AA710	0.0	0.0	0.0	2	1.0
AF907	0.0	0.0	0.0	1	
AA917	0.0	0.0	0.0	2	
AF524	0.0	0.0	0.0	2	1.0
AG658	0.0	0.0	0.0	3	
AD907	0.0	0.0	0.0	3	
AF607	0.0	0.0	0.0	3	1.0
AE623	0.0	0.0	0.0	0	0.0
AA437	0.0	0.0	0.0	1	
AA553	0.0	0.0	0.0	5	1.0
AA323	0.0	0.0	0.0	5	1.0
AC072	0.0	0.0	0.0	1	1.0
AF728	0.0	0.0	0.0	2	
AC791	0.0	0.0	0.0	1	
AC790	0.0	0.0	0.0	0	
AB150	0.0	0.0	0.0	2	
AF374	0.0	0.0	0.0	3	
AG075	0.0	0.0	0.0	0	
AF729	0.0	0.0	0.0	4	
AF897	0.0	0.0	0.0	1	
AE381	0.0	0.0	0.0	2	1.0
AE619	0.0	0.0	0.0	1	
AC734	0.0	0.0	0.0	1	
AE113	0.0	0.0	0.0	1	
AH157	0.0	0.0	0.0	0	
AC824	0.0	0.0	0.0	0	
AE354	0.0	0.0	0.0	2	
AG346	0.0	0.0	0.0	1	
AE552	0.0	0.0	0.0	0	
AC253	0.0	0.0	0.0	1	
AG997	0.0	0.0	0.0	1	
AA792	0.0	0.0	0.0	3	
AG470	0.0	0.0	0.0	0	0.0
AF836	0.0	0.0	0.0	2	
AA517	0.0	0.0	0.0	6	
AG012	0.0	0.0	0.0	3	
AB718	0.0	0.0	0.0	4	
AC411	0.0	0.0	0.0	3	
AC977	0.0	0.0	0.0	5	
AA595	0.0	0.0	0.0	1	
AD966	0.0	0.0	0.0	3	
AB238	0.0	0.0	0.0	3	1.0
AA672	0.0	0.0	0.0	5	
AA577	0.0	0.0	0.0	3	
AA580	0.0	0.0	0.0	1	1.0
AD090	0.0	0.0	0.0	1	
AB061	0.0	0.0	0.0	3	
AA127	0.0	0.0	0.0	3	
AB064	0.0	0.0	0.0	2	
AE818	0.0	0.0	0.0	5	
AC530	0.0	0.0	0.0	3	
AD342	0.0	0.0	0.0	3	
AG462	0.0	0.0	0.0	2	
AB716	0.0	0.0	0.0	3	
AC247	0.0	0.0	0.0	4	1.0
AB717	0.0	0.0	0.0	2	
AE875	0.0	0.0	0.0	3	
AD487	0.0	0.0	0.0	1	
AC121	0.0	0.0	0.0	3	
AG014	0.0	0.0	0.0	2	
AA281	0.0	0.0	0.0	4	
AA181	0.0	0.0	0.0	4	
AB441	0.0	0.0	0.0	4	
AA157	0.0	0.0	0.0	4	
AC770	0.0	0.0	0.0	0	
AA319	0.0	0.0	0.0	2	1.0
AD985	0.0	0.0	0.0	0	0.0
AA545	0.0	0.0	0.0	2	
AD335	0.0	0.0	0.0	1	1.0
AA375	0.0	0.0	0.0	3	
AA178	0.0	0.0	0.0	6	
AA380	0.0	0.0	0.0	2	
AA587	0.0	0.0	0.0	2	
AE142	0.0	0.0	0.0	3	
AA107	0.0	0.0	0.0	3	
AF643	0.0	0.0	0.0	4	
AG544	0.0	0.0	0.0	0	0.0
AD677	0.0	0.0	0.0	1	
AC502	0.0	0.0	0.0	3	
AA761	0.0	0.0	0.0	1	
AC024	0.0	0.0	0.0	4	
AC031	0.0	0.0	0.0	4	
AB036	0.0	0.0	0.0	3	
AB795	0.0	0.0	0.0	5	
AA368	0.0	0.0	0.0	2	
AA980	0.0	0.0	0.0	1	
AC778	0.0	0.0	0.0	1	
AD001	0.0	0.0	0.0	0	
AB154	0.0	0.0	0.0	3	
AC318	0.0	0.0	0.0	0	
AA961	0.0	0.0	0.0	2	
AD873	0.0	0.0	0.0	1	
AB091	0.0	0.0	0.0	2	
AE181	0.0	0.0	0.0	1	
AD168	0.0	0.0	0.0	3	1.0
AH314	0.0	0.0	0.0	1	
AA442	0.0	0.0	0.0	2	1.0
AF123	0.0	0.0	0.0	3	
AE471	0.0	0.0	0.0	2	
AE633	0.0	0.0	0.0	0	
AB777	0.0	0.0	0.0	0	0.0
AD164	0.0	0.0	0.0	2	1.0
AB537	0.0	0.0	0.0	4	
AC960	0.0	0.0	0.0	1	
AD752	0.0	0.0	0.0	1	
AC821	0.0	0.0	0.0	2	1.0
AC218	0.0	0.0	0.0	1	
AE207	0.0	0.0	0.0	1	
AE162	0.0	0.0	0.0	1	
AB818	0.0	0.0	0.0	3	
AA769	0.0	0.0	0.0	2	
AG131	0.0	0.0	0.0	2	
AC182	0.0	0.0	0.0	2	
AD730	0.0	0.0	0.0	2	
AB342	0.0	0.0	0.0	3	
AD828	0.0	0.0	0.0	1	
AE379	0.0	0.0	0.0	3	
AB347	0.0	0.0	0.0	2	
AF992	0.0	0.0	0.0	3	
AC602	0.0	0.0	0.0	2	
AD412	0.0	0.0	0.0	1	
AF626	0.0	0.0	0.0	2	
AF017	0.0	0.0	0.0	1	
AH004	0.0	0.0	0.0	2	
AA149	0.0	0.0	0.0	5	
AA397	0.0	0.0	0.0	3	
AD843	0.0	0.0	0.0	1	
AD845	0.0	0.0	0.0	1	
AC573	0.0	0.0	0.0	1	
AD960	0.0	0.0	0.0	1	
AC943	0.0	0.0	0.0	3	
AB555	0.0	0.0	0.0	4	
AA842	0.0	0.0	0.0	3	1.0
AC260	0.0	0.0	0.0	0	0.0
AA298	0.0	0.0	0.0	2	
AA064	0.0	0.0	0.0	0	
AC296	0.0	0.0	0.0	2	
AF308	0.0	0.0	0.0	1	
AA272	0.0	0.0	0.0	1	
AC261	0.0	0.0	0.0	1	
AH498	0.0	0.0	0.0	1	
AH056	0.0	0.0	0.0	1	
AG133	0.0	0.0	0.0	1	
AC483	0.0	0.0	0.0	1	
AB307	0.0	0.0	0.0	2	
AA490	0.0	0.0	0.0	1	
AA586	0.0	0.0	0.0	5	
AA347	0.0	0.0	0.0	2	
AA814	0.0	0.0	0.0	6	
AA123	0.0	0.0	0.0	4	1.0
AG702	0.0	0.0	0.0	5	
AE577	0.0	0.0	0.0	4	
AB917	0.0	0.0	0.0	3	
AC537	0.0	0.0	0.0	4	
AE807	0.0	0.0	0.0	3	
AB977	0.0	0.0	0.0	4	
AB174	0.0	0.0	0.0	2	
AD468	0.0	0.0	0.0	0	0.0
AB740	0.0	0.0	0.0	1	1.0
AB359	0.0	0.0	0.0	3	
AB133	0.0	0.0	0.0	3	
AE848	0.0	0.0	0.0	1	
AF478	0.0	0.0	0.0	1	
AD429	0.0	0.0	0.0	1	
AD954	0.0	0.0	0.0	2	
AC258	0.0	0.0	0.0	2	
AG225	0.0	0.0	0.0	1	
AE955	0.0	0.0	0.0	1	
AD347	0.0	0.0	0.0	0	0.0
AD349	0.0	0.0	0.0	3	
AC254	0.0	0.0	0.0	0	
AC635	0.0	0.0	0.0	1	1.0
AE557	0.0	0.0	0.0	4	
AC868	0.0	0.0	0.0	2	
AB997	0.0	0.0	0.0	2	
AF012	0.0	0.0	0.0	3	
AB891	0.0	0.0	0.0	1	
AE643	0.0	0.0	0.0	1	1.0
AE716	0.0	0.0	0.0	2	
AG384	0.0	0.0	0.0	4	
AE949	0.0	0.0	0.0	1	1.0
AD839	0.0	0.0	0.0	4	
AB362	0.0	0.0	0.0	3	
AG062	0.0	0.0	0.0	2	
AE717	0.0	0.0	0.0	2	1.0
AC598	0.0	0.0	0.0	3	
AB830	0.0	0.0	0.0	1	
AC239	0.0	0.0	0.0	4	
AG201	0.0	0.0	0.0	3	
AC597	0.0	0.0	0.0	3	
AC968	0.0	0.0	0.0	4	
AG317	0.0	0.0	0.0	1	
AC111	0.0	0.0	0.0	5	1.0
AA554	0.0	0.0	0.0	6	
AE695	0.0	0.0	0.0	1	
AE696	0.0	0.0	0.0	2	
AB649	0.0	0.0	0.0	0	0.0
AF364	0.0	0.0	0.0	0	
AG474	0.0	0.0	0.0	2	
AA377	0.0	0.0	0.0	3	
AB902	0.0	0.0	0.0	1	
AB538	0.0	0.0	0.0	2	
AG186	0.0	0.0	0.0	1	
AG434	0.0	0.0	0.0	2	
AG373	0.0	0.0	0.0	1	
AG784	0.0	0.0	0.0	0	
AF369	0.0	0.0	0.0	4	
AA697	0.0	0.0	0.0	2	
AG427	0.0	0.0	0.0	0	0.0
AD300	0.0	0.0	0.0	2	
AD046	0.0	0.0	0.0	1	1.0
AC802	0.0	0.0	0.0	1	
AF885	0.0	0.0	0.0	3	
AD793	0.0	0.0	0.0	0	
AC850	0.0	0.0	0.0	1	
AD869	0.0	0.0	0.0	2	
