backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	amr_class_count	who_mia_mapped_class_count	who_mia_unmapped_class_count	who_mia_mapped_fraction	who_mia_top_categories	who_mia_top_classes	who_mia_scope_labels	who_mia_any_hpecia	who_mia_any_cia	who_mia_any_hia	who_mia_any_ia	who_mia_any_support
AA833	high	0.340337549950952	0.5347346008245448	primary_model_oof_prediction	Klebsiella_pneumoniae	Cronobacter	4	0	4	0.0				False	False	False	False	False
AA043	high	0.4261493414364425	0.5288925308633281	primary_model_oof_prediction	Enterobacter_kobei	Enterobacter	2	0	2	0.0				False	False	False	False	False
AB685	high	0.6145273628725808	0.52258030409381	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AD917	high	0.3223856798505857	0.520279895460121	primary_model_oof_prediction	Yersinia_enterocolitica	Yersinia	0	0	0	0.0				False	False	False	False	False
AE233	high	0.4731184887549802	0.5136506653965933	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AD837	high	0.3837058815154936	0.5096510253054032	primary_model_oof_prediction	Agrobacterium_vitis	Agrobacterium	0	0	0	0.0				False	False	False	False	False
AA951	high	0.3176957982700956	0.5043083373942401	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AC407	high	0.3409025129998493	0.4987596303405664	primary_model_oof_prediction	Streptomyces_sp._HUAS_CB01	Arthrobacter	0	0	0	0.0				False	False	False	False	False
AC347	high	0.3466399406027839	0.4959254470046345	primary_model_oof_prediction	Bacillus_cereus	Bacillus	3	0	3	0.0				False	False	False	False	False
AD034	high	0.3972070309166207	0.4954097679685011	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AC720	high	0.4880629796525861	0.4840634467563148	primary_model_oof_prediction	Lactococcus_raffinolactis	Lactococcus	1	0	1	0.0				False	False	False	False	False
AE539	high	0.4264851745106277	0.4772643413005981	primary_model_oof_prediction	Rhizobium_gallicum	Rhizobium	0	0	0	0.0				False	False	False	False	False
AB687	high	0.0496055602377349	0.477238676477831	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB468	high	0.354628615716455	0.4639233298118931	primary_model_oof_prediction	Campylobacter_coli	Campylobacter	0	0	0	0.0				False	False	False	False	False
AA661	high	0.3258795372759495	0.4462410757026672	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AC844	high	0.3022831419851213	0.4452240804639692	primary_model_oof_prediction	Aliivibrio_salmonicida	Aliivibrio	0	0	0	0.0				False	False	False	False	False
AC534	high	0.2198686848064905	0.4449509037066987	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	0	0	0	0.0				False	False	False	False	False
AG241	high	0.2410903989582082	0.438593628780153	primary_model_oof_prediction	Zymomonas_mobilis	Zymomonas	0	0	0	0.0				False	False	False	False	False
AE622	high	0.2931378729031657	0.4376763037657737	primary_model_oof_prediction	Bacillus_licheniformis	Bacillus	0	0	0	0.0				False	False	False	False	False
AA656	high	0.3199503999555162	0.4347352815512873	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AD603	high	0.2957275193709178	0.4317684108523095	primary_model_oof_prediction	Bacillus_cereus	Bacillus	0	0	0	0.0				False	False	False	False	False
AE520	high	0.2170547558581965	0.4305351550345455	primary_model_oof_prediction	Clostridium_butyricum	Clostridium	0	0	0	0.0				False	False	False	False	False
AC680	high	0.3222684328110734	0.4293869804283904	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AC113	high	0.3251463146900105	0.4288544100392639	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AB413	high	0.567026957203787	0.4271712851293868	primary_model_oof_prediction	Acinetobacter_pittii	Acinetobacter	1	0	1	0.0				False	False	False	False	False
AD560	high	0.2413248930372327	0.4262789796081338	primary_model_oof_prediction	Aeromonas_salmonicida	Aeromonas	0	0	0	0.0				False	False	False	False	False
AF586	high	0.2203376729645395	0.4237059986954528	primary_model_oof_prediction	Corynebacterium_glutamicum	Corynebacterium	0	0	0	0.0				False	False	False	False	False
AG348	high	0.2728056113404496	0.4223855250405181	primary_model_oof_prediction	Gloeothece_verrucosa	Gloeothece	0	0	0	0.0				False	False	False	False	False
AE947	high	0.3001726952739008	0.4193033591999186	primary_model_oof_prediction	Streptococcus_thermophilus	Streptococcus	0	0	0	0.0				False	False	False	False	False
AD369	high	0.3008761775109743	0.4185339433846067	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AA733	low	0.116191816156642	0.1756221841523532	primary_model_oof_prediction	Piscirickettsia_salmonis	Piscirickettsia	1	1	0	1.0	CIA	Ansamycins	both_humans_and_animals	False	True	False	False	True
AD970	low	0.2973384922030719	0.1695965779720143	primary_model_oof_prediction	Paenibacillus_amylolyticus	Paenibacillus	2	2	0	1.0	HPCIA	Quinolones,Glycopeptides and lipoglycopeptides	both_humans_and_animals,humans_only	True	False	False	False	True
AB593	low	0.0634306483761285	0.169509976492135	primary_model_oof_prediction	Sphingobium_yanoikuyae	Sphingobium	1	1	0	1.0	HPCIA	Glycopeptides and lipoglycopeptides	humans_only	True	False	False	False	True
AG076	low	0.0798452339078438	0.1675346323324244	primary_model_oof_prediction	Leptolyngbya_boryana	Leptolyngbya	1	1	0	1.0	HPCIA	Phosphonic acid derivatives	both_humans_and_animals	True	False	False	False	True
AF224	low	0.0029311759878063	0.16724221653727	primary_model_oof_prediction	Azospirillum_argentinense	Azospirillum	2	2	0	1.0	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AF441	low	0.0531129088990503	0.1664842245447692	primary_model_oof_prediction	Priestia_flexa	Priestia	1	1	0	1.0	HPCIA	Phosphonic acid derivatives	both_humans_and_animals	True	False	False	False	True
AG461	low	0.0022276937507327	0.1636286328245418	primary_model_oof_prediction	Burkholderia_sp._PAMC_26561	Burkholderia	2	2	0	1.0	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AB912	low	0.0531129088990503	0.1629680105903255	primary_model_oof_prediction	Clostridioides_difficile	Clostridioides	1	1	0	1.0	HPCIA	Glycopeptides and lipoglycopeptides	humans_only	True	False	False	False	True
AE134	low	0.2946418102942901	0.1624254673138116	primary_model_oof_prediction	Geobacillus_zalihae	Geobacillus	1	1	0	1.0	CIA	Aminoglycosides	both_humans_and_animals	False	True	False	False	True
AE982	low	0.0838316332512604	0.1619986611422761	primary_model_oof_prediction	Azospirillum_brasilense	Azospirillum	2	2	0	1.0	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AB186	low	0.0701137296283268	0.1751044219949805	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	9	7	2	0.7777777777777778	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Macrolides,Amphenicols,Quinolones	both_humans_and_animals	True	True	True	False	True
AB338	low	0.1177160276703013	0.1724140622377675	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	4	3	1	0.75	HIA,CIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AD859	low	0.0016414585531715	0.1712302101091988	primary_model_oof_prediction	Priestia_megaterium	Priestia	4	3	1	0.75	HPCIA,HIA	Glycopeptides and lipoglycopeptides,Phosphonic acid derivatives,Tetracyclines	both_humans_and_animals,humans_only	True	False	True	False	True
AC689	low	0.4698963262031132	0.1656924640042787	primary_model_oof_prediction	Rhizobium_beringeri	Rhizobium	4	3	1	0.75	HPCIA,HIA	Carbapenems with or without inhibitors,Quinolones,Tetracyclines	both_humans_and_animals,humans_only	True	False	True	False	True
AE834	low	0.0030484230273185	0.1703480447501993	primary_model_oof_prediction	Ralstonia_sp._RRA.1	Ralstonia	3	2	1	0.6666666666666666	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AD452	low	0.0531129088990503	0.1756343794664536	primary_model_oof_prediction	Pantoea_agglomerans	Pantoea	8	5	3	0.625	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Amphenicols,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AB675	low	0.3000351741118537	0.1707407865999165	primary_model_oof_prediction	Bacillus_cereus	Bacillus	5	3	2	0.6	HPCIA	Phosphonic acid derivatives,Glycopeptides and lipoglycopeptides	both_humans_and_animals,humans_only	True	False	False	False	True
AF428	low	0.3168779014076875	0.1617223631857006	primary_model_oof_prediction	Burkholderia_cepacia	Burkholderia	5	3	2	0.6	CIA,HPCIA,HIA	Aminoglycosides,Quinolones,Tetracyclines	both_humans_and_animals	True	True	True	False	True
AA752	low	0.3270019931996717	0.1506962313983508	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	14	8	6	0.5714285714285714	CIA,HIA,HPCIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Macrolides,Amphenicols	both_humans_and_animals	True	True	True	False	True
AA378	low	0.3202016649079611	0.1458160376480386	primary_model_oof_prediction	Escherichia_coli	Escherichia	28	15	13	0.5357142857142857	HIA,CIA,HPCIA,IA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Polymyxins,Glycylcyclines	both_humans_and_animals,humans_only	True	True	True	True	True
AB951	low	0.5660378759697354	0.1762477824488325	primary_model_oof_prediction	Escherichia_coli	Escherichia	20	10	10	0.5	CIA,HIA,HPCIA,IA	Aminoglycosides,Quinolones,Lincosamides,Macrolides,Monobactams	both_humans_and_animals,humans_only	True	True	True	True	True
AF288	low	0.0531129088990503	0.1756503569565591	primary_model_oof_prediction	Rahnella_aceris	Rahnella	4	2	2	0.5	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AD444	low	0.0531129088990503	0.1665144457438853	primary_model_oof_prediction	Enterobacter_cloacae	Enterobacter	4	2	2	0.5	HPCIA,HIA	Quinolones,Tetracyclines	both_humans_and_animals	True	False	True	False	True
AA707	low	0.304373314573807	0.1646448353842125	primary_model_oof_prediction	Staphylococcus_xylosus	Staphylococcus	2	1	1	0.5	HPCIA	Glycopeptides and lipoglycopeptides	humans_only	True	False	False	False	True
AG189	low	0.4753056748912942	0.1620951385985068	primary_model_oof_prediction	Haloarcula_marismortui	Haloarcula	2	1	1	0.5	HPCIA	Quinolones	both_humans_and_animals	True	False	False	False	True
AA401	low	0.0634306483761285	0.1666831797862256	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	22	10	12	0.45454545454545453	HIA,CIA,HPCIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Polymyxins,Macrolides	both_humans_and_animals	True	True	True	False	True
AA352	low	0.0531129088990503	0.1744119030568556	primary_model_oof_prediction	Escherichia_coli	Escherichia	18	8	10	0.4444444444444444	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Lincosamides,Macrolides,Monobactams	both_humans_and_animals,humans_only	False	True	True	False	True
AE381	low	0.000937976316098	0.1661847640461624	primary_model_oof_prediction	Parabacteroides_distasonis	Persicobacter	5	2	3	0.4	HIA,CIA	Lincosamides,Macrolides	both_humans_and_animals	False	True	True	False	True
AC948	low	0.4660836663842451	0.1742415899562884	primary_model_oof_prediction	Bacteroides_fragilis	Bacteroides	8	3	5	0.375	HIA,CIA	Lincosamides,Macrolides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	False	True
AF268	low	0.1132606401688357	0.1709696720943104	primary_model_oof_prediction	Escherichia_coli	Escherichia	5	1	4	0.2	CIA	Monobactams	humans_only	False	True	False	False	True
AG972	low	0.1265095556337202	0.1769998457706384	primary_model_oof_prediction	Lactiplantibacillus_plantarum	Lactiplantibacillus	0	0	0	0.0				False	False	False	False	False
AF265	low	0.0916871848985813	0.1769811009629195	primary_model_oof_prediction	Bacillus_cereus	Bacillus	0	0	0	0.0				False	False	False	False	False
AG573	low	0.0531129088990503	0.176876409480141	primary_model_oof_prediction	Cylindrospermopsis_curvispora	Cylindrospermopsis	0	0	0	0.0				False	False	False	False	False
AB057	low	0.1118536756946887	0.1767861252961609	primary_model_oof_prediction	Rahnella_sp._WMR42	Rahnella	0	0	0	0.0				False	False	False	False	False
AH061	low	0.0634306483761285	0.1767117236609476	primary_model_oof_prediction	Kocuria_flava	Kocuria	0	0	0	0.0				False	False	False	False	False
AF108	low	0.0726931644975964	0.1766724566224323	primary_model_oof_prediction	Bernardetia_sp._ABR2-2B	Bernardetia	0	0	0	0.0				False	False	False	False	False
AE556	low	0.0634306483761285	0.1765498745722142	primary_model_oof_prediction	Streptomyces_sp._NBC_01166	Streptomyces	0	0	0	0.0				False	False	False	False	False
AF251	low	0.0898112322663852	0.1764426076445588	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AG126	low	0.0726931644975964	0.1763867812374264	primary_model_oof_prediction	Mammaliicoccus_sciuri	Mammaliicoccus	0	0	0	0.0				False	False	False	False	False
AC324	low	0.0838316332512604	0.1763726606883937	primary_model_oof_prediction	Tropicibacter_oceani	Tropicibacter	0	0	0	0.0				False	False	False	False	False
AA940	low	0.116191816156642	0.1762257280886569	primary_model_oof_prediction	Borreliella_chilensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AG838	low	0.0531129088990503	0.1761341940788113	primary_model_oof_prediction	Lactobacillus_sp._wkB8	Lactobacillus	0	0	0	0.0				False	False	False	False	False
AH220	low	0.0859420799624809	0.1761215693984023	primary_model_oof_prediction	Corynebacterium_atypicum	Corynebacterium	0	0	0	0.0				False	False	False	False	False
AE949	low	0.1462171207958308	0.1761195174394051	primary_model_oof_prediction	Agrobacterium_tumefaciens	Agrobacterium	0	0	0	0.0				False	False	False	False	False
AG357	low	0.0531129088990503	0.1761118319945982	primary_model_oof_prediction	Oscillatoria_nigro-viridis	Oscillatoria	0	0	0	0.0				False	False	False	False	False
AB015	low	0.0634306483761285	0.1759708280270736	primary_model_oof_prediction	Hymenobacter_sp._NBH84	Hymenobacter	0	0	0	0.0				False	False	False	False	False
AB664	low	0.0634306483761285	0.1756903437878297	primary_model_oof_prediction	Chinaberry_witches'-broom_phytoplasma	Candidatus_Phytoplasma	0	0	0	0.0				False	False	False	False	False
AE605	low	0.1214679329346933	0.1756520840186007	primary_model_oof_prediction	Clostridium_estertheticum	Clostridium	0	0	0	0.0				False	False	False	False	False
AA934	low	0.0531129088990503	0.1756228199873591	primary_model_oof_prediction	Borreliella_carolinensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AC711	low	0.0531129088990503	0.175552477605292	primary_model_oof_prediction	Geobacillus_sp._CX412	Geobacillus	0	0	0	0.0				False	False	False	False	False
AF352	low	0.0531129088990503	0.1754613608799434	primary_model_oof_prediction	Azotobacter_chroococcum	Azotobacter	0	0	0	0.0				False	False	False	False	False
AH122	low	0.114784851682495	0.1754097441968699	primary_model_oof_prediction	Monoglobus_pectinilyticus	Monoglobus	0	0	0	0.0				False	False	False	False	False
AG682	low	0.0898112322663852	0.1753999873392005	primary_model_oof_prediction	Paenibacillus_sp._IHBB_10380	Paenibacillus	0	0	0	0.0				False	False	False	False	False
AD763	low	0.0531129088990503	0.1753806932183936	primary_model_oof_prediction	Bacillus_cereus	Bacillus	0	0	0	0.0				False	False	False	False	False
AF556	low	0.0838316332512604	0.1752750892311723	primary_model_oof_prediction	Hymenobacter_sp._GOD-10R	Hymenobacter	0	0	0	0.0				False	False	False	False	False
AD355	low	0.0838316332512604	0.1752494024695095	primary_model_oof_prediction	Microbulbifer_sp._MKSA007	Microbulbifer	0	0	0	0.0				False	False	False	False	False
AD463	low	0.1177160276703013	0.175208719544586	primary_model_oof_prediction	Cupriavidus_metallidurans	Cupriavidus	0	0	0	0.0				False	False	False	False	False
AD199	low	0.0798452339078438	0.1750833123997408	primary_model_oof_prediction	Sulfurospirillum_sp._'SP'	Sulfurospirillum	0	0	0	0.0				False	False	False	False	False
AE075	low	0.3243144048311445	0.1750447428593825	primary_model_oof_prediction	Fusobacterium_polymorphum	Fusobacterium	0	0	0	0.0				False	False	False	False	False
AC429	low	0.0531129088990503	0.1749539211625833	primary_model_oof_prediction	Borreliella_bissettiae	Borreliella	0	0	0	0.0				False	False	False	False	False
AE356	low	0.0531129088990503	0.174905889786991	primary_model_oof_prediction	Desulfomonile_tiedjei	Desulfomonile	0	0	0	0.0				False	False	False	False	False
AA756	low	0.0859420799624809	0.1749056543428281	primary_model_oof_prediction	Cronobacter_sakazakii	Cronobacter	0	0	0	0.0				False	False	False	False	False
AF610	low	0.4718287713203455	0.1749018392797587	primary_model_oof_prediction	Bacillus_cereus	Bacillus	3	0	3	0.0				False	False	False	False	False
AH138	low	0.0531129088990503	0.1747813379451998	primary_model_oof_prediction	Candidatus_Pantoea_carbekii	Pantoea	0	0	0	0.0				False	False	False	False	False
AC230	low	0.1177160276703013	0.1747253154087134	primary_model_oof_prediction	Rubrobacter_radiotolerans	Rubrobacter	0	0	0	0.0				False	False	False	False	False
AD261	low	0.1233438855668894	0.1746512800520137	primary_model_oof_prediction	Lactococcus_piscium	Lactococcus	0	0	0	0.0				False	False	False	False	False
AD957	low	0.0838316332512604	0.1745614062534719	primary_model_oof_prediction	Lactiplantibacillus_pentosus	Lactiplantibacillus	0	0	0	0.0				False	False	False	False	False
AF248	low	0.0531129088990503	0.1743529000043832	primary_model_oof_prediction	Allocoleopsis_franciscana	Allocoleopsis	0	0	0	0.0				False	False	False	False	False
AG841	low	0.0634306483761285	0.1742776828318689	primary_model_oof_prediction	Hymenobacter_sp._APR13	Hymenobacter	0	0	0	0.0				False	False	False	False	False
AG627	low	0.292765857662094	0.1740118999368075	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria	0	0	0	0.0				False	False	False	False	False
AD347	low	0.4686631012535147	0.173960174497926	primary_model_oof_prediction	Sphingobium_sp._TomTYG64	Sphingobium	0	0	0	0.0				False	False	False	False	False
AB766	low	0.1204127095790831	0.1739407842934289	primary_model_oof_prediction	Helicobacter_pylori	Helicobacter	0	0	0	0.0				False	False	False	False	False
AA778	low	0.0531129088990503	0.1739065244204489	primary_model_oof_prediction	Chondrinema_litorale	Chondrinema	0	0	0	0.0				False	False	False	False	False
AA131	low	0.0798452339078438	0.1738642182241017	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AF082	low	0.0898112322663852	0.1738490650483696	primary_model_oof_prediction	Gloeothece_verrucosa	Gloeothece	0	0	0	0.0				False	False	False	False	False
AB877	low	0.0531129088990503	0.1737985606190079	primary_model_oof_prediction	Synechococcus_sp._PCC_6312	Synechococcus	0	0	0	0.0				False	False	False	False	False
AD489	low	0.0798452339078438	0.1737525683933803	primary_model_oof_prediction	Calditerrivibrio_nitroreducens	Calditerrivibrio	0	0	0	0.0				False	False	False	False	False
AA871	low	0.0634306483761285	0.1736762357369234	primary_model_oof_prediction	Streptomyces_sp._x4(2010)	Streptomyces	0	0	0	0.0				False	False	False	False	False
AG443	low	0.0798452339078438	0.1735635723167647	primary_model_oof_prediction	Rhodococcus_erythropolis	Rhodococcus	0	0	0	0.0				False	False	False	False	False
AD105	low	0.2989799507562434	0.1735344804232553	primary_model_oof_prediction	Spiroplasma_citri	Spiroplasma	0	0	0	0.0				False	False	False	False	False
AA879	low	0.0531129088990503	0.1734730611987874	primary_model_oof_prediction	Buchnera_aphidicola	Buchnera	0	0	0	0.0				False	False	False	False	False
AC930	low	0.0634306483761285	0.1734555162972423	primary_model_oof_prediction	Thermus_thermophilus	Thermus	0	0	0	0.0				False	False	False	False	False
AC532	low	0.0124281861882987	0.1734188697106419	primary_model_oof_prediction	Streptomyces_sp._NBC_01456	Streptomyces	0	0	0	0.0				False	False	False	False	False
AF247	low	0.0531129088990503	0.1734049443145236	primary_model_oof_prediction	Allocoleopsis_franciscana	Allocoleopsis	0	0	0	0.0				False	False	False	False	False
AF409	low	0.0634306483761285	0.173396355938719	primary_model_oof_prediction	Kocuria_flava	Kocuria	0	0	0	0.0				False	False	False	False	False
AC601	low	0.1204127095790831	0.1733276771197027	primary_model_oof_prediction	Acinetobacter_pittii	Acinetobacter	0	0	0	0.0				False	False	False	False	False
AA765	low	0.0726931644975964	0.1732980841459231	primary_model_oof_prediction	Staphylococcus_capitis	Staphylococcus	4	0	4	0.0				False	False	False	False	False
AE912	low	0.0531129088990503	0.1731909677407369	primary_model_oof_prediction	Buchnera_aphidicola	Buchnera	0	0	0	0.0				False	False	False	False	False
AB786	low	0.0859420799624809	0.1731909677407369	primary_model_oof_prediction	Zymomonas_mobilis	Zymomonas	0	0	0	0.0				False	False	False	False	False
AB580	low	0.0531129088990503	0.1731229153272148	primary_model_oof_prediction	Borreliella_carolinensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AG592	low	0.0531129088990503	0.1730698210307921	primary_model_oof_prediction	Serpentinimonas_maccroryi	Serpentinimonas	0	0	0	0.0				False	False	False	False	False
AF075	low	0.0798452339078438	0.1730012815813023	primary_model_oof_prediction	Ligilactobacillus_salivarius	Ligilactobacillus	0	0	0	0.0				False	False	False	False	False
AG942	low	0.000937976316098	0.172990030033557	primary_model_oof_prediction	Catenovulum_adriaticum	Catenovulum	0	0	0	0.0				False	False	False	False	False
AG097	low	0.0531129088990503	0.1729834133565425	primary_model_oof_prediction	Vibrio_cincinnatiensis	Vibrio	0	0	0	0.0				False	False	False	False	False
AC269	low	0.0634306483761285	0.1729278145456069	primary_model_oof_prediction	Aeromonas_hydrophila	Aeromonas	0	0	0	0.0				False	False	False	False	False
AA570	low	0.0634306483761285	0.1728183853544411	primary_model_oof_prediction	Bacillus_mycoides	Bacillus	0	0	0	0.0				False	False	False	False	False
AF253	low	0.0634306483761285	0.1727761822955629	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AE793	low	0.0838316332512604	0.1727681489835969	primary_model_oof_prediction	Subdoligranulum_variabile	Subdoligranulum	0	0	0	0.0				False	False	False	False	False
AD201	low	0.0798452339078438	0.1727505107983875	primary_model_oof_prediction	Sulfuricurvum_kujiense	Sulfuricurvum	0	0	0	0.0				False	False	False	False	False
AH458	low	0.2973384922030719	0.1726708461951433	primary_model_oof_prediction	Paenibacillus_polymyxa	Paenibacillus	0	0	0	0.0				False	False	False	False	False
AF271	low	0.0859420799624809	0.1726702875762393	primary_model_oof_prediction	Anabaena_cylindrica	Anabaena	0	0	0	0.0				False	False	False	False	False
AA938	low	0.3005041622699027	0.1725496973373589	primary_model_oof_prediction	Borreliella_bavariensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AB442	low	0.0798452339078438	0.1724399988927138	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB525	low	0.1181850158283503	0.1723434244483514	primary_model_oof_prediction	Campylobacter_fetus	Campylobacter	0	0	0	0.0				False	False	False	False	False
AE684	low	0.0531129088990503	0.1723254107967299	primary_model_oof_prediction	Francisella_philomiragia	Francisella	0	0	0	0.0				False	False	False	False	False
AC366	low	0.0531129088990503	0.1722577108520381	primary_model_oof_prediction	Borreliella_bissettiae	Borreliella	0	0	0	0.0				False	False	False	False	False
AC127	low	0.1186540039863993	0.1721796701105144	primary_model_oof_prediction	Pediococcus_pentosaceus	Pediococcus	0	0	0	0.0				False	False	False	False	False
AC228	low	0.0531129088990503	0.1721612526540222	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AH410	low	0.0531129088990503	0.1721335758264735	primary_model_oof_prediction	Geoalkalibacter_subterraneus	Geoalkalibacter	0	0	0	0.0				False	False	False	False	False
AA062	low	0.0798452339078438	0.1720997843142464	primary_model_oof_prediction	Chlamydia_avium	Chlamydia	0	0	0	0.0				False	False	False	False	False
AG773	low	0.0634306483761285	0.1719546740524745	primary_model_oof_prediction	Thalassospira_lucentensis	Thalassospira	0	0	0	0.0				False	False	False	False	False
AG888	low	0.0838316332512604	0.1718716448308663	primary_model_oof_prediction	Limosilactobacillus_mucosae	Limosilactobacillus	0	0	0	0.0				False	False	False	False	False
AE068	low	0.3028491030601477	0.171841133042688	primary_model_oof_prediction	Leptospira_borgpetersenii	Leptospira	0	0	0	0.0				False	False	False	False	False
AG283	low	0.0838316332512604	0.1718031404403145	primary_model_oof_prediction	Paracoccus_alcaliphilus	Paracoccus	0	0	0	0.0				False	False	False	False	False
AB147	low	0.0838316332512604	0.1718031404403145	primary_model_oof_prediction	Leuconostoc_citreum	Leuconostoc	0	0	0	0.0				False	False	False	False	False
AD425	low	0.0531129088990503	0.1717823313388328	primary_model_oof_prediction	Buchnera_aphidicola	Buchnera	0	0	0	0.0				False	False	False	False	False
AD578	low	0.30296635009966	0.1716008245716996	primary_model_oof_prediction	Rhizobium_leguminosarum	Rhizobium	0	0	0	0.0				False	False	False	False	False
AG680	low	0.114784851682495	0.1715545306732503	primary_model_oof_prediction	Singulisphaera_acidiphila	Singulisphaera	0	0	0	0.0				False	False	False	False	False
AD985	low	0.0798452339078438	0.1715492444442777	primary_model_oof_prediction	Yersinia_pseudotuberculosis	Yersinia	0	0	0	0.0				False	False	False	False	False
AF524	low	0.0531129088990503	0.1714774410558583	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	0	0	0	0.0				False	False	False	False	False
AH024	low	0.0898112322663852	0.1714158439437368	primary_model_oof_prediction	Candidatus_Stammera_capleta	Candidatus_Stammera	0	0	0	0.0				False	False	False	False	False
AC911	low	0.0859420799624809	0.1713688667310657	primary_model_oof_prediction	Anabaena_cylindrica	Anabaena	0	0	0	0.0				False	False	False	False	False
AH299	low	0.0531129088990503	0.1712570453518824	primary_model_oof_prediction	Candidatus_Pantoea_carbekii	Pantoea	0	0	0	0.0				False	False	False	False	False
AG748	low	0.2973384922030719	0.1712302101091988	primary_model_oof_prediction	Geobacillus_stearothermophilus	Geobacillus	0	0	0	0.0				False	False	False	False	False
AE681	low	0.0859420799624809	0.1712177783133672	primary_model_oof_prediction	Anabaena_cylindrica	Anabaena	0	0	0	0.0				False	False	False	False	False
AF417	low	0.116191816156642	0.1710888276862833	primary_model_oof_prediction	Streptomyces_chartreusis	Streptomyces	0	0	0	0.0				False	False	False	False	False
AD104	low	0.2915933872669715	0.170974449225046	primary_model_oof_prediction	Spiroplasma_citri	Spiroplasma	0	0	0	0.0				False	False	False	False	False
AG628	low	0.0531129088990503	0.170906260971033	primary_model_oof_prediction	Anoxybacillus_caldiproteolyticus	Anoxybacillus	0	0	0	0.0				False	False	False	False	False
AE687	low	0.0634306483761285	0.1708531881224846	primary_model_oof_prediction	Francisella_halioticida	Francisella	0	0	0	0.0				False	False	False	False	False
AE939	low	0.0634306483761285	0.1708323225042413	primary_model_oof_prediction	Pseudoalteromonas_sp._BSi20327	Pseudoalteromonas	0	0	0	0.0				False	False	False	False	False
AC500	low	0.1214679329346933	0.1708209464541489	primary_model_oof_prediction	Campylobacter_sp._RM12651	Campylobacter	0	0	0	0.0				False	False	False	False	False
AD419	low	0.0021104467112205	0.1708105400698044	primary_model_oof_prediction	Weissella_cibaria	Weissella	0	0	0	0.0				False	False	False	False	False
