backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	amr_class_count	who_mia_mapped_class_count	who_mia_unmapped_class_count	who_mia_mapped_fraction	who_mia_top_categories	who_mia_top_classes	who_mia_scope_labels	who_mia_any_hpecia	who_mia_any_cia	who_mia_any_hia	who_mia_any_ia	who_mia_any_support
AC716	high	0.5943844497284444	0.6102301670103073	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	19	9	10	0.47368421052631576	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Carbapenems with or without inhibitors,Quinolones,Macrolides	both_humans_and_animals,humans_only	True	True	True	False	True
AB460	high	0.6539446108548815	0.593549470924681	primary_model_oof_prediction	Salmonella_enterica	Salmonella	19	9	10	0.47368421052631576	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Macrolides,Monobactams,Amphenicols	both_humans_and_animals,humans_only	True	True	True	False	True
AA627	high	0.9713694290075786	0.8027758039323262	primary_model_oof_prediction	Salmonella_enterica	Salmonella	34	16	18	0.47058823529411764	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Polymyxins	both_humans_and_animals,humans_only	True	True	True	False	True
AB193	high	0.5792791510123976	0.8529497493536891	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	30	14	16	0.4666666666666667	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Phosphonic acid derivatives	both_humans_and_animals,humans_only	True	True	True	False	True
AC212	high	0.8946117690497029	0.5342850484517686	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	30	14	16	0.4666666666666667	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Phosphonic acid derivatives	both_humans_and_animals,humans_only	True	True	True	False	True
AA282	high	0.6186845967920725	0.8895976647771088	primary_model_oof_prediction	Escherichia_coli	Escherichia	28	13	15	0.4642857142857143	HIA,HPCIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Phosphonic acid derivatives,Aminoglycosides,Lincosamides	both_humans_and_animals,humans_only	True	True	True	False	True
AA171	high	0.9326440290188246	0.7414404567919982	primary_model_oof_prediction	Escherichia_coli	Escherichia	28	13	15	0.4642857142857143	HIA,HPCIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Glycopeptides and lipoglycopeptides	both_humans_and_animals,humans_only	True	True	True	False	True
AA767	high	0.4545472491612463	0.8799847962015115	primary_model_oof_prediction	Staphylococcus_simulans	Staphylococcus	13	6	7	0.46153846153846156	HIA,CIA,IA	Aminoglycosides,Lincosamides,Macrolides,Pleuromutilins,Tetracyclines	both_humans_and_animals	False	True	True	True	True
AB595	high	0.9224011485116448	0.587500215734835	primary_model_oof_prediction	Escherichia_coli	Escherichia	11	5	6	0.45454545454545453	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AC079	high	0.5206520305794342	0.551601279617097	primary_model_oof_prediction	Morganella_morganii	Pseudomonas	11	5	6	0.45454545454545453	HPCIA,CIA,HIA	Aminoglycosides,Carbapenems with or without inhibitors,Amphenicols,Phosphonic acid derivatives,Quinolones	both_humans_and_animals,humans_only	True	True	True	False	True
AC309	high	0.5608206146924276	0.5283733892602585	primary_model_oof_prediction	Listeria_monocytogenes	Listeria	11	5	6	0.45454545454545453	HIA,CIA	Aminoglycosides,Lincosamides,Macrolides,Amphenicols,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AA357	high	0.9488102156327056	0.4885208066630494	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	11	5	6	0.45454545454545453	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Monobactams	both_humans_and_animals,humans_only	False	True	True	False	True
AA316	high	0.4793765904236122	0.8552099362271088	primary_model_oof_prediction	Escherichia_coli	Escherichia	31	14	17	0.45161290322580644	HIA,HPCIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Polymyxins	both_humans_and_animals,humans_only	True	True	True	False	True
AA449	high	0.6072087710286832	0.5904392980587391	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	31	14	17	0.45161290322580644	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Polymyxins	both_humans_and_animals,humans_only	True	True	True	False	True
AB756	high	0.4874435321884272	0.6243309685665579	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	20	9	11	0.45	HIA,CIA,HPCIA,IA	Aminoglycosides,Glycopeptides and lipoglycopeptides,Lincosamides,Macrolides,Oxazolidinones	both_humans_and_animals,humans_only	True	True	True	True	True
AA319	high	0.6613541335232236	0.9394285854263564	primary_model_oof_prediction	Escherichia_coli	Escherichia	27	12	15	0.4444444444444444	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Lincosamides,Macrolides	both_humans_and_animals,humans_only	True	True	True	False	True
AA045	high	0.3605047094360111	0.8860449262368354	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	27	12	15	0.4444444444444444	HPCIA,HIA,CIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Carbapenems with or without inhibitors,Phosphonic acid derivatives	both_humans_and_animals,humans_only	True	True	True	False	True
AC297	high	0.9025946946401407	0.5151848986079179	primary_model_oof_prediction	Pseudomonas_aeruginosa	Pseudomonas	9	4	5	0.4444444444444444	CIA,HIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Macrolides	both_humans_and_animals	False	True	True	False	True
AA998	high	0.9689122775186788	0.5598387042835944	primary_model_oof_prediction	Escherichia_coli	Escherichia	39	17	22	0.4358974358974359	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Phosphonic acid derivatives,Aminoglycosides,Carbapenems with or without inhibitors	both_humans_and_animals,humans_only	True	True	True	False	True
AA275	high	0.6755575622652525	0.7447566334013569	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	35	15	20	0.42857142857142855	HIA,HPCIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Phosphonic acid derivatives	both_humans_and_animals,humans_only	True	True	True	False	True
AA667	high	0.7634263811706311	0.7165591188635553	primary_model_oof_prediction	Escherichia_coli	Escherichia	7	3	4	0.42857142857142855	CIA	Aminoglycosides,Macrolides,Monobactams	both_humans_and_animals,humans_only	False	True	False	False	True
AA363	high	0.4281497424618253	0.455731073150121	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	7	3	4	0.42857142857142855	HPCIA,CIA,HIA	Phosphonic acid derivatives,Monobactams,Tetracyclines	both_humans_and_animals,humans_only	True	True	True	False	True
AE310	high	0.3175049468035642	0.4208364083660418	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	14	6	8	0.42857142857142855	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Lincosamides,Macrolides,Amphenicols	both_humans_and_animals	False	True	True	False	True
AA473	high	0.8967091057949883	0.7797783589650955	primary_model_oof_prediction	Escherichia_coli	Escherichia	33	14	19	0.42424242424242425	HIA,HPCIA,CIA,IA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Phosphonic acid derivatives,Glycopeptides and lipoglycopeptides	both_humans_and_animals,humans_only	True	True	True	True	True
AA274	high	0.6500970201214958	0.5251080812902232	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	33	14	19	0.42424242424242425	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Carbapenems with or without inhibitors,Polymyxins	both_humans_and_animals,humans_only	True	True	True	False	True
AA424	high	0.8815496386957496	0.563526045701285	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	26	11	15	0.4230769230769231	HPCIA,HIA,CIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Polymyxins,Glycopeptides and lipoglycopeptides	both_humans_and_animals,humans_only	True	True	True	False	True
AB528	high	0.3523522152576313	0.5322001271557075	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	19	8	11	0.42105263157894735	HIA,CIA,IA	Aminoglycosides,Lincosamides,Macrolides,Oxazolidinones,Amphenicols	both_humans_and_animals,humans_only	False	True	True	True	True
AA739	high	0.989195896752856	0.8426192338478782	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	43	18	25	0.4186046511627907	HPCIA,HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Phosphonic acid derivatives,Aminoglycosides,Carbapenems with or without inhibitors	both_humans_and_animals,humans_only	True	True	True	False	True
AC301	high	0.6575379042158348	0.9354863338622238	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	12	5	7	0.4166666666666667	HIA,CIA,HPCIA	Aminoglycosides,Quinolones,Amphenicols,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Tetracyclines	both_humans_and_animals	True	True	True	False	True
AA276	high	0.5310757649809082	0.610380353907035	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	29	12	17	0.41379310344827586	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Quinolones,Aminoglycosides,Glycopeptides and lipoglycopeptides,Macrolides	both_humans_and_animals,humans_only	True	True	True	False	True
AB130	high	0.4115548508342743	0.5162110507437542	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	27	11	16	0.4074074074074074	HPCIA,HIA,CIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Polymyxins,Phosphonic acid derivatives	both_humans_and_animals	True	True	True	False	True
AD100	high	0.613708531076005	0.9156400799270582	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	10	4	6	0.4	CIA,HIA	Aminoglycosides,Lincosamides,Macrolides,Amphenicols	both_humans_and_animals	False	True	True	False	True
AB710	high	0.413486030678702	0.8726615722272149	primary_model_oof_prediction	Escherichia_coli	Escherichia	5	2	3	0.4	CIA,HIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	False	True
AA435	high	0.490128867987946	0.5703478521690164	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	10	4	6	0.4	HIA,CIA,HPCIA	Aminoglycosides,Carbapenems with or without inhibitors,Amphenicols,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals,humans_only	True	True	True	False	True
AB229	high	0.6928162341182581	0.5687212782556144	primary_model_oof_prediction	Escherichia_coli	Escherichia	10	4	6	0.4	HIA,CIA	Aminoglycosides,Amphenicols,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AB172	high	0.7303654813445535	0.516123290620038	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	10	4	6	0.4	CIA,HPCIA,HIA	Aminoglycosides,Glycopeptides and lipoglycopeptides,Lincosamides,Macrolides	both_humans_and_animals,humans_only	True	True	True	False	True
AA770	high	0.448432305442145	0.4653221857807834	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	5	2	3	0.4	HIA	Fusidanes,Tetracyclines	both_humans_and_animals	False	False	True	False	True
AA436	high	0.911077090676069	0.4579772777750855	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	15	6	9	0.4	CIA,HIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Carbapenems with or without inhibitors,Macrolides,Monobactams	both_humans_and_animals,humans_only	True	True	True	False	True
AG207	high	0.3470165442460935	0.4340452569721826	primary_model_oof_prediction	Rothia_nasimurium	Rothia	5	2	3	0.4	HIA,CIA	Lincosamides,Macrolides	both_humans_and_animals	False	True	True	False	True
AA083	high	0.6610666383338265	0.6119627799388545	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	18	7	11	0.3888888888888889	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Glycopeptides and lipoglycopeptides,Lincosamides,Macrolides	both_humans_and_animals,humans_only	True	True	True	False	True
AA035	high	0.7333422809752155	0.6834507316840437	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	26	10	16	0.38461538461538464	HIA,CIA,HPCIA	Quinolones,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Polymyxins,Macrolides	both_humans_and_animals	True	True	True	False	True
AA079	high	0.7542551941684391	0.6276338508439867	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	13	5	8	0.38461538461538464	CIA,HPCIA,HIA	Aminoglycosides,Carbapenems with or without inhibitors,Glycopeptides and lipoglycopeptides,Macrolides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals,humans_only	True	True	True	False	True
AA434	high	0.6071175273196137	0.4893876967636628	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	21	8	13	0.38095238095238093	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Quinolones,Macrolides,Monobactams	both_humans_and_animals,humans_only	True	True	True	False	True
AA859	high	0.4842649593147545	0.8645139584271743	primary_model_oof_prediction	Salmonella_enterica	Salmonella	8	3	5	0.375	HIA,CIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AC726	high	0.2507707136248936	0.4638023865955127	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	16	6	10	0.375	CIA,HIA,IA	Aminoglycosides,Lincosamides,Macrolides,Oxazolidinones,Amphenicols	both_humans_and_animals,humans_only	False	True	True	True	True
AF044	high	0.746874998818367	0.4441872522342024	primary_model_oof_prediction	Bacillus_cereus	Bacillus	8	3	5	0.375	HIA,CIA	Lincosamides,Macrolides,Amphenicols	both_humans_and_animals	False	True	True	False	True
AA921	high	0.6991358837835838	0.7851165557186782	primary_model_oof_prediction	uncultured_bacterium	Xanthomonas	11	4	7	0.36363636363636365	CIA,HIA	Aminoglycosides,Macrolides,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AA349	high	0.330714095591146	0.7611935971834807	primary_model_oof_prediction	Escherichia_coli	Escherichia	11	4	7	0.36363636363636365	CIA,HIA,IA	Aminoglycosides,Lincosamides,Monobactams,Pleuromutilins	both_humans_and_animals,humans_only	False	True	True	True	True
AB159	high	0.6674348453466815	0.761189728342214	primary_model_oof_prediction	Escherichia_coli	Klebsiella	6	2	4	0.3333333333333333	CIA,HIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	False	True
AC628	high	0.6267499077512904	0.594346154413511	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	12	4	8	0.3333333333333333	HIA,CIA	Lincosamides,Macrolides,Monobactams,Amphenicols	both_humans_and_animals,humans_only	False	True	True	False	True
AG719	high	0.4411922278960699	0.5752338084679727	primary_model_oof_prediction	Limosilactobacillus_reuteri	Limosilactobacillus	6	2	4	0.3333333333333333	HIA,CIA	Lincosamides,Macrolides	both_humans_and_animals	False	True	True	False	True
AA827	high	0.5029247732982468	0.5336150665541111	primary_model_oof_prediction	Klebsiella_grimontii	Klebsiella	12	4	8	0.3333333333333333	HIA,CIA,IA	Aminoglycosides,Lincosamides,Pleuromutilins,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	True	True
AA970	high	0.4986627064337486	0.4883762035798668	primary_model_oof_prediction	Glaesserella_parasuis	Glaesserella	9	3	6	0.3333333333333333	CIA,HIA	Aminoglycosides,Lincosamides,Macrolides	both_humans_and_animals	False	True	True	False	True
AB740	high	0.3328606244663481	0.4600679902936321	primary_model_oof_prediction	Clostridium_perfringens	Clostridium	6	2	4	0.3333333333333333	HIA,CIA	Lincosamides,Macrolides	both_humans_and_animals	False	True	True	False	True
AB644	high	0.2931533805067007	0.4406963690559282	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	3	1	2	0.3333333333333333	HIA	Tetracyclines	both_humans_and_animals	False	False	True	False	True
AC677	high	0.9682427605028356	0.4234028551617448	primary_model_oof_prediction	Paenibacillus_larvae	Paenibacillus	3	1	2	0.3333333333333333	HIA	Tetracyclines	both_humans_and_animals	False	False	True	False	True
AA409	high	0.654684817906936	0.9171065184666662	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	19	6	13	0.3157894736842105	HIA,CIA,HPCIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Phosphonic acid derivatives,Lincosamides,Macrolides	both_humans_and_animals	True	True	True	False	True
AA831	high	0.5240380170602429	0.6039530818721089	primary_model_oof_prediction	Phytobacter_diazotrophicus	Phytobacter	17	5	12	0.29411764705882354	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Aminoglycosides,Macrolides,Amphenicols	both_humans_and_animals	False	True	True	False	True
AA411	high	0.6699309291538839	0.8736376288598244	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	21	6	15	0.2857142857142857	HIA,CIA,HPCIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations,Phosphonic acid derivatives,Lincosamides,Macrolides	both_humans_and_animals	True	True	True	False	True
AA084	high	0.828853774099693	0.6645422561209953	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	7	2	5	0.2857142857142857	CIA,HIA	Aminoglycosides,Tetracyclines	both_humans_and_animals	False	True	True	False	True
AE108	high	0.2877916832742127	0.4329518560976375	primary_model_oof_prediction	Klebsiella_oxytoca	Klebsiella	7	2	5	0.2857142857142857	CIA,HIA	Aminoglycosides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	False	True
AA086	high	0.5437659190076528	0.9112093443789748	primary_model_oof_prediction	Staphylococcus_saprophyticus	Staphylococcus	11	3	8	0.2727272727272727	HIA,CIA	Sulfonamides, dihydrofolate reductase inhibitors and combinations,Macrolides	both_humans_and_animals	False	True	True	False	True
AA840	high	0.9428344281732188	0.8493897542297507	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	22	6	16	0.2727272727272727	HIA,CIA,HPCIA	Aminoglycosides,Quinolones,Fusidanes,Lincosamides,Macrolides	both_humans_and_animals	True	True	True	False	True
AA837	high	0.4101525126747683	0.5300519766678532	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	8	2	6	0.25	CIA	Aminoglycosides,Macrolides	both_humans_and_animals	False	True	False	False	True
AF578	high	0.3642100011861617	0.4615623441825994	primary_model_oof_prediction	Escherichia_coli	Escherichia	4	1	3	0.25	HPCIA	Polymyxins	both_humans_and_animals	True	False	False	False	True
AB628	high	0.532557232620627	0.7831529661323893	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	13	3	10	0.23076923076923078	CIA,HIA	Aminoglycosides,Macrolides,Sulfonamides, dihydrofolate reductase inhibitors and combinations	both_humans_and_animals	False	True	True	False	True
AB947	high	0.4849280907373859	0.4571103335632346	primary_model_oof_prediction	Neisseria_gonorrhoeae	Neisseria	5	1	4	0.2	CIA	Monobactams	humans_only	False	True	False	False	True
AA851	high	0.3413126558148175	0.6709603028145474	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	11	2	9	0.18181818181818182	CIA	Aminoglycosides,Macrolides	both_humans_and_animals	False	True	False	False	True
AA832	high	0.6135377797641511	0.5027299512428032	primary_model_oof_prediction	Leclercia_adecarboxylata	Cronobacter	6	1	5	0.16666666666666666	CIA	Aminoglycosides	both_humans_and_animals	False	True	False	False	True
AA842	high	0.6934401854328428	0.7734929621073975	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	7	1	6	0.14285714285714285	CIA	Aminoglycosides	both_humans_and_animals	False	True	False	False	True
AA410	high	0.6548157949590065	0.8360642498523043	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	2	0	2	0.0				False	False	False	False	False
AC030	high	0.3542120272206928	0.8333206055095388	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AE264	high	0.3936523774477359	0.8268986870138063	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	2	0	2	0.0				False	False	False	False	False
AB557	high	0.3059062469416449	0.7993635191179802	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AA143	high	0.324168091139017	0.7965757374589438	primary_model_oof_prediction	Escherichia_coli	Escherichia	1	0	1	0.0				False	False	False	False	False
AA531	high	0.9524511130946146	0.7946080646330602	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	1	0	1	0.0				False	False	False	False	False
AC203	high	0.367412418958481	0.7783344760280789	primary_model_oof_prediction	Salmonella_enterica	Salmonella	3	0	3	0.0				False	False	False	False	False
AB721	high	0.3028126543619141	0.7761717534462056	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	2	0	2	0.0				False	False	False	False	False
AC202	high	0.330714095591146	0.7735933790926395	primary_model_oof_prediction	Salmonella_enterica	Salmonella	0	0	0	0.0				False	False	False	False	False
AD122	high	0.3692883715906771	0.7703796045312835	primary_model_oof_prediction	Pseudomonas_syringae	Pseudomonas	1	0	1	0.0				False	False	False	False	False
AD118	high	0.3975449081131299	0.7690377846374267	primary_model_oof_prediction	Pseudomonas_syringae	Pseudomonas	0	0	0	0.0				False	False	False	False	False
AD116	high	0.3502943511896921	0.7673829079744212	primary_model_oof_prediction	Pseudomonas_syringae	Pseudomonas	0	0	0	0.0				False	False	False	False	False
AA308	high	0.3885168860706864	0.7620990865060967	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AD111	high	0.3692883715906771	0.759740038650351	primary_model_oof_prediction	Pseudomonas_ficuserectae	Pseudomonas	0	0	0	0.0				False	False	False	False	False
AC025	high	0.3908618268609314	0.7576395443038785	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AA201	high	0.2779021679670801	0.7560239420371747	primary_model_oof_prediction	Lactococcus_lactis	Lactococcus	0	0	0	0.0				False	False	False	False	False
AB720	high	0.3033546889908607	0.7539942855685642	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AA302	high	0.330714095591146	0.7526982912662323	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AA331	high	0.3975449081131299	0.7440734599353767	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB735	high	0.6285911937112654	0.7364425126632341	primary_model_oof_prediction	Azotobacter_chroococcum	Azotobacter	0	0	0	0.0				False	False	False	False	False
AA206	high	0.2779021679670801	0.7335696657705636	primary_model_oof_prediction	Lactococcus_lactis	Lactococcus	0	0	0	0.0				False	False	False	False	False
AB056	high	0.2812387518683685	0.7316378401855145	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AC753	high	0.4702574522866787	0.7120639323507032	primary_model_oof_prediction	Lactobacillus_helveticus	Lactobacillus	0	0	0	0.0				False	False	False	False	False
AA536	high	0.2205212581255813	0.7071184898328517	primary_model_oof_prediction	Klebsiella_grimontii	Klebsiella	0	0	0	0.0				False	False	False	False	False
AA514	high	0.2205212581255813	0.6962529638083526	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	0	0	0	0.0				False	False	False	False	False
AA229	high	0.2590955341251124	0.6955589665821179	primary_model_oof_prediction	Pseudomonas_savastanoi	Pseudomonas	0	0	0	0.0				False	False	False	False	False
AA668	high	0.2205212581255813	0.6918299108816302	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AE407	high	0.2205212581255813	0.6908524668826324	primary_model_oof_prediction	Staphylococcus_haemolyticus	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AA580	high	0.2572195814929163	0.6837315275506937	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AA673	high	0.2572195814929163	0.6759240951827914	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB045	high	0.6427242696228722	0.673131948036148	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AA579	high	0.6372439208751682	0.6719980131055003	primary_model_oof_prediction	Escherichia_coli	Escherichia	2	0	2	0.0				False	False	False	False	False
AA710	high	0.8799104095349476	0.6682782819850474	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	6	0	6	0.0				False	False	False	False	False
AA519	high	0.6215765709258498	0.6675751363244333	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	0	0	0	0.0				False	False	False	False	False
AA539	high	0.6008997983544717	0.6618031395819794	primary_model_oof_prediction	Salmonella_enterica	Salmonella	0	0	0	0.0				False	False	False	False	False
AA515	high	0.6523601426552854	0.645218816382282	primary_model_oof_prediction	Enterobacter_cloacae	Enterobacter	0	0	0	0.0				False	False	False	False	False
AA828	high	0.5489985840228178	0.6085297683824653	primary_model_oof_prediction	Raoultella_ornithinolytica	Raoultella	5	0	5	0.0				False	False	False	False	False
AE109	high	0.5138098444194908	0.5879615685675764	primary_model_oof_prediction	Klebsiella_michiganensis	Klebsiella	7	0	7	0.0				False	False	False	False	False
AB443	high	0.6113444001718232	0.5709166194039491	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB649	high	0.3435915175754653	0.569329379192974	primary_model_oof_prediction	Rickettsia_felis	Rickettsia	0	0	0	0.0				False	False	False	False	False
AB238	high	0.5716596687402175	0.5643531379982567	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AB241	high	0.1472069750137092	0.5597299124483675	primary_model_oof_prediction	Salmonella_enterica	Salmonella	0	0	0	0.0				False	False	False	False	False
AA650	high	0.3506340172793663	0.5579747030689461	primary_model_oof_prediction	Prescottella_equi	Prescottella	1	0	1	0.0				False	False	False	False	False
AC623	high	0.3397117809870024	0.5554201319457241	primary_model_oof_prediction	Xylella_fastidiosa	Xylella	0	0	0	0.0				False	False	False	False	False
AB860	high	0.3438260116544898	0.551881545286554	primary_model_oof_prediction	Burkholderia_glumae	Burkholderia	0	0	0	0.0				False	False	False	False	False
AE015	high	0.4465238339826642	0.550438298085723	primary_model_oof_prediction	Campylobacter_jejuni	Campylobacter	0	0	0	0.0				False	False	False	False	False
AC951	high	0.329537749260833	0.5473593181383801	primary_model_oof_prediction	Xylella_fastidiosa	Xylella	0	0	0	0.0				False	False	False	False	False
AD216	high	0.2756108939717803	0.5453336624366261	primary_model_oof_prediction	Xanthomonas_citri	Xanthomonas	0	0	0	0.0				False	False	False	False	False
AF607	high	0.3677444077149893	0.5431984161936478	primary_model_oof_prediction	Campylobacter_fetus	Campylobacter	0	0	0	0.0				False	False	False	False	False
