backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	primary_replicon	amr_gene_count	card_matched_gene_count	card_exact_match_gene_count	card_normalized_match_gene_count	card_match_fraction	card_gene_family_count	card_mechanism_count	card_drug_class_count	card_top_gene_families	card_top_mechanisms	card_top_drug_classes	card_any_support
AB528	high	0.6548315229494878	0.9863828777454092	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	rep_cluster_180	22	17	13	4	0.7727272727272727	9	16	5	aminoglycoside antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,disinfecting agents and antiseptics,nucleoside antibiotic,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	ErmB,AAC6_Ie_APH2_Ia,ErmA,SAT-4,aad(6)	antibiotic inactivation,antibiotic target alteration,antibiotic efflux,antibiotic target protection,antibiotic target replacement	True
AA356	high	0.7600088010415916	0.9877940501904824	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	ColRNAI_rep_cluster_1857	39	30	22	8	0.7692307692307693	13	25	4	aminoglycoside antibiotic,macrolide antibiotic,fluoroquinolone antibiotic,disinfecting agents and antiseptics,aminoglycoside antibiotic;fluoroquinolone antibiotic	AAC(6')-Ib4,QnrB19,AAC(6')-Ib,AAC(6')-Ib',mphA	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AB595	high	0.8464496988718903	0.9816639636699194	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2335	17	13	10	3	0.7647058823529411	7	11	3	aminoglycoside antibiotic,nucleoside antibiotic,diaminopyrimidine antibiotic,cephalosporin;penicillin beta-lactam,disinfecting agents and antiseptics;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,SAT-2,Ecol_ampC_BLA	antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AB951	high	0.5333384092858041	0.9717770250045944	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	21	16	15	1	0.7619047619047619	9	16	3	cephalosporin;monobactam;penicillin beta-lactam,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,phenicol antibiotic,aminoglycoside antibiotic,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam	ErmB,APH(3'')-Ia,APH(3')-Ia,CRP,MCR-1.3	antibiotic inactivation,antibiotic target alteration,antibiotic efflux	True
AC305	high	0.9074769929364256	0.9820933772519778	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncX1	65	49	32	17	0.7538461538461538	17	49	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,peptide antibiotic,macrolide antibiotic,cephalosporin;monobactam;penicillin beta-lactam	QnrS1,mphA,ICR-Mo,MCR-1.29,Mrx	antibiotic inactivation,antibiotic target alteration,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AB460	high	0.6716977964122535	0.994792223015744	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncFIB	52	39	30	9	0.75	10	39	4	aminoglycoside antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics,macrolide antibiotic,phenicol antibiotic	AAC(3)-VIa,APH(3'')-Ia,APH(3')-Ia,Mrx,TEM-164	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA941	high	0.8017253089105222	0.984468759927511	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	ColRNAI_rep_cluster_1857	44	33	26	7	0.75	10	32	4	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,diaminopyrimidine antibiotic	AAC(6')-Ib,AAC(6')-Ib',mphA,AAC6_30_AAC6_Ib,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AC320	high	0.7862035590229816	0.9598350197098348	primary_model_oof_prediction	Campylobacter_jejuni	Campylobacter	rep_cluster_475	16	12	8	4	0.75	5	11	4	aminoglycoside antibiotic,tetracycline antibiotic,nucleoside antibiotic,phenicol antibiotic,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic	SAT-4,APH(2'')-If,Ssui_ACT_CHL,aad(6),APH(2'')-Ig	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target alteration	True
AD058	high	0.6254311954412592	0.9559694403616132	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	Inc18	20	15	12	3	0.75	8	13	5	aminoglycoside antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,phenicol antibiotic,nucleoside antibiotic,glycopeptide antibiotic;lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic	ANT(6)-Ia,ErmB,AAC6_Ie_APH2_Ia,ErmA,SAT-4	antibiotic inactivation,antibiotic target alteration,antibiotic target protection,antibiotic target replacement,antibiotic efflux	True
AF563	high	0.7287624389646487	0.9455618789475456	primary_model_oof_prediction	Acidovorax_carolinensis	Acidovorax	rep_cluster_1864	4	3	2	1	0.75	2	4	2	aminoglycoside antibiotic,fluoroquinolone antibiotic;tetracycline antibiotic	AAC(6')-Ib8,AAC(6')-Ib,AAC(6')-Ib',adeF	antibiotic inactivation,antibiotic efflux	True
AE599	high	0.597699932904626	0.8766838850705672	primary_model_oof_prediction	Pseudomonas_putida	Pseudomonas	rep_cluster_428	4	3	2	1	0.75	3	3	3	aminoglycoside antibiotic,disinfecting agents and antiseptics,sulfonamide antibiotic;sulfone antibiotic	AAC(6')-IIc,qacEdelta1,sul1	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AA970	high	0.627557218175773	0.8717389951344352	primary_model_oof_prediction	Glaesserella_parasuis	Glaesserella	rep_cluster_337	8	6	5	1	0.75	4	5	2	cephalosporin;penicillin beta-lactam,lincosamide antibiotic,aminoglycoside antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	lnuC,AAC6_Ie_APH2_Ia,ErmT,ROB-11,ROB-13	antibiotic inactivation,antibiotic target alteration	True
AC716	high	0.9072597405381894	0.9972420209215738	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	rep_cluster_1254	35	26	19	7	0.7428571428571429	11	22	6	aminoglycoside antibiotic,phenicol antibiotic,carbapenem;penicillin beta-lactam,macrolide antibiotic,macrolide antibiotic;streptogramin antibiotic	AAC(3)-IIe,APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,mphE	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target protection,antibiotic target replacement	True
AA619	high	0.7728512785811102	0.9940896460313516	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncX4	69	51	31	20	0.7391304347826086	16	47	5	peptide antibiotic,aminoglycoside antibiotic,cephalosporin,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	ErmB,MCR-1.1,MCR-1.2,MCR-1.26,SAT-2	antibiotic inactivation,antibiotic target alteration,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AA026	high	0.600701290439552	0.9487330048008704	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	15	11	8	3	0.7333333333333333	7	12	5	peptide antibiotic,aminoglycoside antibiotic,diaminopyrimidine antibiotic,sulfonamide antibiotic;sulfone antibiotic,disinfecting agents and antiseptics	Saga_mprF,APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,dfrA17	antibiotic target replacement,antibiotic target alteration,antibiotic inactivation,antibiotic efflux,antibiotic target protection	True
AA040	high	0.8515706863622731	0.8943917928870426	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncU	15	11	9	2	0.7333333333333333	6	11	3	aminoglycoside antibiotic,nucleoside antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics	SAT-2,AAC(6')-Ib9,AAC(6')-Ib,AAC(6')-Ib',aadA	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AA079	high	0.8495356432509493	0.9633281067363798	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	rep_cluster_1220	26	19	11	8	0.7307692307692307	7	17	4	aminoglycoside antibiotic,carbapenem;cephalosporin;penicillin beta-lactam,macrolide antibiotic,macrolide antibiotic;streptogramin antibiotic,glycopeptide antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(3')-VIa,mphE,msrE	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AC978	high	0.7973118659883388	0.9936466561171452	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncP	44	32	20	12	0.7272727272727273	14	30	5	peptide antibiotic,cephalosporin,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,fluoroquinolone antibiotic	MCR-3.28,mphA,AAC(6')-Ib-cr6,CTX-M-132,CTX-M-168	antibiotic inactivation,antibiotic target alteration,antibiotic target replacement,antibiotic target protection,antibiotic efflux	True
AB114	high	0.5901742787016663	0.9854965768412792	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	rep_cluster_718	11	8	6	2	0.7272727272727273	5	6	5	macrolide antibiotic,macrolide antibiotic;streptogramin antibiotic,tetracycline antibiotic,phenicol antibiotic,sulfonamide antibiotic;sulfone antibiotic	mphE,msrE,floR,sul2,tet(B)	antibiotic efflux,antibiotic inactivation,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AA667	high	0.7978514973337402	0.9782192844800408	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	11	8	6	2	0.7272727272727273	3	8	1	cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic,aminoglycoside antibiotic	mphA,Mrx,TEM-163,TEM-185,TEM-30	antibiotic inactivation	True
AD164	high	0.4637736368322733	0.9773842423480892	primary_model_oof_prediction	Cronobacter_sakazakii	Cronobacter	IncFIB	22	16	13	3	0.7272727272727273	12	16	5	macrolide antibiotic,aminoglycoside antibiotic,disinfecting agents and antiseptics,peptide antibiotic,cephalosporin	mphA,ArnT,Mrx,RAHN-2,aadA2	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AC120	high	0.8631526573842555	0.9819545647428768	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncQ1	47	34	24	10	0.723404255319149	13	29	4	aminoglycoside antibiotic,cephalosporin,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	AAC(3)-IVa,AAC(6')-Ia,APH(3'')-Ib,APH(3')-Ib,APH(6)-Id	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement	True
AA086	high	0.8093685827665689	0.914171206570083	primary_model_oof_prediction	Staphylococcus_saprophyticus	Staphylococcus	rep_cluster_765	14	10	8	2	0.7142857142857143	6	8	4	penicillin beta-lactam,macrolide antibiotic,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic,diaminopyrimidine antibiotic,fluoroquinolone antibiotic	mphC,msrA,PC1_blaZ,blaI,blaR1	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AD529	high	0.8078847024268926	0.9105529093660673	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	14	10	7	3	0.7142857142857143	4	10	2	aminoglycoside antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,cephalosporin;monobactam;penicillin beta-lactam,tetracycline antibiotic	AAC(6')-Ib,AAC(6')-Ib',AAC(6')-Ib-cr6,AAC(6')-Ib10,AAC(6')-Ib9	antibiotic inactivation,antibiotic efflux	True
AA435	high	0.7383417841771464	0.9718810090002392	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	24	17	10	7	0.7083333333333334	6	18	3	aminoglycoside antibiotic,sulfonamide antibiotic;sulfone antibiotic,carbapenem;cephalosporin;penicillin beta-lactam,phenicol antibiotic,cephalosporin;penicillin beta-lactam	AAC(6')-31,AAC(6')-Ib10,AAC(6')-Ib9,GES-24,Paer_catB6	antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AA400	high	0.8203304623745177	0.9161633116596978	primary_model_oof_prediction	Paraburkholderia_caribensis	Providencia	IncFIB	34	24	18	6	0.7058823529411765	12	26	5	aminoglycoside antibiotic,carbapenem;cephalosporin;penicillin beta-lactam,phenicol antibiotic,fluoroquinolone antibiotic,disinfecting agents and antiseptics	APH(3')-VIa,BRP(MBL),NDM-2,NDM-31,QnrB20	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AA323	high	0.937850059829916	0.9950989122465104	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	78	55	40	15	0.7051282051282052	18	54	5	aminoglycoside antibiotic,peptide antibiotic,cephalosporin;monobactam;penicillin beta-lactam,diaminopyrimidine antibiotic,macrolide antibiotic	ErmB,MCR-3.4,mphA,AAC(3)-Ib,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic target alteration,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AA372	high	0.794460949491986	0.9938332940618744	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncI2	64	45	26	19	0.703125	14	44	4	peptide antibiotic,aminoglycoside antibiotic,cephalosporin,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,nucleoside antibiotic	ErmB,MCR-1.1,MCR-1.18,SAT-2,AAC(6')-Ib9	antibiotic inactivation,antibiotic target alteration,antibiotic efflux,antibiotic target replacement	True
AA001	high	0.6977076816914992	0.8741817172168316	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncL/M	23	16	9	7	0.6956521739130435	9	17	4	aminoglycoside antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,fluoroquinolone antibiotic,sulfonamide antibiotic;sulfone antibiotic,tetracycline antibiotic	AAC(6')-Ib-cr6,TEM-244,AAC(3)-IId,AAC(3)-IIe,AAC(6')-Ib-cr5	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AC125	high	0.3660845892079906	0.9883235499894044	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	54	37	28	9	0.6851851851851852	13	35	5	aminoglycoside antibiotic,phenicol antibiotic,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,rifamycin antibiotic	AAC(3)-IVa,APH(4)-Ia,mphE,msrE,AAC(3)-Ib	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA338	high	0.936809190944183	0.9947223328294464	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	171	117	90	27	0.6842105263157895	24	112	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,fluoroquinolone antibiotic,macrolide antibiotic,diaminopyrimidine antibiotic	AAC(3)-IId,APH(6)-Id,ErmB,QepA1,QnrS1	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA840	high	0.7837914350116137	0.9692865283588612	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	37	25	19	6	0.6756756756756757	12	19	5	aminoglycoside antibiotic,penicillin beta-lactam,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,nucleoside antibiotic,lincosamide antibiotic	APH(3')-IIIa,ErmC,SAT-4,lnuA,mphC	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target protection,antibiotic target replacement	True
AA171	high	0.9585944596736992	0.9920226945506974	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	113	76	62	14	0.672566371681416	19	73	5	aminoglycoside antibiotic,diaminopyrimidine antibiotic,cephalosporin;monobactam;penicillin beta-lactam,fluoroquinolone antibiotic,phenicol antibiotic	AAC(3)-IId,APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,ErmB	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AA282	high	0.8170378390665459	0.9908951589771756	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncK2/Z	94	63	47	16	0.6702127659574468	15	58	5	aminoglycoside antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,ErmB,QnrS1	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA622	high	0.9093070266160762	0.998610507516493	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncA	54	36	23	13	0.6666666666666666	10	36	5	aminoglycoside antibiotic,macrolide antibiotic,tetracycline antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,phenicol antibiotic	AAC(3)-IVa,mphA,msrE,AAC(3)-Ib,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AB193	high	0.8648421917972776	0.9981230984347892	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncR	159	106	84	22	0.6666666666666666	21	100	6	aminoglycoside antibiotic,fluoroquinolone antibiotic,cephalosporin;monobactam;penicillin beta-lactam,phenicol antibiotic,macrolide antibiotic	AAC(3)-IId,AAC(3)-IVa,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AC509	high	0.6199904361507699	0.9868149214703448	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	3	2	0	2	0.6666666666666666	2	3	2	aminoglycoside antibiotic,peptide antibiotic	APH(3'')-Ia,APH(3')-Ia,MCR-5.1	antibiotic inactivation,antibiotic target alteration	True
AA162	high	0.6546946526374401	0.9828064824995312	primary_model_oof_prediction	Salmonella_enterica	Salmonella	rep_cluster_2350	3	2	1	1	0.6666666666666666	1	2	1	aminoglycoside antibiotic	APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation	True
AC942	high	0.6463048055835304	0.9757878531548896	primary_model_oof_prediction	Agrobacterium_tumefaciens	Agrobacterium	rep_cluster_352	6	4	1	3	0.6666666666666666	2	5	2	aminoglycoside antibiotic,tetracycline antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(3')-IIa,APH(6)-Id,tet(C)	antibiotic inactivation,antibiotic efflux	True
AA553	high	0.8592081833026427	0.9719283327589616	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIA	99	66	47	19	0.6666666666666666	17	62	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,macrolide antibiotic,cephalosporin;monobactam;penicillin beta-lactam,phenicol antibiotic	APH(3'')-Ib,APH(3')-Ib,ErmB,QnrB6,mphA	antibiotic inactivation,antibiotic target protection,antibiotic target replacement,antibiotic target alteration,antibiotic efflux	True
AC733	high	0.8414705336578989	0.9590063078488952	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	rep_cluster_893	39	26	22	4	0.6666666666666666	6	24	5	glycopeptide antibiotic,aminoglycoside antibiotic,tetracycline antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,nucleoside antibiotic	ErmB,SAT-4,AAC6_Ie_APH2_Ia,aad(6),ANT(6)-Ia	antibiotic target alteration,antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AC670	high	0.8908614037372028	0.9443185302024713	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1018	15	10	8	2	0.6666666666666666	4	8	5	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,tetracycline antibiotic,aminoglycoside antibiotic,diaminopyrimidine antibiotic	ErmC,ErmT,AAC6_Ie_APH2_Ia,ANT(4')-Ia,dfrK	antibiotic target alteration,antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA842	high	0.722220656952279	0.919184220099479	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	12	8	6	2	0.6666666666666666	4	7	2	penicillin beta-lactam,nucleoside antibiotic,aminoglycoside antibiotic,fluoroquinolone antibiotic	SAT-4,PC1_blaZ,aad(6),APH(3')-IIIa,blaI	antibiotic inactivation,antibiotic efflux	True
AB434	high	0.6142217817438121	0.9164068751502864	primary_model_oof_prediction	Proteus_mirabilis	Proteus	Col3M	3	2	1	1	0.6666666666666666	1	1	1	fluoroquinolone antibiotic	QnrD1	antibiotic target protection	True
AE341	high	0.7965155937874169	0.8889708212870945	primary_model_oof_prediction	Proteus_terrae	Proteus	rep_cluster_282	9	6	5	1	0.6666666666666666	4	6	3	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,aminoglycoside antibiotic,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,diaminopyrimidine antibiotic	Erm(33),ErmA,aadA,ANT(9)-Ia,cfrA	antibiotic target alteration,antibiotic inactivation,antibiotic target replacement	True
AC647	high	0.5265225416265074	0.8809251210863678	primary_model_oof_prediction	Vibrio_coralliilyticus	Vibrio	rep_cluster_564	3	2	2	0	0.6666666666666666	2	2	2	fluoroquinolone antibiotic,fluoroquinolone antibiotic;tetracycline antibiotic	QnrS2,adeF	antibiotic target protection,antibiotic efflux	True
AA664	high	0.7445150214773503	0.8549338531083277	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	9	6	5	1	0.6666666666666666	4	6	2	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,phenicol antibiotic,tetracycline antibiotic	AAC(3)-Ia,APH(3'')-Ia,APH(3')-Ia,TEM-206,catA1	antibiotic inactivation,antibiotic efflux	True
AA378	high	0.4255054467139824	0.9909631286174252	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncHI1B	103	68	49	19	0.6601941747572816	16	62	5	aminoglycoside antibiotic,macrolide antibiotic,diaminopyrimidine antibiotic,cephalosporin;monobactam;penicillin beta-lactam,phenicol antibiotic	AAC(3)-IId,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA739	high	0.9642444115799824	0.999419196443359	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	IncHI2A	336	220	181	39	0.6547619047619048	42	208	6	aminoglycoside antibiotic,fluoroquinolone antibiotic,diaminopyrimidine antibiotic,cephalosporin;monobactam;penicillin beta-lactam,peptide antibiotic	AAC(3)-IId,AAC(3)-Ib,AAC(6')-IIc,AAC(6')-Ib11,APH(3'')-Ib	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target protection,antibiotic target replacement	True
AA324	high	0.9309083465968584	0.9889075543279494	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	104	68	50	18	0.6538461538461539	18	65	5	aminoglycoside antibiotic,macrolide antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,fluoroquinolone antibiotic	AAC(3)-IId,APH(6)-Id,ErmB,mphA,mphE	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AA627	high	0.9388083591625378	0.9996104527439964	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncC	138	90	63	27	0.6521739130434783	23	85	5	aminoglycoside antibiotic,macrolide antibiotic,phenicol antibiotic,tetracycline antibiotic,fluoroquinolone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia,APH(6)-Id	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AA411	high	0.8191398324412861	0.9815619756036243	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1733	37	24	17	7	0.6486486486486487	13	18	5	aminoglycoside antibiotic,penicillin beta-lactam,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,nucleoside antibiotic,lincosamide antibiotic	APH(3')-IIIa,ErmC,SAT-4,lnuA,mphC	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target protection,antibiotic target replacement	True
AC308	high	0.6532246347657158	0.8933998771919074	primary_model_oof_prediction	Listeria_monocytogenes	Listeria	rep_cluster_110	17	11	6	5	0.6470588235294118	7	8	4	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,aminoglycoside antibiotic,lincosamide antibiotic,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,phenicol antibiotic	ErmB,lnuB,lsaE,ANT(6)-Ia,APH(3')-IIIa	antibiotic inactivation,antibiotic target protection,antibiotic target alteration,antibiotic target replacement	True
AA919	high	0.8515227667444049	0.9937571551400298	primary_model_oof_prediction	uncultured_bacterium	Pseudomonas	IncP	79	51	37	14	0.6455696202531646	14	45	4	aminoglycoside antibiotic,phenicol antibiotic,tetracycline antibiotic,macrolide antibiotic,disinfecting agents and antiseptics	AAC(3)-Ia,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA752	high	0.4860109940534224	0.982035893022859	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	IncFIB	42	27	16	11	0.6428571428571429	9	27	4	aminoglycoside antibiotic,disinfecting agents and antiseptics,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,diaminopyrimidine antibiotic	AAC(3)-Ib,APH(3'')-Ia,APH(3')-Ia,mphA,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA279	high	0.7884115273718871	0.9908276623575448	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncK2/Z	58	37	29	8	0.6379310344827587	15	36	5	aminoglycoside antibiotic,macrolide antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics;nucleoside antibiotic,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,mphA,CMY-132	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,reduced permeability to antibiotic	True
AC129	high	0.8555266473765952	0.9343166612703616	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	rep_cluster_1195	11	7	7	0	0.6363636363636364	2	7	1	carbapenem;penicillin beta-lactam,macrolide antibiotic	EreA2,OXA-163,OXA-181,OXA-232,OXA-405	antibiotic inactivation	True
AA551	high	0.8789900797683897	0.9996370109127012	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncN	114	72	55	17	0.631578947368421	21	68	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,fluoroquinolone antibiotic,macrolide antibiotic,phenicol antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Ic,APH(6)-Id,QnrS1	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
