backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	primary_replicon	amr_gene_count	card_matched_gene_count	card_exact_match_gene_count	card_normalized_match_gene_count	card_match_fraction	card_gene_family_count	card_mechanism_count	card_drug_class_count	card_top_gene_families	card_top_mechanisms	card_top_drug_classes	card_any_support
AB161	high	0.9170891963484564	0.9838707931304088	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncN	102	64	46	18	0.6274509803921569	22	62	6	aminoglycoside antibiotic,fluoroquinolone antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics;nucleoside antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	APH(6)-Id,QnrB10,AAC(6')-Ib,AAC(6')-Ib',mphA	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AB192	high	0.8593821275372121	0.9796685489499538	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncR	134	84	62	22	0.6268656716417911	21	82	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,phenicol antibiotic,cephalosporin;monobactam;penicillin beta-lactam,diaminopyrimidine antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,QnrB6,QnrS1	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AA083	high	0.806551663884297	0.9733788328265752	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	40	25	22	3	0.625	11	23	4	glycopeptide antibiotic,aminoglycoside antibiotic,penicillin beta-lactam,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	ErmC,lnuA,AAC6_Ie_APH2_Ia,ANT(4')-Ia,PC1_blaZ	antibiotic target alteration,antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AA174	high	0.9462145380073456	0.9735908010557724	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	77	48	34	14	0.6233766233766234	14	47	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,diaminopyrimidine antibiotic,phenicol antibiotic,fluoroquinolone antibiotic	AAC(3)-IId,ErmB,mphA,AAC(3)-IIc,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AB628	high	0.7217234186445886	0.9574725188265776	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1733	21	13	9	4	0.6190476190476191	7	10	4	penicillin beta-lactam,nucleoside antibiotic,aminoglycoside antibiotic,macrolide antibiotic,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	SAT-4,mphC,msrA,PC1_blaZ,aad(6)	antibiotic inactivation,antibiotic target protection,antibiotic target replacement,antibiotic efflux	True
AA626	high	0.897647269412825	0.9976267712087082	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncC	76	47	35	12	0.618421052631579	17	45	5	aminoglycoside antibiotic,macrolide antibiotic,cephalosporin,phenicol antibiotic,tetracycline antibiotic	APH(6)-Id,mphA,mphE,msrE,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA316	high	0.8603431672204068	0.9912327484174912	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	99	61	43	18	0.6161616161616161	19	58	5	aminoglycoside antibiotic,peptide antibiotic,macrolide antibiotic,disinfecting agents and antiseptics,tetracycline antibiotic	APH(6)-Id,ErmB,MCR-3.1,QnrS1,mphA	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AA046	high	0.9382283875781892	0.9712367755960348	primary_model_oof_prediction	Klebsiella_pneumoniae	Enterobacter	IncFIB	51	31	24	7	0.6078431372549019	12	30	4	aminoglycoside antibiotic,disinfecting agents and antiseptics,macrolide antibiotic,phenicol antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	AAC(6')-Ib,AAC(6')-Ib',mphA,AAC(6')-Ib-cr6,AAC(6')-Ib10	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AA357	high	0.9516273508047038	0.8771005282880248	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIA	33	20	15	5	0.6060606060606061	5	20	2	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,penicillin beta-lactam,diaminopyrimidine antibiotic,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,AAC(6')-Ib,AAC(6')-Ib',AAC(6')-Ib10	antibiotic inactivation,antibiotic target replacement	True
AA175	high	0.9010561941934908	0.990514333165159	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	111	67	51	16	0.6036036036036037	20	64	5	aminoglycoside antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,macrolide antibiotic,fluoroquinolone antibiotic	AAC(3)-IIe,APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,ErmB	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AA176	high	0.92413657100292	0.9971323087242157	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	133	80	65	15	0.6015037593984962	17	76	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,phenicol antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic	AAC(3)-IId,APH(3'')-Ib,APH(3')-Ib,APH(4)-Ia,APH(6)-Id	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target alteration,antibiotic target protection	True
AA998	high	0.9533181488895788	0.9995815708637938	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncHI1A	173	104	78	26	0.6011560693641619	20	95	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic,diaminopyrimidine antibiotic,peptide antibiotic	AAC(3)-IId,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AE310	high	0.6617958705274468	0.9521575229627224	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	rep_cluster_992	20	12	9	3	0.6	6	11	4	aminoglycoside antibiotic,phenicol antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,diaminopyrimidine antibiotic,nucleoside antibiotic	ErmB,AAC6_Ie_APH2_Ia,Efac_ACT_CHL,SAT-4,aad(6)	antibiotic inactivation,antibiotic target alteration,antibiotic target replacement,antibiotic efflux	True
AA837	high	0.6119822350179046	0.9508295417781708	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	10	6	5	1	0.6	3	5	2	penicillin beta-lactam,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic,aminoglycoside antibiotic	msrA,AAC6_Ie_APH2_Ia,PC1_blaZ,blaI,blaR1	antibiotic inactivation,antibiotic target protection	True
AC072	high	0.5157554071793179	0.9107695394918016	primary_model_oof_prediction	Shinella_sp._WSD5-1	Shinella	rep_cluster_497	5	3	1	2	0.6	1	3	1	aminoglycoside antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id	antibiotic inactivation	True
AD158	high	0.7449429511266853	0.9965020355772506	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncN	32	19	13	6	0.59375	9	18	4	aminoglycoside antibiotic,diaminopyrimidine antibiotic,lincosamide antibiotic,sulfonamide antibiotic;sulfone antibiotic,glycopeptide antibiotic	APH(3')-IIa,APH(6)-Ic,BLMT,aadA2,aadA5	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AF809	high	0.894752727399886	0.971947828353148	primary_model_oof_prediction	Pseudomonas_aeruginosa	Pseudomonas	rep_cluster_1115	167	99	74	25	0.592814371257485	22	93	5	aminoglycoside antibiotic,macrolide antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,fluoroquinolone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,EreA,QnrVC1	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AA409	high	0.9033207261380892	0.9603207068412328	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	27	16	12	4	0.5925925925925926	10	13	5	penicillin beta-lactam,aminoglycoside antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,macrolide antibiotic,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	ErmB,mphC,msrA,AAC6_Ie_APH2_Ia,ANT(4')-Ia	antibiotic inactivation,antibiotic target alteration,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AA297	high	0.88197521497578	0.9798475893604568	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	34	20	15	5	0.5882352941176471	9	21	3	aminoglycoside antibiotic,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,cephalosporin;monobactam;penicillin beta-lactam,diaminopyrimidine antibiotic	mphA,AAC(6')-Ib-cr6,Mrx,TEM-48,TEM-95	antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AA449	high	0.909710073215597	0.9897998994835652	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	138	81	63	18	0.5869565217391305	19	73	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,phenicol antibiotic,macrolide antibiotic,cephalosporin	AAC(3)-IId,AAC(3)-IVa,AAC(6')-IIa,APH(3'')-Ib,APH(3')-Ib	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AA038	high	0.8338093802484255	0.9900157642454508	primary_model_oof_prediction	Escherichia_coli	Klebsiella	IncX3	136	79	64	15	0.5808823529411765	21	77	5	aminoglycoside antibiotic,cephalosporin;penicillin beta-lactam,macrolide antibiotic,carbapenem;cephalosporin;penicillin beta-lactam,fluoroquinolone antibiotic	EreA,mphA,mphE,msrE,AAC(3)-IIc	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AB110	high	0.719158191859878	0.9771042926730532	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_765	26	15	14	1	0.5769230769230769	7	15	4	glycopeptide antibiotic,penicillin beta-lactam,aminoglycoside antibiotic,mupirocin-like antibiotic,diaminopyrimidine antibiotic	AAC6_Ie_APH2_Ia,PC1_blaZ,Saur_mupA_MUP,blaI,blaR1	antibiotic target alteration,antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AA183	high	0.7364489509980876	0.9913882000637526	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	21	12	11	1	0.5714285714285714	5	13	4	aminoglycoside antibiotic,diaminopyrimidine antibiotic,tetracycline antibiotic,sulfonamide antibiotic;sulfone antibiotic,disinfecting agents and antiseptics	APH(6)-Id,aadA,APH(3'')-Ib,APH(3')-Ib,dfrA15	antibiotic target replacement,antibiotic efflux,antibiotic inactivation,antibiotic target alteration	True
AB742	high	0.8139298060217661	0.9781904095537212	primary_model_oof_prediction	Clostridium_perfringens	Clostridium	rep_cluster_1519	7	4	3	1	0.5714285714285714	2	3	3	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,tetracycline antibiotic	ErmQ,tetA(P),tetB(P)	antibiotic target alteration,antibiotic efflux,antibiotic target protection	True
AA964	high	0.9286912725507254	0.9667610045028928	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	37	21	16	5	0.5675675675675675	9	23	5	aminoglycoside antibiotic,diaminopyrimidine antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,rifamycin antibiotic,phenicol antibiotic	AAC(6')-Ib-cr6,AAC(6')-Ib10,BRP(MBL),AAC(3)-IIe,AAC(6')-Ib	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection,antibiotic target alteration	True
AB187	high	0.8547934262377358	0.9903337774387072	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIA	108	61	47	14	0.5648148148148148	15	59	4	aminoglycoside antibiotic,phenicol antibiotic,fluoroquinolone antibiotic,macrolide antibiotic,cephalosporin;penicillin beta-lactam	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,QnrB6,mphA	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement	True
AC507	high	0.8479717184851071	0.9734264158944824	primary_model_oof_prediction	Aeromonas_caviae	Aeromonas	IncQ2	16	9	5	4	0.5625	5	10	3	aminoglycoside antibiotic,cephalosporin,aminoglycoside antibiotic;fluoroquinolone antibiotic,diaminopyrimidine antibiotic,fluoroquinolone antibiotic	AAC(6')-Ib10,AAC(6')-Ib8,AAC(6')-Ib9,FOX-16,AAC(6')-Ib	antibiotic inactivation,antibiotic target replacement,antibiotic target protection	True
AA473	high	0.8786978848167143	0.9994482856972096	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncI-gamma/K1	109	61	46	15	0.5596330275229358	18	60	5	aminoglycoside antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,tetracycline antibiotic	APH(6)-Id,ErmB,mphA,AAC(3)-IIc,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AA921	high	0.7730913108386961	0.9878787771373024	primary_model_oof_prediction	uncultured_bacterium	Xanthomonas	IncP	27	15	12	3	0.5555555555555556	8	14	4	aminoglycoside antibiotic,macrolide antibiotic,cephalosporin;penicillin beta-lactam,macrolide antibiotic;streptogramin antibiotic,disinfecting agents and antiseptics	EreA,mphE,AAC(6')-Ib8,AAC(6')-Ib9,OXA-101	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement	True
AB947	high	0.8037622048372057	0.9391733282361404	primary_model_oof_prediction	Neisseria_gonorrhoeae	Neisseria	IncP	9	5	5	0	0.5555555555555556	1	5	1	cephalosporin;monobactam;penicillin beta-lactam	TEM-163,TEM-185,TEM-244,TEM-68,TEM-93	antibiotic inactivation	True
AD194	high	0.66609382909044	0.901406149380184	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	rep_cluster_1216	18	10	10	0	0.5555555555555556	6	10	3	penicillin beta-lactam,aminoglycoside antibiotic,fluoroquinolone antibiotic,mupirocin-like antibiotic,disinfecting agents and antiseptics	ANT(4')-Ia,PC1_blaZ,Saur_mupA_MUP,blaI,blaR1	antibiotic inactivation,antibiotic efflux,antibiotic target alteration	True
AA401	high	0.576317728785804	0.9344444877657044	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	65	36	25	11	0.5538461538461539	12	34	5	aminoglycoside antibiotic,macrolide antibiotic,disinfecting agents and antiseptics,sulfonamide antibiotic;sulfone antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	APH(3'')-Ia,APH(3')-Ia,mphA,mphE,msrE	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AF747	high	0.8870223811181727	0.9106167476300016	primary_model_oof_prediction	Pseudomonas_aeruginosa	Pseudomonas	IncP	56	31	20	11	0.5535714285714286	10	27	4	aminoglycoside antibiotic,macrolide antibiotic,disinfecting agents and antiseptics,diaminopyrimidine antibiotic,cephalosporin;penicillin beta-lactam	APH(3'')-Ib,APH(3')-Ib,DfrA39,EreA,mphE	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA851	high	0.7310652852276435	0.964525507066585	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	20	11	7	4	0.55	5	8	2	penicillin beta-lactam,nucleoside antibiotic,aminoglycoside antibiotic,macrolide antibiotic,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	SAT-4,mphC,msrA,PC1_blaZ,aad(6)	antibiotic inactivation,antibiotic target protection	True
AA018	high	0.7742341152475968	0.990909003878089	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	117	64	47	17	0.5470085470085471	16	64	5	aminoglycoside antibiotic,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic,diaminopyrimidine antibiotic	APH(6)-Id,AAC(6')-Ib,AAC(6')-Ib',mphA,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection,antibiotic target alteration	True
AC212	high	0.980699621135487	0.9865118557136178	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncU	139	76	58	18	0.5467625899280576	17	73	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,fluoroquinolone antibiotic,macrolide antibiotic,phenicol antibiotic	APH(3'')-Ib,APH(3')-Ib,QnrB2,QnrB6,mphA	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AA442	high	0.8218854781409816	0.9750951109092488	primary_model_oof_prediction	Klebsiella_variicola	Klebsiella	IncFIB	11	6	6	0	0.5454545454545454	4	6	2	fluoroquinolone antibiotic,aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic,peptide antibiotic,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	Kpne_KpnH,bacA,emrA,emrB,emrR	antibiotic efflux,antibiotic target alteration	True
AC247	high	0.6578639856623641	0.9742972181534856	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	33	18	15	3	0.5454545454545454	9	18	4	aminoglycoside antibiotic,phenicol antibiotic,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;tetracycline antibiotic,disinfecting agents and antiseptics,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,QnrB30,AAC(3)-Id,aadA	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA045	high	0.921060315368506	0.997911937897446	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	IncFIB	127	69	42	27	0.5433070866141733	16	67	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,macrolide antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic	AAC(3)-Ib,APH(6)-Id,QnrB6,AAC(6')-Ib,AAC(6')-Ib'	antibiotic inactivation,antibiotic efflux,antibiotic target protection,antibiotic target replacement,antibiotic target alteration	True
AA319	high	0.887663265580982	0.9774082592844732	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	70	38	26	12	0.5428571428571428	12	35	5	aminoglycoside antibiotic,macrolide antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,ErmB,mphA	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target alteration,antibiotic target protection	True
AA275	high	0.8424783830352368	0.9860824377948192	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	185	100	78	22	0.5405405405405406	22	94	5	aminoglycoside antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,fluoroquinolone antibiotic	AAC(6')-31,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA452	high	0.9254951690237548	0.9701191495743712	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	67	36	27	9	0.5373134328358209	13	37	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic	APH(3'')-Ib,APH(3')-Ib,QnrB1,AAC(6')-Ib-cr6,BRP(MBL)	antibiotic inactivation,antibiotic target replacement,antibiotic target protection,antibiotic efflux,antibiotic target alteration	True
AA440	high	0.8429681511790125	0.9838122825021876	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIA	41	22	15	7	0.5365853658536586	13	20	5	peptide antibiotic,macrolide antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,sulfonamide antibiotic;sulfone antibiotic	MCR-8.1,MCR-8.2,mphA,AAC(6')-Ib-cr6,Mrx	antibiotic inactivation,antibiotic target alteration,antibiotic efflux,antibiotic target replacement,antibiotic target protection	True
AA304	high	0.6748748755085202	0.9993382728378798	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	36	19	14	5	0.5277777777777778	7	19	5	aminoglycoside antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics,sulfonamide antibiotic;sulfone antibiotic,diaminopyrimidine antibiotic	AAC(3)-Ia,aadA,aadA23,APH(3'')-Ib,APH(3')-Ib	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA336	high	0.850701471798215	0.9912316318696668	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	84	44	32	12	0.5238095238095238	17	43	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,diaminopyrimidine antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,macrolide antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,ErmB,mphA	antibiotic inactivation,antibiotic target replacement,antibiotic target alteration,antibiotic efflux,antibiotic target protection	True
AA434	high	0.8149144410548295	0.9107488897692037	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFII	65	34	26	8	0.5230769230769231	10	34	3	aminoglycoside antibiotic,macrolide antibiotic,cephalosporin;monobactam;penicillin beta-lactam,aminoglycoside antibiotic;fluoroquinolone antibiotic,sulfonamide antibiotic;sulfone antibiotic	AAC(6')-Ib,AAC(6')-Ib',mphA,AAC(6')-Ib-cr3,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AA295	high	0.6955603524908014	0.9941244467272408	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	31	16	13	3	0.5161290322580645	8	17	5	aminoglycoside antibiotic,tetracycline antibiotic,aminoglycoside antibiotic;cephalosporin;disinfecting agents and antiseptics;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic,fluoroquinolone antibiotic,sulfonamide antibiotic;sulfone antibiotic	Kpne_KpnE,Kpne_KpnF,aadA,aadA5,APH(3'')-Ib	antibiotic efflux,antibiotic inactivation,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA543	high	0.9407910859108144	0.9995828227849952	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	IncHI1B	114	58	34	24	0.5087719298245614	14	55	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,macrolide antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic	APH(3'')-Ia,APH(3')-Ia,QnrB17,AAC(6')-Ib,AAC(6')-Ib'	antibiotic inactivation,antibiotic target protection,antibiotic target replacement,antibiotic efflux,antibiotic target alteration	True
AA276	high	0.963807155626233	0.9876408855619496	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	124	63	50	13	0.5080645161290323	15	58	5	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,macrolide antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,cephalosporin	AAC(3)-IIe,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AB267	high	0.7508579415684639	0.9872996108178944	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	14	7	5	2	0.5	6	6	3	macrolide antibiotic,aminoglycoside antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics,carbapenem	mphB,aadA,dfrA1,qacEdelta1,STA-1	antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AB229	high	0.7926086834530762	0.9855238467626004	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncX1	24	12	7	5	0.5	5	14	4	aminoglycoside antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,phenicol antibiotic,sulfonamide antibiotic;sulfone antibiotic	AAC(3)-IVa,APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia	antibiotic efflux,antibiotic inactivation,antibiotic target replacement,antibiotic target alteration	True
AA579	high	0.6371024256037162	0.9845112255043692	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_1778	4	2	2	0	0.5	1	2	1	cephalosporin	CTX-M-226,CTX-M-23	antibiotic inactivation	True
AA144	high	0.5589092798894778	0.962936372513436	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	2	1	1	0	0.5	1	1	1	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	cfrA	antibiotic target alteration	True
AD485	high	0.6099409621781255	0.9617416095251397	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	rep_cluster_2350	6	3	2	1	0.5	2	3	2	aminoglycoside antibiotic,diaminopyrimidine antibiotic	AAC(6')-Ib10,AAC(6')-Ib3,dfrA1	antibiotic inactivation,antibiotic target replacement	True
AB337	high	0.2887764485130312	0.9266136317207356	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	rep_cluster_1254	2	1	1	0	0.5	1	1	1	tetracycline antibiotic	tet(39)	antibiotic efflux	True
AB709	high	0.4876125200535288	0.9162892861980292	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncX1	2	1	1	0	0.5	1	1	1	cephalosporin;monobactam;penicillin beta-lactam	TEM-1	antibiotic inactivation	True
AB721	high	0.4831904474832895	0.9083049464202916	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	2	1	1	0	0.5	1	1	1	disinfecting agents and antiseptics	qacJ	antibiotic efflux	True
AA274	high	0.8674806051449694	0.9866324791328176	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	139	69	51	18	0.4964028776978417	17	67	5	aminoglycoside antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,phenicol antibiotic,cephalosporin	APH(6)-Id,AAC(6')-Ib,AAC(6')-Ib',mphA,mphE	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target alteration,antibiotic target protection	True
AA436	high	0.9517319238366228	0.9687255269146238	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	39	19	14	5	0.4871794871794871	8	18	5	aminoglycoside antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,macrolide antibiotic;streptogramin antibiotic,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,mphE,msrE,AAC(6')-Ib9	antibiotic inactivation,antibiotic target replacement,antibiotic target protection,antibiotic target alteration,antibiotic efflux	True
