backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AH080	1	6.0		0.0	0.0	0.0	0.0	0.0	1.0
AA008	2	5.0							
AF990	1	5.0							
AE771	1	6.0							
AD637	0								
AA468	1	6.0							
AE823	2	3.0							
AG321	2	2.0							
AG101	0								
AC931	2	5.0							
AF942	1	6.0							
AA629	2	5.0							
AE997	2	1.0							
AF197	1	6.0							
AF199	2	2.0							
AD288	2	4.0							
AB757	1	4.0							
AF663	1	3.0							
AD800	0								
AE675	0								
AF664	2	2.0							
AC159	2	3.0							
AG704	2	5.0							
AD170	1	2.0							
AB138	3	4.0	6.0						
AB892	0								
AA472	1	1.0							
AA624	1	5.0							
AF229	1	6.0							
AF764	0								
AF704	2	2.0							
AA836	4	4.0	5.0						
AA230	1	6.0							
AC169	2	5.0							
AE293	3	3.0	5.0						
AB316	2	1.0							
AD975	2	1.0							
AH085	1	4.0							
AC735	2	6.0							
AC496	1	2.0							
AH384	0								
AF534	1	5.0							
AG392	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF595	2	5.0							
AC660	0			0.0	0.0	0.0	0.0	0.0	0.0
AG415	1	5.0							
AF045	1	5.0							
AC465	2	4.0							
AA560	1	5.0							
AH097	1	5.0							
AF105	3	5.0	5.0						
AF291	0								
AG678	1	5.0							
AB137	2	1.0							
AB143	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AA267	1	5.0							
AG922	2	4.0							
AA692	2	2.0							
AC337	4	1.0	1.0						
AG503	1	5.0							
AA311	0								
AD285	0								
AH329	1	3.0							
AB930	1	3.0							
AE541	1	5.0							
AF830	0								
AG535	1	2.0							
AF772	0								
AB260	1	5.0							
AE025	1	5.0							
AF767	1	4.0							
AE858	1	2.0							
AG176	1	5.0							
AA278	1	4.0							
AF518	1	2.0							
AC498	1	5.0							
AG409	2	5.0							
AF285	2	3.0							
AF244	0								
AA197	0								
AC170	3	1.0	5.0						
AC490	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AC124	1	5.0							
AC555	2	4.0							
AB382	2	1.0							
AG628	0			0.0	0.0	0.0	0.0	0.0	0.0
AA459	4	4.0	5.0						
AA444	2	4.0							
AB156	1	5.0							
AE063	2	2.0							
AB335	2	3.0							
AE519	1	5.0							
AF185	1	5.0							
AB680	1	5.0							
AF860	2	3.0							
AE764	1	5.0							
AA016	0								
AD367	2	1.0							
AD223	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG419	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB569	1	1.0							
AF826	1	1.0							
AG082	0			0.0	0.0	0.0	0.0	0.0	0.0
AE153	0								
AD792	0								
AB486	1	4.0							
AB384	1	4.0							
AB300	1	4.0							
AE741	2	1.0							
AH503	0								
AE948	0								
AG022	0								
AB021	0								
AG906	1	5.0							
AH252	0								
AG718	0								
AG421	1	5.0							
AC371	0								
AG069	0								
AH185	1	5.0							
AB354	2	3.0							
AA818	3	5.0	5.0	0.0	0.0	1.0	0.0	1.0	2.0
AF922	2	2.0							
AF402	2	4.0							
AD110	1	5.0							
AD264	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AF998	1	3.0							
AB213	1	1.0							
AC877	1	5.0							
AC440	2	4.0							
AG451	1	5.0							
AA540	1	5.0							
AD333	1	5.0							
AB068	1	5.0							
AC546	1	5.0							
AC700	2	1.0							
AA705	1	5.0							
AC519	2	5.0							
AF987	2	4.0							
AF710	2	4.0							
AD211	0								
AC873	0								
AD657	1	2.0							
AB540	2	2.0							
AA844	2	3.0							
AC404	1	5.0							
AF653	1	5.0							
AB963	1	5.0							
AG087	1	4.0							
AG561	1	3.0							
AG375	1	2.0							
AB273	1	5.0							
AC957	1	4.0							
AA206	2	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AF540	2	5.0							
AA350	1	5.0							
AA867	1	5.0							
AG739	2	2.0							
AB017	2	4.0							
AG573	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AH366	1	5.0							
AC797	1	5.0							
AG900	0								
AA707	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD062	1	5.0							
AF277	2	3.0							
AC890	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG522	1	2.0							
AD932	2	2.0							
AA704	0								
AB925	2	2.0							
AD099	1	5.0							
AG207	0			0.0	0.0	0.0	0.0	0.0	0.0
AA112	3	3.0	5.0						
AE108	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AB989	1	5.0							
AC275	1	5.0							
AC270	1	4.0							
AA581	1	5.0							
AA548	1	5.0							
AD614	1	5.0							
AC242	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AD474	3	1.0	5.0						
AD958	2	4.0							
AC446	2	1.0							
AB548	2	4.0							
AF029	1	5.0							
AD915	2	5.0							
AD671	2	3.0							
AA182	1	5.0							
AA585	1	2.0							
AB191	1	5.0							
AC762	0			0.0	0.0	0.0	0.0	0.0	0.0
AF046	0								
AC761	1	2.0							
AB868	1	2.0							
AF896	1	1.0							
AD037	0								
AF853	0								
AG935	0								
AF852	0								
AF612	0								
AF898	1	2.0							
AB994	1	1.0							
AA678	0								
AF828	0								
AE511	0								
AG212	2	2.0							
AF400	1	1.0							
AF854	0								
AE510	1	1.0							
AG130	0								
AE981	1	5.0							
AG817	1	2.0							
AE506	1	1.0							
AF613	0								
AE509	0								
AE857	2	2.0							
AB013	1	3.0							
AE980	0								
AF829	1	1.0							
AG355	1	3.0							
AF399	0								
AG523	0								
AG910	0								
AG298	0			0.0	0.0	0.0	0.0	0.0	0.0
AE351	4	3.0	5.0						
AG570	1	5.0							
AC724	2	5.0							
AA055	1	5.0							
AF030	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE106	2	4.0							
AG250	1	5.0							
AB656	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AH414	1	5.0							
AG466	1	5.0							
AG566	1	5.0							
AE128	1	5.0							
AE127	1	5.0							
AG822	1	5.0							
AE328	1	5.0							
AE327	2	5.0							
AG251	1	5.0							
AF047	0								
AG467	1	5.0							
AG938	0								
AB986	2	3.0							
AA690	1	4.0							
AA862	0								
AH436	1	4.0							
AG435	1	4.0							
AC769	1	5.0							
AE975	2	4.0							
AD721	2	3.0							
AG220	1	1.0							
AA822	2	3.0							
AF180	1	5.0							
AE575	1	5.0							
AD520	1	5.0							
AD340	2	3.0							
AB945	1	5.0							
AF213	1	5.0							
AC002	1	5.0							
AE500	2	3.0							
AH371	1	5.0							
AF770	1	3.0							
AC544	2	3.0							
AB610	1	5.0							
AE916	0								
AH116	0								
AF796	1	2.0							
AG304	2	3.0							
AD140	0								
AA640	2	3.0							
AC415	1	5.0							
AC418	3	3.0	5.0						
AA985	3	2.0	5.0						
AD916	1	5.0							
AE007	1	5.0							
AA699	3	1.0	5.0						
AC486	1	5.0							
AG083	1	3.0							
AE961	0								
AH430	0								
AH164	0								
AF903	0								
AH192	0								
AD832	0								
AH124	0								
AH427	0								
AF759	0								
AE962	0								
AE613	0								
AE963	0								
AB599	0								
AG074	0								
AB288	0								
AF421	1	5.0							
AD830	0								
AF758	0								
AF918	0								
AG420	0								
AG896	0								
AB958	1	5.0							
AB398	0								
AH320	1	5.0							
AG306	0								
AD561	1	5.0							
AD470	1	5.0							
AF880	0								
AG865	1	5.0							
AD562	0								
AB953	1	5.0							
AH259	1	5.0							
AE676	1	5.0							
AF538	1	5.0							
AE923	0								
AE143	0								
AG161	0								
AG160	0								
AG719	0			0.0	0.0	0.0	0.0	0.0	0.0
AF988	0								
AD857	0								
AH206	0								
AG068	0								
AC268	0								
AC844	0			0.0	0.0	0.0	0.0	0.0	0.0
AB895	0								
AB330	1	1.0							
AD500	0								
AE740	0								
AF211	0								
AD842	1	5.0							
AC485	2	1.0							
AD029	1	5.0							
AG883	1	5.0							
AC077	2	2.0							
AE053	2	3.0							
AB813	2	4.0							
AE573	1	2.0							
AE691	2	1.0							
AA096	2	3.0							
AD581	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AA950	0								
AB070	0								
AD364	0								
AC538	0								
AH488	0								
AA164	1	5.0							
AH474	0								
AF951	1	4.0							
AA798	0			0.0	0.0	0.0	0.0	0.0	0.0
AC350	0			0.0	0.0	0.0	0.0	0.0	0.0
AF251	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG472	2	4.0							
AC299	1	5.0							
AB774	2	5.0							
AB518	1	5.0							
AD459	2	3.0							
AC472	2	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AC039	0								
AB625	1	5.0							
AF577	1	5.0							
AH278	1	5.0							
AB916	1	5.0							
AC651	0								
AB126	2	4.0							
AC063	1	5.0							
AF647	1	5.0							
AH173	1	5.0							
AC952	0								
AH005	1	5.0							
AB556	0								
AC219	1	5.0							
AC052	0								
AC084	2	5.0							
AA584	1	5.0							
AB748	1	5.0							
AG897	0								
AD119	1	5.0							
AA415	1	5.0							
AA787	0								
AD205	0								
AD969	0								
AB668	1	5.0							
AE933	1	5.0							
AA589	1	5.0							
AF576	2	2.0							
AD098	1	5.0							
AF362	1	5.0							
AD905	1	5.0							
AB919	2	5.0							
AB513	1	5.0							
AE767	0								
AB367	0								
AC010	0								
AC723	0								
AA077	0								
AG047	1	5.0							
AF102	1	5.0							
AC982	0								
AD968	0								
AF633	1	5.0							
AD959	1	5.0							
AC058	1	5.0							
AF215	0								
AG284	0								
AH057	0								
AE175	0								
AE960	0								
AD639	0								
AC400	0								
AE868	1	4.0							
AF444	1	4.0							
AD063	2	3.0							
AA651	2	4.0							
AF246	1	5.0							
AD082	1	3.0							
AD278	1	5.0							
AG674	1	1.0							
AF388	1	5.0							
AD105	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE028	1	3.0							
AE585	1	5.0							
AE527	2	3.0							
AG240	2	4.0							
AD362	2	3.0							
AG262	1	5.0							
AG489	1	5.0							
AF762	2	3.0							
AB875	1	5.0							
AH029	1	5.0							
AG802	1	5.0							
AE326	1	5.0							
AC855	1	5.0							
AH079	1	5.0							
AB703	2	4.0							
AG048	1	5.0							
AC599	2	5.0							
AE133	0								
AA733	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC720	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AC722	2	2.0							
AD260	2	2.0							
AB227	1	5.0							
AD936	1	5.0							
AF703	2	3.0							
AD689	1	4.0							
AD920	1	5.0							
AB329	1	1.0							
AB401	1	1.0							
AC520	1	5.0							
AG948	2	1.0							
AA043	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AE935	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG364	0								
AA654	3	1.0	3.0						
AC616	2	2.0							
AF712	1	3.0							
AF713	1	5.0							
AC251	2	4.0							
AF079	2	1.0							
AE931	1	5.0							
AF445	1	5.0							
AF007	0								
AC862	2	2.0							
AD420	1	2.0							
AH330	2	1.0							
AE927	1	5.0							
AG410	2	1.0							
AH413	2	2.0							
AF088	0								
AA492	2	4.0							
AA080	1	3.0							
AF868	1	5.0							
AD232	2	3.0							
AA341	2	1.0							
AG488	1	5.0							
AF134	2	4.0							
AE148	2	3.0							
AD224	1	5.0							
AB568	0			0.0	0.0	0.0	0.0	0.0	0.0
AH513	0								
AG142	1	2.0							
AA491	1	4.0							
AA913	2	4.0							
AE096	1	4.0							
AG329	1	5.0							
AA641	2	3.0							
AA806	2	2.0							
AD136	0								
AE170	1	5.0							
AE650	1	5.0							
AB356	1	5.0							
AA914	0								
AC725	0								
AC560	0								
AG614	1	5.0							
AE406	1	5.0							
AA956	4	2.0	4.0						
AC556	0			0.0	0.0	0.0	0.0	0.0	0.0
AF814	1	5.0							
AD343	1	5.0							
AF299	1	2.0							
AG124	0								
AD108	2	1.0							
AF202	1	5.0							
AA034	2	4.0							
AE812	1	5.0							
AA880	1	5.0							
AA870	1	5.0							
AE810	1	5.0							
AD431	1	5.0							
AD428	1	5.0							
AF573	2	2.0							
AD467	1	5.0		0.0	0.0	1.0	0.0	0.0	1.0
AG805	1	4.0							
AC475	1	4.0							
AF061	2	3.0							
AE202	0			0.0	0.0	0.0	0.0	0.0	0.0
AE828	1	4.0							
AA625	1	3.0							
AB681	0			0.0	0.0	0.0	0.0	0.0	0.0
AF545	1	4.0							
AC132	2	3.0							
AA968	2	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AE566	1	1.0							
AF187	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AA788	0			0.0	0.0	0.0	0.0	0.0	0.0
AB563	1	4.0							
AE593	1	4.0							
AE906	0								
AF755	1	4.0							
AG867	1	4.0							
AG248	1	4.0							
AG963	1	4.0							
AC894	1	4.0							
AA062	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AB931	1	4.0							
AD942	0			0.0	0.0	0.0	0.0	0.0	0.0
AD115	1	4.0							
AB463	0								
AA353	0			0.0	0.0	0.0	0.0	0.0	0.0
AF939	2	3.0							
AE225	2	3.0							
AA039	1	4.0							
AD304	1	4.0							
AA416	1	4.0							
AB455	0								
AD820	1	4.0							
AE990	1	1.0							
AH312	1	4.0							
AG028	1	4.0							
AA293	1	4.0							
AG971	1	4.0							
AG029	1	4.0							
AF002	1	4.0							
AA290	1	4.0							
AC701	1	4.0							
AG729	1	4.0							
AE728	1	4.0							
AH284	1	4.0							
AD004	1	4.0							
AD231	1	4.0							
AD005	2	4.0							
AD234	1	4.0							
AB938	1	4.0							
AF921	1	4.0							
AG898	1	4.0							
AC234	1	4.0							
AH487	1	4.0							
AF382	1	4.0							
AH030	1	4.0							
AF692	0								
AB139	1	4.0							
AH432	1	4.0							
AB609	1	4.0							
AD855	0								
AC659	1	4.0							
AC323	0								
AE078	3	1.0	2.0						
AG950	0								
AA115	1	4.0							
AD095	1	4.0							
AF136	1	4.0							
AG893	1	4.0							
AG655	1	4.0							
AA265	1	4.0							
AC918	1	4.0							
AA760	1	4.0							
AD643	1	4.0							
AB960	1	4.0							
AH108	0								
AG166	1	4.0							
AA755	0								
AG924	1	4.0							
AF459	1	4.0							
AE230	1	4.0							
AG871	1	4.0							
AD043	1	4.0							
AG336	1	3.0							
AC131	1	3.0							
AE196	1	3.0							
AC130	1	4.0							
AC879	1	4.0							
AA544	1	4.0							
AE301	1	4.0							
AC543	1	4.0		0.0	0.0	1.0	0.0	0.0	1.0
AG891	1	4.0							
AH343	1	4.0							
AH388	1	4.0							
AG019	1	4.0							
AG094	1	4.0							
AD381	1	4.0							
AG335	1	4.0							
AD388	1	4.0							
AG994	1	4.0							
AC617	1	4.0							
AF385	1	4.0							
AG406	1	4.0							
AF396	1	4.0							
AE683	1	4.0							
AG827	1	4.0							
AH518	1	4.0							
AC233	1	4.0							
AF443	1	4.0							
AC226	2	4.0							
AB678	1	4.0							
AF499	1	4.0							
AH510	1	4.0							
AD540	1	4.0							
AD742	1	4.0							
AH517	1	4.0							
AG343	1	4.0							
AG342	1	4.0							
AG344	1	4.0							
AA494	1	4.0							
AH360	0								
AE976	1	4.0							
AE978	1	4.0							
AG100	1	3.0							
AG622	1	3.0							
AD437	1	3.0							
AH453	1	3.0							
AG662	1	3.0							
AF048	1	3.0							
AG099	1	3.0							
AH365	1	3.0							
AE452	2	3.0							
AG797	1	3.0							
AG663	1	3.0							
AH067	1	3.0							
AE456	1	3.0							
AD754	1	3.0							
AG984	1	3.0							
AF196	1	4.0							
AH106	0								
AD039	0								
AH400	0								
AE177	2	2.0							
AC936	0								
AB346	1	3.0							
AD390	1	3.0							
AC453	1	4.0							
AC001	1	4.0							
AG400	1	4.0							
AA813	2	3.0							
AD679	1	4.0							
AD238	0								
AH039	1	4.0							
AD346	1	4.0							
AC526	1	4.0							
AE278	1	3.0							
AB140	1	4.0							
AH477	1	4.0							
AC306	1	4.0							
AB651	1	4.0							
AE121	1	4.0							
AD315	1	4.0							
AB206	1	4.0							
AB208	1	4.0							
AF336	1	2.0							
AB145	1	1.0							
AB142	1	4.0							
AG347	1	4.0							
AF355	1	4.0							
AC895	1	4.0							
AH466	1	4.0							
AC896	1	4.0							
AA145	1	4.0							
AG937	1	4.0							
AE389	1	4.0							
AH465	1	4.0							
AE595	1	4.0							
AE596	1	4.0							
AD320	1	4.0							
AB216	1	4.0							
AH295	1	4.0							
AD753	1	4.0							
AC250	1	4.0							
AG993	1	4.0							
AB732	1	4.0							
AB128	1	4.0							
AE922	1	4.0							
AF654	1	4.0							
AB801	1	4.0							
AG818	0								
AE563	1	4.0							
AG944	1	4.0							
AH234	1	4.0							
AC334	1	4.0							
AG615	0								
AD438	0								
AG879	1	4.0							
AG657	1	4.0							
AC989	1	4.0							
AG989	1	4.0							
AG933	0								
AG381	1	4.0							
AH301	1	4.0							
AG974	1	4.0							
AE188	1	4.0							
AH042	0								
AG527	0								
AF096	1	4.0							
AF097	1	4.0							
AF118	1	4.0							
AH130	1	4.0							
AH250	1	4.0							
AE880	1	4.0							
AH198	1	3.0							
AC906	1	3.0							
AH210	1	3.0							
AG643	1	3.0							
AH103	1	3.0							
AF063	1	3.0							
AE140	1	3.0							
AE139	1	3.0							
AE172	1	3.0							
AG175	1	3.0							
AE141	1	3.0							
AF024	1	3.0							
AC905	1	3.0							
AD866	1	3.0							
AH416	1	3.0							
AF062	1	3.0							
AH322	1	3.0							
AH514	1	3.0							
AD867	1	3.0							
AH092	1	3.0							
AH190	1	3.0							
AH142	1	3.0							
AH309	1	3.0							
AB396	1	4.0							
AD327	1	4.0							
AA071	1	4.0							
AA658	1	3.0							
AC384	1	3.0							
AH446	0								
AC730	1	4.0							
AG330	1	4.0							
AH505	1	4.0							
AE012	1	4.0							
AB551	1	4.0							
AB552	1	4.0							
AF959	1	4.0							
AG699	1	4.0							
AC197	1	4.0							
AC815	3	2.0	4.0						
AC336	2	1.0							
AA210	1	4.0							
AA909	1	4.0							
AB470	2	2.0							
AF685	1	4.0							
AF133	1	4.0							
AH288	0								
AF367	0								
AC055	0								
AE117	0								
AE718	1	4.0							
AG687	1	4.0							
AH450	2	2.0							
AC860	1	4.0							
AG327	2	3.0							
AC698	1	4.0							
AC949	1	4.0							
AF234	1	4.0							
AF485	2	2.0							
AC089	1	4.0							
AD096	1	4.0							
AH171	1	4.0							
AC667	1	4.0							
AH333	1	4.0							
AF782	1	4.0							
AH376	1	4.0							
AH291	1	4.0							
AG708	1	3.0							
AF223	1	4.0							
AE950	0								
AB821	1	3.0							
AF124	0								
AH017	1	4.0							
AD268	1	4.0							
AD668	1	4.0							
AB594	1	4.0							
AB814	1	4.0							
AE054	1	4.0							
AF163	1	4.0							
AF372	0								
AH303	1	4.0							
AA883	1	4.0							
AG453	2	4.0							
AG940	1	4.0							
AA325	2	2.0							
AH387	1	4.0							
AB215	1	4.0							
AA884	1	4.0							
AF973	1	4.0							
AH016	1	4.0							
AG860	1	4.0							
AE711	1	4.0							
AG656	1	4.0							
AC471	1	4.0							
AF847	1	4.0							
AF817	1	4.0							
AD606	1	4.0							
AF490	1	4.0							
AH317	1	4.0							
AA565	1	4.0							
AD550	2	1.0							
AH383	0								
AB710	1	2.0		0.0	1.0	1.0	0.0	0.0	1.0
AC991	1	4.0							
AE863	1	4.0							
AH141	1	4.0							
AE269	1	4.0							
AG574	1	4.0							
AD210	1	4.0							
AH370	1	4.0							
AF962	2	3.0							
AG493	2	2.0							
AD787	2	3.0							
AB796	1	4.0							
AE074	1	4.0							
AF010	1	4.0							
AD377	1	4.0							
AD379	1	4.0							
AG063	1	4.0							
AE589	1	4.0							
AF953	1	4.0							
AG813	1	4.0							
AE436	1	4.0							
AG603	0								
AG604	0								
AA877	1	4.0							
AH165	0								
AB505	1	2.0							
AH038	1	4.0							
AD498	1	4.0							
AG876	0								
AC919	0			0.0	0.0	0.0	0.0	0.0	0.0
AF279	0								
AF711	1	3.0							
AD178	0								
AF294	0								
AC463	1	4.0							
AD615	0								
AC046	1	4.0							
AB399	1	4.0							
AC954	1	4.0							
AC953	1	4.0							
AA497	1	4.0							
AE445	1	4.0							
AH382	1	4.0							
AA020	1	4.0							
AG650	1	4.0							
AF261	1	4.0							
AE957	0								
AC354	1	3.0							
AC156	1	4.0							
AC604	1	4.0							
AE289	1	4.0							
AG954	1	4.0							
AE152	1	4.0							
AA392	1	2.0							
AA393	1	2.0							
AA395	1	2.0							
AF768	1	4.0							
AH394	1	4.0							
AG962	1	4.0							
AH144	1	4.0							
AE338	1	4.0							
AG918	1	2.0							
AB700	1	4.0							
AE429	1	4.0							
AC582	1	4.0							
AH074	1	4.0							
AB201	1	4.0							
AE495	1	4.0							
AF886	1	4.0							
AF022	1	4.0							
AC011	1	4.0							
AE891	1	4.0							
AB792	1	4.0							
AB797	1	4.0							
AA489	1	4.0							
AH226	1	4.0							
AC464	1	4.0							
AH273	1	4.0							
AF041	0								
AH181	1	3.0							
AG155	1	3.0							
AG597	0								
AG598	0								
AF867	0								
AG976	1	4.0							
AC858	0								
AE394	1	2.0							
AF373	0								
AF615	0								
AA820	1	4.0							
AF071	1	4.0							
AF070	1	4.0							
AE208	1	4.0							
AE660	1	4.0							
AE099	1	3.0							
AH026	1	3.0							
AH426	1	3.0							
AF423	1	3.0							
AG681	1	3.0							
AF483	1	3.0							
AG861	1	3.0							
AG789	1	3.0							
AG436	1	3.0							
AG973	1	3.0							
AG127	1	3.0							
AG785	0								
AC564	1	3.0							
AB750	1	3.0							
AE066	1	2.0							
AA160	1	3.0							
AD965	1	3.0							
AB274	1	3.0							
AC859	1	3.0							
AH177	0								
AH399	0								
AH251	0								
AG912	0								
AG790	0								
AF799	1	2.0							
AG095	1	3.0							
AE524	1	3.0							
AH277	1	3.0							
AB504	1	3.0							
AE369	1	3.0							
AE051	1	3.0							
AG519	0								
AH086	1	3.0							
AB708	1	3.0							
AC970	1	3.0							
AG881	1	3.0							
AG411	1	3.0							
AF583	1	3.0							
AG985	0								
AG941	1	3.0							
AG013	0								
AH429	0								
AB124	1	3.0							
AE294	1	3.0							
AC049	1	2.0							
AC920	1	3.0							
AA386	1	2.0							
AC424	1	3.0							
AG297	0								
AE115	1	3.0							
AB313	1	3.0							
AC533	1	3.0							
AH468	1	3.0							
AH105	1	3.0							
AG901	1	3.0							
AF822	1	3.0							
AH011	1	3.0							
AG322	1	3.0							
AG959	1	3.0							
AB334	1	3.0							
AF238	1	3.0							
AE206	0								
AF559	1	3.0							
AE198	1	3.0							
AG688	1	3.0							
AH403	0								
AF125	0								
AG211	1	3.0							
AF783	1	3.0							
AH235	1	3.0							
AE946	1	3.0							
AG396	1	3.0							
AG534	0								
AC455	1	3.0							
AA495	1	3.0							
AC459	1	3.0							
AB178	1	3.0							
AA399	1	3.0							
AE461	1	3.0							
AE308	1	3.0							
AG949	1	3.0							
AH213	1	3.0							
AD888	1	3.0							
AF207	2	1.0							
AB990	0								
AE119	0								
AE325	1	3.0							
AD240	0								
AB221	1	3.0							
AH500	0								
AE273	1	3.0							
AE274	1	3.0							
AC673	1	3.0							
AG755	1	3.0							
AE547	1	3.0							
AH297	1	3.0							
AG546	1	3.0							
AF099	1	3.0							
AF642	1	3.0							
AF640	1	3.0							
AB800	1	3.0							
AG267	1	3.0							
AE584	1	3.0							
AB345	1	3.0							
AH457	1	3.0							
AH405	1	3.0							
AG237	1	3.0							
AD733	1	3.0							
AE072	1	3.0							
AD462	1	3.0							
AH355	1	3.0							
AC869	1	3.0							
AF589	1	3.0							
AF588	1	3.0							
AH341	1	3.0							
AE614	1	3.0							
AC144	1	3.0							
AC166	1	3.0							
AH344	1	3.0							
AH054	1	3.0							
AD440	1	3.0							
AB571	1	3.0							
AH048	1	3.0							
AB573	1	3.0							
AH137	1	3.0							
AB572	1	3.0							
AC142	1	3.0							
AD439	1	3.0							
AH168	1	3.0							
AG051	1	3.0							
AA642	1	3.0							
AB223	1	3.0							
AE344	1	3.0							
AA643	1	3.0							
AE970	1	3.0							
AG925	1	3.0							
AB218	1	3.0							
AB483	2	1.0							
AB351	1	3.0							
AF835	1	3.0							
AA317	0								
AD599	1	3.0							
AH127	1	3.0							
AC593	0								
AH389	1	3.0							
AB115	1	3.0							
AG252	0			0.0	0.0	0.0	0.0	0.0	0.0
AA245	1	3.0							
AA247	1	3.0							
AC800	1	3.0							
AD956	1	3.0							
AF357	1	3.0							
AF439	1	3.0							
AF039	1	3.0							
AG079	1	3.0							
AE010	1	3.0							
AE011	1	3.0							
AE567	1	3.0							
AF006	1	3.0							
AF619	1	3.0							
AG303	1	3.0							
AC934	1	3.0							
AF756	1	3.0							
AG957	1	3.0							
AD782	1	3.0							
AD781	1	3.0							
AD783	1	3.0							
AD784	1	3.0							
AB197	1	3.0							
AF977	1	3.0							
AH433	1	3.0							
AC172	1	3.0							
AF979	1	3.0							
AH155	0								
AE574	0								
AG819	1	3.0							
AE276	2	1.0							
AH069	1	3.0							
AB234	0								
AA918	1	3.0							
AC559	1	3.0							
AF776	1	3.0							
AF677	1	3.0							
AF775	1	3.0							
AH015	0								
AA688	1	3.0							
AB704	1	3.0							
AG259	1	3.0							
AB811	1	3.0							
AE242	1	3.0							
AC981	0								
AF260	0								
AG685	0								
AB995	0								
AF899	0								
AG171	1	3.0							
AD772	1	3.0							
AG170	1	3.0							
AA481	1	3.0							
AB474	1	3.0							
AB019	1	3.0							
AA689	1	3.0							
AC563	1	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AG448	1	3.0							
AG961	1	3.0							
AE145	1	1.0							
AF162	1	3.0							
AB816	1	3.0							
AH464	1	2.0							
AG732	1	3.0							
AF763	1	3.0							
AD922	1	3.0							
AC322	1	3.0							
AE286	1	3.0							
AG588	1	3.0							
AB752	1	3.0							
AB775	0			0.0	0.0	0.0	0.0	0.0	0.0
AG843	1	3.0							
AA355	0								
AE110	0								
AD741	1	3.0							
AD078	1	3.0							
AH519	0								
AF810	0								
AE486	0								
AE496	1	3.0							
AC551	1	3.0							
AE528	1	3.0							
AH374	1	3.0							
AF773	1	3.0							
AF690	1	3.0							
AH467	0								
AG795	1	3.0							
AH132	1	3.0							
AC721	0								
AE353	1	3.0							
AE345	1	3.0							
AE464	1	3.0							
AE462	1	3.0							
AE463	1	3.0							
AF533	1	3.0							
AF674	1	3.0							
AG735	1	3.0							
AH280	0								
AH506	1	3.0							
AD788	1	3.0							
AH324	1	3.0							
AG512	1	3.0							
AH243	1	3.0							
AA561	1	3.0							
AA087	1	3.0							
AA085	1	3.0							
AG943	1	3.0							
AA722	1	3.0							
AA546	1	3.0							
AG863	1	3.0							
AH381	1	3.0							
AG855	1	3.0							
AE919	1	3.0							
AB605	1	3.0							
AC191	1	3.0							
AC192	0								
AC190	2	1.0							
AC135	1	1.0							
AD191	1	3.0							
AE472	2	2.0							
AA721	1	2.0							
AE111	1	1.0							
AD048	1	3.0							
AC910	1	3.0							
AD953	1	3.0							
AD064	1	3.0							
AF630	1	3.0							
AG507	0			0.0	0.0	0.0	0.0	0.0	0.0
AD065	1	3.0							
AB490	1	3.0							
AG692	1	3.0							
AE352	1	3.0							
AG043	1	3.0							
AE349	1	3.0							
AG042	1	3.0							
AB532	1	1.0							
AC243	1	3.0							
AE894	1	3.0							
AA227	1	3.0							
AB629	1	3.0							
AC767	1	3.0		0.0	1.0	1.0	0.0	0.0	1.0
AA486	1	3.0							
AG945	1	3.0							
AA224	0								
AA226	0								
AA232	0								
AA412	1	3.0							
AG916	1	3.0							
AA843	1	3.0							
AA221	1	1.0							
AA228	1	1.0							
AE238	1	3.0							
AC215	1	3.0							
AF167	1	3.0							
AH247	1	3.0							
AF446	0								
AF821	1	1.0							
AH407	1	3.0							
AG824	1	3.0							
AH349	1	3.0							
AF241	1	3.0							
