pathogen_dataset	backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	top_amr_genes	top_amr_classes	pd_species_record_count	pd_matching_record_count	pd_matching_fraction	pd_matching_gene_count	pd_matched_genes	pd_top_locations	pd_any_support
environmental	AB978	high	0.895220211328057	0.9704472050794106	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaTEM-1,blaKPC-2,blaKPC-3,qnrS1,AAC(6')-Ib9	BETA-LACTAM,QUINOLONE,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,PENAM	3069	1234	0.4020853698273053	4	blaKPC-2,blaKPC-3,blaTEM-1,qnrS1	Czechia:107,USA: Virginia:83,China:72	True
environmental	AC333	high	0.8532284991006046	0.9568677560037466	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	tet(K),tet(45),cadC,ErmC,erm(C)	TETRACYCLINE,TETRACYCLINE ANTIBIOTIC,CADMIUM/LEAD/ZINC,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC	3472	1205	0.3470622119815668	2	erm(C),tet(K)	China:326,Germany:162,China:Suzhou:100	True
environmental	AB187	high	0.8547934262377358	0.9903337774387072	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	merT,merE,blaTEM-1,blaCTX-M-15,AAC(6')-Ib10	BETA-LACTAM,MERCURY,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,SULFONAMIDE	3069	1187	0.3867709351580319	2	blaCTX-M-15,blaTEM-1	Czechia:128,USA: Virginia:78,Guadeloupe:49	True
environmental	AB742	high	0.8139298060217661	0.9781904095537212	primary_model_oof_prediction	Clostridium_perfringens	Clostridium	cpb2,cpe,tetB(P),tetA(P),etx	TETRACYCLINE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,TETRACYCLINE ANTIBIOTIC	1089	1082	0.9935720844811754	2	tetA(P),tetB(P)	China:Hunan:257,China:Hebei:218,China:Zhejiang:82	True
environmental	AA018	high	0.7742341152475968	0.990909003878089	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaTEM-1,OXA-9,merC,blaKPC-2,blaKPC-3	BETA-LACTAM,PENAM,MERCURY,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC	3069	1038	0.3382209188660801	3	blaKPC-2,blaKPC-3,blaTEM-1	Czechia:94,USA: Virginia:83,China:45	True
environmental	AE974	high	0.757371793040456	0.9886269802760776	primary_model_oof_prediction	Klebsiella_pneumoniae	Enterobacter	blaKPC-3,TEM-246,blaKPC-2,blaTEM-1,arsA	BETA-LACTAM,MONOBACTAM; CEPHALOSPORIN; PENAM; PENEM,ARSENIC,AMINOGLYCOSIDE,CEPHALOSPORIN; PENAM; PENEM	3069	1038	0.3382209188660801	3	blaKPC-2,blaKPC-3,blaTEM-1	Czechia:94,USA: Virginia:83,China:45	True
environmental	AA436	high	0.9517319238366228	0.9687255269146238	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	OXA-9,blaTEM-1,merC,blaKPC-2,blaKPC-3	BETA-LACTAM,MERCURY,PENAM,AMINOGLYCOSIDE,MACROLIDE	3069	1038	0.3382209188660801	3	blaKPC-2,blaKPC-3,blaTEM-1	Czechia:94,USA: Virginia:83,China:45	True
environmental	AD910	high	0.6773786078715821	0.993318376564874	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	tet(M),ErmB,aph(3')-IIIa,erm(B),vanY gene in vanB cluster	AMINOGLYCOSIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,TETRACYCLINE,GLYCOPEPTIDE ANTIBIOTIC	1981	973	0.4911660777385159	3	aph(3')-IIIa,erm(B),tet(M)	Australia: Melbourne:65,New Zealand:53,China: Xinjiang:48	True
environmental	AA046	high	0.9382283875781892	0.9712367755960348	primary_model_oof_prediction	Klebsiella_pneumoniae	Enterobacter	BRP(MBL),ble,blaNDM-1,sul1,rmtC	BETA-LACTAM,BLEOMYCIN,GLYCOPEPTIDE ANTIBIOTIC,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC	3069	933	0.3040078201368524	4	blaNDM-1,ble,rmtC,sul1	USA: Virginia:81,China:62,USA:PA:44	True
environmental	AB756	high	0.8495288808271922	0.9891355437246336	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	tet(L),tet(M),poxtA,tet(45),fexB	TETRACYCLINE,PHENICOL/OXAZOLIDINONE,TETRACYCLINE ANTIBIOTIC,PHENICOL,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	1981	906	0.4573447753659768	4	fexB,poxtA,tet(L),tet(M)	Australia: Melbourne:67,China: Xinjiang:45,Belgium:44	True
environmental	AB114	high	0.5901742787016663	0.9854965768412792	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	sul2,tet(B),tetR,blaOXA-23,merE	SULFONAMIDE,TETRACYCLINE,TETRACYCLINE ANTIBIOTIC,BETA-LACTAM,MERCURY	1834	852	0.4645583424209378	3	blaOXA-23,sul2,tet(B)	China: Hangzhou, Sir Run Run Shaw Hospital ICU:431,USA:Washington, DC:168,France:Lyon:25	True
environmental	AC212	high	0.980699621135487	0.9865118557136178	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein,qacEdelta1,sul1,terC,arr-3	AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE,BETA-LACTAM,QUATERNARY AMMONIUM,SULFONAMIDE	3069	849	0.2766373411534701	2	arr-3,sul1	USA: Virginia:81,China:59,USA:PA:38	True
environmental	AC716	high	0.9072597405381894	0.9972420209215738	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	sul2,aph(3'')-Ib,aph(6)-Id,APH(3'')-Ib,tet(B)	SULFONAMIDE,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,TETRACYCLINE ANTIBIOTIC,TETRACYCLINE	1834	813	0.4432933478735005	4	aph(3'')-Ib,aph(6)-Id,sul2,tet(B)	China: Hangzhou, Sir Run Run Shaw Hospital ICU:429,USA:Washington, DC:158,France:Lyon:25	True
environmental	AA001	high	0.6977076816914992	0.8741817172168316	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaOXA-48,AAC(6')-Ib-cr6,aac(6')-Ib-cr5,blaOXA-1,catB3	BETA-LACTAM,SULFONAMIDE,AMINOGLYCOSIDE/QUINOLONE,FLUOROQUINOLONE ANTIBIOTIC; AMINOGLYCOSIDE ANTIBIOTIC,PHENICOL ANTIBIOTIC	3069	778	0.2535027696318019	4	aac(6')-Ib-cr5,blaOXA-1,blaOXA-48,catB3	Czechia:99,South Africa:Pietermaritzburg:43,USA:PA:40	True
environmental	AA083	high	0.806551663884297	0.9733788328265752	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	Staphylococcus aureus mupA conferring resistance to mupirocin,mupA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,aac(6')-Ie/aph(2'')-Ia,aadD1	AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,MUPIROCIN-LIKE ANTIBIOTIC,MUPIROCIN,QUATERNARY AMMONIUM	3472	774	0.2229262672811059	3	aac(6')-Ie/aph(2'')-Ia,aadD1,mupA	China:170,China:WuHan:54,China: Guangdong:53	True
environmental	AD100	high	0.7257042314365775	0.9056886261059288	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	ErmB,aad(6),ant(6)-Ia,erm(B),SAT-4	MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,NUCLEOSIDE ANTIBIOTIC	1981	668	0.337203432609793	2	ant(6)-Ia,erm(B)	Australia: Melbourne:52,New Zealand:51,China: Xinjiang:46	True
environmental	AC733	high	0.8414705336578989	0.9590063078488952	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	AAC(6')-Ie-APH(2'')-Ia bifunctional protein,aac(6')-Ie/aph(2'')-Ia,ErmB,aph(3')-IIIa,erm(B)	AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE,MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,NUCLEOSIDE ANTIBIOTIC	1981	575	0.2902574457344775	3	aac(6')-Ie/aph(2'')-Ia,aph(3')-IIIa,erm(B)	Australia: Melbourne:55,New Zealand:51,China: Xinjiang:44	True
environmental	AC670	high	0.8908614037372028	0.9443185302024713	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	tet(L),tet(45),ANT(4')-Ia,aadD1,bleO	TETRACYCLINE,TETRACYCLINE ANTIBIOTIC,AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE,BLEOMYCIN	3472	558	0.1607142857142857	3	aadD1,bleO,tet(L)	China:121,China: Guangdong:55,China:WuHan:48	True
environmental	AB338	high	0.3754392863177163	0.8595428547231341	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	tet(39),ADC-8,APH(3'')-Ib,aph(3'')-Ib,aph(6)-Id	TETRACYCLINE,CEPHALOSPORIN,TETRACYCLINE ANTIBIOTIC,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC	1834	510	0.2780806979280262	3	aph(3'')-Ib,aph(6)-Id,tet(39)	China: Hangzhou, Sir Run Run Shaw Hospital ICU:211,USA:Washington, DC:64,France:Lyon:25	True
environmental	AC431	high	0.5181280656614126	0.9865719332328656	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	merE,merT,arsD,arsR,qnrB1	MERCURY,BETA-LACTAM,ARSENIC,QUINOLONE,AMINOGLYCOSIDE	3069	464	0.151189312479635	1	qnrB1	Czechia:94,Guadeloupe:40,USA:NY:30	True
environmental	AE310	high	0.6617958705274468	0.9521575229627224	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	AAC(6')-Ie-APH(2'')-Ia bifunctional protein,arsA,arsD,arsR,aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE ANTIBIOTIC,ARSENIC,AMINOGLYCOSIDE,TRIMETHOPRIM,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	3884	432	0.1112255406797116	1	aac(6')-Ie/aph(2'')-Ia	China: Xinjiang:39,Belgium:32,USA:IA:31	True
environmental	AA752	high	0.4860109940534224	0.982035893022859	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	sul1,qacEdelta1,dfrA15,blaTEM-1,arsB	QUATERNARY AMMONIUM,SULFONAMIDE,TRIMETHOPRIM,BETA-LACTAM,AMINOGLYCOSIDE	901	419	0.46503884572697	3	blaTEM-1,dfrA15,sul1	USA:PA:79,China:Zhejiang:50,USA:TX:28	True
environmental	AA434	high	0.8149144410548295	0.9107488897692037	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	TEM-10,ANT(3'')-II-AAC(6')-IId bifunctional protein,blaSHV-12,aadA,aadA1	AMINOGLYCOSIDE ANTIBIOTIC,MONOBACTAM; CEPHALOSPORIN; PENAM; PENEM,BETA-LACTAM,AMINOGLYCOSIDE,SULFONAMIDE	3069	368	0.1199087650700553	2	aadA1,blaSHV-12	USA: Virginia:76,China:25,Russia: Nizhny Tagil:20	True
environmental	AA356	high	0.7600088010415916	0.9877940501904824	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaKPC-3,blaKPC-2,aac(6')-Ib,aadA15,AAC(6')-Ib10	BETA-LACTAM,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,QUATERNARY AMMONIUM,DISINFECTING AGENTS AND ANTISEPTICS	3069	324	0.1055718475073313	4	aac(6')-Ib,aadA15,blaKPC-2,blaKPC-3	USA: Virginia:83,Netherlands:39,Russia: Nizhny Tagil:27	True
environmental	AB169	high	0.838465124954816	0.9170054269407012	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	qnrS1,blaLAP-2,aph(3'')-Ib,aph(6)-Id,blaLAP-1	BETA-LACTAM,QUINOLONE,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,SULFONAMIDE	901	312	0.3462819089900111	4	aph(3'')-Ib,aph(6)-Id,blaLAP-2,qnrS1	China:Zhejiang:60,Canada:Ontario:19,USA:PA:18	True
environmental	AB528	high	0.6548315229494878	0.9863828777454092	primary_model_oof_prediction	Enterococcus_faecalis	Enterococcus	fexA,ErmA,optrA,cfr,cfrA	MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,AMINOGLYCOSIDE,PHENICOL,PHENICOL/OXAZOLIDINONE,LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; OXAZOLIDINONE ANTIBIOTIC; PHENICOL ANTIBIOTIC; PLEUROMUTILIN ANTIBIOTIC	3884	309	0.0795571575695159	3	cfr,fexA,optrA	Belgium:73,China: Xinjiang:53,China:51	True
environmental	AB039	high	0.6244490675239677	0.966844667492442	primary_model_oof_prediction	Salmonella_enterica	Enterobacter	grdA	AMINOGLYCOSIDE	49449	302	0.0061073024732552	1	grdA	USA:IN:167,USA:89,USA:OH:23	True
environmental	AA045	high	0.921060315368506	0.997911937897446	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	merT,qacEdelta1,sul1,Mrx,mph(A)	MERCURY,AMINOGLYCOSIDE,SULFONAMIDE,BETA-LACTAM,QUATERNARY AMMONIUM	450	276	0.6133333333333333	2	mph(A),sul1	USA: Utah:54,USA: Virginia:52,Germany: Heidelberg:32	True
environmental	AA739	high	0.9642444115799824	0.999419196443359	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	terW,terD,terZ,Brucella suis mprF,sul1	TELLURIUM,PEPTIDE ANTIBIOTIC,AMINOGLYCOSIDE,SULFONAMIDE,MERCURY	901	273	0.3029966703662597	1	sul1	USA:PA:67,USA:TX:21,Pakistan:14	True
environmental	AA363	high	0.8484507213702498	0.9128840382181976	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	blaKPC-2,blaTEM-1,tmexC2,tmexD,toprJ2	BETA-LACTAM,TETRACYCLINE,MONOBACTAM; CEPHALOSPORIN; PENAM; PENEM,FOSFOMYCIN	450	261	0.58	4	blaKPC-2,blaTEM-1,tmexC2,toprJ2	USA: Virginia:53,USA: Utah:51,Germany: Heidelberg:30	True
environmental	AF809	high	0.894752727399886	0.971947828353148	primary_model_oof_prediction	Pseudomonas_aeruginosa	Pseudomonas	sul1,qacEdelta1,ant(2'')-Ia,aac(6')-IIa,tmexC	AMINOGLYCOSIDE,BETA-LACTAM,QUATERNARY AMMONIUM,SULFONAMIDE,AMINOGLYCOSIDE ANTIBIOTIC	1511	242	0.1601588352084712	4	aac(6')-IIa,ant(2'')-Ia,sul1,tmexC	USA: Utah:47,France: Normandy:24,Netherlands: Rotterdam:24	True
environmental	AF747	high	0.8870223811181727	0.9106167476300016	primary_model_oof_prediction	Pseudomonas_aeruginosa	Pseudomonas	qacEdelta1,sul1,merD,merE,merR	AMINOGLYCOSIDE,SULFONAMIDE,BETA-LACTAM,QUATERNARY AMMONIUM,AMINOGLYCOSIDE ANTIBIOTIC	1511	242	0.1601588352084712	1	sul1	USA: Utah:47,France: Normandy:24,Netherlands: Rotterdam:24	True
environmental	AC125	high	0.3660845892079906	0.9883235499894044	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	aac(6')-Ib,arr-2,catB,rmtF,rmtF1	AMINOGLYCOSIDE,BETA-LACTAM,AMINOGLYCOSIDE ANTIBIOTIC,PHENICOL,RIFAMYCIN	3069	240	0.0782013685239491	5	aac(6')-Ib,arr-2,catB,rmtF,rmtF1	USA: Virginia:73,Russia: Nizhny Tagil:26,China:18	True
environmental	AA964	high	0.9286912725507254	0.9667610045028928	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	aac(6')-Ib,arr-2,catB,rmtF,rmtF1	AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,RIFAMYCIN,PHENICOL,BETA-LACTAM	3069	240	0.0782013685239491	5	aac(6')-Ib,arr-2,catB,rmtF,rmtF1	USA: Virginia:73,Russia: Nizhny Tagil:26,China:18	True
environmental	AA941	high	0.8017253089105222	0.984468759927511	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	aadA15,aac(6')-Ib,AAC(6')-Ib10,AAC(6')-Ib9,aac(6')-Ib'	AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE,BETA-LACTAM,MONOBACTAM; CEPHALOSPORIN; PENAM; PENEM,QUATERNARY AMMONIUM	3069	223	0.0726621049201694	3	aac(6')-Ib,aac(6')-Ib',aadA15	USA: Virginia:78,Russia: Nizhny Tagil:26,Netherlands:17	True
environmental	AB172	high	0.717651407126452	0.8867587524821708	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	vanA,vanH gene in vanA cluster,vanR gene in vanA cluster,vanS gene in vanA cluster,vanX gene in vanA cluster	GLYCOPEPTIDE,GLYCOPEPTIDE ANTIBIOTIC,MACROLIDE ANTIBIOTIC; LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; STREPTOGRAMIN B ANTIBIOTIC,AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE	1981	193	0.0974255426552246	1	vanA	New Zealand:50,Viet Nam:Hanoi:23,restricted access:15	True
environmental	AB702	high	0.8547429784052923	0.9492809830983344	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	ANT(2'')-Ia,ant(2'')-Ia	AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE	1834	179	0.0976008724100327	1	ant(2'')-Ia	USA:Washington, DC:149,USA:8,Nigeria:8	True
environmental	AC129	high	0.8555266473765952	0.9343166612703616	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaOXA-232,blaOXA-181,OXA-232,OXA-833,blaOXA	BETA-LACTAM,CARBAPENEM; PENAM,MACROLIDE ANTIBIOTIC	3069	174	0.0566959921798631	3	blaOXA,blaOXA-181,blaOXA-232	Pakistan:25,Czechia:20,Netherlands:20	True
environmental	AG640	high	0.5300342426365023	0.9306002622736	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaKPC-3	BETA-LACTAM	3069	140	0.0456174649723036	1	blaKPC-3	USA: Virginia:78,Netherlands:31,Russia: Nizhny Tagil:13	True
environmental	AA357	high	0.9516273508047038	0.8771005282880248	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	ncrA,ncrB,ncrY,blaKPC-3,ncrC	BETA-LACTAM,NICKEL,COPPER/NICKEL,AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE	3069	140	0.0456174649723036	1	blaKPC-3	USA: Virginia:78,Netherlands:31,Russia: Nizhny Tagil:13	True
environmental	AD485	high	0.6099409621781255	0.9617416095251397	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	AAC(6')-Ib10,aac(6')-Ib3,blaGES-1,blaGES-5,dfrA1	AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,BETA-LACTAM,DIAMINOPYRIMIDINE ANTIBIOTIC,QUATERNARY AMMONIUM	3069	131	0.0426849136526555	3	aac(6')-Ib3,blaGES-5,dfrA1	Pakistan:18,Austria: Vienna:17,USA:PA:8	True
environmental	AD488	high	0.6961301196567516	0.9874156907592616	primary_model_oof_prediction	Escherichia_coli	Klebsiella	qnrD1,aph(3')-VIb,APH(3')-VIb,qnrD2	QUINOLONE,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC	86981	125	0.0014370954576286	2	aph(3')-VIb,qnrD1	China: Beijing:28,USA:AZ:21,China:Beijing:7	True
environmental	AE599	high	0.597699932904626	0.8766838850705672	primary_model_oof_prediction	Pseudomonas_putida	Pseudomonas	aac(6')-IIc,blaVIM-2,qacEdelta1,sul1	AMINOGLYCOSIDE,BETA-LACTAM,QUATERNARY AMMONIUM,SULFONAMIDE	212	117	0.5518867924528302	2	blaVIM-2,sul1	India:Tamil Nadu:106,China: Shandong:3,India: Tamil Nadu:3	True
environmental	AA040	high	0.8515706863622731	0.8943917928870426	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	blaKPC-2,SAT-2,aadA6,sat2,aadA	BETA-LACTAM,AMINOGLYCOSIDE ANTIBIOTIC,NUCLEOSIDE ANTIBIOTIC,STREPTOTHRICIN,AMINOGLYCOSIDE	3069	114	0.0371456500488758	3	aadA6,blaKPC-2,sat2	Brazil: Curitiba:12,USA:Virginia:7,Australia: Victoria:7	True
environmental	AA435	high	0.7383417841771464	0.9718810090002392	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	merE,merT,AAC(6')-Ib9,aac(6')-Ib',aadA	AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,BETA-LACTAM,MERCURY,SULFONAMIDE	3069	81	0.0263929618768328	1	aac(6')-Ib'	USA: Virginia:74,Czechia:5,Brazil:Bebedouro:1	True
environmental	AB434	high	0.6142217817438121	0.9164068751502864	primary_model_oof_prediction	Proteus_mirabilis	Proteus	qnrD1,QnrD1,qnrD	QUINOLONE,FLUOROQUINOLONE ANTIBIOTIC	301	76	0.2524916943521594	2	qnrD,qnrD1	China: Chengdu:16,China:Hubei:14,China: Hebei:9	True
environmental	AB159	high	0.8669399494981911	0.9593855808646624	primary_model_oof_prediction	Escherichia_coli	Klebsiella	blaKPC-3,blaKPC-2,AAC(6')-Ib9,aac(6')-Ib',aadA	BETA-LACTAM,AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC,DISINFECTING AGENTS AND ANTISEPTICS,COPPER	86981	73	0.0008392637472551	3	aac(6')-Ib',blaKPC-2,blaKPC-3	Netherlands:29,United Kingdom: Manchester:12,Brazil: Curitiba:8	True
environmental	AB337	high	0.2887764485130312	0.9266136317207356	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	blaOXA-235,tet(39)	BETA-LACTAM,TETRACYCLINE,TETRACYCLINE ANTIBIOTIC	1834	69	0.0376226826608506	1	tet(39)	USA:Washington, DC:15,France:Saint-Vulbas:11,not available:7	True
environmental	AA525	high	0.7189553514089343	0.9878889772505652	primary_model_oof_prediction	Escherichia_coli	Escherichia	AAC(6')-Ib8,aac(6')-Ib,aac(6')-Ib-cr4	AMINOGLYCOSIDE ANTIBIOTIC,AMINOGLYCOSIDE,AMINOGLYCOSIDE/QUINOLONE	86981	52	0.0005978317103735	2	aac(6')-Ib,aac(6')-Ib-cr4	Netherlands:19,Australia: NSW:4,China: Beijing:3	True
environmental	AA079	high	0.8495356432509493	0.9633281067363798	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	aph(3')-VI,APH(3')-VIa,ble,blaNDM-1,blaNDM	AMINOGLYCOSIDE,BETA-LACTAM,AMINOGLYCOSIDE ANTIBIOTIC,BLEOMYCIN,QUATERNARY AMMONIUM	1834	37	0.020174482006543	4	aph(3')-VI,blaNDM,blaNDM-1,ble	Nigeria:8,Niger: Niamey:8,Rwanda:5	True
environmental	AC308	high	0.6532246347657158	0.8933998771919074	primary_model_oof_prediction	Listeria_monocytogenes	Listeria	ErmB,ant(6)-Ia,aph(3')-IIIa,dfrG,erm(B)	AMINOGLYCOSIDE,LINCOSAMIDE,LINCOSAMIDE ANTIBIOTIC,LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; PLEUROMUTILIN ANTIBIOTIC,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	39845	29	0.0007278203036767	4	ant(6)-Ia,aph(3')-IIIa,dfrG,erm(B)	USA:4,China:Zhejiang:3,China:Shanghai:2	True
environmental	AA144	high	0.5589092798894778	0.962936372513436	primary_model_oof_prediction	Escherichia_coli	Escherichia	cfr,cfrA	LINCOSAMIDE ANTIBIOTIC; STREPTOGRAMIN ANTIBIOTIC; STREPTOGRAMIN A ANTIBIOTIC; OXAZOLIDINONE ANTIBIOTIC; PHENICOL ANTIBIOTIC; PLEUROMUTILIN ANTIBIOTIC,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	86981	24	0.0002759223278647	1	cfr	China:Guangdong:8,China:Nanping City, Fujian Province:3,Dominican Republic:3	True
environmental	AF908	high	0.5250149735455798	0.9094371573048756	primary_model_oof_prediction	Citrobacter_braakii	Citrobacter	blaTEM-1,clpK,hdeD-GI,hsp20,kefB-GI	BETA-LACTAM	115	23	0.2	1	blaTEM-1	USA: Utah:17,Australia: SA:3,China:1	True
environmental	AB040	high	0.5785322820197561	0.9748421613151924	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	qnrB19	QUINOLONE	901	19	0.0210876803551609	1	qnrB19	USA:TX:7,USA:NC:3,USA:PA:3	True
environmental	AC216	high	0.6570142714990114	0.9525447459507336	primary_model_oof_prediction	Aeromonas_veronii	Aeromonas	qnrS2,qnrS6	QUINOLONE	132	14	0.106060606060606	1	qnrS2	China: Hong Kong:9,China:Suzhou:2,USA:NY:1	True
environmental	AA011	high	0.7522743539521356	0.9262095861193104	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	spd	AMINOGLYCOSIDE,AMINOGLYCOSIDE ANTIBIOTIC	3472	7	0.002016129032258	1	spd	Belgium:5,USA:MD:1,China: Guangdong:1	True
environmental	AA050	high	0.6917589736599069	0.9801685632484972	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	mcr-10.1,arsA,arsB,arsC,arsD	COLISTIN,ARSENIC,AMINOGLYCOSIDE,QUATERNARY AMMONIUM,SULFONAMIDE	3069	4	0.0013033561420658	1	mcr-10.1	China:2,USA:SC:1,Thailand: Sakon Nakhon:1	True
environmental	AF609	high	0.6937152634889051	0.9846695930410112	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	vanY gene in vanA cluster,vanR gene in vanA cluster,tet(45),vanY gene in vanF cluster,BcIII	GLYCOPEPTIDE ANTIBIOTIC,TETRACYCLINE ANTIBIOTIC,CEPHALOSPORIN; PENEM,BETA-LACTAM,MACROLIDE ANTIBIOTIC	177	2	0.0112994350282485	1	tet(45)	USA:MD:2	True
