primary_model_name	conservative_model_name	primary_roc_auc	conservative_roc_auc	roc_auc_delta_primary_minus_conservative	primary_average_precision	conservative_average_precision	primary_brier_score	conservative_brier_score	top_10_overlap_count	top_10_overlap_fraction	top_10_jaccard	top_25_overlap_count	top_25_overlap_fraction	top_25_jaccard	top_50_overlap_count	top_50_overlap_fraction	top_50_jaccard
support_synergy_priority	bio_clean_priority	0.937402521874752	0.7830103888551112	0.1543921330196408	0.896670007911643	0.6631649686284598	0.1137182001286246	0.200221904800003	0	0.0	0.0	3	0.12	0.0638297872340425	21	0.42	0.2658227848101265
