backbone_id	n_train_macro_regions	n_test_macro_regions	n_new_macro_regions	new_macro_regions	macro_region_jump_label	n_train_host_families	n_test_host_families	n_new_host_families	new_host_families	host_family_jump_label	n_train_host_orders	n_test_host_orders	n_new_host_orders	new_host_orders	host_order_jump_label	weighted_new_country_burden	rarity_weighted_new_country_burden	n_new_countries_recomputed
AB371	0	3	3	Asia,Europe,Middle East and West Asia		1	2	1	Comamonadaceae		1	2	1	Burkholderiales		1.225584827779424	8.590496675251126	9
AA155	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.3303296279525085	6.202230125658603	7
AA537	0	5	5	Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		1.502631362182906	14.071903756717326	15
AC510	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			1.2938046005719794	11.393948888891844	12
AA344	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.341898972149224	4.33000451282905	5
AA315	0	5	5	Africa,Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		1.590895143722067	14.102112566171373	15
AB270	0	0	0			0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0	0.0	0
AB050	0	4	4	Asia,Europe,North America,Oceania		1	1	0			1	1	0			0.7931112330148257	10.335164883971393	11
AA175	1	7	6	Africa,Asia,Latin America and Caribbean,Middle East and West Asia,North America,Oceania	1.0	1	2	1	Pseudomonadaceae	1.0	1	2	1	Pseudomonadales	1.0	2.599553909056665	17.950964779963197	19
AA378	2	7	5	Africa,Asia,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	2	2	1	Burkholderiaceae	1.0	2	2	1	Burkholderiales	1.0	6.397752648851054	34.28572995605268	35
AA295	2	5	3	Asia,Middle East and West Asia,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	1.4063777954222143	5.655252771217357	6
AA329	0	4	4	Asia,Europe,Latin America and Caribbean,North America		1	1	0			1	1	0			1.2100557678314317	12.956650573334192	14
AA156	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3957247129391851	5.27679951924298	6
AB002	1	5	4	Africa,Asia,Europe,North America	1.0	1	1	0		0.0	1	1	0		0.0	2.7650655862413456	20.167905539495088	21
AB059	0	3	3	Asia,Europe,North America		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		0.549855847281983	7.165463948446455	8
AA747	0	7	7	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania		1	1	0			1	1	0			5.091008554467332	31.1384139927686	32
AA739	2	7	5	Africa,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	2	4	2	Erwiniaceae,Pseudomonadaceae	1.0	1	2	1	Pseudomonadales	1.0	6.971342863376079	35.30467716274973	36
AG165	0	2	2	Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.2174478506618186	3.640253554422136	4
AB042	1	5	4	Asia,Europe,Middle East and West Asia,North America		1	2	1	Burkholderiaceae		1	2	1	Burkholderiales		2.004537296250977	19.07539798502492	20
AB233	3	7	4	Africa,Asia,Middle East and West Asia,Oceania		1	1	0			1	1	0			4.362484981285547	26.293716557114656	27
AA627	2	6	4	Africa,Asia,Europe,Oceania	1.0	1	2	1	Yersiniaceae	1.0	1	1	0		0.0	1.0360521297114578	10.245314629470563	11
AA302	1	4	3	Asia,Europe,Latin America and Caribbean	1.0	1	2	1	Vibrionaceae	1.0	1	2	1	Vibrionales	1.0	0.7434109604771781	7.475473255582761	8
AG690	0	1	1	Asia		1	1	0			1	1	0			0.1924500897298752	0.9828897338403042	1
AB446	0	4	4	Asia,Europe,North America,Oceania		1	2	1	Peptoniphilaceae		1	2	1	Tissierellales		0.5945235712079369	7.372672082264788	8
AA336	2	7	5	Africa,Asia,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	2	1	Morganellaceae	1.0	1	1	0		0.0	3.387095152855206	24.28024372994897	25
AD485	1	4	4	Asia,Europe,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	1.379239513599976	12.265317587776474	13
AA338	2	7	5	Africa,Europe,Latin America and Caribbean,North America,Oceania	1.0	1	2	1	Aeromonadaceae	1.0	1	2	1	Aeromonadales	1.0	5.290226577396697	31.92458808388868	33
AA379	6	7	1	Middle East and West Asia		27	150	129	Acaryochloridaceae,Acetobacteraceae,Acholeplasmataceae,Acidithiobacillaceae,Actinomycetaceae,Aerococcaceae,Aeromonadaceae,Akkermansiaceae,Alcaligenaceae,Alicyclobacillaceae,Alteromonadaceae,Amorphaceae,Anaerolineaceae,Anaerovoracaceae,Anaplasmataceae,Aristaeellaceae,Azospirillaceae,Bacteroidaceae,Bartonellaceae,Bifidobacteriaceae,Bogoriellaceae,Borreliaceae,Brevibacteriaceae,Brucellaceae,Bryobacteraceae,Burkholderiaceae,Caldicellulosiruptoraceae,Calotrichaceae,Campylobacteraceae,Candidatus_Fermentimicrarchaeaceae,Candidatus_Manganitrophaceae,Candidatus_Rhabdochlamydiaceae,Carnobacteriaceae,Catalimonadaceae,Cellvibrionaceae,Chitinibacteraceae,Chlamydiaceae,Clostridiaceae,Comamonadaceae,Coriobacteriaceae,Corynebacteriaceae,Coxiellaceae,Cytophagaceae,Deinococcaceae,Desulfovibrionaceae,Dethiosulfovibrionaceae,Eggerthellaceae,Endozoicomonadaceae,Enterococcaceae,Erwiniaceae,Erysipelotrichaceae,Erythrobacteraceae,Eubacteriaceae,Fastidiosibacteraceae,Flammeovirgaceae,Flavobacteriaceae,Fluviibacteraceae,Fusobacteriaceae,Geminocystaceae,Gloeobacteraceae,Glycomycetaceae,Haladaptataceae,Halomonadaceae,Helicobacteraceae,Hydrogenimonadaceae,Hymenobacteraceae,Lactobacillaceae,Legionellaceae,Leptospiraceae,Listeriaceae,Magnetococcaceae,Marinobacteraceae,Merismopediaceae,Mesoaciditogaceae,Metamycoplasmataceae,Methylobacteriaceae,Methylococcaceae,Methylocystaceae,Methylothermaceae,Microbacteriaceae,Microbulbiferaceae,Micrococcaceae,Microcoleaceae,Micromonosporaceae,Monoglobaceae,Moraxellaceae,Morganellaceae,Mycobacteriaceae,Myxococcaceae,Neisseriaceae,Nevskiaceae,Nitratiruptoraceae,Nitrobacteraceae,Nocardiaceae,Nocardioidaceae,Nostocaceae,Oceanospirillaceae,Oscillatoriaceae,Oscillospiraceae,Oxalobacteraceae,Paenibacillaceae,Paracoccaceae,Pasteurellaceae,Peptostreptococcaceae,Phyllobacteriaceae,Pleioneaceae,Pseudomonadaceae,Pseudonocardiaceae,Rhizobiaceae,Rhodanobacteraceae,Rickettsiaceae,Rikenellaceae,Roseobacteraceae,Saprospiraceae,Shewanellaceae,Sphingobacteriaceae,Sphingomonadaceae,Spirochaetaceae,Spiroplasmataceae,Spirosomataceae,Staphylococcaceae,Tannerellaceae,Thermosynechococcaceae,Thiotrichaceae,Vallitaleaceae,Vibrionaceae,Weeksellaceae,Yersiniaceae,Zooshikellaceae		21	81	63	Acaryochloridales,Acholeplasmatales,Acidithiobacillales,Actinomycetales,Aeromonadales,Anaerolineales,Bifidobacteriales,Bryobacterales,Burkholderiales,Caldicellulosiruptorales,Candidatus_Fermentimicrarchaeales,Candidatus_Troglogloeales,Cellvibrionales,Chlamydiales,Coriobacteriales,Deinococcales,Desulfovibrionales,Eggerthellales,Entomoplasmatales,Erysipelotrichales,Eubacteriales,Flavobacteriales,Fusobacteriales,Gloeobacterales,Glycomycetales,Hyphomicrobiales,Lachnospirales,Legionellales,Leptospirales,Magnetococcales,Mesoaciditogales,Methylococcales,Micrococcales,Micromonosporales,Monoglobales,Moraxellales,Mycobacteriales,Mycoplasmoidales,Myxococcales,Nautiliales,Neisseriales,Nevskiales,Nostocales,Oceanospirillales,Oscillatoriales,Parachlamydiales,Pasteurellales,Peptostreptococcales,Pseudomonadales,Pseudonocardiales,Rhodobacterales,Rhodocyclales,Rhodospirillales,Rickettsiales,Saprospirales,Sphingobacteriales,Sphingomonadales,Spirochaetales,Synechococcales,Synergistales,Thiotrichales,Verrucomicrobiales,Vibrionales		17.874135616878306	52.69438754937001	53
AA521	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		1	1	0			1	1	0			1.3421270415279871	16.7538603107959	18
AA144	1	5	4	Africa,Asia,Europe,Latin America and Caribbean	1.0	1	2	1	Pectobacteriaceae	1.0	1	1	0		0.0	0.5927719670295077	6.403476913363046	7
AA583	0	3	3	Asia,Europe,North America		0	4	4	Aeromonadaceae,Enterobacteriaceae,Hafniaceae,Pseudomonadaceae		0	3	3	Aeromonadales,Enterobacterales,Pseudomonadales		0.5924480665252542	8.303352667666724	9
AG363	0	1	1	Asia		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.037062465833055	0.8061251664447404	1
AA860	4	7	3	Europe,Middle East and West Asia,Oceania		6	11	5	Comamonadaceae,Hafniaceae,Monoglobaceae,Pseudomonadaceae,Shewanellaceae		3	7	4	Alteromonadales,Burkholderiales,Monoglobales,Pseudomonadales		10.64383610163435	39.56017493705892	40
AA343	0	4	4	Asia,Europe,North America,Oceania		1	1	0			1	1	0			0.3702889611984542	6.17027321149676	7
AB193	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	4	3	Aeromonadaceae,Hafniaceae,Morganellaceae	1.0	1	2	1	Aeromonadales	1.0	2.6045359226238105	21.262667212199837	22
AA300	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3504569019706908	6.267126602975833	7
AA474	4	7	3	Africa,Asia,Middle East and West Asia		1	1	0			1	1	0			11.534229950662336	49.40223268572699	50
AC009	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.1140860041799473	1.8113239923713875	2
AB390	0	2	2	Asia,Latin America and Caribbean		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.6107606744121401	3.768618778140772	4
AE039	0	1	1	Europe		1	2	1	Methylocystaceae		1	2	1	Hyphomicrobiales		0.1154700538379251	0.9800266311584552	1
AE024	0	1	1	Asia		0	2	2	Paracoccaceae,Roseobacteraceae		0	1	1	Rhodobacterales		0.023014365447458	0.7719531344365261	1
AC841	0	0	0			0	1	1	Paracoccaceae		0	1	1	Rhodobacterales		0.0	0.0	0
AC842	0	1	1	Asia		0	2	2	Haloarculaceae,Paracoccaceae		0	2	2	Halobacteriales,Rhodobacterales		0.0161395322476266	0.6789596922562302	1
AF957	0	1	1	Asia		0	2	2	Paracoccaceae,Roseobacteraceae		0	1	1	Rhodobacterales		0.066252604469782	1.7001897533206831	2
AE788	0	4	4	Africa,Asia,Europe,North America		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.6679448368111065	6.5061199460455255	7
AA038	2	7	5	Africa,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	5	4	Aeromonadaceae,Morganellaceae,Pseudomonadaceae,Yersiniaceae	1.0	1	3	2	Aeromonadales,Pseudomonadales	1.0	7.915832316451337	34.53014392717632	35
AA752	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.297021212534597	20.258579549974115	21
AC083	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AC100	0	2	2	Africa,Asia		1	1	0			1	1	0			1.016232314687108	5.700955346259615	6
AA947	0	2	2	Asia,North America		1	2	1	Lactobacillaceae		1	2	1	Lactobacillales		0.7078647082047718	4.485234464976076	5
AC431	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	2	5	3	Oxalobacteraceae,Sphingomonadaceae,Sulfuricellaceae	1.0	1	4	3	Burkholderiales,Nitrosomonadales,Sphingomonadales	1.0	1.6850901815934898	14.143276664908113	15
AF709	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.5765602839723639	6.489662541048489	7
AB082	3	7	4	Africa,Europe,Latin America and Caribbean,Middle East and West Asia		1	3	2	Bacteroidaceae,Enterobacteriaceae		1	3	2	Bacteroidales,Enterobacterales		4.0089878856272065	17.388733790670106	18
AB113	0	2	2	Europe,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.4879788713223149	2.7643853208392333	3
AG484	0	2	2	Asia,Europe		1	1	0			1	1	0			0.1000617693960465	1.7266170822074576	2
AA840	2	6	4	Africa,Europe,Latin America and Caribbean,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	1.3517013583990822	8.771102265762126	9
AB721	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	2	1	Rhodanobacteraceae	1.0	1	2	1	Lysobacterales	1.0	1.2788520882054282	8.624133876129434	9
AB232	0	3	3	Africa,Asia,North America		1	1	0			1	1	0			0.4359161057572084	2.4674327798814693	3
AD318	0	1	1	Asia		1	1	0			1	1	0			0.1747199104390306	2.6821078403523853	3
AC493	0	2	2	Asia,Europe		1	1	0			1	1	0			0.5767734385067099	2.5486782938990125	3
AA506	0	2	2	Asia,Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.6238950923497231	2.896484369125558	3
AA482	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0823692142082495	1.7135220047329558	2
AF916	0	2	2	Asia,Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.2048842396568206	2.6498492428427265	3
AC908	0	2	2	Asia,North America		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.160865093336867	2.5291256771428463	3
AF809	1	4	3	Africa,Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.8982659904139344	6.558373887407725	7
AA372	3	7	4	Africa,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	2	1	Pseudomonadaceae	1.0	1	2	1	Pseudomonadales	1.0	10.269044855916498	38.35840383732025	39
AA576	0	5	5	Africa,Asia,Europe,North America,Oceania		1	1	0			1	1	0			1.5005460729522229	14.930636161263267	16
AA161	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	1	0			1	1	0			2.5681377383828026	21.068022520979262	22
AA279	2	5	3	Asia,Middle East and West Asia,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	0.9671940690222252	8.308860427561363	9
AA179	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		2.6328145256412023	22.94031592118099	24
AA252	0	1	1	North America		1	1	0			1	1	0			0.0469323254463932	0.7843230403800475	1
AG115	0	2	2	Asia,Europe		0	1	1	Methylococcaceae		0	1	1	Methylococcales		0.4853008599043492	4.5425346793283445	5
AA276	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	2.546814255958438	17.144523077529936	18
AC509	1	6	5	Africa,Asia,Latin America and Caribbean,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	2.622086193015876	24.7880488589853	26
AA405	5	7	2	Africa,Oceania		1	2	1	Erwiniaceae		1	1	0			7.5193518766652145	34.26647362524859	35
AA103	1	7	6	Africa,Asia,Europe,Middle East and West Asia,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.0518852420665055	22.02404251769202	23
AC125	1	7	6	Africa,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	4.42142262120283	25.040124598584157	26
AB477	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0390137157320435	0.7580110497237569	1
AH073	0	1	1	Asia		0	1	1	Lactobacillaceae		0	2	2	Bacillales,Lactobacillales		0.122518084468457	1.7079480647280345	2
AB391	0	2	2	Asia,Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.1606956756551297	2.597400930188455	3
AA487	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.074460716599607	1.6006640863973751	2
AC359	0	3	3	Africa,Europe,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.8400999827550184	4.870192630818882	5
AA631	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1198989814446575	1.74564350050148	2
AA662	0	3	3	Africa,Asia,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3208484131184703	2.5338591221798614	3
AC305	1	5	4	Asia,Europe,Latin America and Caribbean,North America	1.0	1	1	0		0.0	1	1	0		0.0	1.814583700179499	14.32440502056881	15
AC163	4	6	2	Africa,Middle East and West Asia		1	1	0			1	1	0			3.1161963403109274	17.384905646330587	18
AB352	0	2	2	Asia,North America		1	1	0			1	1	0			0.1097303860789779	2.543312085956517	3
AH385	0	1	1	Asia		0	2	2	Moraxellaceae,Peptostreptococcaceae		0	2	2	Moraxellales,Peptostreptococcales		0.0606339062590832	0.8707838479809976	1
AG475	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.3043325529758488	2.745309601055156	3
AD751	1	2	2	Asia,Europe	1.0	1	1	0		0.0	1	1	0		0.0	0.2018825979944805	1.763618297901404	2
AG539	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0390137157320435	0.7580110497237569	1
AB825	0	2	2	Asia,Latin America and Caribbean		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1746491110633859	2.6783912877574885	3
AC965	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0655921041501266	1.718883662297801	2
AC962	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.4286227610584955	4.481436548308275	5
AD868	0	4	4	Asia,Middle East and West Asia,North America,Oceania		0	4	4	Burkholderiaceae,Comamonadaceae,Paracoccaceae,Sphaerotilaceae		0	2	2	Burkholderiales,Rhodobacterales		0.5531179645188575	3.654695337092047	4
AD974	0	2	2	Asia,Europe		0	2	2	Burkholderiaceae,Pseudomonadaceae		0	2	2	Burkholderiales,Pseudomonadales		0.472231556412659	1.988194048623988	2
AE688	0	6	6	Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		1.65690379505883	8.45349325827315	9
AB339	0	2	2	Africa,Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.5996275651573315	1.78215844593129	2
AE841	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1587158256005648	2.635827499075634	3
AB829	0	3	3	Asia,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1306549331435951	2.5913486283717835	3
AB081	0	1	1	Asia		1	1	0			1	1	0			0.0652328073053442	0.8510773130544994	1
AD750	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0769230769230769	0.9818220931483276	1
AF735	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1048284836721918	0.956769596199525	1
AC601	1	4	3	Europe,Middle East and West Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.9040027787559484	5.482189887788374	6
AB828	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0390137157320435	0.7580110497237569	1
AG049	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1756363143282698	2.710426995698131	3
AG481	0	1	1	North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0418121005003545	0.7893186003683241	1
AC861	0	2	2	Asia,North America		1	1	0			1	1	0			0.4344130035805634	4.513174720077537	5
AD859	1	4	3	Asia,Middle East and West Asia,North America	1.0	1	5	5	Bacillaceae,Burkholderiaceae,Monoglobaceae,Paenibacillaceae,Pseudomonadaceae	1.0	1	4	4	Bacillales,Burkholderiales,Monoglobales,Pseudomonadales	1.0	1.2545049258797187	7.547638406143397	8
AB130	1	6	5	Africa,Asia,Europe,Middle East and West Asia,Oceania	1.0	1	3	2	Erwiniaceae,Streptomycetaceae	1.0	1	2	1	Kitasatosporales	1.0	1.2722836112318028	12.286496943557433	13
AA738	0	7	7	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania		1	2	1	Yersiniaceae		1	1	0			5.09858069354613	28.147271100273304	29
AD293	0	3	3	Asia,Europe,North America		1	2	1	Rhizobiaceae		1	2	1	Hyphomicrobiales		0.3998940330171954	3.7447729738093902	4
AB320	0	4	4	Asia,Europe,North America,Oceania		1	1	0			1	1	0			1.4687071188304637	9.36158023709775	10
AD289	0	1	1	Europe		1	1	0			1	1	0			0.2769613434836284	1.976618977213989	2
AC757	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.1767766952966368	0.9973239672185984	1
AD204	0	3	3	Asia,Europe,North America		1	3	2	Bacteroidaceae,Bartonellaceae		1	3	2	Bacteroidales,Hyphomicrobiales		0.3047314673032657	3.460125746881955	4
AA199	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.4099581076824662	3.5211768230533065	4
AD295	0	1	1	Europe		1	1	0			1	1	0			0.911230926418479	1.9883834516638448	2
AC756	0	4	4	Asia,Europe,North America,Oceania		1	2	1	Enterococcaceae		1	1	0			1.478266367706933	10.339513114899145	11
AA218	0	2	2	Europe,North America		1	1	0			1	1	0			0.1949493564426068	1.7999332957700926	2
AD294	0	3	3	Asia,Europe,Oceania		1	1	0			1	1	0			0.9690490247815822	4.620512000954265	5
AB971	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2182178902359924	0.9900237529691212	1
AA202	0	2	2	Europe,North America		1	1	0			1	1	0			0.2400813637083237	1.8150781098849933	2
AA203	0	2	2	Asia,Europe		1	2	1	Enterobacteriaceae		1	2	1	Enterobacterales		0.331243304883954	2.931263683878929	3
AC477	0	1	1	Europe		1	1	0			1	1	0			0.2182178902359924	0.9900237529691212	1
AD292	0	2	2	Europe,North America		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.5804516420842041	3.813029068227923	4
AB018	0	2	2	Europe,North America		1	1	0			1	1	0			0.2265376274731681	1.7805786268035286	2
AG485	0	2	2	Asia,Europe		0	3	3	Carnobacteriaceae,Enterococcaceae,Streptococcaceae		0	1	1	Lactobacillales		0.1944020763128952	2.716769106360359	3
AG646	0	1	1	North America		1	1	0			1	1	0			0.0218634734723313	0.8250543569158723	1
AB324	0	3	3	Asia,Europe,Oceania		1	2	1	Vibrionaceae		1	2	1	Vibrionales		0.7451485365669496	5.801318894712299	6
AD290	0	3	3	Europe,North America,Oceania		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.5038877255857827	2.774402854832032	3
AD707	0	2	2	Asia,Europe		1	2	1	Enterococcaceae		1	1	0			0.651400469021227	2.9495462788531905	3
AC595	0	3	3	Europe,North America,Oceania		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.4814144340143563	3.760114880597621	4
AD296	0	4	4	Asia,Europe,North America,Oceania		1	1	0			1	1	0			0.5814966755042803	3.745926040355813	4
AA207	0	2	2	Asia,North America		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0666934998766728	1.7813174066221025	2
AC019	0	0	0			0	0	0			0	0	0			0.0	0.0	0
AD208	0	3	3	Asia,Europe,North America		0	2	2	Enterococcaceae,Streptococcaceae		0	1	1	Lactobacillales		0.3227767386122633	3.391349028447435	4
AD298	0	1	1	Asia		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0470360434191798	0.9571157495256168	1
AC018	0	3	3	Europe,North America,Oceania		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.5233491054295467	2.772923643444045	3
AD270	0	2	2	Asia,Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2271385106793896	1.760551709258379	2
AC022	0	1	1	Europe		1	1	0			1	1	0			0.5681715268948342	2.9860702217874655	3
AB322	0	1	1	North America		1	1	0			1	1	0			0.0218634734723313	0.8250543569158723	1
AD042	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AD207	0	2	2	Asia,Europe		1	3	2	Enterococcaceae,Lactobacillaceae		1	1	0			0.1378947268699875	1.736337760910816	2
AD291	0	2	2	Europe,Oceania		1	1	0			1	1	0			0.2696134740067207	1.980423015360704	2
AD297	0	2	2	Asia,Europe		1	1	0			1	1	0			0.234357422483619	1.677203545743435	2
AE713	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2182178902359924	0.9900237529691212	1
AC594	1	1	0		0.0	1	1	0		0.0	1	1	0		0.0	0.2182178902359924	0.9900237529691212	1
AC021	0	1	1	North America		1	1	1	Lactobacillaceae		1	1	0			0.0218634734723313	0.8250543569158723	1
AB020	0	3	3	Asia,Europe,Oceania		1	3	2	Enterobacteriaceae,Enterococcaceae		1	2	1	Enterobacterales		0.7658220748887795	4.918432248017648	5
AD286	0	2	2	Europe,Oceania		1	1	0			1	1	0			0.4569554001393895	1.990079814451985	2
AC758	0	2	2	Europe,North America		1	1	0			1	1	0			0.4407487018472321	2.791326960444731	3
AB323	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AC833	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2849693535773758	1.9721416532342435	2
AA200	0	3	3	Europe,North America,Oceania		1	1	0			1	1	0			0.9020391640374404	3.793162807161716	4
AA216	0	1	1	Asia		1	1	0			1	1	0			0.0674199862463242	0.9791271347248576	1
AA204	0	1	1	Oceania		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0839181358296689	0.982848170068849	1
AA171	1	7	6	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	2	1	Burkholderiaceae	1.0	1	2	1	Burkholderiales	1.0	6.459060772395191	33.137857937325975	34
AD272	0	1	1	Europe		1	2	1	Enterococcaceae		1	1	0			0.2597048809182435	1.9198461952930737	2
AE296	0	5	5	Asia,Europe,Middle East and West Asia,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.9574482701012256	7.441884940538554	8
AD041	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2182178902359924	0.9900237529691212	1
AE712	0	2	2	Europe,North America		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.3939188652289814	2.8084833400139377	3
AD871	0	2	2	Asia,Oceania		1	2	1	Streptococcaceae		1	1	0			0.1513381220759931	1.9619753047937063	2
AA205	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AD710	0	1	1	Europe		1	1	0			1	1	0			0.1581138830084189	0.9962049335863378	1
AA211	0	3	3	Asia,Europe,North America		1	2	1	Enterococcaceae		1	1	0			0.5697044305606007	4.717932239884768	5
AE425	0	3	3	Asia,Latin America and Caribbean,North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.2839947912794482	2.588076290316249	3
AC476	0	1	1	North America		1	1	0			1	1	0			0.0233380014004668	0.8258064516129032	1
AE670	0	1	1	Asia		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.06213697660012	0.876959619952494	1
AE423	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.0469323254463932	0.7843230403800475	1
AE420	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.0469323254463932	0.7843230403800475	1
AC864	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Morganellaceae		0	1	1	Enterobacterales		0.7287605137177926	7.438469673029481	8
