backbone_id	n_train_macro_regions	n_test_macro_regions	n_new_macro_regions	new_macro_regions	macro_region_jump_label	n_train_host_families	n_test_host_families	n_new_host_families	new_host_families	host_family_jump_label	n_train_host_orders	n_test_host_orders	n_new_host_orders	new_host_orders	host_order_jump_label	weighted_new_country_burden	rarity_weighted_new_country_burden	n_new_countries_recomputed
AC524	0	2	2	Asia,North America		1	2	1	Leptolyngbyaceae		1	2	1	Leptolyngbyales		0.1687133404350977	2.5035813889785365	3
AD939	0	1	1	Asia		0	1	1	Phyllobacteriaceae		0	1	1	Hyphomicrobiales		0.0192165610506021	0.7430740037950665	1
AB467	0	2	2	Europe,North America		0	1	1	Campylobacteraceae		0	1	1	Campylobacterales		0.3288689370566483	2.7300258942915305	3
AB466	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.1690513140250725	2.621514622002959	3
AD894	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.4458407794549219	5.409410775327067	6
AC973	0	3	3	Asia,Europe,North America		0	2	2	Moraxellaceae,Neisseriaceae		0	2	2	Moraxellales,Neisseriales		0.7677745914052575	6.51413691061813	7
AB261	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0418121005003545	0.7893186003683241	1
AA748	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0418121005003545	0.7893186003683241	1
AD267	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2041241452319315	0.9885985748218528	1
AC023	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.196116135138184	0.993075898801598	1
AD864	0	2	2	Asia,Europe		0	3	3	Bacillaceae,Listeriaceae,Lysobacteraceae		0	2	2	Bacillales,Lysobacterales		0.0999847918170127	1.7324892280918784	2
AA650	1	5	4	Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	0.6101130502884152	5.539123236450657	6
AF275	0	2	2	Asia,North America		1	1	0			1	1	0			0.0662021496798025	1.4261079812296142	2
AB936	0	2	2	Asia,North America		1	1	0			1	1	0			0.0456152973681724	1.609069869919884	2
AC979	0	1	1	North America		1	1	0			1	1	0			0.0233380014004668	0.8258064516129032	1
AB635	0	2	2	Africa,Asia		1	2	1	Flammeovirgaceae		1	2	1	Cytophagales		0.1818760159118282	1.9525163181825824	2
AC671	1	2	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.1568003034088702	1.9045175239235888	2
AA681	0	4	4	Asia,Europe,Middle East and West Asia,North America		1	1	0			1	1	0			0.3759720184545212	3.7008005709105625	4
AD598	0	2	2	Asia,Middle East and West Asia		0	2	2	Bacillaceae,Pseudomonadaceae		0	2	2	Bacillales,Pseudomonadales		0.3299741085448096	2.785610886656316	3
AD633	0	3	3	Asia,Europe,Middle East and West Asia		1	1	0			1	1	0			0.3276107625856584	2.9039743273160337	3
AC347	1	3	2	Middle East and West Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.2701821415588103	2.5974742010389185	3
AD283	0	2	2	Asia,Europe		1	1	0			1	1	0			1.5785359605002165	6.511319183646818	7
AG210	0	3	3	Asia,Europe,North America		0	2	2	Oceanospirillaceae,Pseudoalteromonadaceae		0	2	2	Alteromonadales,Oceanospirillales		0.3342904319629854	2.6033691573308104	3
AB935	0	1	1	Asia		0	2	2	Amorphaceae,Sphingomonadaceae		0	2	2	Hyphomicrobiales,Sphingomonadales		0.1156432512686255	1.6149546225477385	2
AF290	0	1	1	Asia		0	3	3	Amorphaceae,Paracoccaceae,Rhodospirillaceae		0	3	3	Hyphomicrobiales,Rhodobacterales,Rhodospirillales		0.2979641889015759	2.805073776789001	3
AE714	0	1	1	Asia		0	2	2	Amorphaceae,Rhizobiaceae		0	1	1	Hyphomicrobiales		0.0840985092522349	1.763240915970357	2
AD649	0	1	1	Oceania		2	1	0			2	1	0			0.2581988897471611	0.9985768500948766	1
AD167	0	5	5	Africa,Asia,Europe,Latin America and Caribbean,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		1.0111810061990092	9.213977692639236	10
AF950	0	2	2	Asia,North America		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.0623517171325103	1.58381750133666	2
AA782	0	1	1	Europe		1	1	0			1	1	0			0.0656532164298612	0.977988614800759	1
AG540	0	2	2	Europe,North America		0	1	1	Bacillaceae		0	1	1	Bacillales		0.2847466848077404	2.7209093400587188	3
AD418	0	1	1	Asia		1	1	0			1	1	0			0.0622497093417957	1.6778487350428015	2
AH134	0	1	1	Asia		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.1069223629813051	1.69519186751514	2
AE092	0	1	1	Europe		0	2	2	Comamonadaceae,Thiotrichaceae		0	2	2	Burkholderiales,Thiotrichales		0.1360827634879543	0.9941916747337852	1
AB196	0	2	2	Asia,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0482798443423228	1.604618654446611	2
AA219	0	1	1	Europe		1	1	0			1	1	0			0.4682178902359923	1.9886857365784203	2
AB318	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0192165610506021	0.7430740037950665	1
AG745	0	3	3	Asia,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1347993162998321	2.53433038666626	3
AB597	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2403682836933856	2.7934616589899988	3
AC600	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0652328073053442	0.8510773130544994	1
AF837	0	2	2	Asia,Europe		0	2	2	Moraxellaceae,Vibrionaceae		0	2	2	Moraxellales,Vibrionales		0.1586478368075904	2.5782691943284157	3
AA539	1	3	2	Asia,Europe	1.0	1	2	1	Hafniaceae	1.0	1	1	0		0.0	0.1345343613810135	2.841492271545963	3
AD337	0	3	3	Asia,Europe,North America		0	3	3	Enterobacteriaceae,Erwiniaceae,Yersiniaceae		0	1	1	Enterobacterales		0.3493527714936257	5.480220598886718	6
AD999	0	2	2	Asia,Europe		0	2	2	Nocardiaceae,Streptomycetaceae		0	2	2	Kitasatosporales,Mycobacteriales		0.0992003728907825	1.7650855114553083	2
AC684	0	1	1	Europe		0	2	2	Nocardiaceae,Roseobacteraceae		0	2	2	Mycobacteriales,Rhodobacterales		0.0609710760849692	0.9744781783681216	1
AD984	0	3	3	Asia,North America,Oceania		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		0.1616992324596339	2.715599046566152	3
AC971	0	3	3	Asia,Europe,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.3423533875810002	4.450759153620485	5
AF431	0	2	2	Asia,Latin America and Caribbean		1	1	0			1	1	0			0.1997910607440949	1.7689170813055963	2
AF975	0	1	1	Asia		0	1	1	Nitrosomonadaceae		0	1	1	Nitrosomonadales		0.0192165610506021	0.7430740037950665	1
AG731	0	3	3	Africa,Asia,Europe		0	1	1	Clostridiaceae		0	1	1	Eubacteriales		0.9358684333613966	2.922918185398736	3
AC822	0	1	1	Asia		0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0192165610506021	0.7430740037950665	1
AB054	1	5	4	Africa,Asia,Latin America and Caribbean,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.5934912249954272	6.537526710175466	7
AA885	1	5	4	Africa,Asia,Europe,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	0.5424706923681941	4.676570299186736	5
AA022	0	4	4	Africa,Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.5935868753593845	7.164189843040365	8
AB442	1	3	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.1667127565544511	3.4346309809761557	4
AD444	1	2	2	Asia,Europe	1.0	1	1	0		0.0	1	1	0		0.0	0.1227854716108051	3.428258303418309	4
AE200	0	2	2	Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0788614030206896	1.8205292295019164	2
AE763	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1014248823447698	1.782131351746059	2
AA360	0	2	2	Asia,Latin America and Caribbean		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3720241744878181	2.772292657707828	3
AA191	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.581250150312978	5.591695190370677	6
AC434	0	2	2	Asia,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1303639006609306	2.461395789595384	3
AA907	0	3	3	Africa,Asia,Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.9417344663572552	4.685070497530687	5
AC221	0	1	1	Europe		0	1	1	Bartonellaceae		0	1	1	Hyphomicrobiales		0.3535533905932737	0.9992409867172676	1
AD982	0	3	3	Asia,Europe,North America		0	5	5	Enterobacteriaceae,Erwiniaceae,Hafniaceae,Morganellaceae,Yersiniaceae		0	1	1	Enterobacterales		0.4694667173142225	7.144147398356898	8
AE520	1	1	0		0.0	1	1	0		0.0	1	1	0		0.0	0.2348595362138738	1.930138310690399	2
AB541	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.6567048362346103	5.605486893163024	6
AA711	0	3	3	Asia,Europe,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1346256788283106	2.62416142614565	3
AC587	1	2	1	North America	1.0	1	3	2	Enterococcaceae,Streptomycetaceae	1.0	1	3	2	Kitasatosporales,Lactobacillales	1.0	0.1928260793129377	2.816725201432452	3
AC114	0	2	2	Europe,North America		1	2	1	Streptomycetaceae		1	2	1	Kitasatosporales		0.1495301606549086	1.7753097576475998	2
AC091	0	2	2	Europe,North America		0	1	1	Rhizobiaceae		0	1	1	Hyphomicrobiales		0.084309077485436	1.800284629981025	2
AF301	0	1	1	Asia		1	1	0			1	1	0			0.0192165610506021	0.7430740037950665	1
AC479	0	1	1	Asia		0	1	1	Bacillaceae		1	1	1	Bacillales		0.0192165610506021	0.7430740037950665	1
AF976	0	1	1	Latin America and Caribbean		1	1	0			1	1	0			0.2	0.9976280834914611	1
AF052	0	2	2	Europe,Latin America and Caribbean		1	1	0			1	1	0			0.4996858804294122	2.9219256639369604	3
AF050	0	2	2	Europe,Latin America and Caribbean		1	1	0			1	1	0			0.4996858804294122	2.9219256639369604	3
AB733	0	3	3	Asia,Latin America and Caribbean,North America		1	3	2	Merismopediaceae,Vibrionaceae		1	3	2	Synechococcales,Vibrionales		0.3957448342744015	2.665169727865555	3
AE185	0	1	1	North America		1	1	0			1	1	0			0.0233380014004668	0.8258064516129032	1
AB999	2	3	3	Africa,Europe,Latin America and Caribbean	1.0	1	1	0		0.0	1	1	0		0.0	0.3055428935174377	2.9600918579966726	3
AA659	1	4	3	Europe,Middle East and West Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.4203198016204322	3.7652576328855263	4
AC395	0	3	3	Asia,Europe,North America		0	1	1	Bacillaceae		0	1	1	Bacillales		0.1449715261574205	2.676492155236488	3
AC389	0	2	2	Asia,Europe		0	1	1	Bacillaceae		0	1	1	Bacillales		0.1231080526850892	1.8514377983206156	2
AC397	0	1	1	Europe		1	1	0			1	1	0			0.0609710760849692	0.9744781783681216	1
AE546	0	1	1	Asia		1	1	0			1	1	0			0.0161395322476266	0.6789596922562302	1
AF610	1	1	1	Asia	1.0	2	1	0		0.0	2	1	0		0.0	0.1258667135644274	1.721861161035497	2
AF895	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2185346285616886	1.9355694884356296	2
AD378	0	2	2	Asia,North America		0	2	2	Paracoccaceae,Rhizobiaceae		0	2	2	Hyphomicrobiales,Rhodobacterales		0.0816591857524472	1.7475108457540482	2
AC341	0	3	3	Asia,Europe,North America		0	2	2	Phyllobacteriaceae,Rhizobiaceae		0	1	1	Hyphomicrobiales		0.6384116911367607	4.570946019041705	5
AC898	0	1	1	North America		2	1	1	Rhizobiaceae		1	1	0			0.0233380014004668	0.8258064516129032	1
AB424	0	1	1	Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		1.0	0.9993662864385298	1
AD091	0	1	1	Asia		0	2	2	Enterobacteriaceae,Pseudomonadaceae		0	2	2	Enterobacterales,Pseudomonadales		0.1392875485683854	2.7113269484782716	3
AF856	0	1	1	Asia		0	1	1	Methylobacteriaceae		0	1	1	Hyphomicrobiales		0.101015254455221	0.9534441805225652	1
AE324	0	2	2	Asia,Europe		0	1	1	Vibrionaceae		0	1	1	Vibrionales		0.583060773434551	3.629725127639152	4
AC281	1	2	1	North America	1.0	1	1	0		0.0	1	1	0		0.0	0.0881832459505197	2.583280834323812	3
AC663	1	3	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.3508678572287662	5.455795464009055	6
AB231	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.2687284086976411	3.6728210820984177	4
AA575	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.6533256948824703	9.182395266032485	10
AC932	0	2	2	Asia,Europe		0	2	2	Aerococcaceae,Lactobacillaceae		0	1	1	Lactobacillales		1.1876381173901354	2.6751001722431473	3
AB144	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.261665548609252	1.964017868648254	2
AB862	0	1	1	Asia		1	1	0			1	1	0			0.0470360434191798	0.9571157495256168	1
AE896	0	1	1	Europe		1	1	1	Anaerovoracaceae		1	1	1	Peptostreptococcales		0.1025978352085154	0.9909867172675522	1
AB055	0	3	3	Asia,Europe,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3553488061885259	2.637936107630792	3
AA819	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.8756362750406579	9.102149108001043	10
AG081	0	2	2	Asia,Europe		0	1	1	Rhizobiaceae		0	1	1	Hyphomicrobiales		0.0731329476523214	1.7143066513949996	2
AC342	0	2	2	Africa,Asia		0	2	2	Brucellaceae,Rhizobiaceae		0	1	1	Hyphomicrobiales		0.3043237077454794	1.804434140958571	2
AD214	0	2	2	Asia,Europe		1	1	0			1	1	0			0.4954370699763966	3.6870510173998063	4
AB737	0	1	1	Europe		1	1	0			1	1	0			0.3950403812755249	1.9290634290412196	2
AE507	0	2	2	Europe,North America		0	2	2	Enterobacteriaceae,Moraxellaceae		0	2	2	Enterobacterales,Moraxellales		0.3322856188346107	3.763842733217413	4
AB760	0	4	4	Asia,Europe,North America,Oceania		0	3	3	Enterobacteriaceae,Enterococcaceae,Moraxellaceae		0	3	3	Enterobacterales,Lactobacillales,Moraxellales		0.6441521044354737	7.2577695302552865	8
AD624	0	2	2	Asia,North America		1	2	1	Enterobacteriaceae		1	2	1	Enterobacterales		0.0394775336480934	1.5047661438691335	2
AF537	1	2	1	North America	1.0	1	1	0		0.0	1	1	0		0.0	0.0591127694018935	1.586991780490736	2
AD314	0	2	2	Asia,Europe		0	2	2	Halomonadaceae,Morganellaceae		0	2	2	Enterobacterales,Oceanospirillales		0.1052788960023118	1.9225966467320568	2
AD547	0	1	1	Europe		0	1	1	Clostridiaceae		0	1	1	Eubacteriales		0.0569802882298189	0.9742431844790098	1
AB788	0	1	1	Europe		1	1	1	Clostridiaceae		1	1	1	Eubacteriales		0.0515026202624604	0.9642314990512334	1
AE605	1	1	0		0.0	1	1	1	Clostridiaceae	1.0	1	1	1	Eubacteriales	1.0	0.0515026202624604	0.9642314990512334	1
AG440	0	1	1	Europe		1	1	0			1	1	0			0.0569802882298189	0.9742431844790098	1
AG246	0	2	2	Europe,Latin America and Caribbean		0	1	1	Clostridiaceae		0	1	1	Eubacteriales		0.2515026202624605	1.9550233959204784	2
AC377	0	2	2	Europe,North America		1	2	1	Clostridiaceae		1	2	1	Eubacteriales		0.1015652376946363	1.7113797880246175	2
AF972	0	2	2	Asia,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2072186135235175	3.69338870069786	4
AE390	0	3	3	Asia,Europe,Latin America and Caribbean		0	3	3	Methylobacteriaceae,Paracoccaceae,Streptomycetaceae		0	3	3	Hyphomicrobiales,Kitasatosporales,Rhodobacterales		0.3120640518219808	2.9273828412398366	3
AE809	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		1.432975583834966	9.208879875715768	10
AC314	0	2	2	Europe,North America		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		0.1389288347742203	2.75535926498837	3
AE898	0	2	2	Europe,North America		0	2	2	Bacillaceae,Peptostreptococcaceae		0	2	2	Bacillales,Peptostreptococcales		0.2564717755614819	2.748165954251471	3
AE956	0	3	3	Asia,Latin America and Caribbean,North America		1	2	1	Halobacteriaceae		1	2	1	Halobacteriales		0.5091475263061567	2.72789253148984	3
AC512	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1225552565100652	2.5159314171506866	3
AC028	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.2648129210040386	1.775187408805793	2
AD645	1	2	2	Africa,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.3223387150292163	2.7903907067644	3
AC370	0	2	2	Asia,Latin America and Caribbean		1	1	0			1	1	0			0.3154517443529441	1.9906829950632967	2
AG034	0	3	3	Asia,Latin America and Caribbean,North America		0	1	1	Nocardiaceae		0	1	1	Mycobacteriales		0.2958076133201126	3.5359447541962252	4
AE095	0	1	1	Asia		1	1	0			1	1	0			0.0411345034894863	0.936431106808648	1
AB524	0	2	2	Latin America and Caribbean,Oceania		1	1	0			1	1	0			0.226503855784085	1.972952508195192	2
AE610	1	2	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.042554562451069	1.5688804554079696	2
AC106	0	1	1	Asia		0	1	1	Bacillaceae		0	1	1	Bacillales		0.0192165610506021	0.7430740037950665	1
AG371	0	3	3	Asia,North America,Oceania		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.1108577784621538	2.576411582443093	3
AG114	0	1	1	North America		1	1	0			1	1	0			0.0218634734723313	0.8250543569158723	1
AD725	0	2	2	Asia,Latin America and Caribbean		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.2313916829886121	1.939791852482585	2
AD728	0	2	2	Asia,North America		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.1309802551898096	2.6241323415174973	3
AD722	0	2	2	Asia,Europe		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		1.2195513506129667	3.721855994737732	4
AF790	0	3	3	Asia,Latin America and Caribbean,Middle East and West Asia		0	2	2	Natrialbaceae,Yersiniaceae		0	2	2	Enterobacterales,Halobacteriales		0.4910136705300085	3.6986113856202976	4
AD724	0	3	3	Asia,Europe,North America		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.1867985560013598	2.731368047535707	3
AG915	0	1	1	Asia		0	1	1	Bacillaceae		0	1	1	Bacillales		0.0390137157320435	0.7580110497237569	1
AF376	0	2	2	Asia,North America		0	1	1	Bacillaceae		0	1	1	Bacillales		0.11112543988724	2.5296977682009216	3
AG016	0	1	1	Asia		1	1	0			1	1	0			0.1111111111111111	0.9784287616511318	1
AC680	2	2	1	Middle East and West Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.3320306330710189	1.9543724350851	2
AC938	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.037062465833055	0.8061251664447404	1
AG482	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0992003728907825	1.7650855114553083	2
AD175	0	2	2	Asia,Europe		0	2	2	Enterobacteriaceae,Moraxellaceae		0	2	2	Enterobacterales,Moraxellales		0.1998348074467216	2.7136628562138374	3
AD109	0	1	1	Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.2636750490563073	1.971493669647506	2
AD676	0	2	2	Asia,North America		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0591127694018935	1.586991780490736	2
AD602	0	2	2	Asia,Europe		1	2	1	Campylobacteraceae		1	2	1	Campylobacterales		0.1432874256554542	2.731076875168156	3
AC681	0	2	2	Asia,Europe		0	1	1	Bacillaceae		0	1	1	Bacillales		0.6235771230824056	4.619703236401379	5
AB549	0	3	3	Asia,Latin America and Caribbean,North America		0	1	1	Hafniaceae		0	1	1	Enterobacterales		0.942913348121842	5.4315128981623735	6
AE762	0	4	4	Africa,Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.4312177829309319	6.329261240714188	7
AA632	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1650099935411775	1.9404531015756863	2
AC112	0	1	1	Asia		0	1	1	Lysobacteraceae		0	1	1	Lysobacterales		0.0785674201318386	0.9568575233022636	1
AD399	0	3	3	Asia,Latin America and Caribbean,North America		0	3	3	Haloferacaceae,Lysobacteraceae,Microbacteriaceae		0	3	3	Halobacteriales,Lysobacterales,Micrococcales		1.085452091885682	4.573512787082799	5
AH166	1	1	1	Asia	1.0	1	1	1	Streptococcaceae	1.0	1	1	1	Lactobacillales	1.0	0.1825741858350553	0.9971537001897534	1
AG333	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0470360434191798	0.9571157495256168	1
AA342	0	2	2	Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.2651237868013317	3.6594558141877775	4
AC202	1	3	2	Europe,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	0.2930070770024677	2.9077109459668415	3
AC081	0	2	2	Europe,Latin America and Caribbean		0	2	2	Comamonadaceae,Enterobacteriaceae		0	2	2	Burkholderiales,Enterobacterales		0.1514054273079387	1.942065292531777	2
AG189	1	3	2	Asia,Middle East and West Asia	1.0	2	4	3	Halobacteriaceae,Natrialbaceae,Vibrionaceae	1.0	2	2	1	Vibrionales	1.0	0.3304295595338954	3.757731605589371	4
AC752	0	1	1	Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.2041241452319315	0.9885985748218528	1
AB860	1	2	1	North America	1.0	1	1	0		0.0	1	1	0		0.0	0.294321078984414	2.8099111522530507	3
AB858	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.6476113108343071	4.612353077445489	5
AB372	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.1235539916573246	1.7727817071956444	2
AA131	1	2	1	Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.0634107348747614	1.6944971537001898	2
AG526	0	2	2	Europe,North America		0	1	1	Corynebacteriaceae		0	1	1	Mycobacteriales		0.2696672458366019	2.7941245474156755	3
AD185	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.1254588983418011	2.626412741917853	3
AC703	0	3	3	Africa,Asia,North America		0	2	2	Gordoniaceae,Nocardiaceae		0	1	1	Mycobacteriales		1.7270985019678218	3.833760747431371	4
AA443	0	3	3	Asia,Europe,Middle East and West Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3797873918455236	4.497869601476379	5
AD531	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0488531968746031	0.960246679316888	1
AC565	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.668304282250389	3.655185438638509	4
AB749	0	2	2	Asia,Latin America and Caribbean		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1949590533013939	2.7259379541708713	3
AD477	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.023014365447458	0.7719531344365261	1
AH222	0	2	2	Asia,Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.1019771499108389	1.7041925124501929	2
AC925	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0652328073053442	0.8510773130544994	1
AD299	1	1	1	Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.0470360434191798	0.9571157495256168	1
AC637	0	1	1	Asia		1	3	2	Erythrobacteraceae,Pseudonocardiaceae		1	2	1	Pseudonocardiales		0.2532745529221659	2.709872837713433	3
AD233	0	2	2	Asia,Europe		0	2	2	Erythrobacteraceae,Roseobacteraceae		0	2	2	Rhodobacterales,Sphingomonadales		0.1093835245173454	1.7103176788949337	2
AA861	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.5467568522166042	7.653732887977837	8
AG172	0	4	4	Asia,Europe,Middle East and West Asia,North America		1	1	0			1	1	0			0.8437485433088449	6.4985392875689545	7
AB726	0	2	2	Asia,Europe		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.8527205801675769	6.542731091702253	7
AC343	0	3	3	Asia,Europe,North America		0	1	1	Rhizobiaceae		0	1	1	Hyphomicrobiales		0.0898094711923316	2.560493019825007	3
AB969	0	2	2	Asia,Europe		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.3970978128152264	3.6823948153423736	4
AB970	0	1	1	Asia		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.1347418453498828	1.9092336132456904	2
AA419	0	4	4	Asia,Europe,North America,Oceania		0	2	2	Boseaceae,Enterobacteriaceae		0	2	2	Enterobacterales,Hyphomicrobiales		0.3000346055907864	4.5295207780971	5
AC508	1	2	1	Asia	1.0	1	2	1	Yersiniaceae	1.0	1	1	0		0.0	0.2051384784543117	2.657632390152377	3
AB522	0	1	1	Asia		1	1	0			1	1	0			0.0622497093417957	1.6778487350428015	2
AF198	0	1	1	Asia		0	1	1	Acetobacteraceae		0	1	1	Rhodospirillales		0.037062465833055	0.8061251664447404	1
AB523	0	1	1	Asia		1	1	0			1	1	0			0.0192165610506021	0.7430740037950665	1
AF195	0	1	1	Asia		1	1	0			1	1	0			0.0192165610506021	0.7430740037950665	1
AC017	0	1	1	Europe		1	1	0			1	1	0			0.1386750490563073	0.9950664136622392	1
AA299	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.2348893766920639	3.412353664046224	4
AC638	1	2	1	North America	1.0	1	2	1	Clostridiaceae	1.0	1	2	1	Eubacteriales	1.0	1.0717958158617735	1.9815103018693192	2
AB684	0	3	3	Africa,Asia,Europe		1	1	0			1	1	0			0.4664013777448105	4.528736212943541	5
AB582	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.0368354734341878	0.803728362183755	1
AC646	0	1	1	North America		0	2	2	Borreliaceae,Moraxellaceae		0	2	2	Moraxellales,Spirochaetales		0.0368354734341878	0.803728362183755	1
AA939	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.0368354734341878	0.803728362183755	1
AG361	0	2	2	Asia,North America		1	1	0			1	2	1	Burkholderiales		0.0463523668479249	1.5977595860494294	2
AG851	0	2	2	Asia,North America		1	3	3	Haloarculaceae,Pseudonocardiaceae,Streptomycetaceae		1	4	4	Burkholderiales,Halobacteriales,Kitasatosporales,Pseudonocardiales		0.0434983150058557	1.5352574227069131	2
AC528	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3918945573005671	2.7298096450477645	3
AE134	1	2	2	Asia,Europe	1.0	1	1	0		0.0	1	1	0		0.0	1.0899897213779357	2.898342314323037	3
AB879	0	2	2	Europe,North America		1	2	1	Vibrionaceae		1	2	1	Vibrionales		0.0882598290110862	1.7968770577715087	2
