backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	spread_severity_bin	weighted_new_country_burden	rarity_weighted_new_country_burden	exposure_years	new_country_rate_per_year	weighted_new_country_rate_per_year	rarity_weighted_new_country_rate_per_year	first_event_speed_score	third_event_speed_score	fast_or_broad_expansion_label
AA970	1	8.0		1.0	0.0603022689155527	0.973908918406072	8	0.125	0.007537783614444	0.121738614800759	0.1111111111111111	0.0	
AA971	7	4.0	6.0		0.4014730956901425	6.3934966929221	8	0.875	0.0501841369612678	0.7991870866152625	0.2	0.1428571428571428	
AA973	4	2.0	7.0		0.1443342924827704	3.2551014791245376	8	0.5	0.0180417865603463	0.4068876848905672	0.3333333333333333	0.125	
AA974	16	1.0	2.0		1.9668905914531656	15.05706295924234	8	2.0	0.2458613239316457	1.8821328699052928	0.5	0.3333333333333333	
AA975	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AA976	7	4.0	5.0		0.5124797505186404	6.338275666255377	8	0.875	0.06405996881483	0.7922844582819222	0.2	0.1666666666666666	
AA977	25	1.0	2.0	3.0	3.2066250304778277	24.136388160452533	8	3.125	0.4008281288097284	3.0170485200565667	0.5	0.3333333333333333	
AA978	2	5.0			0.0502846949335487	1.6389307981488803	8	0.25	0.0062855868666935	0.20486634976861	0.1666666666666666	0.0	
AA979	21	2.0	3.0		2.2730388587605592	19.98172098820542	8	2.625	0.2841298573450699	2.4977151235256776	0.3333333333333333	0.25	
AA980	1	2.0			0.1031421246258793	0.9553444180522566	8	0.125	0.0128927655782349	0.119418052256532	0.3333333333333333	0.0	
AA985	3	2.0	5.0		0.3173562737180638	2.8022851866057383	8	0.375	0.0396695342147579	0.3502856483257173	0.3333333333333333	0.1666666666666666	
AA986	1	2.0			0.2132007163556104	0.9895486935866984	8	0.125	0.0266500895444513	0.1236935866983373	0.3333333333333333	0.0	
AA987	1	2.0			0.0469323254463932	0.7843230403800475	8	0.125	0.0058665406807991	0.0980403800475059	0.3333333333333333	0.0	
AA988	1	2.0			0.101015254455221	0.9534441805225652	8	0.125	0.0126269068069026	0.1191805225653206	0.3333333333333333	0.0	
AA989	2	5.0			0.0930626091707035	1.6607817854045577	8	0.25	0.0116328261463379	0.2075977231755697	0.1666666666666666	0.0	
AA993	1	1.0			0.0500626174321758	0.747148288973384	8	0.125	0.0062578271790219	0.093393536121673	0.5	0.0	
AA995	3	2.0	7.0		0.4269453246459768	2.779556356988176	8	0.375	0.0533681655807471	0.347444544623522	0.3333333333333333	0.125	
AA996	7	1.0	2.0		2.2872511888505302	6.924758601381032	8	0.875	0.2859063986063163	0.865594825172629	0.5	0.3333333333333333	
AA997	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AA998	23	2.0	2.0	3.0	3.452633825790225	22.037294536150227	8	2.875	0.4315792282237781	2.7546618170187784	0.3333333333333333	0.3333333333333333	
AB000	3	5.0	8.0		0.2647965904593929	2.8413685608730166	8	0.375	0.0330995738074241	0.3551710701091271	0.1666666666666666	0.1111111111111111	
AB001	4	1.0	5.0		0.2824918296949578	3.5798638589413736	8	0.5	0.0353114787118697	0.4474829823676717	0.5	0.1666666666666666	
AB002	21	3.0	3.0	3.0	2.7650655862413456	20.167905539495088	8	2.625	0.3456331982801682	2.520988192436886	0.25	0.25	
AB003	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB004	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB005	5	5.0	6.0		0.1940259601456851	4.500052819458242	8	0.625	0.0242532450182106	0.5625066024322802	0.1666666666666666	0.1428571428571428	
AB007	0			0.0	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB008	3	6.0	8.0	2.0	0.681094540508346	2.905059633974806	8	0.375	0.0851368175635432	0.3631324542468507	0.1428571428571428	0.1111111111111111	
AB011	2	3.0			0.14944524180689	1.7502311635757493	8	0.25	0.0186806552258612	0.2187788954469686	0.25	0.0	
AB012	3	6.0	7.0		0.0813178139023789	2.4396342931629227	8	0.375	0.0101647267377973	0.3049542866453653	0.1428571428571428	0.125	
AB013	1	3.0			0.0390137157320435	0.7580110497237569	8	0.125	0.0048767144665054	0.0947513812154696	0.25	0.0	
AB015	1	7.0		1.0	0.043355498476206	0.9555109550091988	8	0.125	0.0054194373095257	0.1194388693761498	0.125	0.0	
AB016	1	3.0			0.0390137157320435	0.7580110497237569	8	0.125	0.0048767144665054	0.0947513812154696	0.25	0.0	
AB017	2	4.0			0.080598480319686	1.704967812448126	8	0.25	0.0100748100399607	0.2131209765560157	0.2	0.0	
AB018	2	2.0			0.2265376274731681	1.7805786268035286	8	0.25	0.028317203434146	0.222572328350441	0.3333333333333333	0.0	
AB019	1	3.0			0.0877058019307029	0.9521178637200736	8	0.125	0.0109632252413378	0.1190147329650092	0.25	0.0	
AB020	5	2.0	4.0		0.7658220748887795	4.918432248017648	8	0.625	0.0957277593610974	0.614804031002206	0.3333333333333333	0.2	
AB021	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB022	2	2.0			0.1416892918504643	1.8990641036184048	8	0.25	0.017711161481308	0.2373830129523005	0.3333333333333333	0.0	
AB023	2	2.0			0.1416892918504643	1.8990641036184048	8	0.25	0.017711161481308	0.2373830129523005	0.3333333333333333	0.0	
AB033	2	4.0			0.0783224641164389	1.7335508045077073	8	0.25	0.0097903080145548	0.2166938505634634	0.2	0.0	
AB034	2	3.0			0.2178499915611602	1.9641465201871375	8	0.25	0.027231248945145	0.2455183150233922	0.25	0.0	
AB035	2	3.0			0.1000984379101961	1.7291845465506903	8	0.25	0.0125123047387745	0.2161480683188363	0.25	0.0	
AB036	10	4.0	5.0		0.5551108458259352	9.123115453160638	8	1.25	0.0693888557282419	1.1403894316450798	0.2	0.1666666666666666	
AB037	5	3.0	5.0		0.2580551710395332	4.271719950035942	8	0.625	0.0322568963799416	0.5339649937544928	0.25	0.1666666666666666	
AB038	14	2.0	4.0		1.511136909495931	13.288518607819348	8	1.75	0.1888921136869913	1.6610648259774183	0.3333333333333333	0.2	
AB039	11	1.0	4.0	3.0	1.8668082382052693	10.326796263338252	8	1.375	0.2333510297756586	1.2908495329172816	0.5	0.2	
AB040	19	3.0	4.0	3.0	1.920890104558773	18.264335362799944	8	2.375	0.2401112630698466	2.283041920349993	0.25	0.2	
AB041	12	2.0	5.0		0.8072190619060153	11.035110691132598	8	1.5	0.1009023827382519	1.3793888363915747	0.3333333333333333	0.1666666666666666	
AB042	20	4.0	4.0		2.004537296250977	19.07539798502492	8	2.5	0.2505671620313721	2.384424748128115	0.2	0.2	
AB043	12	2.0	4.0		0.9769466530096398	11.072995264290205	8	1.5	0.1221183316262049	1.3841244080362751	0.3333333333333333	0.2	
AB044	12	4.0	5.0		1.0883963263050318	11.264720148070396	8	1.5	0.1360495407881289	1.4080900185087994	0.2	0.1666666666666666	
AB045	18	1.0	3.0	3.0	2.0970322667133874	17.032073641079503	8	2.25	0.2621290333391734	2.129009205134938	0.5	0.25	
AB047	13	2.0	3.0		1.2712577485266292	11.991400840015167	8	1.625	0.1589072185658286	1.498925105001896	0.3333333333333333	0.25	
AB048	6	4.0	5.0		0.3638222418327906	5.366681488784225	8	0.75	0.0454777802290988	0.6708351860980282	0.2	0.1666666666666666	
AB049	7	3.0	4.0		0.3658796285176477	6.2419995486554285	8	0.875	0.0457349535647059	0.7802499435819286	0.25	0.2	
AB050	11	2.0	4.0		0.7931112330148257	10.335164883971393	8	1.375	0.0991389041268532	1.291895610496424	0.3333333333333333	0.2	
AB051	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB052	1	7.0			0.0385471672245849	0.9437196855661482	8	0.125	0.0048183959030731	0.1179649606957685	0.125	0.0	
AB053	3	5.0	7.0		0.090339206553396	2.575874528456178	8	0.375	0.0112924008191745	0.3219843160570222	0.1666666666666666	0.125	
AB054	7	1.0	5.0	3.0	0.5934912249954272	6.537526710175466	8	0.875	0.0741864031244284	0.8171908387719332	0.5	0.1666666666666666	
AB055	3	3.0	8.0		0.3553488061885259	2.637936107630792	8	0.375	0.0444186007735657	0.329742013453849	0.25	0.1111111111111111	
AB056	9	3.0	5.0	3.0	0.7327913178385413	8.618257376955881	8	1.125	0.0915989147298176	1.0772821721194852	0.25	0.1666666666666666	
AB057	0			0.0	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB058	12	3.0	4.0		1.458571868059351	11.231692556812442	8	1.5	0.1823214835074188	1.4039615696015553	0.25	0.2	
AB059	8	3.0	4.0		0.549855847281983	7.165463948446455	8	1.0	0.0687319809102478	0.8956829935558068	0.25	0.2	
AB060	3	4.0	8.0		0.2144074503751574	2.743303036576865	8	0.375	0.0268009312968946	0.3429128795721081	0.2	0.1111111111111111	
AB061	6	3.0	6.0		0.519230471567815	5.587739918576878	8	0.75	0.0649038089459768	0.6984674898221097	0.25	0.1428571428571428	
AB062	6	4.0	5.0		0.2424435663174364	5.289533241037975	8	0.75	0.0303054457896795	0.6611916551297469	0.2	0.1666666666666666	
AB063	4	3.0	6.0		0.1984073557835885	3.3889722084039473	8	0.5	0.0248009194729485	0.4236215260504934	0.25	0.1428571428571428	
AB064	3	1.0	6.0		0.2878259921913204	2.827644531317574	8	0.375	0.035978249023915	0.3534555664146968	0.5	0.1428571428571428	
AB065	6	2.0	6.0		0.6244773883613077	5.676900868987903	8	0.75	0.0780596735451634	0.7096126086234879	0.3333333333333333	0.1428571428571428	
AB066	4	4.0	6.0		0.1883624152218249	3.436860614200578	8	0.5	0.0235453019027281	0.4296075767750723	0.2	0.1428571428571428	
AB067	8	5.0	5.0		0.5110568423960491	7.304277451317998	8	1.0	0.0638821052995061	0.9130346814147496	0.1666666666666666	0.1666666666666666	
AB068	1	5.0			0.0242821465589316	0.8175755620092503	8	0.125	0.0030352683198664	0.1021969452511562	0.1666666666666666	0.0	
AB069	2	4.0			0.1272506433587377	1.657388453907362	8	0.25	0.0159063304198422	0.2071735567384202	0.2	0.0	
AB070	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB071	3	5.0	7.0	2.0	0.1106396492883589	2.739541638010472	8	0.375	0.0138299561610448	0.342442704751309	0.1666666666666666	0.125	
AB072	5	5.0	7.0	3.0	0.2491162143226648	4.50057485325076	8	0.625	0.0311395267903331	0.562571856656345	0.1666666666666666	0.125	
AB073	4	5.0	7.0		0.2029851077428938	3.585488400985316	8	0.5	0.0253731384678617	0.4481860501231645	0.1666666666666666	0.125	
AB074	4	5.0	7.0		0.4871016443256419	3.792809244630006	8	0.5	0.0608877055407052	0.4741011555787507	0.1666666666666666	0.125	
AB075	7	4.0	5.0		0.4420608416683939	6.523788672371307	8	0.875	0.0552576052085492	0.8154735840464133	0.2	0.1666666666666666	
AB076	3	4.0	5.0		0.1040712979518752	2.5630055483728484	8	0.375	0.0130089122439844	0.320375693546606	0.2	0.1666666666666666	
AB077	2	1.0			0.0912353556799614	1.67243254919413	8	0.25	0.0114044194599951	0.2090540686492662	0.5	0.0	
AB078	2	3.0			0.604709051947855	1.8551927580749925	8	0.25	0.0755886314934818	0.231899094759374	0.25	0.0	
AB079	1	1.0			0.0500626174321758	0.747148288973384	8	0.125	0.0062578271790219	0.093393536121673	0.5	0.0	
AB080	5	1.0	4.0		0.3222583065722574	4.465958055540862	8	0.625	0.0402822883215321	0.5582447569426078	0.5	0.2	
AB081	1	1.0			0.0652328073053442	0.8510773130544994	8	0.125	0.008154100913168	0.1063846641318124	0.5	0.0	
AB082	18	1.0	2.0		4.0089878856272065	17.388733790670106	8	2.25	0.5011234857034008	2.173591723833763	0.5	0.3333333333333333	
AB083	2	4.0			0.0604004672335218	1.6319316180576435	8	0.25	0.0075500584041902	0.2039914522572054	0.2	0.0	
AB084	1	4.0			0.037062465833055	0.8061251664447404	8	0.125	0.0046328082291318	0.1007656458055925	0.2	0.0	
AB085	1	8.0		1.0	0.0470360434191798	0.9571157495256168	8	0.125	0.0058795054273974	0.119639468690702	0.1111111111111111	0.0	
AB086	2	2.0			0.1424589094903698	1.86399758616758	8	0.25	0.0178073636862962	0.2329996982709475	0.3333333333333333	0.0	
AB087	2	3.0			0.6491460850513997	1.9804889555180476	8	0.25	0.0811432606314249	0.2475611194397559	0.25	0.0	
AB088	3	1.0	8.0		0.1552225286832798	2.749894686759959	8	0.375	0.0194028160854099	0.3437368358449948	0.5	0.1111111111111111	
AB089	4	5.0	6.0		0.3155935088894525	3.645927991323046	8	0.5	0.0394491886111815	0.4557409989153806	0.1666666666666666	0.1428571428571428	
AB090	1	2.0			0.4082482904638631	0.9971496437054632	8	0.125	0.0510310363079828	0.1246437054631829	0.3333333333333333	0.0	
AB091	2	7.0			0.0757798600740505	1.7962870045158057	8	0.25	0.0094724825092563	0.2245358755644756	0.125	0.0	
AB092	2	2.0			0.1416892918504643	1.8990641036184048	8	0.25	0.017711161481308	0.2373830129523005	0.3333333333333333	0.0	
AB093	1	7.0			0.0218634734723313	0.8250543569158723	8	0.125	0.0027329341840414	0.103131794614484	0.125	0.0	
AB099	1	7.0			0.0161395322476266	0.6789596922562302	8	0.125	0.0020174415309533	0.0848699615320287	0.125	0.0	
AB101	1	6.0			0.2132007163556104	0.9973426742360187	8	0.125	0.0266500895444513	0.1246678342795023	0.1428571428571428	0.0	
AB103	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB110	7	1.0	3.0	3.0	1.3424414478655042	6.496136948535792	8	0.875	0.167805180983188	0.812017118566974	0.5	0.25	
AB111	10	3.0	4.0	3.0	0.7328010821953265	9.131195793843055	8	1.25	0.0916001352744158	1.141399474230382	0.25	0.2	
AB112	10	3.0	5.0		1.2609831070263748	9.268182524117416	8	1.25	0.1576228883782968	1.158522815514677	0.25	0.1666666666666666	
AB113	3	3.0	7.0		0.4879788713223149	2.7643853208392333	8	0.375	0.0609973589152893	0.3455481651049041	0.25	0.125	
AB114	12	1.0	2.0	3.0	1.1176097734473198	11.302349919787416	8	1.5	0.1397012216809149	1.412793739973427	0.5	0.3333333333333333	
AB115	1	3.0			0.0698430295769578	0.9244935543278084	8	0.125	0.0087303786971197	0.115561694290976	0.25	0.0	
AB119	1	2.0			0.0469323254463932	0.7843230403800475	8	0.125	0.0058665406807991	0.0980403800475059	0.3333333333333333	0.0	
AB120	2	2.0			0.0692096214140988	1.5675864586870285	8	0.25	0.0086512026767623	0.1959483073358785	0.3333333333333333	0.0	
AB121	8	2.0	3.0		0.8035047355970188	7.646103255962536	8	1.0	0.1004380919496273	0.955762906995317	0.3333333333333333	0.25	
AB122	6	1.0	4.0		1.0521876166499862	5.647771542635967	8	0.75	0.1315234520812482	0.7059714428294959	0.5	0.2	
AB123	3	1.0	6.0		0.5910969496009151	2.8426886520946937	8	0.375	0.0738871187001143	0.3553360815118367	0.5	0.1428571428571428	
AB124	1	3.0			0.0698430295769578	0.9244935543278084	8	0.125	0.0087303786971197	0.115561694290976	0.25	0.0	
AB125	6	3.0	4.0		0.4255324237497714	5.437737522911276	8	0.75	0.0531915529687214	0.6797171903639095	0.25	0.2	
AB126	2	4.0			0.0611176199931194	1.6213039241930054	8	0.25	0.0076397024991399	0.2026629905241256	0.2	0.0	
AB127	6	4.0	5.0		0.7661787509388716	5.417318302211371	8	0.75	0.0957723438673589	0.6771647877764214	0.2	0.1666666666666666	
AB128	1	4.0			0.0368354734341878	0.803728362183755	8	0.125	0.0046044341792734	0.1004660452729693	0.2	0.0	
AB129	3	1.0	7.0		0.4735777245196372	2.7415453453373244	8	0.375	0.0591972155649546	0.3426931681671655	0.5	0.125	
AB130	13	2.0	2.0	3.0	1.2722836112318028	12.286496943557433	8	1.625	0.1590354514039753	1.535812117944679	0.3333333333333333	0.3333333333333333	
AB131	5	4.0	5.0	3.0	0.208542357831803	4.352336358668232	8	0.625	0.0260677947289753	0.544042044833529	0.2	0.1666666666666666	
AB132	1	6.0			0.023014365447458	0.7719531344365261	8	0.125	0.0028767956809322	0.0964941418045657	0.1428571428571428	0.0	
AB133	4	5.0	8.0		0.3464109430184202	3.653621345278996	8	0.5	0.0433013678773025	0.4567026681598745	0.1666666666666666	0.1111111111111111	
AB134	5	4.0	7.0		1.0415397732970626	4.7767724318737415	8	0.625	0.1301924716621328	0.5970965539842177	0.2	0.125	
AB135	2	4.0			0.2144949462405865	1.9182757271399744	8	0.25	0.0268118682800733	0.2397844658924968	0.2	0.0	
AB136	4	2.0	7.0	2.0	0.3722300828852012	3.7905435338576448	8	0.5	0.0465287603606501	0.4738179417322056	0.3333333333333333	0.125	
AB137	2	1.0			0.1803489273664432	1.9195380087038991	8	0.25	0.0225436159208054	0.2399422510879874	0.5	0.0	
AB138	3	4.0	6.0		0.5168355984090551	2.913646627140782	8	0.375	0.0646044498011318	0.3642058283925977	0.2	0.1428571428571428	
AB139	1	4.0			0.0901669634667432	0.9672436750998668	8	0.125	0.0112708704333429	0.1209054593874833	0.2	0.0	
AB140	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB142	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB143	1	5.0		1.0	0.0808452083454443	0.9835430784123912	8	0.125	0.0101056510431805	0.1229428848015488	0.1666666666666666	0.0	
AB144	2	4.0			0.261665548609252	1.964017868648254	8	0.25	0.0327081935761565	0.2455022335810317	0.2	0.0	
AB145	1	1.0			0.0995037190209989	0.9359949302915084	8	0.125	0.0124379648776248	0.1169993662864385	0.5	0.0	
AB146	2	2.0		1.0	0.08397190765955	1.6965902995939008	8	0.25	0.0104964884574437	0.2120737874492376	0.3333333333333333	0.0	
AB147	1	5.0		1.0	0.0222772959677056	0.7832634183069808	8	0.125	0.0027846619959632	0.0979079272883726	0.1666666666666666	0.0	
AB148	3	2.0	7.0	2.0	0.2722438944285777	2.7708592504486207	8	0.375	0.0340304868035722	0.3463574063060776	0.3333333333333333	0.125	
AB149	2	4.0			0.0529750056818145	1.4826880544399852	8	0.25	0.0066218757102268	0.1853360068049981	0.2	0.0	
AB150	3	5.0	6.0		0.2110485534816461	2.7450627396855314	8	0.375	0.0263810691852057	0.3431328424606914	0.1666666666666666	0.1428571428571428	
AB151	3	4.0	8.0		0.1054744606916708	2.5747289794344654	8	0.375	0.0131843075864588	0.3218411224293082	0.2	0.1111111111111111	
AB152	5	3.0	7.0	3.0	0.3921544291939763	4.558502644929483	8	0.625	0.049019303649247	0.5698128306161854	0.25	0.125	
AB153	2	2.0			0.1098017867925863	1.7537637940942643	8	0.25	0.0137252233490732	0.219220474261783	0.3333333333333333	0.0	
AB154	4	2.0	7.0		0.2174691519245148	3.69535110813421	8	0.5	0.0271836439905643	0.4619188885167762	0.3333333333333333	0.125	
AB155	6	3.0	5.0		1.4105798246743928	5.62758993472362	8	0.75	0.1763224780842991	0.7034487418404525	0.25	0.1666666666666666	
AB156	1	5.0			0.0426014322842304	0.9407335699688072	8	0.125	0.0053251790355288	0.1175916962461009	0.1666666666666666	0.0	
AB157	2	2.0			0.2164403265622119	1.8718865434939844	8	0.25	0.0270550408202764	0.233985817936748	0.3333333333333333	0.0	
AB158	7	1.0	3.0		0.5552957116025221	6.187432146873521	8	0.875	0.0694119639503152	0.7734290183591901	0.5	0.25	
AB159	4	5.0	6.0	2.0	0.3457518127944206	3.746101175444011	8	0.5	0.0432189765993025	0.4682626469305014	0.1666666666666666	0.1428571428571428	
AB160	5	4.0	6.0		0.3481105939949258	4.5441158190377156	8	0.625	0.0435138242493657	0.5680144773797144	0.2	0.1428571428571428	
AB161	13	1.0	4.0	3.0	1.6437297024059498	12.431614600399168	8	1.625	0.2054662128007437	1.553951825049896	0.5	0.2	
AB162	1	2.0			0.0469323254463932	0.7843230403800475	8	0.125	0.0058665406807991	0.0980403800475059	0.3333333333333333	0.0	
AB163	3	3.0	7.0		0.2485832428517895	2.8716215535545246	8	0.375	0.0310729053564736	0.3589526941943156	0.25	0.125	
AB164	5	1.0	4.0		0.2454321671715333	4.442899044942211	8	0.625	0.0306790208964416	0.5553623806177764	0.5	0.2	
AB166	2	4.0			0.1071743812265835	1.8819510734580331	8	0.25	0.0133967976533229	0.2352438841822541	0.2	0.0	
AB167	6	3.0	4.0		0.2475175701097917	5.1571656185352355	8	0.75	0.0309396962637239	0.6446457023169044	0.25	0.2	
AB168	4	4.0	7.0		0.1474670391611728	3.55055858272466	8	0.5	0.0184333798951466	0.4438198228405825	0.2	0.125	
AB169	8	4.0	5.0	3.0	0.4985546933246705	7.492081064725491	8	1.0	0.0623193366655838	0.9365101330906864	0.2	0.1666666666666666	
AB170	1	8.0			0.062257280636469	0.9755218216318784	8	0.125	0.0077821600795586	0.1219402277039848	0.1111111111111111	0.0	
AB171	10	3.0	4.0	3.0	0.8700278806576053	9.542688172610715	8	1.25	0.1087534850822006	1.1928360215763396	0.25	0.2	
AB172	7	2.0	5.0	3.0	0.6814186454140085	6.414326762838578	8	0.875	0.085177330676751	0.8017908453548223	0.3333333333333333	0.1666666666666666	
AB173	15	1.0	4.0		1.6150235748508808	14.250951973506565	8	1.875	0.2018779468563601	1.7813689966883206	0.5	0.2	
AB174	2	7.0			0.077254388002186	1.7970390992128364	8	0.25	0.0096567985002732	0.2246298874016045	0.125	0.0	
AB175	0			0.0	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB176	1	1.0			0.3779644730092272	0.9955640050697084	8	0.125	0.0472455591261534	0.1244455006337135	0.5	0.0	
AB177	2	2.0			0.093968368865573	1.7414387899056645	8	0.25	0.0117460461081966	0.217679848738208	0.3333333333333333	0.0	
AB178	1	3.0			0.0966736489045663	0.9605893186003684	8	0.125	0.0120842061130707	0.120073664825046	0.25	0.0	
AB179	2	3.0			0.1128131811521929	1.6395490108565984	8	0.25	0.0141016476440241	0.2049436263570748	0.25	0.0	
AB180	4	1.0	6.0		0.2286058356740307	3.391410398842277	8	0.5	0.0285757294592538	0.4239262998552846	0.5	0.1428571428571428	
AB181	9	3.0	5.0		0.5187785816955159	8.116909425574129	8	1.125	0.0648473227119394	1.014613678196766	0.25	0.1666666666666666	
AB182	8	3.0	5.0		0.6083984948829999	7.1797109200490095	8	1.0	0.0760498118603749	0.8974638650061262	0.25	0.1666666666666666	
AB183	2	8.0			0.2590402617959827	1.824098671726755	8	0.25	0.0323800327244978	0.2280123339658444	0.1111111111111111	0.0	
AB184	4	4.0	6.0		0.3734841729578546	3.64838515838482	8	0.5	0.0466855216197318	0.4560481447981024	0.2	0.1428571428571428	
AB185	2	3.0			0.1394312757569883	1.8351951905333492	8	0.25	0.0174289094696235	0.2293993988166686	0.25	0.0	
AB186	4	5.0	5.0	2.0	0.2075782903964885	3.6464512423578257	8	0.5	0.025947286299561	0.4558064052947281	0.1666666666666666	0.1666666666666666	
AB187	15	1.0	3.0	3.0	1.907668571956737	14.197942215793995	8	1.875	0.2384585714945921	1.7747427769742496	0.5	0.25	
AB188	1	5.0			0.0222772959677056	0.7832634183069808	8	0.125	0.0027846619959632	0.0979079272883726	0.1666666666666666	0.0	
AB189	7	3.0	5.0		0.5759893020271418	6.300732030753154	8	0.875	0.0719986627533927	0.7875915038441442	0.25	0.1666666666666666	
AB190	5	5.0	6.0		0.2355373664834104	4.541456645599824	8	0.625	0.0294421708104263	0.567682080699978	0.1666666666666666	0.1428571428571428	
AB191	1	5.0			0.0222772959677056	0.7832634183069808	8	0.125	0.0027846619959632	0.0979079272883726	0.1666666666666666	0.0	
AB192	17	1.0	3.0	3.0	2.029664094333663	15.943939725977735	8	2.125	0.2537080117917079	1.9929924657472171	0.5	0.25	
AB193	22	1.0	4.0	3.0	2.6045359226238105	21.262667212199837	8	2.75	0.3255669903279763	2.6578334015249796	0.5	0.2	
AB194	2	4.0			0.1384844192853832	1.7519797655949816	8	0.25	0.0173105524106729	0.2189974706993727	0.2	0.0	
AB195	5	4.0	5.0		0.5372153917275408	4.631619840994878	8	0.625	0.0671519239659426	0.5789524801243597	0.2	0.1666666666666666	
AB196	2	5.0			0.0482798443423228	1.604618654446611	8	0.25	0.0060349805427903	0.2005773318058263	0.1666666666666666	0.0	
AB197	1	3.0			0.0418121005003545	0.7893186003683241	8	0.125	0.0052265125625443	0.0986648250460405	0.25	0.0	
AB198	2	4.0			0.0529750056818145	1.4826880544399852	8	0.25	0.0066218757102268	0.1853360068049981	0.2	0.0	
AB200	2	4.0			0.1093835245173454	1.7103176788949337	8	0.25	0.0136729405646681	0.2137897098618666	0.2	0.0	
AB201	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB202	1	2.0			0.1924500897298752	0.9871733966745844	8	0.125	0.0240562612162344	0.123396674584323	0.3333333333333333	0.0	
AB203	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB204	1	2.0			0.0606339062590832	0.8707838479809976	8	0.125	0.0075792382823854	0.1088479809976247	0.3333333333333333	0.0	
AB205	2	1.0			0.2184526381044924	1.8042449699799343	8	0.25	0.0273065797630615	0.2255306212474918	0.5	0.0	
AB206	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB207	1	1.0			0.0995037190209989	0.9359949302915084	8	0.125	0.0124379648776248	0.1169993662864385	0.5	0.0	
AB208	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB209	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB211	3	3.0	7.0		0.2988199094577292	2.9106116342742876	8	0.375	0.0373524886822161	0.3638264542842859	0.25	0.125	
AB212	1	2.0			0.101015254455221	0.9534441805225652	8	0.125	0.0126269068069026	0.1191805225653206	0.3333333333333333	0.0	
AB213	1	1.0			0.0995037190209989	0.9359949302915084	8	0.125	0.0124379648776248	0.1169993662864385	0.5	0.0	
AB214	1	1.0			0.1924500897298752	0.9828897338403042	8	0.125	0.0240562612162344	0.122861216730038	0.5	0.0	
AB215	1	4.0			0.2085144140570747	0.9938748335552596	8	0.125	0.0260643017571343	0.1242343541944074	0.2	0.0	
AB216	1	4.0			0.0583211843519804	0.9217043941411452	8	0.125	0.0072901480439975	0.1152130492676431	0.2	0.0	
AB217	1	7.0		1.0	0.0971285862357264	0.9911356414116071	8	0.125	0.0121410732794658	0.1238919551764509	0.125	0.0	
AB218	1	3.0			0.0698430295769578	0.9244935543278084	8	0.125	0.0087303786971197	0.115561694290976	0.25	0.0	
AB219	1	1.0			0.0500626174321758	0.747148288973384	8	0.125	0.0062578271790219	0.093393536121673	0.5	0.0	
AB220	0			0.0	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB221	1	3.0			0.0877058019307029	0.9521178637200736	8	0.125	0.0109632252413378	0.1190147329650092	0.25	0.0	
AB223	1	3.0			0.0390137157320435	0.7580110497237569	8	0.125	0.0048767144665054	0.0947513812154696	0.25	0.0	
AB224	5	3.0	5.0		0.5375847889790929	4.653313551280966	8	0.625	0.0671980986223866	0.5816641939101207	0.25	0.1666666666666666	
AB225	0				0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	
AB226	2	2.0			0.3631600914632311	1.7832474245900078	8	0.25	0.0453950114329038	0.2229059280737509	0.3333333333333333	0.0	
AB227	1	5.0			0.3162277660168379	0.9989243842099602	8	0.125	0.0395284707521047	0.124865548026245	0.1666666666666666	0.0	
AB228	6	5.0	7.0		0.4552637502394147	5.433108034646327	8	0.75	0.0569079687799268	0.6791385043307909	0.1666666666666666	0.125	
AB229	8	2.0	3.0	3.0	0.6958239167626947	7.594610522111069	8	1.0	0.0869779895953368	0.9493263152638836	0.3333333333333333	0.25	
