backbone_id	n_training_records	complete_fraction	duplicate_fraction	change_flag_fraction	duplicate_completeness_score
AC406	2	0.0	0.0	1.0	0.3
AC410	2	0.0	0.0	1.0	0.3
AC411	2	0.0	0.0	1.0	0.3
AC436	2	0.0	0.0	1.0	0.3
AC439	2	0.0	0.0	1.0	0.3
AC468	2	0.0	0.0	1.0	0.3
AC495	2	0.0	0.0	1.0	0.3
AC496	2	0.0	0.0	1.0	0.3
AC509	2	0.0	0.0	1.0	0.3
AC532	2	0.0	0.0	1.0	0.3
AC534	2	0.0	0.0	1.0	0.3
AC536	2	0.0	0.0	1.0	0.3
AC537	2	0.0	0.0	1.0	0.3
AC550	2	0.0	0.0	1.0	0.3
AC567	2	0.0	0.0	1.0	0.3
AC585	2	0.0	0.0	1.0	0.3
AC586	2	0.0	0.0	1.0	0.3
AC589	2	0.0	0.0	1.0	0.3
AC594	2	0.0	0.0	1.0	0.3
AC621	2	0.0	0.0	1.0	0.3
AC635	2	0.0	0.0	1.0	0.3
AC638	2	0.0	0.0	1.0	0.3
AC647	2	0.0	0.0	1.0	0.3
AC656	2	0.0	0.0	1.0	0.3
AC669	2	0.0	0.0	1.0	0.3
AC671	2	0.0	0.0	1.0	0.3
AC678	2	0.0	0.0	1.0	0.3
AC691	2	0.0	0.0	1.0	0.3
AC696	2	0.0	0.0	1.0	0.3
AC724	2	0.0	0.0	1.0	0.3
AC726	2	0.0	0.0	1.0	0.3
AC737	2	0.0	0.0	1.0	0.3
AC751	2	0.0	0.0	1.0	0.3
AC756	2	0.0	0.0	1.0	0.3
AC773	2	0.0	0.0	1.0	0.3
AC774	2	0.0	0.0	1.0	0.3
AC798	2	0.0	0.0	1.0	0.3
AC807	2	0.0	0.0	1.0	0.3
AC824	2	0.0	0.0	1.0	0.3
AC827	2	0.0	0.0	1.0	0.3
AC837	2	0.0	0.0	1.0	0.3
AC838	2	0.0	0.0	1.0	0.3
AC839	2	0.0	0.0	1.0	0.3
AC856	2	0.0	0.0	1.0	0.3
AC872	2	0.0	0.0	1.0	0.3
AC888	2	0.0	0.0	1.0	0.3
AC898	2	0.0	0.0	1.0	0.3
AC904	2	0.0	0.0	1.0	0.3
AC915	2	0.0	0.0	1.0	0.3
AC919	2	0.0	0.0	1.0	0.3
AC943	2	0.0	0.0	1.0	0.3
AC945	2	0.0	0.0	1.0	0.3
AC947	2	0.0	0.0	1.0	0.3
AC951	2	0.0	0.0	1.0	0.3
AC956	2	0.0	0.0	1.0	0.3
AC996	2	0.0	0.0	1.0	0.3
AD027	2	0.0	0.0	1.0	0.3
AD038	2	0.0	0.0	1.0	0.3
AD046	2	0.0	0.0	1.0	0.3
AD092	2	0.0	0.0	1.0	0.3
AD100	2	0.0	0.0	1.0	0.3
AD133	2	0.0	0.0	1.0	0.3
AD153	2	0.0	0.0	1.0	0.3
AD157	2	0.0	0.0	1.0	0.3
AD172	2	0.0	0.0	1.0	0.3
AD181	2	0.0	0.0	1.0	0.3
AD186	2	0.0	0.0	1.0	0.3
AD202	2	0.0	0.0	1.0	0.3
AD223	2	0.0	0.0	1.0	0.3
AD255	2	0.0	0.0	1.0	0.3
AD258	2	0.0	0.0	1.0	0.3
AD264	2	0.0	0.0	1.0	0.3
AD297	2	0.0	0.0	1.0	0.3
AD299	2	0.0	0.0	1.0	0.3
AD301	2	0.0	0.0	1.0	0.3
AD303	2	0.0	0.0	1.0	0.3
AD347	2	0.0	0.0	1.0	0.3
AD350	2	0.0	0.0	1.0	0.3
AD357	2	0.0	0.0	1.0	0.3
AD404	2	0.0	0.0	1.0	0.3
AD412	2	0.0	0.0	1.0	0.3
AD453	2	0.0	0.0	1.0	0.3
AD461	2	0.0	0.0	1.0	0.3
AD481	2	0.0	0.0	1.0	0.3
AD485	2	0.0	0.0	1.0	0.3
AD501	2	0.0	0.0	1.0	0.3
AD505	2	0.0	0.0	1.0	0.3
AD539	2	0.0	0.0	1.0	0.3
AD541	2	0.0	0.0	1.0	0.3
AD549	2	0.0	0.0	1.0	0.3
AD560	2	0.0	0.0	1.0	0.3
AD565	2	0.0	0.0	1.0	0.3
AD569	2	0.0	0.0	1.0	0.3
AD577	2	0.0	0.0	1.0	0.3
AD578	2	0.0	0.0	1.0	0.3
AD584	2	0.0	0.0	1.0	0.3
AD585	2	0.0	0.0	1.0	0.3
AD590	2	0.0	0.0	1.0	0.3
AD593	2	0.0	0.0	1.0	0.3
AD603	2	0.0	0.0	1.0	0.3
AD610	2	0.0	0.0	1.0	0.3
AD612	2	0.0	0.0	1.0	0.3
AD615	2	0.0	0.0	1.0	0.3
AD618	2	0.0	0.0	1.0	0.3
AD649	2	0.0	0.0	1.0	0.3
AD650	2	0.0	0.0	1.0	0.3
AD661	2	0.0	0.0	1.0	0.3
AD677	2	0.0	0.0	1.0	0.3
AD683	2	0.0	0.0	1.0	0.3
AD684	2	0.0	0.0	1.0	0.3
AD702	2	0.0	0.0	1.0	0.3
AD714	2	0.0	0.0	1.0	0.3
AD837	2	0.0	0.0	1.0	0.3
AD842	2	0.0	0.0	1.0	0.3
AD843	2	0.0	0.0	1.0	0.3
AD844	2	0.0	0.0	1.0	0.3
AD858	2	0.0	0.0	1.0	0.3
AD880	2	0.0	0.0	1.0	0.3
AD890	2	0.0	0.0	1.0	0.3
AD891	2	0.0	0.0	1.0	0.3
AD910	2	0.0	0.0	1.0	0.3
AD942	2	0.0	0.0	1.0	0.3
AD969	2	0.0	0.0	1.0	0.3
AD972	2	0.0	0.0	1.0	0.3
AD976	2	0.0	0.0	1.0	0.3
AE004	2	0.0	0.0	1.0	0.3
AE021	2	0.0	0.0	1.0	0.3
AE045	2	0.0	0.0	1.0	0.3
AE075	2	0.0	0.0	1.0	0.3
AE093	2	0.0	0.0	1.0	0.3
AE095	2	0.0	0.0	1.0	0.3
AE126	2	0.0	0.0	1.0	0.3
AE134	2	0.0	0.0	1.0	0.3
AE222	2	0.0	0.0	1.0	0.3
AE233	2	0.0	0.0	1.0	0.3
AE236	2	0.0	0.0	1.0	0.3
AE252	2	0.0	0.0	1.0	0.3
AE257	2	0.0	0.0	1.0	0.3
AE299	2	0.0	0.0	1.0	0.3
AE316	2	0.0	0.0	1.0	0.3
AE318	2	0.0	0.0	1.0	0.3
AE319	2	0.0	0.0	1.0	0.3
AE427	2	0.0	0.0	1.0	0.3
AE458	2	0.0	0.0	1.0	0.3
AE520	2	0.0	0.0	1.0	0.3
AE692	2	0.0	0.0	1.0	0.3
AE700	2	0.0	0.0	1.0	0.3
AE742	2	0.0	0.0	1.0	0.3
AE744	2	0.0	0.0	1.0	0.3
AE764	2	0.0	0.0	1.0	0.3
AE768	2	0.0	0.0	1.0	0.3
AE772	2	0.0	0.0	1.0	0.3
AE773	2	0.0	0.0	1.0	0.3
AE780	2	0.0	0.0	1.0	0.3
AE813	2	0.0	0.0	1.0	0.3
AE814	2	0.0	0.0	1.0	0.3
AE901	2	0.0	0.0	1.0	0.3
AE917	2	0.0	0.0	1.0	0.3
AE923	2	0.0	0.0	1.0	0.3
AF030	2	0.0	0.0	1.0	0.3
AF042	2	0.0	0.0	1.0	0.3
AF043	2	0.0	0.0	1.0	0.3
AF044	2	0.0	0.0	1.0	0.3
AF072	2	0.0	0.0	1.0	0.3
AF092	2	0.0	0.0	1.0	0.3
AF093	2	0.0	0.0	1.0	0.3
AF122	2	0.0	0.0	1.0	0.3
AF204	2	0.0	0.0	1.0	0.3
AF213	2	0.0	0.0	1.0	0.3
AF249	2	0.0	0.0	1.0	0.3
AF282	2	0.0	0.0	1.0	0.3
AF304	2	0.0	0.0	1.0	0.3
AF321	2	0.0	0.0	1.0	0.3
AF324	2	0.0	0.0	1.0	0.3
AF326	2	0.0	0.0	1.0	0.3
AF344	2	0.0	0.0	1.0	0.3
AF383	2	0.0	0.0	1.0	0.3
AF390	2	0.0	0.0	1.0	0.3
AF425	2	0.0	0.0	1.0	0.3
AF432	2	0.0	0.0	1.0	0.3
AF437	2	0.0	0.0	1.0	0.3
AF449	2	0.0	0.0	1.0	0.3
AF454	2	0.0	0.0	1.0	0.3
AF456	2	0.0	0.0	1.0	0.3
AF503	2	0.0	0.0	1.0	0.3
AF515	2	0.0	0.0	1.0	0.3
AF535	2	0.0	0.0	1.0	0.3
AF536	2	0.0	0.0	1.0	0.3
AF537	2	0.0	0.0	1.0	0.3
AF552	2	0.0	0.0	1.0	0.3
AF558	2	0.0	0.0	1.0	0.3
AF563	2	0.0	0.0	1.0	0.3
AF582	2	0.0	0.0	1.0	0.3
AF586	2	0.0	0.0	1.0	0.3
AF610	2	0.0	0.0	1.0	0.3
AF621	2	0.0	0.0	1.0	0.3
AF632	2	0.0	0.0	1.0	0.3
AF667	2	0.0	0.0	1.0	0.3
AF691	2	0.0	0.0	1.0	0.3
AF716	2	0.0	0.0	1.0	0.3
AF717	2	0.0	0.0	1.0	0.3
AF747	2	0.0	0.0	1.0	0.3
AF760	2	0.0	0.0	1.0	0.3
AF761	2	0.0	0.0	1.0	0.3
AF772	2	0.0	0.0	1.0	0.3
AF864	2	0.0	0.0	1.0	0.3
AF876	2	0.0	0.0	1.0	0.3
AF911	2	0.0	0.0	1.0	0.3
AF935	2	0.0	0.0	1.0	0.3
AF954	2	0.0	0.0	1.0	0.3
AG016	2	0.0	0.0	1.0	0.3
AG050	2	0.0	0.0	1.0	0.3
AG064	2	0.0	0.0	1.0	0.3
AG065	2	0.0	0.0	1.0	0.3
AG092	2	0.0	0.0	1.0	0.3
AG107	2	0.0	0.0	1.0	0.3
AG114	2	0.0	0.0	1.0	0.3
AG159	2	0.0	0.0	1.0	0.3
AG174	2	0.0	0.0	1.0	0.3
AG193	2	0.0	0.0	1.0	0.3
AG241	2	0.0	0.0	1.0	0.3
AG290	2	0.0	0.0	1.0	0.3
AG312	2	0.0	0.0	1.0	0.3
AG319	2	0.0	0.0	1.0	0.3
AG339	2	0.0	0.0	1.0	0.3
AG348	2	0.0	0.0	1.0	0.3
AG397	2	0.0	0.0	1.0	0.3
AG409	2	0.0	0.0	1.0	0.3
AG446	2	0.0	0.0	1.0	0.3
AG484	2	0.0	0.0	1.0	0.3
AG524	2	0.0	0.0	1.0	0.3
AG531	2	0.0	0.0	1.0	0.3
AG532	2	0.0	0.0	1.0	0.3
AG533	2	0.0	0.0	1.0	0.3
AG536	2	0.0	0.0	1.0	0.3
AG546	2	0.0	0.0	1.0	0.3
AG564	2	0.0	0.0	1.0	0.3
AG567	2	0.0	0.0	1.0	0.3
AG595	2	0.0	0.0	1.0	0.3
AG690	2	0.0	0.0	1.0	0.3
AG700	2	0.0	0.0	1.0	0.3
AG719	2	0.0	0.0	1.0	0.3
AG724	2	0.0	0.0	1.0	0.3
AG800	2	0.0	0.0	1.0	0.3
AH098	2	0.0	0.0	1.0	0.3
AH154	2	0.0	0.0	1.0	0.3
AH336	2	0.0	0.0	1.0	0.3
AH442	2	0.0	0.0	1.0	0.3
AA001	1	0.0	0.0	1.0	0.3
AA004	1	0.0	0.0	1.0	0.3
AA005	1	0.0	0.0	1.0	0.3
AA006	1	0.0	0.0	1.0	0.3
AA009	1	0.0	0.0	1.0	0.3
AA016	1	0.0	0.0	1.0	0.3
AA017	1	0.0	0.0	1.0	0.3
AA019	1	0.0	0.0	1.0	0.3
AA021	1	0.0	0.0	1.0	0.3
AA031	1	0.0	0.0	1.0	0.3
AA036	1	0.0	0.0	1.0	0.3
AA040	1	0.0	0.0	1.0	0.3
AA043	1	0.0	0.0	1.0	0.3
AA050	1	0.0	0.0	1.0	0.3
AA062	1	0.0	0.0	1.0	0.3
AA064	1	0.0	0.0	1.0	0.3
AA065	1	0.0	0.0	1.0	0.3
AA068	1	0.0	0.0	1.0	0.3
AA069	1	0.0	0.0	1.0	0.3
AA074	1	0.0	0.0	1.0	0.3
AA086	1	0.0	0.0	1.0	0.3
AA088	1	0.0	0.0	1.0	0.3
AA092	1	0.0	0.0	1.0	0.3
AA093	1	0.0	0.0	1.0	0.3
AA094	1	0.0	0.0	1.0	0.3
AA096	1	0.0	0.0	1.0	0.3
AA097	1	0.0	0.0	1.0	0.3
AA099	1	0.0	0.0	1.0	0.3
AA111	1	0.0	0.0	1.0	0.3
AA116	1	0.0	0.0	1.0	0.3
AA129	1	0.0	0.0	1.0	0.3
AA130	1	0.0	0.0	1.0	0.3
AA131	1	0.0	0.0	1.0	0.3
AA132	1	0.0	0.0	1.0	0.3
AA142	1	0.0	0.0	1.0	0.3
AA143	1	0.0	0.0	1.0	0.3
AA154	1	0.0	0.0	1.0	0.3
AA155	1	0.0	0.0	1.0	0.3
AA159	1	0.0	0.0	1.0	0.3
AA163	1	0.0	0.0	1.0	0.3
AA164	1	0.0	0.0	1.0	0.3
AA165	1	0.0	0.0	1.0	0.3
AA166	1	0.0	0.0	1.0	0.3
AA167	1	0.0	0.0	1.0	0.3
AA170	1	0.0	0.0	1.0	0.3
AA180	1	0.0	0.0	1.0	0.3
AA190	1	0.0	0.0	1.0	0.3
AA192	1	0.0	0.0	1.0	0.3
AA195	1	0.0	0.0	1.0	0.3
AA199	1	0.0	0.0	1.0	0.3
AA202	1	0.0	0.0	1.0	0.3
AA205	1	0.0	0.0	1.0	0.3
AA208	1	0.0	0.0	1.0	0.3
AA209	1	0.0	0.0	1.0	0.3
AA211	1	0.0	0.0	1.0	0.3
AA212	1	0.0	0.0	1.0	0.3
AA215	1	0.0	0.0	1.0	0.3
AA216	1	0.0	0.0	1.0	0.3
AA217	1	0.0	0.0	1.0	0.3
AA218	1	0.0	0.0	1.0	0.3
AA219	1	0.0	0.0	1.0	0.3
AA225	1	0.0	0.0	1.0	0.3
AA229	1	0.0	0.0	1.0	0.3
AA230	1	0.0	0.0	1.0	0.3
AA231	1	0.0	0.0	1.0	0.3
AA237	1	0.0	0.0	1.0	0.3
AA240	1	0.0	0.0	1.0	0.3
AA245	1	0.0	0.0	1.0	0.3
AA250	1	0.0	0.0	1.0	0.3
AA257	1	0.0	0.0	1.0	0.3
AA263	1	0.0	0.0	1.0	0.3
AA276	1	0.0	0.0	1.0	0.3
AA283	1	0.0	0.0	1.0	0.3
AA289	1	0.0	0.0	1.0	0.3
AA291	1	0.0	0.0	1.0	0.3
AA296	1	0.0	0.0	1.0	0.3
AA297	1	0.0	0.0	1.0	0.3
AA302	1	0.0	0.0	1.0	0.3
AA306	1	0.0	0.0	1.0	0.3
AA308	1	0.0	0.0	1.0	0.3
AA316	1	0.0	0.0	1.0	0.3
AA326	1	0.0	0.0	1.0	0.3
AA327	1	0.0	0.0	1.0	0.3
AA329	1	0.0	0.0	1.0	0.3
AA331	1	0.0	0.0	1.0	0.3
AA339	1	0.0	0.0	1.0	0.3
AA343	1	0.0	0.0	1.0	0.3
AA348	1	0.0	0.0	1.0	0.3
AA349	1	0.0	0.0	1.0	0.3
AA351	1	0.0	0.0	1.0	0.3
AA352	1	0.0	0.0	1.0	0.3
AA358	1	0.0	0.0	1.0	0.3
AA359	1	0.0	0.0	1.0	0.3
AA363	1	0.0	0.0	1.0	0.3
AA366	1	0.0	0.0	1.0	0.3
AA390	1	0.0	0.0	1.0	0.3
AA398	1	0.0	0.0	1.0	0.3
AA401	1	0.0	0.0	1.0	0.3
AA407	1	0.0	0.0	1.0	0.3
AA413	1	0.0	0.0	1.0	0.3
AA422	1	0.0	0.0	1.0	0.3
AA423	1	0.0	0.0	1.0	0.3
AA429	1	0.0	0.0	1.0	0.3
AA432	1	0.0	0.0	1.0	0.3
AA440	1	0.0	0.0	1.0	0.3
AA451	1	0.0	0.0	1.0	0.3
AA456	1	0.0	0.0	1.0	0.3
AA460	1	0.0	0.0	1.0	0.3
AA461	1	0.0	0.0	1.0	0.3
AA462	1	0.0	0.0	1.0	0.3
AA463	1	0.0	0.0	1.0	0.3
AA466	1	0.0	0.0	1.0	0.3
AA483	1	0.0	0.0	1.0	0.3
AA497	1	0.0	0.0	1.0	0.3
AA499	1	0.0	0.0	1.0	0.3
AA514	1	0.0	0.0	1.0	0.3
AA522	1	0.0	0.0	1.0	0.3
AA529	1	0.0	0.0	1.0	0.3
AA530	1	0.0	0.0	1.0	0.3
AA535	1	0.0	0.0	1.0	0.3
AA536	1	0.0	0.0	1.0	0.3
AA541	1	0.0	0.0	1.0	0.3
AA545	1	0.0	0.0	1.0	0.3
AA547	1	0.0	0.0	1.0	0.3
AA548	1	0.0	0.0	1.0	0.3
AA557	1	0.0	0.0	1.0	0.3
AA560	1	0.0	0.0	1.0	0.3
AA562	1	0.0	0.0	1.0	0.3
AA563	1	0.0	0.0	1.0	0.3
AA564	1	0.0	0.0	1.0	0.3
AA567	1	0.0	0.0	1.0	0.3
AA568	1	0.0	0.0	1.0	0.3
AA570	1	0.0	0.0	1.0	0.3
AA571	1	0.0	0.0	1.0	0.3
AA572	1	0.0	0.0	1.0	0.3
AA578	1	0.0	0.0	1.0	0.3
AA580	1	0.0	0.0	1.0	0.3
AA586	1	0.0	0.0	1.0	0.3
AA593	1	0.0	0.0	1.0	0.3
AA605	1	0.0	0.0	1.0	0.3
AA606	1	0.0	0.0	1.0	0.3
AA608	1	0.0	0.0	1.0	0.3
AA610	1	0.0	0.0	1.0	0.3
AA615	1	0.0	0.0	1.0	0.3
AA623	1	0.0	0.0	1.0	0.3
AA626	1	0.0	0.0	1.0	0.3
AA634	1	0.0	0.0	1.0	0.3
AA635	1	0.0	0.0	1.0	0.3
AA638	1	0.0	0.0	1.0	0.3
AA652	1	0.0	0.0	1.0	0.3
AA662	1	0.0	0.0	1.0	0.3
AA673	1	0.0	0.0	1.0	0.3
AA675	1	0.0	0.0	1.0	0.3
AA678	1	0.0	0.0	1.0	0.3
AA679	1	0.0	0.0	1.0	0.3
AA681	1	0.0	0.0	1.0	0.3
AA686	1	0.0	0.0	1.0	0.3
AA693	1	0.0	0.0	1.0	0.3
AA701	1	0.0	0.0	1.0	0.3
AA702	1	0.0	0.0	1.0	0.3
AA703	1	0.0	0.0	1.0	0.3
AA707	1	0.0	0.0	1.0	0.3
AA723	1	0.0	0.0	1.0	0.3
AA728	1	0.0	0.0	1.0	0.3
AA730	1	0.0	0.0	1.0	0.3
AA733	1	0.0	0.0	1.0	0.3
AA736	1	0.0	0.0	1.0	0.3
AA740	1	0.0	0.0	1.0	0.3
AA741	1	0.0	0.0	1.0	0.3
AA753	1	0.0	0.0	1.0	0.3
AA756	1	0.0	0.0	1.0	0.3
AA763	1	0.0	0.0	1.0	0.3
AA764	1	0.0	0.0	1.0	0.3
AA765	1	0.0	0.0	1.0	0.3
AA767	1	0.0	0.0	1.0	0.3
AA769	1	0.0	0.0	1.0	0.3
AA771	1	0.0	0.0	1.0	0.3
AA773	1	0.0	0.0	1.0	0.3
AA774	1	0.0	0.0	1.0	0.3
AA776	1	0.0	0.0	1.0	0.3
AA777	1	0.0	0.0	1.0	0.3
AA778	1	0.0	0.0	1.0	0.3
AA780	1	0.0	0.0	1.0	0.3
AA781	1	0.0	0.0	1.0	0.3
AA788	1	0.0	0.0	1.0	0.3
AA791	1	0.0	0.0	1.0	0.3
AA793	1	0.0	0.0	1.0	0.3
AA795	1	0.0	0.0	1.0	0.3
AA798	1	0.0	0.0	1.0	0.3
AA799	1	0.0	0.0	1.0	0.3
AA818	1	0.0	0.0	1.0	0.3
AA827	1	0.0	0.0	1.0	0.3
AA828	1	0.0	0.0	1.0	0.3
AA830	1	0.0	0.0	1.0	0.3
AA831	1	0.0	0.0	1.0	0.3
AA839	1	0.0	0.0	1.0	0.3
AA855	1	0.0	0.0	1.0	0.3
AA857	1	0.0	0.0	1.0	0.3
AA859	1	0.0	0.0	1.0	0.3
AA871	1	0.0	0.0	1.0	0.3
AA872	1	0.0	0.0	1.0	0.3
AA879	1	0.0	0.0	1.0	0.3
AA885	1	0.0	0.0	1.0	0.3
AA894	1	0.0	0.0	1.0	0.3
AA895	1	0.0	0.0	1.0	0.3
AA900	1	0.0	0.0	1.0	0.3
AA904	1	0.0	0.0	1.0	0.3
AA905	1	0.0	0.0	1.0	0.3
AA920	1	0.0	0.0	1.0	0.3
AA926	1	0.0	0.0	1.0	0.3
AA928	1	0.0	0.0	1.0	0.3
AA934	1	0.0	0.0	1.0	0.3
AA940	1	0.0	0.0	1.0	0.3
AA942	1	0.0	0.0	1.0	0.3
AA943	1	0.0	0.0	1.0	0.3
AA947	1	0.0	0.0	1.0	0.3
AA950	1	0.0	0.0	1.0	0.3
AA953	1	0.0	0.0	1.0	0.3
AA963	1	0.0	0.0	1.0	0.3
AA964	1	0.0	0.0	1.0	0.3
AA976	1	0.0	0.0	1.0	0.3
AA985	1	0.0	0.0	1.0	0.3
AA989	1	0.0	0.0	1.0	0.3
AA997	1	0.0	0.0	1.0	0.3
AB000	1	0.0	0.0	1.0	0.3
AB002	1	0.0	0.0	1.0	0.3
AB008	1	0.0	0.0	1.0	0.3
AB011	1	0.0	0.0	1.0	0.3
AB012	1	0.0	0.0	1.0	0.3
AB015	1	0.0	0.0	1.0	0.3
AB036	1	0.0	0.0	1.0	0.3
AB038	1	0.0	0.0	1.0	0.3
AB051	1	0.0	0.0	1.0	0.3
AB054	1	0.0	0.0	1.0	0.3
AB057	1	0.0	0.0	1.0	0.3
AB067	1	0.0	0.0	1.0	0.3
AB068	1	0.0	0.0	1.0	0.3
AB084	1	0.0	0.0	1.0	0.3
AB085	1	0.0	0.0	1.0	0.3
AB103	1	0.0	0.0	1.0	0.3
AB121	1	0.0	0.0	1.0	0.3
AB122	1	0.0	0.0	1.0	0.3
AB130	1	0.0	0.0	1.0	0.3
AB131	1	0.0	0.0	1.0	0.3
AB132	1	0.0	0.0	1.0	0.3
AB133	1	0.0	0.0	1.0	0.3
AB147	1	0.0	0.0	1.0	0.3
AB150	1	0.0	0.0	1.0	0.3
AB164	1	0.0	0.0	1.0	0.3
AB171	1	0.0	0.0	1.0	0.3
AB175	1	0.0	0.0	1.0	0.3
AB183	1	0.0	0.0	1.0	0.3
AB192	1	0.0	0.0	1.0	0.3
AB197	1	0.0	0.0	1.0	0.3
AB203	1	0.0	0.0	1.0	0.3
AB220	1	0.0	0.0	1.0	0.3
AB230	1	0.0	0.0	1.0	0.3
AB235	1	0.0	0.0	1.0	0.3
AB240	1	0.0	0.0	1.0	0.3
AB241	1	0.0	0.0	1.0	0.3
AB242	1	0.0	0.0	1.0	0.3
AB248	1	0.0	0.0	1.0	0.3
AB250	1	0.0	0.0	1.0	0.3
AB251	1	0.0	0.0	1.0	0.3
AB259	1	0.0	0.0	1.0	0.3
AB267	1	0.0	0.0	1.0	0.3
AB275	1	0.0	0.0	1.0	0.3
AB277	1	0.0	0.0	1.0	0.3
AB278	1	0.0	0.0	1.0	0.3
AB282	1	0.0	0.0	1.0	0.3
AB283	1	0.0	0.0	1.0	0.3
AB284	1	0.0	0.0	1.0	0.3
AB286	1	0.0	0.0	1.0	0.3
AB290	1	0.0	0.0	1.0	0.3
AB292	1	0.0	0.0	1.0	0.3
AB293	1	0.0	0.0	1.0	0.3
AB296	1	0.0	0.0	1.0	0.3
AB312	1	0.0	0.0	1.0	0.3
AB322	1	0.0	0.0	1.0	0.3
AB323	1	0.0	0.0	1.0	0.3
AB338	1	0.0	0.0	1.0	0.3
AB350	1	0.0	0.0	1.0	0.3
AB352	1	0.0	0.0	1.0	0.3
AB357	1	0.0	0.0	1.0	0.3
AB362	1	0.0	0.0	1.0	0.3
AB364	1	0.0	0.0	1.0	0.3
AB365	1	0.0	0.0	1.0	0.3
AB366	1	0.0	0.0	1.0	0.3
AB368	1	0.0	0.0	1.0	0.3
AB373	1	0.0	0.0	1.0	0.3
AB379	1	0.0	0.0	1.0	0.3
AB385	1	0.0	0.0	1.0	0.3
AB400	1	0.0	0.0	1.0	0.3
AB414	1	0.0	0.0	1.0	0.3
AB416	1	0.0	0.0	1.0	0.3
AB418	1	0.0	0.0	1.0	0.3
AB422	1	0.0	0.0	1.0	0.3
AB423	1	0.0	0.0	1.0	0.3
AB426	1	0.0	0.0	1.0	0.3
AB427	1	0.0	0.0	1.0	0.3
AB428	1	0.0	0.0	1.0	0.3
AB431	1	0.0	0.0	1.0	0.3
AB432	1	0.0	0.0	1.0	0.3
AB433	1	0.0	0.0	1.0	0.3
AB440	1	0.0	0.0	1.0	0.3
AB442	1	0.0	0.0	1.0	0.3
AB470	1	0.0	0.0	1.0	0.3
AB472	1	0.0	0.0	1.0	0.3
AB480	1	0.0	0.0	1.0	0.3
AB481	1	0.0	0.0	1.0	0.3
AB487	1	0.0	0.0	1.0	0.3
AB494	1	0.0	0.0	1.0	0.3
AB500	1	0.0	0.0	1.0	0.3
AB502	1	0.0	0.0	1.0	0.3
AB503	1	0.0	0.0	1.0	0.3
AB506	1	0.0	0.0	1.0	0.3
AB507	1	0.0	0.0	1.0	0.3
AB508	1	0.0	0.0	1.0	0.3
AB510	1	0.0	0.0	1.0	0.3
AB511	1	0.0	0.0	1.0	0.3
AB512	1	0.0	0.0	1.0	0.3
AB513	1	0.0	0.0	1.0	0.3
AB514	1	0.0	0.0	1.0	0.3
AB516	1	0.0	0.0	1.0	0.3
AB517	1	0.0	0.0	1.0	0.3
AB518	1	0.0	0.0	1.0	0.3
AB520	1	0.0	0.0	1.0	0.3
AB524	1	0.0	0.0	1.0	0.3
AB525	1	0.0	0.0	1.0	0.3
AB527	1	0.0	0.0	1.0	0.3
AB530	1	0.0	0.0	1.0	0.3
AB535	1	0.0	0.0	1.0	0.3
AB554	1	0.0	0.0	1.0	0.3
AB555	1	0.0	0.0	1.0	0.3
AB563	1	0.0	0.0	1.0	0.3
AB564	1	0.0	0.0	1.0	0.3
AB565	1	0.0	0.0	1.0	0.3
AB566	1	0.0	0.0	1.0	0.3
AB567	1	0.0	0.0	1.0	0.3
AB568	1	0.0	0.0	1.0	0.3
AB570	1	0.0	0.0	1.0	0.3
AB580	1	0.0	0.0	1.0	0.3
AB583	1	0.0	0.0	1.0	0.3
AB584	1	0.0	0.0	1.0	0.3
AB585	1	0.0	0.0	1.0	0.3
AB593	1	0.0	0.0	1.0	0.3
AB594	1	0.0	0.0	1.0	0.3
AB599	1	0.0	0.0	1.0	0.3
AB601	1	0.0	0.0	1.0	0.3
AB607	1	0.0	0.0	1.0	0.3
AB611	1	0.0	0.0	1.0	0.3
AB612	1	0.0	0.0	1.0	0.3
AB623	1	0.0	0.0	1.0	0.3
AB624	1	0.0	0.0	1.0	0.3
AB625	1	0.0	0.0	1.0	0.3
AB632	1	0.0	0.0	1.0	0.3
AB635	1	0.0	0.0	1.0	0.3
AB636	1	0.0	0.0	1.0	0.3
AB641	1	0.0	0.0	1.0	0.3
AB645	1	0.0	0.0	1.0	0.3
AB647	1	0.0	0.0	1.0	0.3
AB650	1	0.0	0.0	1.0	0.3
AB655	1	0.0	0.0	1.0	0.3
AB656	1	0.0	0.0	1.0	0.3
AB657	1	0.0	0.0	1.0	0.3
AB659	1	0.0	0.0	1.0	0.3
AB660	1	0.0	0.0	1.0	0.3
AB662	1	0.0	0.0	1.0	0.3
AB664	1	0.0	0.0	1.0	0.3
AB665	1	0.0	0.0	1.0	0.3
AB666	1	0.0	0.0	1.0	0.3
AB667	1	0.0	0.0	1.0	0.3
AB671	1	0.0	0.0	1.0	0.3
AB677	1	0.0	0.0	1.0	0.3
AB680	1	0.0	0.0	1.0	0.3
AB682	1	0.0	0.0	1.0	0.3
AB684	1	0.0	0.0	1.0	0.3
AB686	1	0.0	0.0	1.0	0.3
AB690	1	0.0	0.0	1.0	0.3
AB692	1	0.0	0.0	1.0	0.3
AB696	1	0.0	0.0	1.0	0.3
AB705	1	0.0	0.0	1.0	0.3
AB710	1	0.0	0.0	1.0	0.3
AB715	1	0.0	0.0	1.0	0.3
AB719	1	0.0	0.0	1.0	0.3
AB727	1	0.0	0.0	1.0	0.3
