backbone_id	n_countries_train	training_country_missing_fraction	testing_country_missing_fraction	observed_new_countries	optimistic_new_countries	midpoint_new_countries	weighted_new_countries	eligible_for_country_bounds	label_observed	label_midpoint	label_optimistic	label_weighted
AE926	0	1.0	0.5	1	2	2	2.0	False				
AG792	0	0.0	0.5	1	2	2	2.0	False				
AC274	0	0.0	0.0	2	2	2	2.0	False				
AC542	0	1.0	0.23529411764705882	7	11	9	9.153846153846153	False				
AC267	0	0.0	0.0	4	4	4	4.0	False				
AC266	0	0.0	0.25	5	7	6	6.666666666666666	False				
AG026	0	0.0	0.0	4	4	4	4.0	False				
AC286	0	0.0	0.0	3	3	3	3.0	False				
AC729	0	0.0	0.35294117647058826	4	10	7	6.181818181818182	False				
AE272	0	0.0	0.0	3	3	3	3.0	False				
AE263	0	0.0	0.0	1	1	1	1.0	False				
AC096	0	1.0	0.0	4	4	4	4.0	False				
AC098	0	0.0	0.0	2	2	2	2.0	False				
AD511	0	0.0	0.0	3	3	3	3.0	False				
AC655	0	0.0	0.5	1	2	2	2.0	False				
AB195	0	0.0	0.1111111111111111	5	6	6	5.625	False				
AF160	0	0.0	0.0	2	2	2	2.0	False				
AF948	0	0.0	0.5	1	2	2	2.0	False				
AA605	0	1.0	0.0	2	2	2	2.0	False				
AA180	0	1.0	0.14285714285714285	2	3	3	2.3333333333333335	False				
AG557	0	0.0	0.0	2	2	2	2.0	False				
AG253	0	1.0	0.0	2	2	2	2.0	False				
AE644	1	0.0	0.0	6	6	6	6.0	True	1.0	1.0	1.0	1.0
AC119	0	0.0	0.1875	5	8	7	6.153846153846154	False				
AA273	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA593	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AC272	0	1.0	0.3333333333333333	4	6	5	6.0	False				
AC335	0	0.0	0.0	6	6	6	6.0	False				
AF594	0	0.0	0.0	2	2	2	2.0	False				
AB863	0	0.0	0.0	3	3	3	3.0	False				
AD979	0	0.0	0.0	8	8	8	8.0	False				
AG147	0	0.0	0.0	1	1	1	1.0	False				
AH140	0	0.0	0.0	4	4	4	4.0	False				
AG724	0	1.0	0.0	5	5	5	5.0	False				
AA682	0	0.0	0.0	3	3	3	3.0	False				
AE120	0	0.0	0.0	5	5	5	5.0	False				
AD601	0	1.0	0.14285714285714285	4	5	5	4.666666666666667	False				
AF986	0	0.0	0.0	2	2	2	2.0	False				
AA794	0	1.0	0.5294117647058824	2	11	7	4.25	False				
AA464	0	0.0	0.0	2	2	2	2.0	False				
AG264	0	0.0	0.0	2	2	2	2.0	False				
AB294	0	0.0	0.0	1	1	1	1.0	False				
AF033	0	1.0	0.25	3	5	4	4.0	False				
AF496	0	1.0	0.2	2	3	3	2.5	False				
AD244	1	0.0	0.42857142857142855	2	5	4	3.5	True	0.0	1.0	1.0	1.0
AE561	0	1.0	0.0	1	1	1	1.0	False				
AF441	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AF116	0	0.0	0.5	1	2	2	2.0	False				
AF037	0	0.0	0.0	3	3	3	3.0	False				
AF038	0	0.0	0.2857142857142857	3	5	4	4.199999999999999	False				
AG320	0	0.0	0.0	3	3	3	3.0	False				
AC062	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA656	2	0.5714285714285714	0.6666666666666666	2	10	6	6.0	True	0.0	1.0	1.0	1.0
AA951	2	0.0	0.2857142857142857	2	4	3	2.8	True	0.0	1.0	1.0	0.0
AD536	2	0.3333333333333333	0.7692307692307693	2	12	7	8.666666666666668	True	0.0	1.0	1.0	1.0
AD370	2	0.6666666666666666	0.5	1	4	3	2.0	True	0.0	1.0	1.0	0.0
AF086	2	0.7777777777777778	0.8333333333333334	1	6	4	6.0	True	0.0	1.0	1.0	1.0
AD181	2	0.0	0.8571428571428571	1	7	4	7.0	True	0.0	1.0	1.0	1.0
AD369	1	0.6666666666666666	0.5	1	3	2	2.0	True	0.0	0.0	1.0	0.0
AG504	0	0.0	0.0	2	2	2	2.0	False				
AG611	0	0.0	0.0	2	2	2	2.0	False				
AB454	0	0.0	0.25	3	4	4	4.0	False				
AD319	0	0.0	0.0	4	4	4	4.0	False				
AD317	0	0.0	0.0	3	3	3	3.0	False				
AB166	0	0.0	0.0	2	2	2	2.0	False				
AE494	0	0.0	0.16666666666666666	5	6	6	6.0	False				
AA484	0	0.0	0.0	4	4	4	4.0	False				
AC162	0	1.0	0.5714285714285714	3	7	5	6.999999999999999	False				
AE186	0	1.0	0.5	2	4	3	4.0	False				
AD940	0	0.0	0.0	2	2	2	2.0	False				
AH050	0	0.0	0.0	3	3	3	3.0	False				
AC158	0	1.0	0.0	2	2	2	2.0	False				
AH064	0	0.0	0.0	1	1	1	1.0	False				
AD770	0	0.0	0.0	3	3	3	3.0	False				
AG119	0	0.0	0.0	2	2	2	2.0	False				
AG652	0	0.0	0.0	2	2	2	2.0	False				
AE881	0	0.0	0.0	1	1	1	1.0	False				
AA925	0	0.0	0.0	1	1	1	1.0	False				
AF126	0	1.0	0.0	2	2	2	2.0	False				
AB810	0	1.0	0.0	1	1	1	1.0	False				
AC122	1	0.6666666666666666	0.058823529411764705	4	5	5	4.25	True	1.0	1.0	1.0	1.0
AF254	0	0.0	0.0	2	2	2	2.0	False				
AA433	0	0.0	0.2857142857142857	3	5	4	4.199999999999999	False				
AB905	0	1.0	0.75	1	4	3	4.0	False				
AC872	0	1.0	0.5	2	4	3	4.0	False				
AC149	0	0.0	0.0	3	3	3	3.0	False				
AC300	0	0.0	0.4	3	5	4	5.0	False				
AD263	0	0.0	0.5	1	2	2	2.0	False				
AB158	0	0.0	0.25	7	11	9	9.333333333333332	False				
AG314	0	1.0	0.0	3	3	3	3.0	False				
AF298	0	1.0	0.0	7	7	7	7.0	False				
AF489	0	0.0	0.16666666666666666	2	3	3	2.4	False				
AF737	0	0.0	0.2	4	5	5	5.0	False				
AC241	0	0.0	0.0	2	2	2	2.0	False				
AD747	0	1.0	0.0	2	2	2	2.0	False				
AD746	0	0.0	0.2857142857142857	3	5	4	4.199999999999999	False				
AE819	0	0.0	0.42857142857142855	1	4	3	1.75	False				
AD015	0	0.0	0.0	1	1	1	1.0	False				
AA137	0	0.0	0.0	1	1	1	1.0	False				
AC488	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AG104	0	1.0	1.0	0	2	1	0.0	False				
AB639	0	0.0	0.2222222222222222	5	7	6	6.428571428571428	False				
AA092	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AA097	1	0.0	0.5	2	4	3	4.0	True	0.0	1.0	1.0	1.0
AC145	0	0.0	0.0	4	4	4	4.0	False				
AB632	0	1.0	0.25	1	2	2	1.3333333333333333	False				
AE454	0	0.0	0.0	3	3	3	3.0	False				
AG713	0	1.0	1.0	0	2	1	0.0	False				
AE006	1	0.0	0.3333333333333333	2	3	3	3.0	True	0.0	1.0	1.0	1.0
AE840	0	0.0	0.25	4	6	5	5.333333333333333	False				
AG483	0	0.0	0.5	1	3	2	2.0	False				
AE249	1	0.8	0.29411764705882354	5	10	8	7.083333333333334	True	1.0	1.0	1.0	1.0
AF834	0	0.0	0.0	3	3	3	3.0	False				
AD872	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AA223	0	0.0	0.4	2	4	3	3.333333333333333	False				
AF662	0	0.0	0.8	2	18	10	10.0	False				
AC152	0	1.0	0.0	1	1	1	1.0	False				
AG215	0	1.0	0.0	2	2	2	2.0	False				
AE116	0	0.0	0.2	3	5	4	3.75	False				
AB985	0	1.0	0.0	1	1	1	1.0	False				
AF879	0	0.0	0.16666666666666666	2	3	3	2.4	False				
AF463	0	0.0	0.5	1	2	2	2.0	False				
AD678	0	1.0	0.0	1	1	1	1.0	False				
AD262	0	0.0	0.5	2	4	3	4.0	False				
AD605	0	0.0	0.0	3	3	3	3.0	False				
AH163	0	0.0	0.0	2	2	2	2.0	False				
AA555	0	0.0	0.058823529411764705	6	7	7	6.375	False				
AA307	0	0.0	0.0	4	4	4	4.0	False				
AD997	0	0.0	0.09090909090909091	7	8	8	7.700000000000001	False				
AB759	0	1.0	0.21428571428571427	7	10	9	8.909090909090908	False				
AF021	0	0.0	0.0	1	1	1	1.0	False				
AE517	0	0.0	0.0	1	1	1	1.0	False				
AD131	0	1.0	0.0	6	6	6	6.0	False				
AE232	0	1.0	0.06666666666666667	5	6	6	5.357142857142857	False				
AD944	0	1.0	0.0	1	1	1	1.0	False				
AG714	0	0.0	0.5	1	2	2	2.0	False				
AC175	0	0.0	0.0	2	2	2	2.0	False				
AD759	0	1.0	0.0	1	1	1	1.0	False				
AF974	0	0.0	0.0	1	1	1	1.0	False				
AD253	0	1.0	1.0	0	1	1	0.0	False				
AD494	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AE447	0	1.0	0.0	3	3	3	3.0	False				
AG052	0	0.0	0.0	1	1	1	1.0	False				
AA791	0	1.0	0.0	2	2	2	2.0	False				
AD777	0	1.0	0.0	2	2	2	2.0	False				
AE204	0	0.0	0.2222222222222222	6	8	7	7.7142857142857135	False				
AF286	0	0.0	0.0	2	2	2	2.0	False				
AH286	0	0.0	0.0	1	1	1	1.0	False				
AF587	1	0.0	1.0	0	1	1	0.0	True	0.0	0.0	0.0	0.0
AC705	0	0.0	0.4	2	4	3	3.333333333333333	False				
AC679	0	0.0	0.4	2	4	3	3.333333333333333	False				
AD100	1	0.5	0.17647058823529413	8	14	11	9.714285714285714	True	1.0	1.0	1.0	1.0
AB887	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AD361	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AE304	0	1.0	0.0	3	3	3	3.0	False				
AD771	0	0.0	0.2	3	4	4	3.75	False				
AB776	0	1.0	0.0	7	7	7	7.0	False				
AE706	0	1.0	0.0	5	5	5	5.0	False				
AE674	0	0.0	0.125	6	7	7	6.857142857142857	False				
AF748	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AB517	0	1.0	1.0	0	1	1	0.0	False				
AA536	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AA310	0	0.0	0.0	3	3	3	3.0	False				
AC747	0	0.0	0.2	4	5	5	5.0	False				
AA312	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AB747	0	0.0	0.0	2	2	2	2.0	False				
AD813	0	0.0	0.0	2	2	2	2.0	False				
AF411	0	0.0	0.2	4	5	5	5.0	False				
AE343	0	0.0	0.0	1	1	1	1.0	False				
AE350	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AB083	0	0.0	0.0	2	2	2	2.0	False				
AB889	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AC633	1	0.0	0.16666666666666666	2	3	3	2.4	True	0.0	1.0	1.0	0.0
AC807	0	1.0	0.0	1	1	1	1.0	False				
AF321	0	1.0	0.0	1	1	1	1.0	False				
AC766	1	0.0	0.3333333333333333	1	2	2	1.5	True	0.0	0.0	0.0	0.0
AG370	0	0.0	0.0	2	2	2	2.0	False				
AC554	0	0.0	0.2	3	4	4	3.75	False				
AA789	0	0.0	0.5	1	2	2	2.0	False				
AC080	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AB085	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AG543	0	0.0	0.5	1	2	2	2.0	False				
AC013	0	0.0	0.0	2	2	2	2.0	False				
AC380	0	1.0	1.0	0	1	1	0.0	False				
AF930	0	0.0	1.0	0	1	1	0.0	False				
AE662	0	0.0	0.8333333333333334	1	6	4	6.0	False				
AB280	0	1.0	0.11538461538461539	11	14	13	12.43478260869565	False				
AA976	0	1.0	0.0	7	7	7	7.0	False				
AC123	0	0.0	0.2	2	3	3	2.5	False				
AC880	0	0.0	0.5	2	5	4	4.0	False				
AB965	0	0.0	0.0	6	6	6	6.0	False				
AG450	1	0.0	0.5	1	2	2	2.0	True	0.0	0.0	0.0	0.0
AG283	1	0.0	1.0	0	1	1	0.0	True	0.0	0.0	0.0	0.0
AF521	0	1.0	0.0	3	3	3	3.0	False				
AF295	0	1.0	0.0	1	1	1	1.0	False				
AE482	0	1.0	0.0	1	1	1	1.0	False				
AF981	0	1.0	0.0	1	1	1	1.0	False				
AD988	0	1.0	0.6666666666666666	1	3	2	3.0	False				
AF980	0	1.0	0.0	1	1	1	1.0	False				
AE041	0	0.0	0.0	2	2	2	2.0	False				
AF958	0	0.0	0.0	2	2	2	2.0	False				
AD761	0	0.0	0.0	5	5	5	5.0	False				
AE634	0	0.0	0.0	2	2	2	2.0	False				
AF850	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AB929	0	0.0	0.0	2	2	2	2.0	False				
AB928	0	0.0	0.0	5	5	5	5.0	False				
AC713	0	0.0	0.0	2	2	2	2.0	False				
AH390	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AA037	0	0.0	0.1	3	4	4	3.3333333333333335	False				
AB988	0	0.0	0.5	1	2	2	2.0	False				
AE000	0	1.0	0.0	2	2	2	2.0	False				
AE794	0	0.0	0.0	2	2	2	2.0	False				
AC185	0	1.0	0.0	3	3	3	3.0	False				
AC303	0	0.0	0.3076923076923077	5	9	7	7.222222222222222	False				
AB937	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AC420	0	1.0	1.0	0	1	1	0.0	False				
AG004	0	1.0	0.25	1	2	2	1.3333333333333333	False				
AF451	0	0.0	0.5	2	4	3	4.0	False				
AE944	1	0.0	1.0	0	1	1	0.0	True	0.0	0.0	0.0	0.0
AF044	2	0.0	1.0	0	4	2	0.0	True	0.0	0.0	1.0	0.0
AD651	0	1.0	0.125	4	5	5	4.571428571428571	False				
AC623	1	0.4	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AF368	0	1.0	0.25	2	3	3	2.6666666666666665	False				
AE816	0	0.0	0.6666666666666666	1	3	2	3.0	False				
AF717	0	1.0	0.5714285714285714	3	7	5	6.999999999999999	False				
AB287	0	0.0	0.0	3	3	3	3.0	False				
AC283	0	0.0	0.0	2	2	2	2.0	False				
AD560	1	0.5	0.2857142857142857	2	4	3	2.8	True	0.0	1.0	1.0	0.0
AG840	0	0.0	0.0	2	2	2	2.0	False				
AC276	0	0.0	0.16666666666666666	1	2	2	1.2	False				
AC452	0	1.0	0.0	4	4	4	4.0	False				
AD945	0	1.0	0.0	6	6	6	6.0	False				
AE710	0	0.0	0.6666666666666666	1	3	2	3.0	False				
AA059	0	1.0	0.5	1	2	2	2.0	False				
AE768	0	1.0	0.0	3	3	3	3.0	False				
AB982	0	1.0	0.16666666666666666	3	4	4	3.5999999999999996	False				
AC430	0	0.0	0.0	2	2	2	2.0	False				
AF442	1	0.0	0.25	2	3	3	2.6666666666666665	True	0.0	1.0	1.0	0.0
AA795	0	1.0	0.65	4	17	11	11.428571428571429	False				
AD059	0	1.0	0.5	1	2	2	2.0	False				
AC669	0	1.0	0.2	3	4	4	3.75	False				
AD057	0	0.0	0.2	3	4	4	3.75	False				
AB048	0	0.0	0.1	6	7	7	6.666666666666667	False				
AD061	0	0.0	0.5	1	2	2	2.0	False				
AC711	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AA499	0	1.0	0.0	1	1	1	1.0	False				
AG848	0	0.0	0.5	1	2	2	2.0	False				
AG725	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AG575	0	0.0	0.5	1	2	2	2.0	False				
AF011	0	1.0	0.0	1	1	1	1.0	False				
AG816	0	0.0	0.0	2	2	2	2.0	False				
AD382	0	1.0	0.09090909090909091	6	9	8	6.6000000000000005	False				
AF056	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AD012	0	0.0	0.5	1	3	2	2.0	False				
AF055	0	0.0	0.0	2	2	2	2.0	False				
AE473	0	0.0	0.0	2	2	2	2.0	False				
AD384	0	1.0	0.1111111111111111	4	5	5	4.5	False				
AG581	0	0.0	0.0	1	1	1	1.0	False				
AD656	0	0.0	0.5	1	2	2	2.0	False				
AB550	0	0.0	0.0	1	1	1	1.0	False				
AB438	0	1.0	0.0	1	1	1	1.0	False				
AE505	0	0.0	0.0	4	4	4	4.0	False				
AC715	0	0.0	0.1	5	6	6	5.555555555555555	False				
AB074	0	0.0	0.25	4	6	5	5.333333333333333	False				
AA797	0	0.0	0.0	2	2	2	2.0	False				
AG229	0	0.0	0.0	2	2	2	2.0	False				
AD930	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AC225	0	0.0	0.0	1	1	1	1.0	False				
AD673	0	0.0	0.0	1	1	1	1.0	False				
AD674	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AB015	1	0.0	0.3333333333333333	1	3	2	1.5	True	0.0	0.0	1.0	0.0
AA471	0	0.0	0.0	2	2	2	2.0	False				
AC085	0	0.0	0.0	2	2	2	2.0	False				
AB921	0	1.0	0.1	1	2	2	1.1111111111111112	False				
AH489	0	0.0	0.75	1	4	3	4.0	False				
AH205	0	0.0	0.0	2	2	2	2.0	False				
AB328	0	0.0	0.5	1	2	2	2.0	False				
AE411	0	0.0	0.14285714285714285	3	4	4	3.5	False				
AB855	0	0.0	0.4	3	5	4	5.0	False				
AA720	0	0.0	0.0	4	4	4	4.0	False				
AE792	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AG008	0	1.0	0.0	2	2	2	2.0	False				
AD876	0	0.0	0.0	1	1	1	1.0	False				
AG496	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AE026	0	0.0	0.0	1	1	1	1.0	False				
AE030	0	0.0	0.08333333333333333	7	8	8	7.636363636363636	False				
AB012	0	1.0	0.0	3	3	3	3.0	False				
AC164	0	0.0	0.0	2	2	2	2.0	False				
AD827	0	0.0	0.0	1	1	1	1.0	False				
AB707	0	0.0	0.0	2	2	2	2.0	False				
AA987	0	0.0	0.2	1	2	2	1.25	False				
AG721	0	0.0	0.0	3	3	3	3.0	False				
AG120	0	0.0	0.0	2	2	2	2.0	False				
AG828	0	0.0	0.0	3	3	3	3.0	False				
AE372	0	0.0	0.0	3	3	3	3.0	False				
AB349	0	0.0	0.0	2	2	2	2.0	False				
AC820	0	0.0	0.0	3	3	3	3.0	False				
AC590	0	0.0	0.0	2	2	2	2.0	False				
AC583	0	1.0	0.14285714285714285	4	5	5	4.666666666666667	False				
AH160	0	0.0	0.2	2	3	3	2.5	False				
AG311	0	1.0	0.0	4	4	4	4.0	False				
AF928	0	0.0	0.2	1	2	2	1.25	False				
AB842	0	1.0	0.0	2	2	2	2.0	False				
AF917	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AF887	0	0.0	0.0	2	2	2	2.0	False				
AB479	0	0.0	0.0	2	2	2	2.0	False				
AG942	1	0.0	0.5	1	2	2	2.0	True	0.0	0.0	0.0	0.0
AF427	0	0.0	0.5	1	2	2	2.0	False				
AC760	0	1.0	0.0	1	1	1	1.0	False				
AF968	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AH373	0	0.0	0.0	2	2	2	2.0	False				
AE774	0	0.0	0.16666666666666666	3	4	4	3.5999999999999996	False				
AB955	0	0.0	0.0	2	2	2	2.0	False				
AF329	0	1.0	0.0	1	1	1	1.0	False				
AA512	0	0.0	0.0	2	2	2	2.0	False				
AB315	0	0.0	0.0	2	2	2	2.0	False				
AB149	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA863	0	0.0	0.0	1	1	1	1.0	False				
AD425	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AD919	0	0.0	0.0	2	2	2	2.0	False				
AD427	0	0.0	0.0	3	3	3	3.0	False				
AE913	0	0.0	0.0	2	2	2	2.0	False				
AA479	0	0.0	0.25	1	2	2	1.3333333333333333	False				
AB312	0	1.0	0.0	2	2	2	2.0	False				
AD067	1	0.0	1.0	0	1	1	0.0	True	0.0	0.0	0.0	0.0
AC414	0	0.0	0.0	4	4	4	4.0	False				
AD159	0	0.0	0.5	3	7	5	6.0	False				
AD089	0	0.0	0.0	2	2	2	2.0	False				
AE977	0	0.0	0.0	4	4	4	4.0	False				
AF257	0	1.0	0.0	2	2	2	2.0	False				
AA854	0	0.0	0.0	2	2	2	2.0	False				
AD532	0	0.0	0.16666666666666666	3	4	4	3.5999999999999996	False				
AF554	0	1.0	0.0	3	3	3	3.0	False				
AE526	0	0.0	0.0	2	2	2	2.0	False				
AF397	0	0.0	0.0	1	1	1	1.0	False				
AG266	0	0.0	0.0	1	1	1	1.0	False				
AF245	0	1.0	0.0	2	2	2	2.0	False				
AC774	0	1.0	0.0	4	4	4	4.0	False				
AD112	0	0.0	0.16666666666666666	3	4	4	3.5999999999999996	False				
AD620	0	0.0	0.6	2	5	4	5.0	False				
AF794	0	1.0	0.2857142857142857	3	5	4	4.199999999999999	False				
AF293	0	0.0	0.6666666666666666	1	7	4	3.0	False				
AG247	0	0.0	0.0	3	3	3	3.0	False				
AE724	0	0.0	0.0	3	3	3	3.0	False				
AG778	0	0.0	0.0	2	2	2	2.0	False				
AE958	0	0.0	0.0	3	3	3	3.0	False				
AA408	0	0.0	0.0	1	1	1	1.0	False				
AF503	1	0.5	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AC985	0	0.0	0.0	1	1	1	1.0	False				
AG379	0	1.0	0.2	3	4	4	3.75	False				
AB489	0	0.0	0.0	3	3	3	3.0	False				
AG752	0	0.0	0.6666666666666666	1	3	2	3.0	False				
AA566	0	0.0	0.0	2	2	2	2.0	False				
AB189	0	0.0	0.2	7	9	8	8.75	False				
AD682	0	1.0	0.0	1	1	1	1.0	False				
AC553	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AA666	0	0.0	0.0	3	3	3	3.0	False				
AA496	0	0.0	0.0	2	2	2	2.0	False				
AD326	0	1.0	0.0	1	1	1	1.0	False				
AB790	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AA373	0	0.0	0.0	2	2	2	2.0	False				
AC217	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AC264	0	0.0	0.5	3	6	5	6.0	False				
AC214	0	0.0	0.0	3	3	3	3.0	False				
AB856	0	1.0	0.0	1	1	1	1.0	False				
AD766	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AD998	0	1.0	0.0	3	3	3	3.0	False				
AA255	0	1.0	0.0	2	2	2	2.0	False				
AC803	0	1.0	0.0	1	1	1	1.0	False				
AG362	0	1.0	0.0	1	1	1	1.0	False				
AF354	0	1.0	0.0	2	2	2	2.0	False				
AB016	0	0.0	0.0	1	1	1	1.0	False				
AC110	0	1.0	0.0	14	14	14	14.0	False				
AF557	0	0.0	0.0	2	2	2	2.0	False				
AD405	0	0.0	0.0	3	3	3	3.0	False				
AG152	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AB086	0	0.0	0.0	2	2	2	2.0	False				
AD419	1	0.0	0.3333333333333333	1	2	2	1.5	True	0.0	0.0	0.0	0.0
AB741	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AH431	0	0.0	0.0	2	2	2	2.0	False				
AE799	0	0.0	0.0	4	4	4	4.0	False				
AC501	0	1.0	0.0	2	2	2	2.0	False				
AF003	0	1.0	0.5	3	6	5	6.0	False				
AA636	0	0.0	0.0	1	1	1	1.0	False				
AF531	0	0.0	0.0	1	1	1	1.0	False				
AD808	0	0.0	0.0	2	2	2	2.0	False				
AH386	0	0.0	0.0	1	1	1	1.0	False				
AB226	0	0.0	0.0	2	2	2	2.0	False				
AA637	0	0.0	0.0	2	2	2	2.0	False				
AF529	0	0.0	0.0	1	1	1	1.0	False				
AF530	0	0.0	0.16666666666666666	1	2	2	1.2	False				
AE009	0	0.0	0.0	1	1	1	1.0	False				
AF532	0	0.0	0.0	3	3	3	3.0	False				
AD937	0	0.0	0.0	1	1	1	1.0	False				
AD903	0	0.0	0.0	1	1	1	1.0	False				
AE008	0	0.0	0.0	1	1	1	1.0	False				
AA427	0	0.0	0.0	3	3	3	3.0	False				
AF778	0	0.0	0.0	3	3	3	3.0	False				
AF807	0	0.0	0.0	2	2	2	2.0	False				
AF171	0	0.0	0.0	4	4	4	4.0	False				
AG601	0	0.0	0.0	1	1	1	1.0	False				
AF689	0	0.0	0.0	2	2	2	2.0	False				
AE554	0	0.0	0.0	1	1	1	1.0	False				
AG337	0	1.0	0.0	1	1	1	1.0	False				
AE297	0	1.0	0.0	2	2	2	2.0	False				
AB521	0	0.0	1.0	0	1	1	0.0	False				
AE458	1	0.5	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AG174	1	0.5	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AD331	0	1.0	0.9333333333333333	2	30	16	30.0	False				
AC032	0	0.0	0.0	3	3	3	3.0	False				
AA441	0	0.0	0.2	3	4	4	3.75	False				
AG537	0	0.0	0.0	2	2	2	2.0	False				
AA742	1	0.8529411764705882	0.15384615384615385	5	7	6	5.909090909090909	True	1.0	1.0	1.0	1.0
AE418	0	0.0	0.16666666666666666	1	2	2	1.2	False				
AD365	0	1.0	0.0	5	5	5	5.0	False				
AD501	1	0.5	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AF914	0	1.0	0.0	2	2	2	2.0	False				
AE856	0	0.0	0.0	2	2	2	2.0	False				
AE694	0	0.0	0.0	2	2	2	2.0	False				
AD789	0	0.0	0.0	4	4	4	4.0	False				
AG541	0	0.0	0.0	3	3	3	3.0	False				
AB276	0	0.0	0.8	1	5	3	5.0	False				
AG234	0	0.0	0.0	1	1	1	1.0	False				
AA007	0	1.0	0.0	3	3	3	3.0	False				
AD976	1	0.5	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AB723	0	0.0	0.0	3	3	3	3.0	False				
AA563	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AA070	0	0.0	0.0	3	3	3	3.0	False				
AD190	0	0.0	0.125	3	4	4	3.4285714285714284	False				
AA764	1	0.0	0.0	5	5	5	5.0	True	1.0	1.0	1.0	1.0
AG552	0	0.0	0.5	2	4	3	4.0	False				
AA564	0	1.0	0.0	2	2	2	2.0	False				
AA767	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AA067	0	1.0	0.0	1	1	1	1.0	False				
AA600	0	0.0	0.0	1	1	1	1.0	False				
AA003	1	0.6666666666666666	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AB153	0	0.0	0.2	2	3	3	2.5	False				
AB129	0	0.0	0.0	3	3	3	3.0	False				
AF450	0	0.0	0.0	2	2	2	2.0	False				
AC339	0	1.0	0.0	2	2	2	2.0	False				
AA128	0	0.0	0.06666666666666667	9	10	10	9.642857142857142	False				
AA414	0	0.0	0.25	3	5	4	4.0	False				
AG374	0	0.0	0.0	4	4	4	4.0	False				
AC094	0	0.0	0.0	2	2	2	2.0	False				
AE555	0	1.0	0.0	1	1	1	1.0	False				
AE122	0	0.0	0.0	2	2	2	2.0	False				
AG691	0	0.0	0.0	3	3	3	3.0	False				
AE061	0	1.0	0.0	3	3	3	3.0	False				
AD413	0	0.0	0.0	3	3	3	3.0	False				
AD275	0	0.0	0.5	1	2	2	2.0	False				
AB980	0	0.0	0.0	3	3	3	3.0	False				
AG807	0	0.0	1.0	0	2	1	0.0	False				
AA750	0	0.0	0.14285714285714285	2	3	3	2.3333333333333335	False				
AH379	0	0.0	0.5	1	2	2	2.0	False				
AC577	0	1.0	0.3333333333333333	2	3	3	3.0	False				
AE164	0	1.0	1.0	0	1	1	0.0	False				
AE160	0	1.0	1.0	0	1	1	0.0	False				
