backbone_id	n_countries_train	training_country_missing_fraction	testing_country_missing_fraction	observed_new_countries	optimistic_new_countries	midpoint_new_countries	weighted_new_countries	eligible_for_country_bounds	label_observed	label_midpoint	label_optimistic	label_weighted
AB122	0	1.0	0.1	6	8	7	6.666666666666667	False				
AC037	0	0.0	0.17391304347826086	6	14	10	7.2631578947368425	False				
AE261	0	1.0	0.0	3	3	3	3.0	False				
AA174	1	0.6666666666666666	0.08196721311475409	16	21	19	17.428571428571427	True	1.0	1.0	1.0	1.0
AA052	0	0.0	0.1	2	3	3	2.2222222222222223	False				
AB039	2	0.0	0.1282051282051282	11	16	14	12.617647058823529	True	1.0	1.0	1.0	1.0
AA523	0	0.0	0.02127659574468085	14	15	15	14.304347826086957	False				
AA109	0	0.0	0.06666666666666667	8	9	9	8.571428571428571	False				
AC942	1	0.3333333333333333	0.8333333333333334	0	10	5	0.0	True	0.0	1.0	1.0	0.0
AD120	0	1.0	0.0	0	0	0	0.0	False				
AF515	0	1.0	0.35294117647058826	8	14	11	12.363636363636363	False				
AC615	0	1.0	0.25	1	2	2	1.3333333333333333	False				
AA356	1	0.6	0.3953488372093023	12	46	29	19.846153846153847	True	1.0	1.0	1.0	1.0
AF034	1	0.0	0.3333333333333333	3	5	4	4.5	True	1.0	1.0	1.0	1.0
AF497	0	0.0	0.0	5	5	5	5.0	False				
AC356	0	0.0	0.0	3	3	3	3.0	False				
AE069	0	0.0	0.0	4	4	4	4.0	False				
AA057	0	0.0	0.0	6	6	6	6.0	False				
AD402	0	1.0	0.16666666666666666	2	3	3	2.4	False				
AF069	1	0.8333333333333334	0.16666666666666666	6	8	7	7.199999999999999	True	1.0	1.0	1.0	1.0
AB688	0	0.0	0.0	6	6	6	6.0	False				
AH149	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA352	1	0.0	0.04918032786885246	12	15	14	12.620689655172413	True	1.0	1.0	1.0	1.0
AF108	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AC892	0	0.0	0.0	2	2	2	2.0	False				
AC489	0	0.0	0.0	0	0	0	0.0	False				
AB373	0	1.0	0.1	3	4	4	3.3333333333333335	False				
AD675	0	1.0	0.0	3	3	3	3.0	False				
AD952	0	0.0	0.0	0	0	0	0.0	False				
AC364	0	1.0	0.125	6	8	7	6.857142857142857	False				
AB290	0	1.0	0.5	1	2	2	2.0	False				
AD667	0	1.0	0.25	1	2	2	1.3333333333333333	False				
AE836	0	1.0	1.0	0	2	1	0.0	False				
AE834	1	0.0	0.25	3	4	4	4.0	True	1.0	1.0	1.0	1.0
AB966	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AF721	0	1.0	0.16666666666666666	2	3	3	2.4	False				
AA698	1	0.8	0.13157894736842105	12	17	15	13.81818181818182	True	1.0	1.0	1.0	1.0
AF845	0	0.0	0.0	3	3	3	3.0	False				
AF665	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AG088	0	1.0	0.0	3	3	3	3.0	False				
AD549	0	1.0	0.0	8	8	8	8.0	False				
AA351	0	1.0	0.0	6	6	6	6.0	False				
AE118	0	0.0	0.1111111111111111	4	5	5	4.5	False				
AC517	1	0.875	0.0	5	5	5	5.0	True	1.0	1.0	1.0	1.0
AG521	0	1.0	0.0	1	1	1	1.0	False				
AF482	0	1.0	0.0	1	1	1	1.0	False				
AB962	0	0.0	0.2222222222222222	6	10	8	7.7142857142857135	False				
AA435	1	0.0	0.09523809523809523	4	6	5	4.421052631578947	True	1.0	1.0	1.0	1.0
AC507	1	0.8	0.42857142857142855	6	21	14	10.5	True	1.0	1.0	1.0	1.0
AB375	0	0.0	0.0	6	6	6	6.0	False				
AD712	0	1.0	0.0	4	4	4	4.0	False				
AB739	0	0.0	0.0	2	2	2	2.0	False				
AE089	0	0.0	0.0	2	2	2	2.0	False				
AC915	0	1.0	0.0	2	2	2	2.0	False				
AA734	0	0.0	0.0625	11	12	12	11.733333333333333	False				
AC754	0	0.0	0.2	3	4	4	3.75	False				
AD569	0	1.0	0.6428571428571429	7	34	21	19.599999999999998	False				
AF632	0	1.0	0.7129629629629629	8	85	47	27.870967741935484	False				
AF718	0	0.0	0.75	1	4	3	4.0	False				
AB049	0	0.0	0.11764705882352941	7	9	8	7.933333333333334	False				
AA828	1	0.0	0.0	4	4	4	4.0	True	1.0	1.0	1.0	1.0
AG328	0	0.0	0.0	1	1	1	1.0	False				
AA470	0	0.0	0.2	5	9	7	6.25	False				
AC792	0	1.0	0.6666666666666666	1	3	2	3.0	False				
AA744	0	0.0	0.0	1	1	1	1.0	False				
AG834	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AB881	0	1.0	0.2	5	7	6	6.25	False				
AC146	0	0.0	0.5	3	6	5	6.0	False				
AC154	1	0.5	0.0	5	5	5	5.0	True	1.0	1.0	1.0	1.0
AC271	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AC129	1	0.5	0.04424778761061947	15	20	18	15.694444444444445	True	1.0	1.0	1.0	1.0
AB242	0	1.0	0.0	6	6	6	6.0	False				
AD541	0	1.0	0.09090909090909091	1	2	2	1.1	False				
AA729	1	0.0	0.02564102564102564	0	1	1	0.0	True	0.0	0.0	0.0	0.0
AD970	1	0.0	0.6666666666666666	1	3	2	3.0	True	0.0	0.0	1.0	1.0
AH000	0	0.0	0.2727272727272727	5	8	7	6.875	False				
AA516	0	0.0	0.13333333333333333	11	15	13	12.692307692307692	False				
AB194	0	0.0	0.2	2	3	3	2.5	False				
AB229	2	0.6666666666666666	0.07142857142857142	8	10	9	8.615384615384615	True	1.0	1.0	1.0	1.0
AG372	0	0.0	0.0	7	7	7	7.0	False				
AA142	0	1.0	0.045454545454545456	13	14	14	13.61904761904762	False				
AE210	0	0.0	0.0	3	3	3	3.0	False				
AF284	0	0.0	0.0	2	2	2	2.0	False				
AG733	0	0.0	1.0	0	2	1	0.0	False				
AB282	0	1.0	0.3125	7	12	10	10.181818181818182	False				
AA183	1	0.5	0.29411764705882354	11	21	16	15.583333333333334	True	1.0	1.0	1.0	1.0
AA376	0	0.0	0.3333333333333333	1	5	3	1.5	False				
AA283	0	1.0	0.0	7	7	7	7.0	False				
AA817	0	0.0	0.0	5	5	5	5.0	False				
AC309	1	0.6	0.6037735849056604	5	37	21	12.619047619047619	True	1.0	1.0	1.0	1.0
AA133	0	0.0	0.047619047619047616	4	5	5	4.2	False				
AB132	0	1.0	0.4	1	3	2	1.6666666666666665	False				
AG216	0	0.0	0.5	1	3	2	2.0	False				
AD705	0	1.0	0.5714285714285714	3	7	5	6.999999999999999	False				
AE581	0	0.0	0.5777777777777777	10	36	23	23.684210526315788	False				
AH242	0	1.0	0.0	2	2	2	2.0	False				
AB630	0	1.0	0.0	1	1	1	1.0	False				
AC678	0	1.0	0.0	1	1	1	1.0	False				
AD249	0	1.0	0.0	0	0	0	0.0	False				
AF498	0	1.0	0.0	1	1	1	1.0	False				
AB621	1	0.9166666666666666	0.6470588235294118	2	13	8	5.666666666666666	True	0.0	1.0	1.0	1.0
AD831	0	0.0	0.0	1	1	1	1.0	False				
AD687	0	1.0	0.0	0	0	0	0.0	False				
AB289	0	0.0	0.5	3	7	5	6.0	False				
AE890	0	1.0	0.6666666666666666	1	3	2	3.0	False				
AD917	2	0.0	0.10526315789473684	7	9	8	7.8235294117647065	True	1.0	1.0	1.0	1.0
AA063	2	0.4	0.05555555555555555	6	7	7	6.352941176470589	True	1.0	1.0	1.0	1.0
AG654	0	0.0	0.0	4	4	4	4.0	False				
AE668	0	0.0	0.0	2	2	2	2.0	False				
AA955	8	0.375	0.018867924528301886	16	17	17	16.307692307692307	False				
AE427	1	0.5	0.1111111111111111	5	6	6	5.625	True	1.0	1.0	1.0	1.0
AF668	0	0.0	0.0	1	1	1	1.0	False				
AA888	0	1.0	0.0	1	1	1	1.0	False				
AF785	0	0.0	0.5	1	2	2	2.0	False				
AE438	0	0.0	0.0	1	1	1	1.0	False				
AC205	0	0.0	0.5	1	2	2	2.0	False				
AA363	1	0.0	0.2727272727272727	0	6	3	0.0	True	0.0	1.0	1.0	0.0
AA543	1	0.2	0.18181818181818182	9	19	14	11.0	True	1.0	1.0	1.0	1.0
AB713	0	0.0	0.13333333333333333	3	5	4	3.4615384615384612	False				
AD992	0	0.0	0.5	1	2	2	2.0	False				
AE227	0	0.0	0.5	2	4	3	4.0	False				
AB581	0	1.0	0.48	4	16	10	7.6923076923076925	False				
AB622	0	0.0	0.0	0	0	0	0.0	False				
AG870	0	0.0	0.0	4	4	4	4.0	False				
AE322	0	0.0	0.1	12	14	13	13.333333333333334	False				
AA538	0	0.0	0.09090909090909091	7	8	8	7.700000000000001	False				
AA320	0	0.0	0.09090909090909091	7	8	8	7.700000000000001	False				
AA150	0	1.0	0.3333333333333333	2	3	3	3.0	False				
AD938	0	0.0	1.0	0	1	1	0.0	False				
AF781	0	0.0	1.0	0	1	1	0.0	False				
AG140	0	0.0	0.0	2	2	2	2.0	False				
AD862	0	0.0	0.3333333333333333	3	5	4	4.5	False				
AD259	0	0.0	0.0	1	1	1	1.0	False				
AE667	0	0.0	0.0	2	2	2	2.0	False				
AA447	0	0.0	0.08333333333333333	2	3	3	2.1818181818181817	False				
AD653	0	0.0	0.0	3	3	3	3.0	False				
AB058	0	0.0	0.043478260869565216	12	13	13	12.545454545454545	False				
AA667	1	0.8333333333333334	0.12857142857142856	8	17	13	9.180327868852459	True	1.0	1.0	1.0	1.0
AB079	0	0.0	0.0	1	1	1	1.0	False				
AB077	0	0.0	0.0	2	2	2	2.0	False				
AA502	0	0.0	0.0	3	3	3	3.0	False				
AF159	0	0.0	0.0	3	3	3	3.0	False				
AC003	0	0.0	0.0	2	2	2	2.0	False				
AC771	0	0.0	0.36363636363636365	5	9	7	7.857142857142857	False				
AA120	0	0.0	0.20833333333333334	7	12	10	8.842105263157894	False				
AE583	0	0.0	0.29411764705882354	5	10	8	7.083333333333334	False				
AF688	0	0.0	0.0	1	1	1	1.0	False				
AA832	1	0.6666666666666666	0.1111111111111111	1	2	2	1.125	True	0.0	0.0	0.0	0.0
AB040	1	0.5	0.04433497536945813	19	28	24	19.881443298969074	True	1.0	1.0	1.0	1.0
AE498	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AE384	0	0.0	0.08333333333333333	8	10	9	8.727272727272727	False				
AB182	0	0.0	0.08695652173913043	8	10	9	8.761904761904763	False				
AA402	0	0.0	0.12149532710280374	10	23	17	11.382978723404255	False				
AD034	2	0.6666666666666666	0.3333333333333333	5	13	9	7.5	True	1.0	1.0	1.0	1.0
AF425	0	1.0	0.25	3	4	4	4.0	False				
AA531	2	0.0	0.031007751937984496	15	19	17	15.48	True	1.0	1.0	1.0	1.0
AB111	1	0.5	0.075	10	13	12	10.81081081081081	True	1.0	1.0	1.0	1.0
AA765	1	0.0	0.2	3	4	4	3.75	True	1.0	1.0	1.0	1.0
AA882	0	0.0	0.0	7	7	7	7.0	False				
AD410	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AG737	0	1.0	1.0	0	1	1	0.0	False				
AG514	0	0.0	0.5	2	4	3	4.0	False				
AF080	1	0.6666666666666666	0.11764705882352941	6	8	7	6.8	True	1.0	1.0	1.0	1.0
AF081	0	1.0	0.23076923076923078	4	7	6	5.2	False				
AD411	0	0.0	0.6666666666666666	1	3	2	3.0	False				
AD274	0	0.0	0.0	1	1	1	1.0	False				
AC006	0	1.0	0.0	0	0	0	0.0	False				
AB243	0	0.0	0.0	6	6	6	6.0	False				
AD983	0	0.0	0.21428571428571427	4	7	6	5.090909090909091	False				
AF789	0	1.0	0.2	2	3	3	2.5	False				
AF093	0	1.0	0.0	2	2	2	2.0	False				
AD008	0	0.0	0.5	1	2	2	2.0	False				
AD011	0	0.0	0.05555555555555555	3	4	4	3.1764705882352944	False				
AE469	0	0.0	0.0	2	2	2	2.0	False				
AG487	0	0.0	0.16666666666666666	2	5	4	2.4	False				
AC442	3	0.4	0.3333333333333333	1	4	3	1.5	True	0.0	1.0	1.0	0.0
AF849	0	0.0	0.0	2	2	2	2.0	False				
AD844	0	1.0	0.0	3	3	3	3.0	False				
AA815	0	0.0	0.09090909090909091	6	7	7	6.6000000000000005	False				
AH095	0	0.0	0.0	2	2	2	2.0	False				
AH236	0	0.0	0.0	1	1	1	1.0	False				
AD785	0	1.0	0.3333333333333333	1	2	2	1.5	False				
AA118	0	0.0	0.0	11	11	11	11.0	False				
AB915	0	0.0	0.0	5	5	5	5.0	False				
AD287	0	0.0	0.4444444444444444	3	7	5	5.4	False				
AE314	0	1.0	0.8421052631578947	3	19	11	19.0	False				
AB529	0	0.0	0.6666666666666666	3	19	11	9.0	False				
AB528	1	0.75	0.7307692307692307	6	82	44	22.285714285714285	True	1.0	1.0	1.0	1.0
AA710	1	0.3333333333333333	0.10526315789473684	3	5	4	3.3529411764705883	True	1.0	1.0	1.0	1.0
AF907	0	1.0	0.0	1	1	1	1.0	False				
AA917	0	0.0	0.14285714285714285	4	7	6	4.666666666666667	False				
AF524	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AG658	0	0.0	0.3333333333333333	4	6	5	6.0	False				
AD907	0	1.0	0.0	4	4	4	4.0	False				
AF607	1	0.6666666666666666	0.0	4	4	4	4.0	True	1.0	1.0	1.0	1.0
AE623	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AA437	0	0.0	0.25	3	5	4	4.0	False				
AA553	1	0.0	0.13580246913580246	17	28	23	19.67142857142857	True	1.0	1.0	1.0	1.0
AA323	1	0.5	0.2564102564102564	18	38	28	24.20689655172414	True	1.0	1.0	1.0	1.0
AC072	1	0.0	0.16666666666666666	1	2	2	1.2	True	0.0	0.0	0.0	0.0
AF728	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AC791	0	0.0	0.5	1	2	2	2.0	False				
AC790	0	0.0	1.0	0	1	1	0.0	False				
AB150	0	1.0	0.0	3	3	3	3.0	False				
AF374	0	0.0	0.14285714285714285	3	4	4	3.5	False				
AG075	0	1.0	0.0	0	0	0	0.0	False				
AF729	0	0.0	0.125	5	7	6	5.7142857142857135	False				
AF897	0	0.0	0.3333333333333333	1	2	2	1.5	False				
AE381	1	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AE619	0	1.0	0.0	1	1	1	1.0	False				
AC734	0	1.0	0.0	1	1	1	1.0	False				
AE113	0	0.0	0.5	1	2	2	2.0	False				
AH157	0	0.0	0.0	0	0	0	0.0	False				
AC824	0	1.0	0.0	0	0	0	0.0	False				
AE354	0	1.0	0.0	2	2	2	2.0	False				
AG346	0	0.0	0.0	1	1	1	1.0	False				
AE552	0	0.0	0.0	0	0	0	0.0	False				
AC253	0	0.0	0.0	1	1	1	1.0	False				
AG997	0	1.0	0.0	1	1	1	1.0	False				
AA792	0	1.0	0.2	5	9	7	6.25	False				
AG470	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AF836	0	0.0	0.0	3	3	3	3.0	False				
AA517	0	1.0	0.07017543859649122	14	18	16	15.056603773584905	False				
AG012	0	0.0	0.0	8	8	8	8.0	False				
AB718	0	0.0	0.13793103448275862	6	10	8	6.959999999999999	False				
AC411	0	1.0	0.21052631578947367	9	13	11	11.399999999999999	False				
AC977	0	0.0	0.038461538461538464	11	12	12	11.440000000000001	False				
AA595	0	1.0	0.0	2	2	2	2.0	False				
AD966	0	0.0	0.0	3	3	3	3.0	False				
AB238	1	0.6666666666666666	0.06666666666666667	4	5	5	4.285714285714286	True	1.0	1.0	1.0	1.0
AA672	0	0.0	0.0625	9	10	10	9.6	False				
AA577	0	1.0	0.0	5	5	5	5.0	False				
AA580	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AD090	0	0.0	0.0	3	3	3	3.0	False				
AB061	0	0.0	0.0	6	6	6	6.0	False				
AA127	0	0.0	0.043478260869565216	11	12	12	11.5	False				
AB064	0	0.0	0.09090909090909091	3	4	4	3.3000000000000003	False				
AE818	0	0.0	0.0	10	10	10	10.0	False				
AC530	0	1.0	0.1111111111111111	5	6	6	5.625	False				
AD342	0	0.0	0.1111111111111111	4	5	5	4.5	False				
AG462	0	1.0	0.0	3	3	3	3.0	False				
AB716	0	0.0	0.2608695652173913	5	11	8	6.764705882352942	False				
AC247	1	0.6666666666666666	0.08333333333333333	14	18	16	15.272727272727272	True	1.0	1.0	1.0	1.0
AB717	0	0.0	0.0	5	5	5	5.0	False				
AE875	0	0.0	0.0	4	4	4	4.0	False				
AD487	0	0.0	0.0	1	1	1	1.0	False				
AC121	0	1.0	0.16666666666666666	3	4	4	3.5999999999999996	False				
AG014	0	0.0	0.0	4	4	4	4.0	False				
AA281	0	0.0	0.39473684210526316	14	44	29	23.130434782608695	False				
AA181	0	0.0	0.02564102564102564	7	8	8	7.18421052631579	False				
AB441	0	0.0	0.15	8	11	10	9.411764705882353	False				
AA157	0	0.0	0.0	8	8	8	8.0	False				
AC770	0	0.0	1.0	0	1	1	0.0	False				
AA319	1	0.6666666666666666	0.22727272727272727	6	11	9	7.764705882352942	True	1.0	1.0	1.0	1.0
AD985	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AA545	0	1.0	0.07142857142857142	5	6	6	5.384615384615384	False				
AD335	1	0.0	0.0	8	8	8	8.0	True	1.0	1.0	1.0	1.0
AA375	0	0.0	0.0	4	4	4	4.0	False				
AA178	0	1.0	0.11666666666666667	11	18	15	12.452830188679245	False				
AA380	0	0.0	0.25	3	5	4	4.0	False				
AA587	0	0.0	0.0	5	5	5	5.0	False				
AE142	0	1.0	0.0	6	6	6	6.0	False				
AA107	0	0.0	0.0	7	7	7	7.0	False				
AF643	0	0.0	0.16666666666666666	4	5	5	4.8	False				
AG544	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AD677	0	1.0	0.0	1	1	1	1.0	False				
AC502	0	1.0	0.25	3	4	4	4.0	False				
AA761	0	0.0	0.0	2	2	2	2.0	False				
AC024	0	0.0	0.0	7	7	7	7.0	False				
AC031	0	0.0	0.0	5	5	5	5.0	False				
AB036	0	1.0	0.046511627906976744	10	12	11	10.487804878048781	False				
AB795	0	1.0	0.07142857142857142	11	13	12	11.846153846153845	False				
AA368	0	0.0	0.0	2	2	2	2.0	False				
AA980	0	0.0	0.0	1	1	1	1.0	False				
AC778	0	0.0	0.0	1	1	1	1.0	False				
AD001	0	0.0	0.0	0	0	0	0.0	False				
AB154	0	0.0	0.0	4	4	4	4.0	False				
AC318	0	0.0	0.0	0	0	0	0.0	False				
AA961	0	0.0	0.0	3	3	3	3.0	False				
AD873	0	0.0	0.0	2	2	2	2.0	False				
AB091	0	0.0	0.0	2	2	2	2.0	False				
AE181	0	0.0	0.0	1	1	1	1.0	False				
AD168	1	0.6666666666666666	0.0	5	5	5	5.0	True	1.0	1.0	1.0	1.0
AH314	0	0.0	0.0	1	1	1	1.0	False				
AA442	2	0.3333333333333333	0.0	6	6	6	6.0	True	1.0	1.0	1.0	1.0
AF123	0	1.0	0.5897435897435898	6	29	18	14.625	False				
AE471	0	1.0	0.4444444444444444	3	7	5	5.4	False				
AE633	0	0.0	1.0	0	4	2	0.0	False				
AB777	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AD164	2	0.5	0.16	7	11	9	8.333333333333334	True	1.0	1.0	1.0	1.0
AB537	0	0.0	0.21428571428571427	12	18	15	15.272727272727273	False				
AC960	0	0.0	0.0	1	1	1	1.0	False				
AD752	0	0.0	0.0	1	1	1	1.0	False				
AC821	1	0.0	0.28	4	11	8	5.555555555555555	True	1.0	1.0	1.0	1.0
AC218	0	0.0	0.25	2	3	3	2.6666666666666665	False				
AE207	0	0.0	0.0	1	1	1	1.0	False				
AE162	0	1.0	0.0	1	1	1	1.0	False				
AB818	0	0.0	0.0	5	5	5	5.0	False				
AA769	0	1.0	0.0	2	2	2	2.0	False				
AG131	0	1.0	0.14285714285714285	5	6	6	5.833333333333334	False				
AC182	0	1.0	0.2857142857142857	4	6	5	5.6	False				
AD730	0	1.0	0.2	3	4	4	3.75	False				
AB342	0	0.0	0.0	3	3	3	3.0	False				
AD828	0	0.0	0.5	1	2	2	2.0	False				
AE379	0	0.0	0.13333333333333333	5	7	6	5.769230769230768	False				
AB347	0	0.0	0.2222222222222222	4	6	5	5.142857142857142	False				
AF992	0	0.0	0.0	4	4	4	4.0	False				
AC602	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AD412	0	1.0	0.0	2	2	2	2.0	False				
AF626	0	0.0	0.25	3	4	4	4.0	False				
AF017	0	0.0	0.0	1	1	1	1.0	False				
AH004	0	0.0	0.0	2	2	2	2.0	False				
AA149	0	0.0	0.4883720930232558	11	32	22	21.5	False				
AA397	0	0.0	0.0	4	4	4	4.0	False				
AD843	0	1.0	0.3333333333333333	1	2	2	1.5	False				
AD845	0	0.0	0.0	1	1	1	1.0	False				
AC573	0	1.0	0.0	1	1	1	1.0	False				
AD960	0	0.0	0.0	1	1	1	1.0	False				
AC943	0	1.0	0.7916666666666666	4	23	14	19.2	False				
AB555	0	1.0	0.15384615384615385	4	6	5	4.7272727272727275	False				
AA842	3	0.4	0.25	5	9	7	6.666666666666666	True	1.0	1.0	1.0	1.0
AC260	1	0.6666666666666666	0.125	1	2	2	1.1428571428571428	True	0.0	0.0	0.0	0.0
AA298	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA064	0	1.0	0.0	0	0	0	0.0	False				
AC296	0	1.0	0.7692307692307693	2	12	7	8.666666666666668	False				
AF308	0	1.0	0.16666666666666666	2	3	3	2.4	False				
AA272	0	0.0	0.0	1	1	1	1.0	False				
AC261	0	0.0	0.0	1	1	1	1.0	False				
AH498	0	0.0	0.0	1	1	1	1.0	False				
AH056	0	0.0	0.0	1	1	1	1.0	False				
AG133	0	0.0	0.0	2	2	2	2.0	False				
AC483	0	1.0	0.0	3	3	3	3.0	False				
AB307	0	0.0	0.09090909090909091	3	4	4	3.3000000000000003	False				
AA490	0	0.0	0.0	3	3	3	3.0	False				
AA586	0	1.0	0.06666666666666667	9	10	10	9.642857142857142	False				
AA347	0	0.0	0.0	2	2	2	2.0	False				
AA814	0	0.0	0.04	10	11	11	10.416666666666668	False				
AA123	1	0.0	0.02702702702702703	11	12	12	11.305555555555554	True	1.0	1.0	1.0	1.0
AG702	0	0.0	0.0	5	5	5	5.0	False				
AE577	0	0.0	0.1568627450980392	11	19	15	13.046511627906975	False				
AB917	0	0.0	0.25	3	4	4	4.0	False				
AC537	0	1.0	0.20512820512820512	10	18	14	12.580645161290322	False				
AE807	0	0.0	0.12121212121212122	8	12	10	9.10344827586207	False				
AB977	0	1.0	0.14285714285714285	9	12	11	10.5	False				
AB174	0	0.0	0.8	2	10	6	10.0	False				
AD468	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AB740	2	0.0	0.0	3	3	3	3.0	True	1.0	1.0	1.0	1.0
AB359	0	0.0	0.3333333333333333	3	5	4	4.5	False				
AB133	0	1.0	0.0	4	4	4	4.0	False				
AE848	0	1.0	0.0	1	1	1	1.0	False				
AF478	0	0.0	0.0	2	2	2	2.0	False				
AD429	0	1.0	0.0	1	1	1	1.0	False				
AD954	0	0.0	0.0	2	2	2	2.0	False				
AC258	0	0.0	0.2	4	5	5	5.0	False				
AG225	0	0.0	0.0	2	2	2	2.0	False				
AE955	0	0.0	0.5	1	2	2	2.0	False				
AD347	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AD349	0	1.0	0.1111111111111111	7	8	8	7.875	False				
AC254	0	0.0	1.0	0	1	1	0.0	False				
AC635	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AE557	0	0.0	0.0	5	5	5	5.0	False				
AC868	0	0.0	0.4	2	4	3	3.333333333333333	False				
AB997	0	0.0	0.0	2	2	2	2.0	False				
AF012	0	0.0	0.0	3	3	3	3.0	False				
AB891	0	1.0	0.5	1	3	2	2.0	False				
AE643	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AE716	0	1.0	0.2222222222222222	3	5	4	3.8571428571428568	False				
AG384	0	0.0	0.09090909090909091	5	6	6	5.5	False				
AE949	1	0.0	0.7777777777777778	1	8	5	4.5	True	0.0	1.0	1.0	1.0
AD839	0	1.0	0.29411764705882354	5	10	8	7.083333333333334	False				
AB362	0	1.0	0.25	4	7	6	5.333333333333333	False				
AG062	0	0.0	0.12	2	5	4	2.2727272727272725	False				
AE717	1	0.0	0.2857142857142857	2	4	3	2.8	True	0.0	1.0	1.0	0.0
AC598	0	0.0	0.0	6	6	6	6.0	False				
AB830	0	0.0	0.0	1	1	1	1.0	False				
AC239	0	0.0	0.07692307692307693	9	11	10	9.75	False				
AG201	0	0.0	0.2857142857142857	4	6	5	5.6	False				
AC597	0	1.0	0.0	3	3	3	3.0	False				
AC968	0	0.0	0.0	4	4	4	4.0	False				
AG317	0	1.0	0.0	1	1	1	1.0	False				
AC111	1	0.0	0.0	10	10	10	10.0	True	1.0	1.0	1.0	1.0
AA554	0	0.0	0.06896551724137931	12	14	13	12.888888888888888	False				
AE695	0	0.0	0.0	1	1	1	1.0	False				
AE696	0	0.0	0.0	2	2	2	2.0	False				
AB649	1	0.6666666666666666	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AF364	0	0.0	0.0	0	0	0	0.0	False				
AG474	0	0.0	0.3333333333333333	2	3	3	3.0	False				
AA377	0	0.0	0.1	6	7	7	6.666666666666667	False				
AB902	0	1.0	0.0	1	1	1	1.0	False				
AB538	0	1.0	0.0	2	2	2	2.0	False				
AG186	0	1.0	0.0	1	1	1	1.0	False				
AG434	0	0.0	0.2	2	3	3	2.5	False				
AG373	0	1.0	0.0	1	1	1	1.0	False				
AG784	0	1.0	0.0	0	0	0	0.0	False				
AF369	0	0.0	0.0	4	4	4	4.0	False				
AA697	0	0.0	0.0	3	3	3	3.0	False				
AG427	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AD300	0	1.0	0.1111111111111111	5	6	6	5.625	False				
AD046	2	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AC802	0	1.0	0.3333333333333333	1	3	2	1.5	False				
AF885	0	1.0	0.0	7	7	7	7.0	False				
AD793	0	0.0	0.0	0	0	0	0.0	False				
AC850	0	0.0	0.0	1	1	1	1.0	False				
AD869	0	1.0	0.2	2	3	3	2.5	False				
AD045	0	1.0	0.0	1	1	1	1.0	False				
AE201	0	1.0	0.0	0	0	0	0.0	False				
AE376	0	0.0	0.0	1	1	1	1.0	False				
AC937	0	0.0	0.0	2	2	2	2.0	False				
AD422	1	0.0	0.0	1	1	1	1.0	True	0.0	0.0	0.0	0.0
AG850	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AH024	1	0.0	0.0	0	0	0	0.0	True	0.0	0.0	0.0	0.0
AA388	0	0.0	1.0	0	2	1	0.0	False				
AG326	0	0.0	0.0	1	1	1	1.0	False				
AE912	1	0.0	0.0	2	2	2	2.0	True	0.0	0.0	0.0	0.0
AD683	0	1.0	0.0	3	3	3	3.0	False				
AA935	0	0.0	1.0	0	1	1	0.0	False				
AE598	0	0.0	1.0	0	1	1	0.0	False				
AE697	1	0.0	0.0	4	4	4	4.0	True	1.0	1.0	1.0	1.0
AA420	0	0.0	0.0	4	4	4	4.0	False				
AC809	0	0.0	0.13793103448275862	5	9	7	5.8	False				
AB843	0	1.0	0.0	0	0	0	0.0	False				
AE247	0	0.0	0.0	2	2	2	2.0	False				
AD661	0	1.0	0.5	1	2	2	2.0	False				
AE907	0	0.0	0.0	0	0	0	0.0	False				
