model_name	n_backbones	custom_roc_auc	sklearn_roc_auc	custom_average_precision	sklearn_average_precision	custom_average_precision_lift	sklearn_average_precision_lift	pearson_prediction_correlation	spearman_prediction_correlation	mean_absolute_prediction_difference	max_absolute_prediction_difference
bio_clean_priority	989	0.7467309030990333	0.7467529320538916	0.6599423534545295	0.6599951691237101	0.29391606427353856	0.29396887994271925	0.9999999768728404	0.9999990324187357	3.083120033422167e-05	0.00017858607053811149
