card_resistance_mechanism	high	low	prevalence_delta_high_minus_low
MCR-1.31	0.0040485829959514	0.0	0.0040485829959514
MCR-1.30	0.0040485829959514	0.0	0.0040485829959514
MCR-1.28	0.0040485829959514	0.0	0.0040485829959514
MCR-1.24	0.0040485829959514	0.0	0.0040485829959514
MCR-1.23	0.0040485829959514	0.0	0.0040485829959514
MCR-1.15	0.0040485829959514	0.0	0.0040485829959514
MCR-1.12	0.0040485829959514	0.0	0.0040485829959514
LpsB	0.0040485829959514	0.0	0.0040485829959514
LEN-4	0.0040485829959514	0.0	0.0040485829959514
LAP-1	0.0040485829959514	0.0	0.0040485829959514
MexC	0.0040485829959514	0.0	0.0040485829959514
MOX-3	0.0040485829959514	0.0	0.0040485829959514
NDM-2	0.0040485829959514	0.0	0.0040485829959514
OXA-164	0.0040485829959514	0.0	0.0040485829959514
OXA-732	0.0040485829959514	0.0	0.0040485829959514
OXA-58	0.0040485829959514	0.0	0.0040485829959514
OXA-544	0.0040485829959514	0.0	0.0040485829959514
OXA-512	0.0040485829959514	0.0	0.0040485829959514
OXA-45	0.0040485829959514	0.0	0.0040485829959514
OXA-405	0.0040485829959514	0.0	0.0040485829959514
OXA-4	0.0040485829959514	0.0	0.0040485829959514
OXA-28	0.0040485829959514	0.0	0.0040485829959514
OXA-256	0.0040485829959514	0.0	0.0040485829959514
OXA-232	0.0040485829959514	0.0	0.0040485829959514
OXA-23	0.0040485829959514	0.0	0.0040485829959514
OXA-198	0.0040485829959514	0.0	0.0040485829959514
OXA-169	0.0040485829959514	0.0	0.0040485829959514
vgaALC	0.0040485829959514	0.0	0.0040485829959514
NDM-7	0.0040485829959514	0.0	0.0040485829959514
NDM-5	0.0040485829959514	0.0	0.0040485829959514
OXA-163	0.0040485829959514	0.0	0.0040485829959514
NDM-21	0.0040485829959514	0.0	0.0040485829959514
OXA-129	0.0040485829959514	0.0	0.0040485829959514
NDM-43	0.0040485829959514	0.0	0.0040485829959514
NDM-44	0.0040485829959514	0.0	0.0040485829959514
OXA-119	0.0040485829959514	0.0	0.0040485829959514
NPS-1	0.0040485829959514	0.0	0.0040485829959514
NDM-47	0.0040485829959514	0.0	0.0040485829959514
apmA	0.0040485829959514	0.0040485829959514	0.0
AAC(6')-Ib-cr9	0.0040485829959514	0.0040485829959514	0.0
dfrK	0.0040485829959514	0.0040485829959514	0.0
msbA	0.0040485829959514	0.0040485829959514	0.0
FosXCC	0.0040485829959514	0.0040485829959514	0.0
vanW_in_vanI_cl	0.0080971659919028	0.0080971659919028	0.0
FosBx1	0.0040485829959514	0.0040485829959514	0.0
FosB2	0.0040485829959514	0.0040485829959514	0.0
catII	0.0	0.0040485829959514	-0.0040485829959514
