backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	primary_replicon	replicon_types	mobsuite_literature_record_count	mobsuite_literature_sample_count	mobsuite_literature_host_species_count	mobsuite_reported_host_range_taxid_count	mobsuite_literature_pmid_count	mobsuite_literature_year_min	mobsuite_literature_year_max	mobsuite_literature_conjugative_note_fraction	mobsuite_cluster_record_count	mobsuite_cluster_taxid_count	mobsuite_cluster_mobilizable_fraction	mobsuite_cluster_conjugative_fraction	mobsuite_cluster_relaxase_presence_fraction	mobsuite_cluster_mpf_presence_fraction	mobsuite_cluster_orit_presence_fraction	mobsuite_any_literature_support	mobsuite_any_cluster_support
AA515	high	0.6523601426552854	0.645218816382282	primary_model_oof_prediction	Enterobacter_cloacae	rep_cluster_2335	rep_cluster_2335,rep_cluster_2374	3.0	3.0	2.0	1.0	1.0	2010.0	2010.0	0.0	264.0	68.0	0.9015151515151515	0.0	0.35984848484848486	0.0	0.0	True	True
AA449	high	0.6072087710286832	0.5904392980587391	primary_model_oof_prediction	Klebsiella_pneumoniae	IncFII	ColRNAI_rep_cluster_1987,IncFIA,IncFIB,IncFIC,IncFII,IncQ1,IncR,IncU,IncX1,IncX3,rep_cluster_1254,rep_cluster_1332,rep_cluster_1418,rep_cluster_2183,rep_cluster_2350,rep_cluster_2401	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AE109	high	0.5138098444194908	0.5879615685675764	primary_model_oof_prediction	Klebsiella_michiganensis	IncFII	IncFII,rep_cluster_2183,rep_cluster_2373	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AB595	high	0.9224011485116448	0.587500215734835	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2335	rep_cluster_1166,rep_cluster_2335,rep_cluster_2350,rep_cluster_2358,rep_cluster_2373	3.0	3.0	2.0	1.0	1.0	2010.0	2010.0	0.0	264.0	68.0	0.9015151515151515	0.0	0.35984848484848486	0.0	0.0	True	True
AC313	high	0.5631850350184643	0.5726744047789675	primary_model_oof_prediction	Salmonella_enterica	rep_cluster_2335	ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2373	3.0	3.0	2.0	1.0	1.0	2010.0	2010.0	0.0	264.0	68.0	0.9015151515151515	0.0	0.35984848484848486	0.0	0.0	True	True
AA435	high	0.490128867987946	0.5703478521690164	primary_model_oof_prediction	Klebsiella_pneumoniae	IncFII	IncFII,rep_cluster_1418,rep_cluster_2183,rep_cluster_658	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AB040	high	0.4669043956608309	0.5620752941835778	primary_model_oof_prediction	Enterobacter_hormaechei	rep_cluster_2335	ColRNAI_rep_cluster_1987,IncFII,rep_cluster_2335,rep_cluster_2358,rep_cluster_2373,rep_cluster_2406	3.0	3.0	2.0	1.0	1.0	2010.0	2010.0	0.0	264.0	68.0	0.9015151515151515	0.0	0.35984848484848486	0.0	0.0	True	True
AA998	high	0.9689122775186788	0.5598387042835944	primary_model_oof_prediction	Escherichia_coli	IncHI1A	IncFIA,IncFIB,IncFIC,IncFII,IncHI1A,IncHI1B,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,IncY,rep_cluster_1254,rep_cluster_1304,rep_cluster_1760,rep_cluster_2244,rep_cluster_2327,rep_cluster_2373	1.0	1.0	1.0	1.0	1.0	2010.0	2010.0	0.0	6.0	4.0	0.0	0.8333333333333334	0.8333333333333334	0.0	0.0	True	True
AA964	high	0.6940604020180553	0.5361184424593207	primary_model_oof_prediction	Klebsiella_pneumoniae	IncFII	IncFII,rep_cluster_1418,rep_cluster_1704,rep_cluster_2350	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AE233	high	0.4731184887549802	0.5136506653965933	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2335	ColRNAI_rep_cluster_1857,ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2358,rep_cluster_2405	3.0	3.0	2.0	1.0	1.0	2010.0	2010.0	0.0	264.0	68.0	0.9015151515151515	0.0	0.35984848484848486	0.0	0.0	True	True
AC942	high	0.3329220369798504	0.4971520885118684	primary_model_oof_prediction	Agrobacterium_tumefaciens	rep_cluster_352	rep_cluster_2350,rep_cluster_352	1.0	1.0	1.0	1.0	1.0	2010.0	2010.0	0.0	12.0	6.0	0.0	1.0	1.0	0.0	0.0	True	True
AA434	high	0.6071175273196137	0.4893876967636628	primary_model_oof_prediction	Klebsiella_pneumoniae	IncFII	IncFIA,IncFIB,IncFII,rep_cluster_1418,rep_cluster_2183	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AB947	high	0.4849280907373859	0.4571103335632346	primary_model_oof_prediction	Neisseria_gonorrhoeae	IncP	IncP,rep_cluster_2350	27.0	27.0	19.0	1.0	7.0	2006.0	2017.0	0.0	213.0	87.0	0.2347417840375587	0.596244131455399	0.8309859154929577	0.0	0.0	True	True
AC082	high	0.7749998855939585	0.4494678656694985	primary_model_oof_prediction	Escherichia_coli	IncQ1	Col156,ColRNAI_rep_cluster_1987,IncQ1,IncX1,rep_cluster_2131,rep_cluster_2335	8.0	8.0	6.0	1.0	3.0	1989.0	2014.0	0.0	52.0	23.0	0.9807692307692307	0.0	0.9807692307692307	0.0	0.0	True	True
AE108	high	0.2877916832742127	0.4329518560976375	primary_model_oof_prediction	Klebsiella_oxytoca	IncFII	IncFIA,IncFII,rep_cluster_1418,rep_cluster_2183	2.0	2.0	2.0	1.0	2.0	2010.0	2010.0	0.0	130.0	61.0	0.06923076923076923	0.7	0.7538461538461538	0.0	0.0	True	True
AC301	high	0.6575379042158348	0.9354863338622238	primary_model_oof_prediction	Enterobacter_hormaechei	IncR	IncFIB,IncR	1.0	1.0	1.0	0.0	1.0	2013.0	2013.0	1.0	114.0	20.0	0.7192982456140351	0.03508771929824561	0.043859649122807015	0.0	0.0	True	True
AC305	high	0.8398163487597855	0.9178397572179569	primary_model_oof_prediction	Escherichia_coli	IncX1	IncFIA,IncFII,IncN,IncR,IncX1,IncX2,IncX3,rep_cluster_1418,rep_cluster_312	11.0	11.0	3.0	0.0	2.0	2011.0	2012.0	0.0	104.0	29.0	0.07692307692307693	0.8173076923076923	0.875	0.0	0.0	True	True
AA409	high	0.654684817906936	0.9171065184666662	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1018,rep_cluster_1442,rep_cluster_1733,rep_cluster_2100,rep_cluster_2120,rep_cluster_2214,rep_cluster_2409,rep_cluster_418,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AD100	high	0.613708531076005	0.9156400799270582	primary_model_oof_prediction	Enterococcus_faecium	rep_cluster_889	rep_cluster_1118,rep_cluster_1763,rep_cluster_183,rep_cluster_185,rep_cluster_1968,rep_cluster_889	0.0	0.0	0.0	0.0	0.0			0.0	59.0	4.0	0.05084745762711865	0.5254237288135594	0.576271186440678	0.0	0.0	False	True
AB169	high	0.5630098759963165	0.9136492520349458	primary_model_oof_prediction	Enterobacter_hormaechei	rep_cluster_1444	rep_cluster_1444,rep_cluster_2183	0.0	0.0	0.0	0.0	0.0			0.0	17.0	12.0	1.0	0.0	1.0	0.0	0.0	False	True
AA086	high	0.5437659190076528	0.9112093443789748	primary_model_oof_prediction	Staphylococcus_saprophyticus	rep_cluster_765	rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_765	0.0	0.0	0.0	0.0	0.0			0.0	22.0	3.0	0.0	0.8181818181818182	0.8181818181818182	0.0	0.0	False	True
AB559	high	0.5723896391572967	0.9002230310998233	primary_model_oof_prediction	Staphylococcus_haemolyticus	rep_cluster_1256	rep_cluster_1256,rep_cluster_1448,rep_cluster_2222,rep_cluster_2366	0.0	0.0	0.0	0.0	0.0			0.0	16.0	5.0	1.0	0.0	1.0	0.0	0.0	False	True
AA279	high	0.6008311381340171	0.8954403616024061	primary_model_oof_prediction	Escherichia_coli	IncK2/Z	IncFIB,IncI-gamma/K1,IncI1,IncK2/Z,IncQ1,rep_cluster_2371	11.0	11.0	1.0	0.0	1.0	2019.0	2019.0	0.0	69.0	5.0	0.0	0.8840579710144928	0.8840579710144928	0.0	0.0	True	True
AA282	high	0.6186845967920725	0.8895976647771088	primary_model_oof_prediction	Escherichia_coli	IncK2/Z	IncFIA,IncFIB,IncFIC,IncFII,IncI-gamma/K1,IncI1/B/O,IncK2/Z,rep_cluster_1254,rep_cluster_1527,rep_cluster_2371	11.0	11.0	1.0	0.0	1.0	2019.0	2019.0	0.0	69.0	5.0	0.0	0.8840579710144928	0.8840579710144928	0.0	0.0	True	True
AA850	high	0.475050701962758	0.8811420801070018	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1215	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AA767	high	0.4545472491612463	0.8799847962015115	primary_model_oof_prediction	Staphylococcus_simulans	rep_cluster_1017	rep_cluster_1017,rep_cluster_1018,rep_cluster_1442,rep_cluster_1596,rep_cluster_1944,rep_cluster_2104,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AA411	high	0.6699309291538839	0.8736376288598244	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1733	rep_cluster_1017,rep_cluster_1110,rep_cluster_1118,rep_cluster_1215,rep_cluster_1281,rep_cluster_1733,rep_cluster_2100,rep_cluster_2133,rep_cluster_2214,rep_cluster_2409	0.0	0.0	0.0	0.0	0.0			0.0	2.0	1.0	0.5	0.0	0.0	0.0	0.0	False	True
AB710	high	0.413486030678702	0.8726615722272149	primary_model_oof_prediction	Escherichia_coli	IncX1	IncX1,IncX3	11.0	11.0	3.0	0.0	2.0	2011.0	2012.0	0.0	104.0	29.0	0.07692307692307693	0.8173076923076923	0.875	0.0	0.0	True	True
AA764	high	0.4194975857007573	0.8601923942033463	primary_model_oof_prediction	Staphylococcus_epidermidis	rep_cluster_1118	rep_cluster_1118,rep_cluster_1281,rep_cluster_2409,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	89.0	19.0	0.9325842696629213	0.0	0.9325842696629213	0.0	0.0	False	True
AA367	high	0.7119765373178922	0.8562437995136445	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1078	rep_cluster_1078,rep_cluster_1118	0.0	0.0	0.0	0.0	0.0			0.0	17.0	6.0	1.0	0.0	1.0	0.0	0.0	False	True
AB193	high	0.5792791510123976	0.8529497493536891	primary_model_oof_prediction	Klebsiella_pneumoniae	IncR	ColRNAI_rep_cluster_1857,ColRNAI_rep_cluster_1987,IncFIA,IncFIB,IncFIC,IncFII,IncN,IncP,IncQ1,IncR,IncU,IncX1,rep_cluster_1254,rep_cluster_1418,rep_cluster_2183,rep_cluster_2392,rep_cluster_2401	1.0	1.0	1.0	0.0	1.0	2013.0	2013.0	1.0	114.0	20.0	0.7192982456140351	0.03508771929824561	0.043859649122807015	0.0	0.0	True	True
AA840	high	0.9428344281732188	0.8493897542297507	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1110,rep_cluster_1215,rep_cluster_1281,rep_cluster_1442,rep_cluster_1733,rep_cluster_1947,rep_cluster_2100,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AB561	high	0.4943671337318933	0.8424514788471326	primary_model_oof_prediction	Staphylococcus_epidermidis	rep_cluster_1256	rep_cluster_1256,rep_cluster_1439,rep_cluster_1442	0.0	0.0	0.0	0.0	0.0			0.0	16.0	5.0	1.0	0.0	1.0	0.0	0.0	False	True
AA410	high	0.6548157949590065	0.8360642498523043	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1215,rep_cluster_155,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AB008	high	0.445980788880875	0.8353229397544704	primary_model_oof_prediction	Psychrobacter_sp.	rep_cluster_1481	rep_cluster_1481	0.0	0.0	0.0	0.0	0.0			0.0	5.0	4.0	0.8	0.0	0.8	0.0	0.0	False	True
AE264	high	0.3936523774477359	0.8268986870138063	primary_model_oof_prediction	Staphylococcus_epidermidis	rep_cluster_2341	rep_cluster_1118,rep_cluster_2222,rep_cluster_2341,rep_cluster_418	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	False
AA144	high	0.3448350964738902	0.8152797776797946	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2350	ColRNAI_rep_cluster_1857,rep_cluster_2350,rep_cluster_2358,rep_cluster_2370	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AC509	high	0.3392044061631245	0.8055553121791146	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2350	ColRNAI_rep_cluster_1857,ColRNAI_rep_cluster_1987,rep_cluster_2350,rep_cluster_2358,rep_cluster_2370,rep_cluster_2401	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AB557	high	0.3059062469416449	0.7993635191179802	primary_model_oof_prediction	Staphylococcus_epidermidis	rep_cluster_1256	rep_cluster_1256,rep_cluster_1442,rep_cluster_1448,rep_cluster_2222	0.0	0.0	0.0	0.0	0.0			0.0	16.0	5.0	1.0	0.0	1.0	0.0	0.0	False	True
AA143	high	0.324168091139017	0.7965757374589438	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2392	rep_cluster_2335,rep_cluster_2350,rep_cluster_2370,rep_cluster_2392	0.0	0.0	0.0	0.0	0.0			0.0	4.0	3.0	0.75	0.0	0.75	0.0	0.0	False	True
AA531	high	0.9524511130946146	0.7946080646330602	primary_model_oof_prediction	Klebsiella_pneumoniae	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2358,rep_cluster_2373,rep_cluster_2405	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AB628	high	0.532557232620627	0.7831529661323893	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1733	rep_cluster_1017,rep_cluster_155,rep_cluster_1733,rep_cluster_2100,rep_cluster_2176,rep_cluster_765	0.0	0.0	0.0	0.0	0.0			0.0	2.0	1.0	0.5	0.0	0.0	0.0	0.0	False	True
AB192	high	0.3160478878843061	0.7819008859642871	primary_model_oof_prediction	Klebsiella_pneumoniae	IncR	ColRNAI_rep_cluster_1857,ColRNAI_rep_cluster_1987,IncFIA,IncFIB,IncFIC,IncN,IncQ1,IncR,IncU,IncX1,IncY,rep_cluster_1195,rep_cluster_1304,rep_cluster_1418	1.0	1.0	1.0	0.0	1.0	2013.0	2013.0	1.0	114.0	20.0	0.7192982456140351	0.03508771929824561	0.043859649122807015	0.0	0.0	True	True
AE249	high	0.918197014231239	0.7803440535644768	primary_model_oof_prediction	Acinetobacter_lwoffii	rep_cluster_481	rep_cluster_1481,rep_cluster_481	0.0	0.0	0.0	0.0	0.0			0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	False	True
AB721	high	0.3028126543619141	0.7761717534462056	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AA842	high	0.6934401854328428	0.7734929621073975	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1215,rep_cluster_1733,rep_cluster_2100,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AD122	high	0.3692883715906771	0.7703796045312835	primary_model_oof_prediction	Pseudomonas_syringae	rep_cluster_283	rep_cluster_283	0.0	0.0	0.0	0.0	0.0			0.0	81.0	28.0	0.08641975308641975	0.8518518518518519	0.9382716049382716	0.0	0.0	False	True
AD118	high	0.3975449081131299	0.7690377846374267	primary_model_oof_prediction	Pseudomonas_syringae	rep_cluster_283	rep_cluster_283	0.0	0.0	0.0	0.0	0.0			0.0	81.0	28.0	0.08641975308641975	0.8518518518518519	0.9382716049382716	0.0	0.0	False	True
AD116	high	0.3502943511896921	0.7673829079744212	primary_model_oof_prediction	Pseudomonas_syringae	rep_cluster_283	rep_cluster_283	0.0	0.0	0.0	0.0	0.0			0.0	81.0	28.0	0.08641975308641975	0.8518518518518519	0.9382716049382716	0.0	0.0	False	True
AD111	high	0.3692883715906771	0.759740038650351	primary_model_oof_prediction	Pseudomonas_ficuserectae	rep_cluster_283	rep_cluster_283	0.0	0.0	0.0	0.0	0.0			0.0	81.0	28.0	0.08641975308641975	0.8518518518518519	0.9382716049382716	0.0	0.0	False	True
AC025	high	0.3908618268609314	0.7576395443038785	primary_model_oof_prediction	Escherichia_coli			0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	False
AA201	high	0.2779021679670801	0.7560239420371747	primary_model_oof_prediction	Lactococcus_lactis	rep_cluster_554	rep_cluster_554,rep_cluster_556	0.0	0.0	0.0	0.0	0.0			0.0	30.0	7.0	0.7333333333333333	0.06666666666666667	0.3	0.0	0.0	False	True
AB720	high	0.3033546889908607	0.7539942855685642	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AB735	high	0.6285911937112654	0.7364425126632341	primary_model_oof_prediction	Azotobacter_chroococcum	rep_cluster_782	rep_cluster_717,rep_cluster_782	0.0	0.0	0.0	0.0	0.0			0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	False	True
AA206	high	0.2779021679670801	0.7335696657705636	primary_model_oof_prediction	Lactococcus_lactis	rep_cluster_516	rep_cluster_516	0.0	0.0	0.0	0.0	0.0			0.0	11.0	3.0	0.6363636363636364	0.09090909090909091	0.2727272727272727	0.0	0.0	False	True
AB923	high	0.6962015727977032	0.7231004814800673	primary_model_oof_prediction	Staphylococcus_epidermidis	rep_cluster_1302	rep_cluster_1118,rep_cluster_1302,rep_cluster_1448,rep_cluster_418	0.0	0.0	0.0	0.0	0.0			0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	False	True
AA667	high	0.7634263811706311	0.7165591188635553	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2350	IncFII,rep_cluster_2350,rep_cluster_2370	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AC753	high	0.4702574522866787	0.7120639323507032	primary_model_oof_prediction	Lactobacillus_helveticus	rep_cluster_554	rep_cluster_554,rep_cluster_556,rep_cluster_570	0.0	0.0	0.0	0.0	0.0			0.0	30.0	7.0	0.7333333333333333	0.06666666666666667	0.3	0.0	0.0	False	True
AB110	high	0.3283686330403946	0.7093135764257013	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_765	rep_cluster_1215,rep_cluster_765	0.0	0.0	0.0	0.0	0.0			0.0	22.0	3.0	0.0	0.8181818181818182	0.8181818181818182	0.0	0.0	False	True
AA536	high	0.2205212581255813	0.7071184898328517	primary_model_oof_prediction	Klebsiella_grimontii	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2335	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AA229	high	0.2590955341251124	0.6955589665821179	primary_model_oof_prediction	Pseudomonas_savastanoi	rep_cluster_283	rep_cluster_283	0.0	0.0	0.0	0.0	0.0			0.0	81.0	28.0	0.08641975308641975	0.8518518518518519	0.9382716049382716	0.0	0.0	False	True
AA668	high	0.2205212581255813	0.6918299108816302	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2350	Col(MG828),rep_cluster_2350,rep_cluster_2358	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AE407	high	0.2205212581255813	0.6908524668826324	primary_model_oof_prediction	Staphylococcus_haemolyticus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1442	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AA525	high	0.6874563781409709	0.6856820035665064	primary_model_oof_prediction	Escherichia_coli	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2350,rep_cluster_2358	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AA580	high	0.2572195814929163	0.6837315275506937	primary_model_oof_prediction	Escherichia_coli	rep_cluster_1778	rep_cluster_1778	0.0	0.0	0.0	0.0	0.0			0.0	62.0	12.0	1.0	0.0	1.0	0.0	0.0	False	True
AA673	high	0.2572195814929163	0.6759240951827914	primary_model_oof_prediction	Escherichia_coli	rep_cluster_2350	rep_cluster_2350,rep_cluster_2358	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AB039	high	0.5942167171022733	0.6736777908111737	primary_model_oof_prediction	Salmonella_enterica	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2358,rep_cluster_2406	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AB045	high	0.6427242696228722	0.673131948036148	primary_model_oof_prediction	Klebsiella_pneumoniae	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2358,rep_cluster_2373	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AA579	high	0.6372439208751682	0.6719980131055003	primary_model_oof_prediction	Escherichia_coli	rep_cluster_1778	Col8282,rep_cluster_1169,rep_cluster_1778,rep_cluster_2350	0.0	0.0	0.0	0.0	0.0			0.0	62.0	12.0	1.0	0.0	1.0	0.0	0.0	False	True
AA851	high	0.3413126558148175	0.6709603028145474	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1215,rep_cluster_2176,rep_cluster_2214	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AC442	high	0.654929962223794	0.664899471702063	primary_model_oof_prediction	Sphingobium_yanoikuyae	rep_cluster_1617	rep_cluster_1168,rep_cluster_1183,rep_cluster_1617	0.0	0.0	0.0	0.0	0.0			0.0	8.0	8.0	0.125	0.875	1.0	0.0	0.0	False	True
AA084	high	0.828853774099693	0.6645422561209953	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1215	rep_cluster_1018,rep_cluster_1118,rep_cluster_1215,rep_cluster_1281,rep_cluster_1442,rep_cluster_910	0.0	0.0	0.0	0.0	0.0			0.0	30.0	13.0	0.4666666666666667	0.0	0.43333333333333335	0.0	0.0	False	True
AC570	high	0.6322181697387464	0.6643884549899803	primary_model_oof_prediction	Lacticaseibacillus_paracasei	rep_cluster_850	rep_cluster_850	0.0	0.0	0.0	0.0	0.0			0.0	9.0	3.0	0.3333333333333333	0.6666666666666666	1.0	0.0	0.0	False	True
AA162	high	0.6375248922699143	0.6640180247275513	primary_model_oof_prediction	Salmonella_enterica	rep_cluster_2350	ColRNAI_rep_cluster_1857,rep_cluster_2350	3.0	3.0	2.0	0.0	3.0	1981.0	2016.0	0.6666666666666666	298.0	77.0	0.9429530201342282	0.003355704697986577	0.6040268456375839	0.0	0.0	True	True
AA539	high	0.6008997983544717	0.6618031395819794	primary_model_oof_prediction	Salmonella_enterica	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987,rep_cluster_2335,rep_cluster_2358	0.0	0.0	0.0	0.0	0.0			0.0	225.0	43.0	0.5466666666666666	0.0	0.4711111111111111	0.0	0.0	False	True
AA079	high	0.7542551941684391	0.6276338508439867	primary_model_oof_prediction	Acinetobacter_baumannii	rep_cluster_1220	rep_cluster_1220	0.0	0.0	0.0	0.0	0.0			0.0	2.0	2.0	0.0	0.5	0.5	0.0	0.0	False	True
AB702	high	0.7386734315407096	0.6250292365148662	primary_model_oof_prediction	Acinetobacter_baumannii			0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	False
AB756	high	0.4874435321884272	0.6243309685665579	primary_model_oof_prediction	Enterococcus_faecium	rep_cluster_185	Inc11,Inc18,rep_cluster_1017,rep_cluster_1018,rep_cluster_1093,rep_cluster_1118,rep_cluster_1197,rep_cluster_1215,rep_cluster_1742,rep_cluster_180,rep_cluster_183,rep_cluster_185,rep_cluster_1968,rep_cluster_2146,rep_cluster_2301,rep_cluster_2351,rep_cluster_556,rep_cluster_589,rep_cluster_889,rep_cluster_943,rep_cluster_976,rep_cluster_992	0.0	0.0	0.0	0.0	0.0			0.0	33.0	5.0	0.42424242424242425	0.15151515151515152	0.5757575757575758	0.0	0.0	False	True
AA083	high	0.6610666383338265	0.6119627799388545	primary_model_oof_prediction	Staphylococcus_aureus	rep_cluster_1017	rep_cluster_1017,rep_cluster_1018,rep_cluster_1118,rep_cluster_1142,rep_cluster_1215,rep_cluster_1230,rep_cluster_1281,rep_cluster_1947,rep_cluster_2222,rep_cluster_2246,rep_cluster_936	0.0	0.0	0.0	0.0	0.0			0.0	138.0	20.0	0.5579710144927537	0.0	0.0	0.0	0.0	False	True
AC716	high	0.5943844497284444	0.6102301670103073	primary_model_oof_prediction	Acinetobacter_baumannii	rep_cluster_1254	rep_cluster_1226,rep_cluster_1254,rep_cluster_1527	1.0	1.0	1.0	0.0	1.0	2010.0	2010.0	0.0	36.0	12.0	0.2222222222222222	0.08333333333333333	0.3055555555555556	0.0	0.0	True	True
AF100	high	0.5325549680341023	0.6021245666236419	primary_model_oof_prediction	Haemophilus_influenzae	rep_cluster_304	rep_cluster_304	0.0	0.0	0.0	0.0	0.0			0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	False	True
AD311	high	0.5331817108460823	0.5985771080538207	primary_model_oof_prediction	Aeromonas_bestiarum	rep_cluster_208	rep_cluster_208	0.0	0.0	0.0	0.0	0.0			0.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	False	True
