model_name	gate_name	lower_label	upper_label	lower_route_column	upper_route_column	n_gate_candidates	n_near_gate	lower_boundary_max_knownness	upper_boundary_min_knownness	boundary_gap	mean_abs_route_delta_all	mean_abs_route_delta_near_gate	median_abs_route_delta_near_gate	p90_abs_route_delta_near_gate	max_abs_route_delta_near_gate	fraction_abs_route_delta_ge_0p05_near_gate	fraction_abs_route_delta_ge_0p10_near_gate	route_spearman_near_gate	gate_consistency_tier
adaptive_natural_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0341632374180394	0.0714298664339141	0.0300360366910376	0.2257135070125043	0.5244178713039049	0.3737373737373737	0.2222222222222222	0.8633271490414347	unstable
adaptive_knownness_robust_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0981083733902689	0.1798907921391299	0.174677966253086	0.4162476658611854	0.6329617321705089	0.7171717171717171	0.6464646464646465	0.7112306740878169	unstable
adaptive_knownness_blend_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0490541866951344	0.0899453960695649	0.087338983126543	0.2081238329305927	0.3164808660852544	0.6464646464646465	0.3939393939393939	0.9473098330241188	unstable
adaptive_support_calibrated_blend_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0460888288881567	0.0811438122923175	0.069411924307649	0.1811851643722559	0.3702426530746669	0.6161616161616161	0.3131313131313131	0.945986394557823	unstable
adaptive_support_synergy_blend_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0272741826990563	0.0706160721643929	0.0468232829707432	0.1491232292194275	0.4552095675993911	0.4848484848484848	0.2424242424242424	0.9479529993815708	moderate
adaptive_host_transfer_synergy_blend_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0683149650050185	0.1281695198268597	0.1236973970260186	0.2840597854315335	0.3962255581760386	0.696969696969697	0.5858585858585859	0.8933951762523191	unstable
adaptive_threat_architecture_blend_priority	half_boundary	lower_half	upper_half	lower_half_route_prediction	upper_half_route_prediction	989	99	0.4826423997303674	0.4841590832490731	0.0015166835187057	0.0482236814265691	0.0902585045991976	0.0840737584121961	0.2028319286138898	0.2895768139713073	0.6868686868686869	0.4141414141414141	0.94717377860235	unstable
