audit_name	audit_status	audit_rationale	sentinel_feature_name	sentinel_source	sentinel_track	discovery_contract_forbidden	official_discovery_models_checked	n_discovery_models_checked	official_discovery_models_use_sentinel	n_backbones	n_positive	sentinel_only_roc_auc	sentinel_only_average_precision	sentinel_only_brier_score	primary_model_name	primary_roc_auc	primary_average_precision	delta_roc_auc_vs_primary	delta_average_precision_vs_primary
future_label_sentinel	pass	Synthetic future-only sentinel is structurally excluded from official discovery models.	future_label_sentinel	future_outcome_label	unregistered	True	bio_clean_priority	1	False	989	362	1.0	1.0	0.0	bio_clean_priority	0.7454289918669099	0.6538034832512319	0.2545710081330901	0.34619651674876806
