primary_model_name	baseline_model_name	n_backbones	n_positive	overall_primary_roc_auc	overall_baseline_roc_auc	overall_delta_roc_auc	primary_prediction_vs_knownness_spearman	baseline_prediction_vs_knownness_spearman	operational_priority_index_vs_knownness_spearman	bio_priority_index_vs_knownness_spearman	evidence_support_index_vs_knownness_spearman	matched_strata_count	matched_strata_n_backbones	matched_strata_primary_weighted_roc_auc	matched_strata_baseline_weighted_roc_auc	matched_strata_weighted_delta_roc_auc	lower_half_knownness_n_backbones	lower_half_knownness_n_positive	lower_half_knownness_primary_roc_auc	lower_half_knownness_baseline_roc_auc	lower_half_knownness_delta_roc_auc	lowest_knownness_quartile_supported	lowest_knownness_quartile_n_backbones	lowest_knownness_quartile_n_positive	lowest_knownness_quartile_primary_roc_auc	lowest_knownness_quartile_baseline_roc_auc	lowest_knownness_quartile_delta_roc_auc	priority_index_vs_knownness_spearman	top_k	top_k_mean_knownness_score	eligible_mean_knownness_score	top_k_lower_half_knownness_count	top_k_lower_half_knownness_fraction	top_k_lowest_quartile_knownness_count	top_k_lowest_quartile_knownness_fraction
bio_clean_priority	baseline_both	989	362	0.7454289918669099	0.7224968498594553	0.022932142007454637	0.40192547546998936	0.690014969139235	0.3673096623939388	-0.14737275322274568	0.5981031308317938	8	972	0.6799536745710257	0.47353092497532523	0.2064227495957005	631	138	0.6929623423582326	0.49837581209395304	0.19458653026427958	False	0	0				0.3673096623939388	25	0.5987866531850354	0.500505561172902	5	0.2	0	0.0
