model_name	status	roc_auc	roc_auc_ci_lower	roc_auc_ci_upper	average_precision	average_precision_ci_lower	average_precision_ci_upper	brier_score	brier_skill_score	brier_score_ci_lower	brier_score_ci_upper	ece	selection_adjusted_empirical_p_roc_auc	permutation_p_roc_auc	n_permutations	delta_vs_baseline_roc_auc	delta_vs_baseline_ci_lower	delta_vs_baseline_ci_upper	spatial_holdout_roc_auc	spatial_holdout_regions	spatial_holdout_n_backbones	best_spatial_holdout_region	best_spatial_holdout_region_roc_auc	worst_spatial_holdout_region	worst_spatial_holdout_region_roc_auc	n_backbones	n_positive	positive_prevalence	report_visibility	error_message	average_precision_enrichment	average_precision_lift	brier_reliability	brier_resolution	brier_uncertainty	decision_utility_cost	decision_utility_grid_size	decision_utility_positive_rate	decision_utility_precision	decision_utility_recall	decision_utility_score	expected_calibration_error_x	log_loss	log_loss_ci_lower	log_loss_ci_upper	max_calibration_error_x	ndcg_at_10	ndcg_at_25	novelty_adjusted_average_precision	optimal_decision_threshold	precision_at_top_10	precision_at_top_25	recall_at_top_10	recall_at_top_25	weighted_classification_cost	mean_agreement_score	mean_logistic_nonlinear_delta	review_fraction	expected_calibration_error_y	max_calibration_error_y	n_permutations_selection_adjusted	selection_adjusted_empirical_p_average_precision	n_models_in_scope	modal_selected_model_name	modal_selected_model_share	matched_knownness_weighted_roc_auc	knownness_matched_gap	source_holdout_weighted_roc_auc	source_holdout_gap	spatial_holdout_gap	scientific_acceptance_scored	scientific_acceptance_flag	scientific_acceptance_status	scientific_acceptance_failed_criteria	matched_knownness_gate_pass	source_holdout_gate_pass	spatial_holdout_gate_pass	calibration_gate_pass	selection_adjusted_gate_pass	leakage_review_gate_pass	spatial_holdout_gap
discovery_9f_source	ok	0.7920158256011702	0.7613864376960676	0.8195902480903411	0.7142931511386031	0.6694040725634578	0.7624679776691136	0.17262369079090834	0.2560960415726292	0.16017414346247044	0.18566613758773723								0.7788558963143384	5.0	952.0	Latin America and Caribbean	0.8281746031746032	Oceania	0.7106060606060606	989	362	0.3660262891809909	audit_only		1.95148045987867	0.34826686195761225	0.0025745351268529762	0.061689435692900356	0.23205104480938452	0.19919110212335692	1083.0	0.7472194135490394	0.4546684709066306	0.9281767955801105	-0.19919110212335692	0.04144773943788959	0.5231376960802102	0.493784852661924	0.5535230681974441	0.08936077302329615	1.0	0.9699142160078474	0.11213253400330898	0.15394208834848264	1.0	0.96	0.027624309392265192	0.06629834254143646	0.19919110212335692													0.7661434097574932	-0.025872415843677055	-0.01315992928683185	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.01315992928683185
contextual_bio_priority	ok	0.7909804647228317	0.7616955511663464	0.8185731497998837	0.698206474717105	0.6507629042566674	0.750271389570804	0.17583806091496068	0.24224404566072655	0.16379151730745223	0.1886631546520347								0.7744922388135828	5.0	952.0	North America	0.814432003062494	Oceania	0.7227272727272728	989	362	0.3660262891809909	audit_only		1.9075309488818144	0.33218018553611406	0.002797648079197236	0.05837238745313076	0.23205104480938452	0.16380182002022245	1086.0	0.7684529828109201	0.45263157894736844	0.9502762430939227	-0.16380182002022245	0.044279927159543236	0.5291000541810879	0.5001774460797556	0.5588143434768982	0.10876512950365258	1.0	0.9103163254169848	0.10687224026519833	0.15238982411154323	1.0	0.88	0.027624309392265192	0.06077348066298342	0.16380182002022245													0.7638762009523219	-0.027104263770509784	-0.01648822590924892	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.01648822590924892
natural_auc_priority	ok	0.785235313295796	0.7561628147642079	0.813191546218155	0.6929263102466791	0.6465682408592593	0.7450719769671205	0.17814392219759867	0.23230717472557472	0.16623235936295783	0.1910148161835458								0.7742510210696919	5.0	952.0	North America	0.8023255813953488	Oceania	0.7106060606060606	989	362	0.3660262891809909	audit_only		1.8931053061711758	0.32690002106568816	0.003537252559825673	0.05661225085260703	0.23205104480938452	0.16177957532861476	1086.0	0.7593528816986855	0.4567243675099867	0.9475138121546961	-0.16177957532861476	0.046491959589934045	0.5340560583872148	0.5062943654171388	0.5638706145193559	0.13995846300178238	1.0	0.912713507793894	0.10755457031523641	0.15	1.0	0.88	0.027624309392265192	0.06077348066298342	0.16177957532861476											0.71699037629456	-0.06824493700123602	0.7743792564125933	-0.01085605688320268	-0.010984292226104087	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.010984292226104087
hybrid_agreement_priority	ok	0.7822283609576427	0.7498736894153802	0.8109273050944328	0.7068473349354064	0.6592458668361106	0.7558442358561634	0.17252868727237866	0.2565054494191128	0.15923967676595036	0.1863971646702749															989	362	0.3660262891809909	audit_only		1.9311381609146878	0.3408210457544155	0.002524803560254874	0.06162315309014513	0.23205104480938452	0.25075834175935285	1079.0	0.7917087967644085	0.4278416347381865	0.925414364640884	-0.25075834175935285	0.04024340776113519	0.524544763197569	0.4929572279029971	0.5573253619277977	0.1119302920867618	0.8611375561264456	0.8683543138443851	0.10748899680483444	0.16137415462885185	0.9	0.88	0.024861878453038673	0.06077348066298342	0.25075834175935285	0.9279717324276928	0.06632770167325089	0.06774519716885744													False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
balanced_evidence_priority	ok	0.7792610607382343	0.7462914467034301	0.8090089443385042	0.7073100204547517	0.6622606219046976	0.7546592835490459	0.1746117990474605	0.2475284944702869	0.1632250011562615	0.18756012837768127															989	362	0.3660262891809909	audit_only		1.9324022382037276	0.34128373127376077	0.00416983152504348	0.062317661368071	0.23205104480938452	0.24064711830131447	1088.0	0.7320525783619818	0.4530386740331492	0.9060773480662984	-0.24064711830131447	0.06110965345163391	0.5290280166557313	0.5020104548222055	0.5595348606423943	0.09213567853178625	0.9337457765456111	0.9357956496337676	0.11005785558481457	0.16801951961357858	0.9	0.92	0.024861878453038673	0.06353591160220995	0.24064711830131447																False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
threat_architecture_priority	ok	0.7776000775419211	0.7458230550179287	0.8068579469957303	0.6940646156037844	0.6414781274597492	0.7407753044933569	0.1935614265004736	0.16586703300787875	0.18348287611908057	0.2049786074601282								0.7677423909457357	5.0	952.0	North America	0.82689731074744	Latin America and Caribbean	0.6575396825396825	989	362	0.3660262891809909	audit_only		1.8962152067186264	0.3280383264227935	0.018313787073532234	0.05630585014175739	0.23205104480938452	0.23356926188068755	1088.0	0.9089989888776542	0.39377085650723026	0.9779005524861878	-0.23356926188068755	0.12751098588212895	0.5751901677222391	0.5514369925954511	0.6019774643333105	0.19756436550118234	1.0	0.9395743846105263	0.10575398387463707	0.2464860010906474	1.0	0.92	0.027624309392265192	0.06353591160220995	0.23356926188068755											0.7067879499492119	-0.07081212759270916	0.7634445359821889	-0.014155541559732199	-0.009857686596185355	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.009857686596185355
phylogeny_aware_priority	ok	0.7774590922308282	0.7468435442955477	0.8063136928410011	0.6940601488806097	0.64697364495436	0.7448240582971952	0.17923173606489698	0.22761935326718874	0.16710262508918178	0.19202696450087778								0.7631248244807503	5.0	952.0	Latin America and Caribbean	0.8095238095238095	Oceania	0.7166666666666667	989	362	0.3660262891809909	audit_only		1.8962030034334891	0.32803385969961885	0.0029334443002614896	0.05481470001562243	0.23205104480938452	0.19817997977755308	1086.0	0.7603640040444893	0.449468085106383	0.9337016574585635	-0.19817997977755308	0.045742705373101475	0.5380545448643995	0.5096316200768173	0.5671796869896737	0.08982391212053575	1.0	0.9399463200458535	0.10773433239959691	0.15640340263613312	1.0	0.92	0.027624309392265192	0.06353591160220995	0.19817997977755308											0.7072126286371643	-0.07024646359366393	0.7602409065872839	-0.01721818564354427	-0.014334267750077956	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.014334267750077956
full_priority	ok	0.7747891829020064	0.743197993176183	0.8041466052935224	0.6867095570772024	0.6347388675870339	0.7393796603597317	0.1785210265463874	0.23068208250029076	0.16701611540189681	0.19190529099229456	0.0342238009825754		0.0004997501249375	2000.0				0.7803650113940486	5.0	952.0	North America	0.8073739113790793	Latin America and Caribbean	0.7408730158730159	989	362	0.3660262891809909	audit_only		1.8761208617385448	0.3206832678962115	0.0017790167963143806	0.05596203519444685	0.23205104480938452	0.23761375126390294	1088.0	0.6582406471183013	0.48847926267281105	0.8784530386740331	-0.23761375126390294	0.034223800982575464	0.5405352851711963	0.5121439753145046	0.573017595883286	0.07429904466171189	0.8364586133797037	0.8785367668125895	0.09537117962236362	0.21706656185682616	0.8	0.88	0.022099447513812154	0.06077348066298342	0.23761375126390294				0.0342238009825754	0.0742990446617118						0.6925318378529636	-0.08225734504904281	0.7468389459664756	-0.02795023693553078	0.00557582849204219	False	False	not_scored	missing:selection_adjusted_empirical_p_roc_auc	False	False	True	True	False	True	0.00557582849204219
discovery_4f_hybrid	ok	0.7667309912148528	0.734200462140213	0.7982847435121518	0.6853238753811312	0.6396452429867193	0.7399781612833733	0.17837549664814387	0.23130922855931013	0.16603903837698303	0.19188448164922312								0.7574760527774238	5.0	952.0	Latin America and Caribbean	0.805952380952381	Oceania	0.7181818181818181	989	362	0.3660262891809909	audit_only		1.8723351180992782	0.31929758620014026	0.003246075709560935	0.05575776805388042	0.23205104480938452	0.2679474216380182	1077.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.04795515038846782	0.5386856490307834	0.5085402347593838	0.5707745334228828	0.11403794467127504	0.7065443116025598	0.8360339678429229	0.10910250124792831	0.0	0.8	0.92	0.022099447513812154	0.06353591160220995	0.2679474216380182													0.7479385069614534	-0.01879248425339941	-0.009254938437428972	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.009254938437428972
discovery_5f_phylo	ok	0.7664049626829504	0.7338572802437284	0.7971786288317507	0.685744542250225	0.6406324681688422	0.7399950809889038	0.1784615134568901	0.23093854801005043	0.1660576999668418	0.19184391025150835								0.7560853700463108	5.0	952.0	Latin America and Caribbean	0.8146825396825397	Asia	0.7187933425797504	989	362	0.3660262891809909	audit_only		1.8734843985786533	0.31971825306923407	0.0053268112184646395	0.05812382769279864	0.23205104480938452	0.26188068756319516	1083.0	0.7108190091001011	0.45803698435277385	0.8895027624309392	-0.26188068756319516	0.06317838158817055	0.539069366739917	0.5090966002236361	0.5715420098612461	0.12443411946572502	0.7065443116025598	0.8360339678429229	0.10930762219868131	0.17025142171258417	0.8	0.92	0.022099447513812154	0.06353591160220995	0.26188068756319516													0.7479906704087242	-0.018414292274226196	-0.010319592636639618	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.010319592636639618
pairwise_rank_priority	ok	0.761113607725995	0.7297803314655402	0.7916636962872441	0.6807282636706753	0.63399082023006	0.7366042898062103	0.23081421046465847	0.00533000980772147	0.2182479127778732	0.24292271433859244								0.7597740773084775	5.0	952.0	Latin America and Caribbean	0.8051587301587302	Oceania	0.7075757575757575	989	362	0.3660262891809909	audit_only		1.8597797037853532	0.3147019744896844	0.056745313401954614	0.057242248232568314	0.23205104480938452	0.2679474216380182	1083.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.2251595304130465	0.6679282732080359	0.6336229098489169	0.7006057529198463	0.36316836411357223	0.7015099647232446	0.8042717674658875	0.11042720682137766	0.0	0.8	0.88	0.022099447513812154	0.06077348066298342	0.2679474216380182													0.7330601274576418	-0.028053480268353193	-0.0013395304175175538	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.0013395304175175538
bio_residual_synergy_priority	ok	0.7605849128093967	0.7287816346438846	0.7910265394573904	0.6836675276103744	0.6375580656652903	0.7366101913665776	0.17936257428790278	0.22705551946453006	0.16696583572443627	0.19299242028627556															989	362	0.3660262891809909	audit_only		1.8678099027808295	0.3176412384293835	0.0024151595362691125	0.05554683096586692	0.23205104480938452	0.2679474216380182	1083.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.0431606318286823	0.5411369241427956	0.5114252572828502	0.5731459461705298	0.08519379578852015	0.8048109992093391	0.864118426552818	0.10852172662274269	0.0	0.8	0.88	0.022099447513812154	0.06077348066298342	0.2679474216380182																False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
firth_parsimonious_priority	ok	0.7560117017808207	0.7239013886753208	0.787168406415413	0.6696343885694681	0.6201673000327732	0.7214774315137594	0.18335542164666804	0.20984875634891842	0.17172973549653672	0.19656886942693805															989	362	0.3660262891809909	audit_only		1.829470746671834	0.3036080993884772	0.0026561733017354447	0.051604475152934766	0.23205104480938452	0.24974721941354905	1083.0	0.8756319514661274	0.4006928406466513	0.9585635359116023	-0.24974721941354905	0.04187107221118141	0.5505225094158283	0.5219209088986996	0.5835746850118604	0.11075061859689256	0.8611375561264456	0.8566325215101959	0.10375379005865998	0.1288991163135535	0.9	0.88	0.024861878453038673	0.06077348066298342	0.24974721941354905																False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
parsimonious_priority	ok	0.7505793615127724	0.7189538236033528	0.7836444475339182	0.6591153194245379	0.6092958713211324	0.7121877917196128	0.1867326848197212	0.1952947896739251	0.17446033048129497	0.19976328371594676	0.0461777612959563		0.0004997501249375	2000.0				0.7409561906444806	5.0	952.0	Latin America and Caribbean	0.7884920634920635	Asia	0.7066307478928838	989	362	0.3660262891809909	audit_only		1.800732184836652	0.29308903024354704	0.003299604718296631	0.04753737047915668	0.23205104480938452	0.2679474216380182	1083.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.04617776129595629	0.5572179571394756	0.5291485454683016	0.586809514699984	0.12381228678486056	0.6874708847784539	0.8253768422882413	0.10332239835570395	0.0	0.7	0.88	0.019337016574585635	0.06077348066298342	0.2679474216380182				0.0461777612959563	0.1238122867848606						0.6831103876128551	-0.06746897389991724	0.73557847326372	-0.015000888249052435	-0.009623170868291786	False	False	not_scored	missing:selection_adjusted_empirical_p_roc_auc	False	False	True	True	False	True	-0.009623170868291786
bio_clean_priority	ok	0.7454289918669099	0.7139373086934071	0.7780493217226125	0.6538034832512319	0.6050611620152475	0.708639570860335	0.18843160555888028	0.18797346629632672	0.17610888293271718	0.2014667609325627								0.7309592483173079	5.0	952.0	Latin America and Caribbean	0.7805555555555556	Asia	0.6909474021124506	989	362	0.3660262891809909	audit_only		1.7862200136338906	0.28777719407024105	0.0062019925972888095	0.050049856308123794	0.23205104480938452	0.2679474216380182	1077.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.06344924581429442	0.5620690658447374	0.5333989763093644	0.5919990468757608	0.1615004549404674	0.8115558478722846	0.8075134314458513	0.11614857099747174	0.0	0.8	0.8	0.022099447513812154	0.055248618784530384	0.2679474216380182											0.6987471388426514	-0.046681853024258535	0.7073423654930302	-0.03808662637387972	-0.014469743549602065	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.014469743549602065
proxy_light_priority	ok	0.7450677170072343	0.7116642740853596	0.7766478605377242	0.6629093859773986	0.6139194005420762	0.7159326232411005	0.1852574680902171	0.20165208373703047	0.17300614219716634	0.1984537384930345								0.7449139085536474	5.0	952.0	Latin America and Caribbean	0.7841269841269841	Asia	0.6998026245599062	989	362	0.3660262891809909	audit_only		1.8110977423526167	0.2968830967964077	0.0012895596034068098	0.046389409992759104	0.23205104480938452	0.24469160768452983	1088.0	0.8564206268958544	0.40731995277449823	0.9530386740331491	-0.24469160768452983	0.029945467522348158	0.5551030717343478	0.5261842630111632	0.5859547372498735	0.06681875296864237	0.9052116356304495	0.9147385536412668	0.10955584992947875	0.16881260021613048	0.9	0.92	0.024861878453038673	0.06353591160220995	0.24469160768452983													0.6921283093228598	-0.05293940768437444	-0.0001538084535869233	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.0001538084535869233
visibility_adjusted_priority	ok	0.7397323041405623	0.7075464167687618	0.770908029958121	0.6509539163425544	0.601390188133641	0.7071902724288832	0.1892298162964063	0.1845336596012881	0.17691904953052814	0.20204352680696527															989	362	0.3660262891809909	audit_only		1.7784348708916748	0.2849276271615635	0.00610487179712271	0.04890596032095178	0.23205104480938452	0.26693629929221435	1089.0	0.9989888776541962	0.36639676113360325	1.0	-0.26693629929221435	0.06729302143338912	0.56395057394623	0.5355461853466237	0.5932654856354854	0.1660736170804198	0.8115558478722846	0.8070177580060488	0.11514020392069277	0.14737033073663203	0.8	0.8	0.022099447513812154	0.055248618784530384	0.26693629929221435																False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
baseline_member_count	ok	0.7228757478830174	0.6890655749566207	0.7564444443248945	0.6491355516322392	0.6003084539993847	0.6995546534949646	0.18618711515400904	0.1976458657751351	0.17492639053144696	0.1987591774318339								0.7396857185008873	5.0	952.0	North America	0.7444013781223083	Oceania	0.7015151515151515	989	362	0.3660262891809909	audit_only		1.773467018133383	0.28310926245124834	0.0025464088735474375	0.04712477169879825	0.23205104480938452	0.2659251769464105	1046.0	0.9979777553083923	0.3667679837892604	1.0	-0.2659251769464105	0.043031817901560764	0.5583544455538463	0.53088221186057	0.5880986967727109	0.08462065164698973	0.9363792118010483	0.9052551338603589	0.08406723711561462	0.21388870596843082	0.9	0.88	0.024861878453038673	0.06077348066298342	0.2659251769464105											0.5965405598725909	-0.12633518801042654	0.7362336179047617	0.013357870021744267	0.01680997061786982	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	False	True	True	False	False	True	0.01680997061786982
nonlinear_deconfounded_priority	ok	0.6974411166036638	0.6625923943872941	0.7304492059822943	0.5672944030514416	0.5151334224569684	0.6254945607038164	0.2591221687107925	-0.11666021122053238	0.24934142902694542	0.2695165532485122								0.6750439266164869	5.0	952.0	North America	0.7574648291702555	Europe	0.6099688031764039	989	362	0.3660262891809909	audit_only		1.5498733829223088	0.20126811387045074	0.0558177754127635	0.029899945070533812	0.23205104480938452	0.2679474216380182	1085.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.2252802370194712	0.7178546729613007	0.694549459500535	0.7421205563560864	0.34602435226567513	0.7600791051976192	0.6716054689086052	0.12287568466111047	0.0	0.7	0.6	0.019337016574585635	0.04143646408839779	0.2679474216380182													0.5983075485654226	-0.09913356803824125	-0.02239718998717688	False	False	not_scored	missing:ece,matched_knownness_weighted_roc_auc,selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	-0.02239718998717688
regime_stability_priority	ok	0.6773991734736137	0.6390623135338522	0.7122917542592294	0.5551571085099366	0.5040828589168905	0.6104433881910498	0.24809475145680976	-0.06913869601666378	0.24004227408846987	0.2562171825364749								0.6421265084186942	5.0	952.0	North America	0.743755383290267	Oceania	0.5651515151515152	989	362	0.3660262891809909	audit_only		1.5167137577799097	0.1891308193289457	0.044146978065947945	0.029257962628753593	0.23205104480938452	0.2679474216380182	1089.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.18578928995339866	0.6911362972887671	0.6734115454386755	0.7084849617781679	0.31712576589323005	0.8006937664098821	0.7441591525101859	0.1174971421693804	0.0	0.7	0.68	0.019337016574585635	0.04696132596685083	0.2679474216380182											0.6772845499656965	-0.00011462350791713316	0.5766353523210669	-0.10076382115254678	-0.03527266505491944	False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc	True	False	False	False	False	True	-0.03527266505491944
baseline_country_count	ok	0.541687594173782	0.5059174481476442	0.5842099933366331	0.45446424969117094	0.40799726798042746	0.512733692851002	0.2204514342986089	0.04998732291985142	0.21149545723902902	0.2302944676761591	0.0342408204264931		0.0179910044977511	2000.0				0.5837471569328374	5.0	952.0	Oceania	0.6	Latin America and Caribbean	0.5607142857142857	989	362	0.3660262891809909	audit_only		1.241616416973945	0.08843796051018005	0.0014707386400758357	0.011814799439526557	0.23205104480938452	0.2679474216380182	983.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.034240820426493124	0.6329521222542511	0.6142236237350249	0.6535034591974566	0.060748884120384206	0.46111430781719365	0.6169689897309082	0.06664204286831889	0.0	0.6	0.72	0.016574585635359115	0.049723756906077346	0.2679474216380182				0.0342408204264931	0.0607488841203842						0.4490543429959865	-0.09263325117779547	0.5716220487574787	0.0299344545836967	0.042059562759055424	False	False	not_scored	missing:selection_adjusted_empirical_p_roc_auc	False	True	True	True	False	True	0.042059562759055424
label_permutation	ok	0.5172288455946497	0.4817232735463684	0.5554871582068083	0.3775629829230293	0.3391516312084366	0.4249647771056421	0.23514731984343845	-0.013343077324204033	0.22647425993262812	0.24340240846067765															989	362	0.3660262891809909	audit_only		1.0315187572123645	0.011536693742038417	0.00415042362402848	0.0021354550786857364	0.23205104480938452	0.26693629929221435	1087.0	0.9989888776541962	0.36639676113360325	1.0	-0.26693629929221435	0.054048148206908134	0.6639611884638615	0.6454130195989827	0.6814144207809729	0.12407269976393762	0.12987501165334078	0.18588186012666946		0.16	0.2	0.24	0.0055248618784530384	0.016574585635359115	0.26693629929221435											0.4716098321784049	-0.04561901341624475				False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	False	False	False	False	False	True	
random_score_control	ok	0.5007930423748975	0.46405918887170927	0.5379541100703741	0.37931626862191536	0.33902188934889393	0.4292846069640477	0.33437927996219813	-0.440972955915238	0.3154239860919049	0.35344599046595976															989	362	0.3660262891809909	audit_only		1.0363088112350118	0.013289979440924471	0.10245805486165369	0.00046546698662628815	0.23205104480938452	0.2659251769464105	1090.0	0.9979777553083923	0.3667679837892604	1.0	-0.2659251769464105	0.2728574973757245	1.0120052236993993	0.9498577844679549	1.0751940098726505	0.5886215016352812	0.48854680201562284	0.5142477704453038		0.001233062511908134	0.4	0.48	0.011049723756906077	0.03314917127071823	0.2659251769464105											0.5101782355660175	0.009385193191119967				False	False	not_scored	missing:ece,selection_adjusted_empirical_p_roc_auc,source_holdout_weighted_roc_auc,spatial_holdout_roc_auc	True	False	False	False	False	True	
source_only	ok	0.45228087798602484	0.41439079558997427	0.48749447430503606	0.33889561941036755	0.30558202844133514	0.3845878160793769	0.232278266812204	-0.0009791897425246443	0.22475016179688873	0.24044950971840345	0.0619132489815439		0.991504247876062	2000.0				0.4632058783572968	5.0	952.0	Europe	0.4945760068065797	Latin America and Caribbean	0.4261904761904762	989	362	0.3660262891809909	audit_only		0.9258778110410318	-0.02713066977062334	0.008974958481573628	0.008852925901313285	0.23205104480938452	0.2679474216380182	1011.0	1.0	0.3660262891809909	1.0	-0.2679474216380182	0.06191324898154393	0.6572985684083934	0.6418351756843591	0.6740635885033429	0.24492492471949473	0.2122263659729146	0.2958199513140475	0.06636456636988426	0.0	0.2	0.32	0.0055248618784530384	0.022099447513812154	0.2679474216380182				0.0619132489815439	0.2449249247194947						0.4460733397808866	-0.006207538205138252	0.43352143116208275	-0.018759446823942094	0.010925000371271976	False	False	not_scored	missing:selection_adjusted_empirical_p_roc_auc	False	False	True	False	False	True	0.010925000371271976
