published_primary_model	published_primary_track	published_primary_roc_auc	published_primary_average_precision	strongest_metric_model	strongest_metric_model_roc_auc	strongest_metric_model_average_precision	primary_minus_strongest_roc_auc	primary_minus_strongest_average_precision	conservative_model_name	conservative_model_track	conservative_roc_auc	conservative_average_precision	governance_primary_model	governance_primary_track	governance_primary_roc_auc	governance_primary_average_precision	governance_primary_selection_rank	governance_primary_strict_knownness_acceptance_flag	governance_primary_scientific_acceptance_flag	governance_primary_scientific_acceptance_status	governance_primary_knownness_matched_gap	governance_primary_source_holdout_gap	governance_primary_guardrail_loss	governance_primary_governance_priority_score	governance_primary_leakage_review_required	governance_primary_benchmark_status	selection_rationale	primary_vs_strongest_top_10_overlap_count	primary_vs_strongest_top_10_overlap_fraction	primary_vs_strongest_top_10_jaccard	primary_vs_strongest_top_25_overlap_count	primary_vs_strongest_top_25_overlap_fraction	primary_vs_strongest_top_25_jaccard	primary_vs_strongest_top_50_overlap_count	primary_vs_strongest_top_50_overlap_fraction	primary_vs_strongest_top_50_jaccard	primary_vs_conservative_top_10_overlap_count	primary_vs_conservative_top_10_overlap_fraction	primary_vs_conservative_top_10_jaccard	primary_vs_conservative_top_25_overlap_count	primary_vs_conservative_top_25_overlap_fraction	primary_vs_conservative_top_25_jaccard	primary_vs_conservative_top_50_overlap_count	primary_vs_conservative_top_50_overlap_fraction	primary_vs_conservative_top_50_jaccard	published_primary_top_10_precision	published_primary_top_10_recall	strongest_top_10_precision	strongest_top_10_recall	conservative_top_10_precision	conservative_top_10_recall	governance_primary_top_10_precision	governance_primary_top_10_recall	published_primary_top_25_precision	published_primary_top_25_recall	published_primary_top_50_precision	published_primary_top_50_recall	conservative_top_25_precision	conservative_top_25_recall	conservative_top_50_precision	conservative_top_50_recall	governance_primary_top_25_precision	governance_primary_top_25_recall	governance_primary_top_50_precision	governance_primary_top_50_recall	published_primary_decision_utility_score	published_primary_decision_utility_cost	published_primary_optimal_decision_threshold	published_primary_decision_utility_precision	published_primary_decision_utility_recall	published_primary_decision_utility_positive_rate	strongest_decision_utility_score	strongest_decision_utility_cost	strongest_optimal_decision_threshold	strongest_decision_utility_precision	strongest_decision_utility_recall	strongest_decision_utility_positive_rate	conservative_decision_utility_score	conservative_decision_utility_cost	conservative_optimal_decision_threshold	conservative_decision_utility_precision	conservative_decision_utility_recall	conservative_decision_utility_positive_rate	governance_primary_decision_utility_score	governance_primary_decision_utility_cost	governance_primary_optimal_decision_threshold	governance_primary_decision_utility_precision	governance_primary_decision_utility_recall	governance_primary_decision_utility_positive_rate	published_primary_selection_rank	published_primary_strict_knownness_acceptance_flag	published_primary_scientific_acceptance_flag	published_primary_scientific_acceptance_status	published_primary_knownness_matched_gap	published_primary_source_holdout_gap	published_primary_leakage_review_required	published_primary_blocked_holdout_raw_brier_score	published_primary_blocked_holdout_raw_ece	published_primary_blocked_holdout_best_calibration_method	published_primary_blocked_holdout_best_brier_score	published_primary_blocked_holdout_best_ece	published_primary_blocked_holdout_best_calibration_gain_vs_raw_brier	published_primary_blocked_holdout_best_calibration_gain_vs_raw_ece	strongest_metric_model_selection_rank	strongest_metric_model_strict_knownness_acceptance_flag	strongest_metric_model_scientific_acceptance_flag	strongest_metric_model_scientific_acceptance_status	strongest_metric_model_knownness_matched_gap	strongest_metric_model_source_holdout_gap	strongest_metric_model_leakage_review_required	conservative_blocked_holdout_raw_brier_score	conservative_blocked_holdout_raw_ece	conservative_blocked_holdout_best_calibration_method	conservative_blocked_holdout_best_brier_score	conservative_blocked_holdout_best_ece	conservative_blocked_holdout_best_calibration_gain_vs_raw_brier	conservative_blocked_holdout_best_calibration_gain_vs_raw_ece	governance_primary_blocked_holdout_raw_brier_score	governance_primary_blocked_holdout_raw_ece	governance_primary_blocked_holdout_best_calibration_method	governance_primary_blocked_holdout_best_brier_score	governance_primary_blocked_holdout_best_ece	governance_primary_blocked_holdout_best_calibration_gain_vs_raw_brier	governance_primary_blocked_holdout_best_calibration_gain_vs_raw_ece	governance_selection_rationale	conservative_model_evidence_role	conservative_model_evidence_summary	governance_primary_evidence_role	governance_primary_evidence_summary	single_model_official_model	single_model_official_decision_reason	single_model_official_scientific_acceptance_status	single_model_official_failed_criteria	single_model_official_failure_severity	single_model_official_roc_auc	single_model_official_average_precision	single_model_official_weighted_objective_score	single_model_official_screen_fit_seconds	single_model_official_compute_efficiency_score	single_model_selected_from_n_finalists	single_model_official_matches_published_primary
discovery_12f_source	discovery	0.8035942442746746	0.722509742523147	sovereign_precision_priority	0.8282534563430173	0.7657189108850624	-0.02465921206834265	-0.04320916836191535	parsimonious_priority	control	0.7505793615127724	0.6591153194245379	phylo_support_fusion_priority	governance_watch_only	0.827138791227189	0.7665059493881674	1	False	False	fail	-0.05184159903937946	-0.06528315644718474	0.1171247554865642	0.7100140357406248	False	governance_watch_only	current primary retained as the headline benchmark while a higher-metric audit view remains explicit; the strongest audited alternative overlaps on only 2/10 top candidates, recovering to 15/25 and 27/50, so the audit keeps both views explicit; however, the published primary does not clear the frozen scientific acceptance gate and should be treated as a conditional discovery benchmark rather than a deployment-safe governance claim	2	0.2	0.1111111111111111	15	0.6	0.42857142857142855	27	0.54	0.3698630136986301	3	0.3	0.1764705882352941	12	0.48	0.3157894736842105	31	0.62	0.4492753623188406	1.0	0.027624309392265192	1.0	0.027624309392265192	0.7	0.019337016574585635	1.0	0.027624309392265192	0.92	0.06353591160220995	0.88	0.12154696132596685	0.88	0.06077348066298342	0.86	0.11878453038674033	1.0	0.06906077348066299	0.98	0.13535911602209943	-0.16177957532861476	0.16177957532861476	0.16405464849785317	0.46887966804979253	0.93646408839779	0.731041456016178	-0.13043478260869565	0.13043478260869565	0.19775949009308597	0.4731774415405777	0.9502762430939227	0.7350859453993933	-0.2679474216380182	0.2679474216380182	0.0	0.3660262891809909	1.0	1.0	-0.13549039433771487	0.13549039433771487	0.18399242581331562	0.4668470906630582	0.9530386740331491	0.7472194135490394	3	False	False	fail	-0.0904439507049849	-0.021108238015785985	False	0.1836828162226046	0.1037466022938252	isotonic	0.1855589993465873	0.1288176960422953	-0.0018111085386247	-0.0094958323653965	2	False	False	fail	-0.09071550587616684	-0.05449259615892699	False	0.1977593700522495	0.1069145420043299	platt	0.1958184577714976	0.0994733889157048	0.0011457745978005	0.0063980638908567	0.1855389009072353	0.1245689077915884	isotonic	0.1856188616368147	0.0870391583738147	0.006889982293276	0.0285133215237888	governance benchmark `phylo_support_fusion_priority` is selected as the best available guardrail-aware candidate, but frozen scientific acceptance still fails and it must remain a watch-only governance track	legacy_published_primary	support-adjusted T/H/A plus coherence; retained as the legacy interpretable benchmark	published_primary	support-synergy biological core plus phylogenetically augmented host specialization, host dispersion, explicit replicon multiplicity, and orthogonal PlasmidFinder structure/support; chosen as the current primary benchmark	discovery_12f_source__pruned	lowest_failure_severity_with_competitive_auc	fail	fail:matched_knownness,selection_adjusted_null	3.612011367431485	0.7922273035678096	0.71193288065412	0.2	0.2209301249999953	1.0	5	False
